Time - pot	Amplitude - pot	Time - accel	Amplitude - accel	Time - Force	Amplitude - Force
0	1.11251	0	1.84826	0	5.19762
0.000488	1.1167	0.000488	1.8467	0.000488	5.19767
0.000977	1.11555	0.000977	1.84725	0.000977	5.19833
0.001465	1.11311	0.001465	1.84875	0.001465	5.20009
0.001953	1.11456	0.001953	1.84875	0.001953	5.19965
0.002441	1.11181	0.002441	1.84602	0.002441	5.2009
0.00293	1.11153	0.00293	1.84578	0.00293	5.20155
0.003418	1.11291	0.003418	1.84581	0.003418	5.20177
0.003906	1.11265	0.003906	1.84615	0.003906	5.20235
0.004395	1.11543	0.004395	1.84657	0.004395	5.20325
0.004883	1.11424	0.004883	1.84601	0.004883	5.20419
0.005371	1.11273	0.005371	1.84483	0.005371	5.20395
0.005859	1.11185	0.005859	1.84534	0.005859	5.20412
0.006348	1.11281	0.006348	1.84669	0.006348	5.20406
0.006836	1.1103	0.006836	1.84684	0.006836	5.20519
0.007324	1.11241	0.007324	1.847	0.007324	5.20654
0.007812	1.11173	0.007812	1.84718	0.007812	5.20705
0.008301	1.11651	0.008301	1.84634	0.008301	5.20802
0.008789	1.1125	0.008789	1.84614	0.008789	5.20859
0.009277	1.10916	0.009277	1.84728	0.009277	5.20887
0.009766	1.10806	0.009766	1.84704	0.009766	5.20861
0.010254	1.11138	0.010254	1.84656	0.010254	5.21056
0.010742	1.11067	0.010742	1.84597	0.010742	5.21185
0.01123	1.10909	0.01123	1.84545	0.01123	5.2122
0.011719	1.11031	0.011719	1.84451	0.011719	5.21154
0.012207	1.11329	0.012207	1.84526	0.012207	5.21231
0.012695	1.11688	0.012695	1.84668	0.012695	5.21291
0.013184	1.11538	0.013184	1.84602	0.013184	5.21315
0.013672	1.11063	0.013672	1.84675	0.013672	5.21357
0.01416	1.11144	0.01416	1.84639	0.01416	5.21501
0.014648	1.11308	0.014648	1.84567	0.014648	5.21458
0.015137	1.11204	0.015137	1.84467	0.015137	5.21485
0.015625	1.11189	0.015625	1.8418	0.015625	5.21642
0.016113	1.11313	0.016113	1.84354	0.016113	5.21654
0.016602	1.11589	0.016602	1.84566	0.016602	5.21754
0.01709	1.11444	0.01709	1.84558	0.01709	5.2168
0.017578	1.1117	0.017578	1.84587	0.017578	5.21748
0.018066	1.11175	0.018066	1.8454	0.018066	5.21741
0.018555	1.11145	0.018555	1.84511	0.018555	5.21821
0.019043	1.11167	0.019043	1.84522	0.019043	5.21924
0.019531	1.11346	0.019531	1.84481	0.019531	5.21974
0.02002	1.11536	0.02002	1.84574	0.02002	5.21992
0.020508	1.11601	0.020508	1.84617	0.020508	5.21992
0.020996	1.11678	0.020996	1.8455	0.020996	5.2205
0.021484	1.11801	0.021484	1.84498	0.021484	5.22065
0.021973	1.11912	0.021973	1.84441	0.021973	5.22145
0.022461	1.11851	0.022461	1.8439	0.022461	5.22236
0.022949	1.11746	0.022949	1.84594	0.022949	5.22263
0.023437	1.11559	0.023437	1.84607	0.023437	5.2231
0.023926	1.11687	0.023926	1.84498	0.023926	5.22395
0.024414	1.11903	0.024414	1.84427	0.024414	5.22462
0.024902	1.11592	0.024902	1.84455	0.024902	5.22474
0.025391	1.11731	0.025391	1.84585	0.025391	5.22507
0.025879	1.11478	0.025879	1.84605	0.025879	5.22494
0.026367	1.11323	0.026367	1.8448	0.026367	5.22589
0.026855	1.11233	0.026855	1.84387	0.026855	5.22723
0.027344	1.11563	0.027344	1.84331	0.027344	5.22683
0.027832	1.11561	0.027832	1.84322	0.027832	5.22806
0.02832	1.1166	0.02832	1.84291	0.02832	5.22831
0.028809	1.11759	0.028809	1.84239	0.028809	5.22755
0.029297	1.11926	0.029297	1.84289	0.029297	5.22826
0.029785	1.11504	0.029785	1.84363	0.029785	5.22833
0.030273	1.11853	0.030273	1.84438	0.030273	5.22831
0.030762	1.11914	0.030762	1.8438	0.030762	5.23015
0.03125	1.12087	0.03125	1.84435	0.03125	5.23024
0.031738	1.121	0.031738	1.84547	0.031738	5.22967
0.032227	1.12095	0.032227	1.84483	0.032227	5.23146
0.032715	1.11918	0.032715	1.84445	0.032715	5.23113
0.033203	1.12157	0.033203	1.8451	0.033203	5.23072
0.033691	1.12085	0.033691	1.84567	0.033691	5.23155
0.03418	1.11785	0.03418	1.84559	0.03418	5.23103
0.034668	1.11391	0.034668	1.84575	0.034668	5.23224
0.035156	1.115	0.035156	1.84462	0.035156	5.23293
0.035645	1.11719	0.035645	1.84424	0.035645	5.23417
0.036133	1.1145	0.036133	1.84488	0.036133	5.23315
0.036621	1.11385	0.036621	1.84553	0.036621	5.23384
0.037109	1.1145	0.037109	1.84606	0.037109	5.23417
0.037598	1.11743	0.037598	1.84579	0.037598	5.23498
0.038086	1.11787	0.038086	1.84499	0.038086	5.23532
0.038574	1.11774	0.038574	1.84538	0.038574	5.23513
0.039062	1.11657	0.039062	1.84504	0.039062	5.23606
0.039551	1.11718	0.039551	1.84479	0.039551	5.23612
