Time - pot	Amplitude - pot	Time - accel	Amplitude - accel	Time - Force	Amplitude - Force
0.183105	1.11892	0.183105	1.81146	0.183105	5.34201
0.183594	1.12055	0.183594	1.81126	0.183594	5.34231
0.184082	1.12171	0.184082	1.8109	0.184082	5.34307
0.18457	1.12667	0.18457	1.81093	0.18457	5.34205
0.185059	1.12225	0.185059	1.81101	0.185059	5.34223
0.185547	1.12133	0.185547	1.81045	0.185547	5.34296
0.186035	1.1224	0.186035	1.81058	0.186035	5.34314
0.186523	1.125	0.186523	1.81031	0.186523	5.34272
0.187012	1.12533	0.187012	1.80997	0.187012	5.34335
0.1875	1.12498	0.1875	1.81022	0.1875	5.34347
0.187988	1.12334	0.187988	1.81087	0.187988	5.34314
0.188477	1.12403	0.188477	1.81106	0.188477	5.34394
0.188965	1.12168	0.188965	1.8115	0.188965	5.34223
0.189453	1.12003	0.189453	1.8118	0.189453	5.34292
0.189941	1.12295	0.189941	1.81136	0.189941	5.34227
0.19043	1.12236	0.19043	1.81145	0.19043	5.34354
0.190918	1.12041	0.190918	1.81101	0.190918	5.34303
0.191406	1.12138	0.191406	1.81107	0.191406	5.3434
0.191895	1.11967	0.191895	1.81062	0.191895	5.34351
0.192383	1.12365	0.192383	1.81074	0.192383	5.34277
0.192871	1.12411	0.192871	1.81096	0.192871	5.34336
0.193359	1.11948	0.193359	1.81122	0.193359	5.34317
0.193848	1.1233	0.193848	1.81187	0.193848	5.34285
0.194336	1.12084	0.194336	1.81144	0.194336	5.34367
0.194824	1.12244	0.194824	1.81064	0.194824	5.34423
0.195312	1.12751	0.195312	1.81053	0.195312	5.34324
0.195801	1.12674	0.195801	1.81013	0.195801	5.34296
0.196289	1.12402	0.196289	1.81014	0.196289	5.34368
0.196777	1.1232	0.196777	1.81012	0.196777	5.34285
0.197266	1.12558	0.197266	1.81054	0.197266	5.34372
0.197754	1.12414	0.197754	1.81114	0.197754	5.34343
0.198242	1.12557	0.198242	1.81134	0.198242	5.34374
0.19873	1.12769	0.19873	1.81092	0.19873	5.34276
0.199219	1.12743	0.199219	1.81107	0.199219	5.3435
0.199707	1.1257	0.199707	1.8115	0.199707	5.34373
0.200195	1.12434	0.200195	1.81135	0.200195	5.34392
0.200684	1.12425	0.200684	1.81124	0.200684	5.34373
0.201172	1.12569	0.201172	1.81084	0.201172	5.34437
0.20166	1.12425	0.20166	1.81061	0.20166	5.34388
0.202148	1.12013	0.202148	1.80999	0.202148	5.34453
0.202637	1.12133	0.202637	1.80978	0.202637	5.34436
0.203125	1.12082	0.203125	1.80946	0.203125	5.34446
0.203613	1.11896	0.203613	1.80837	0.203613	5.34437
0.204102	1.12389	0.204102	1.80819	0.204102	5.34449
0.20459	1.1231	0.20459	1.80893	0.20459	5.34525
0.205078	1.12437	0.205078	1.80886	0.205078	5.34425
0.205566	1.12254	0.205566	1.80907	0.205566	5.34437
0.206055	1.1233	0.206055	1.80878	0.206055	5.34621
0.206543	1.12322	0.206543	1.80896	0.206543	5.34575
0.207031	1.1231	0.207031	1.80944	0.207031	5.34524
0.20752	1.12383	0.20752	1.81004	0.20752	5.34474
0.208008	1.12253	0.208008	1.81042	0.208008	5.34424
0.208496	1.12387	0.208496	1.81051	0.208496	5.34553
0.208984	1.12087	0.208984	1.81061	0.208984	5.34521
0.209473	1.12404	0.209473	1.81059	0.209473	5.34568
0.209961	1.12399	0.209961	1.81097	0.209961	5.34577
0.210449	1.12413	0.210449	1.81097	0.210449	5.34539
0.210937	1.12419	0.210937	1.81058	0.210937	5.34584
0.211426	1.12365	0.211426	1.81076	0.211426	5.34646
0.211914	1.12015	0.211914	1.81066	0.211914	5.34578
0.212402	1.1227	0.212402	1.81051	0.212402	5.34588
0.212891	1.12581	0.212891	1.81045	0.212891	5.34631
0.213379	1.12345	0.213379	1.81021	0.213379	5.34598
0.213867	1.12212	0.213867	1.81056	0.213867	5.34634
0.214355	1.11717	0.214355	1.81101	0.214355	5.34647
0.214844	1.12019	0.214844	1.81144	0.214844	5.34624
0.215332	1.11635	0.215332	1.81135	0.215332	5.3464
0.21582	1.11984	0.21582	1.81146	0.21582	5.34676
0.216309	1.11749	0.216309	1.81211	0.216309	5.34604
0.216797	1.11832	0.216797	1.81198	0.216797	5.34756
0.217285	1.11936	0.217285	1.81186	0.217285	5.3471
0.217773	1.11916	0.217773	1.81156	0.217773	5.34733
