0.203376,345,345,340,354,356,345,19662,19662,19807,19401,19343,19662,10.878,
0.215108,342,340,336,339,342,340,19749,19807,19923,19836,19749,19807,15.047,
0.230696,338,335,332,332,335,334,19865,19952,20039,20039,19952,19981,17.722,
0.248946,334,332,330,331,332,330,19981,20039,20097,20068,20039,20097,17.152,
0.266613,331,332,331,331,331,329,20068,20039,20068,20068,20068,20126,13.119,
0.280237,328,327,325,326,327,326,20155,20184,20242,20213,20184,20213,12.817,
0.293556,324,324,321,323,324,323,20271,20271,20358,20300,20271,20300,13.455,
0.307513,323,322,320,321,322,321,20300,20329,20387,20358,20329,20358,17.001,
0.32481,321,322,320,321,321,319,20358,20329,20387,20358,20358,20416,12.126,
0.337352,318,317,317,318,318,317,20445,20474,20474,20445,20445,20474,8.972,
0.346695,315,314,313,313,314,314,20532,20561,20590,20590,20561,20561,13.407,
0.36071,313,313,312,313,314,313,20590,20590,20619,20590,20561,20590,20.457,
0.381932,314,311,311,314,314,313,20561,20648,20648,20561,20561,20590,22.928,
0.405189,315,316,313,315,316,314,20532,20503,20590,20532,20503,20561,5.451,
0.410938,313,313,312,313,315,314,20590,20590,20619,20590,20532,20561,5.486,
0.416725,313,314,312,315,315,314,20590,20561,20619,20532,20532,20561,16.094,
0.433353,314,314,311,313,314,313,20561,20561,20648,20590,20561,20590,18.155,
0.452253,313,313,311,312,313,312,20590,20590,20648,20619,20590,20619,16.172,
0.469602,312,309,309,312,311,311,20619,20706,20706,20619,20648,20648,27.911,
0.498312,310,309,307,310,310,310,20677,20706,20764,20677,20677,20677,19.9,
0.519128,310,310,309,312,312,310,20677,20677,20706,20619,20619,20677,15.667,
0.535777,311,312,310,312,312,310,20648,20619,20677,20619,20619,20677,27.001,
0.563971,310,308,307,309,310,310,20677,20735,20764,20706,20677,20677,33.055,
0.597391,309,307,306,309,309,308,20706,20764,20793,20706,20706,20735,14.955,
0.613294,309,310,308,313,312,311,20706,20677,20735,20590,20619,20648,10.575,
0.624269,310,313,310,312,312,310,20677,20590,20677,20619,20619,20677,6.67,
0.631429,310,310,309,311,312,311,20677,20677,20706,20648,20619,20648,5.516,
0.637243,311,312,311,313,314,312,20648,20619,20648,20590,20561,20619,5.186,
0.642757,310,311,312,314,314,313,20677,20648,20619,20561,20561,20590,6.849,
0.649911,313,313,311,313,314,313,20590,20590,20648,20590,20561,20590,5.078,
0.655308,311,311,309,311,313,312,20648,20648,20706,20648,20590,20619,5.256,
0.661052,311,311,310,312,313,312,20648,20648,20677,20619,20590,20619,15.122,
0.676682,313,314,314,316,316,314,20590,20561,20561,20503,20503,20561,13.168,
0.690325,314,314,312,314,315,314,20561,20561,20619,20561,20532,20561,15.958,
0.706834,313,310,310,311,313,312,20590,20677,20677,20648,20590,20619,6.696,
0.713827,311,312,311,314,314,313,20648,20619,20648,20561,20561,20590,4.808,
0.718876,313,315,312,315,315,313,20590,20532,20619,20532,20532,20590,5.542,
0.724713,313,314,312,314,315,314,20590,20561,20619,20561,20532,20561,4.934,
0.729952,312,312,309,311,312,312,20619,20619,20706,20648,20619,20619,7.06,
0.737324,311,312,312,314,314,313,20648,20619,20619,20561,20561,20590,4.781,
0.742401,313,315,314,316,316,314,20590,20532,20561,20503,20503,20561,4.756,
0.747449,313,314,313,315,315,315,20590,20561,20590,20532,20532,20532,9.818,
0.75773,313,313,311,313,314,314,20590,20590,20648,20590,20561,20561,10.289,
0.768454,313,313,312,314,314,313,20590,20590,20619,20561,20561,20590,12.69,
0.781955,314,315,314,317,317,315,20561,20532,20561,20474,20474,20532,13.174,
0.795617,316,316,314,316,317,315,20503,20503,20561,20503,20474,20532,12.43,
0.808573,315,314,312,313,315,314,20532,20561,20619,20590,20532,20561,14.153,
0.823516,315,313,312,314,315,314,20532,20590,20619,20561,20532,20561,12.038,
0.836007,315,315,315,317,317,315,20532,20532,20532,20474,20474,20532,10.942,
0.847435,315,316,314,316,316,315,20532,20503,20561,20503,20503,20532,12.463,
0.860368,314,314,312,313,314,314,20561,20561,20619,20590,20561,20561,10.703,
0.87153,313,313,312,314,315,313,20590,20590,20619,20561,20532,20590,12.548,
0.884561,314,312,314,316,316,315,20561,20619,20561,20503,20503,20532,7.167,
0.892022,315,316,314,316,315,315,20532,20503,20561,20503,20532,20532,5.752,
0.898153,313,311,311,313,314,313,20590,20648,20648,20590,20561,20590,6.347,
0.904798,313,313,312,314,315,314,20590,20590,20619,20561,20532,20561,4.88,
0.90997,314,315,315,317,317,315,20561,20532,20532,20474,20474,20532,4.483,
0.91474,315,314,314,315,316,314,20532,20561,20561,20532,20503,20561,5.731,
0.920771,313,313,311,313,314,313,20590,20590,20648,20590,20561,20590,4.965,
0.92604,312,312,310,312,314,313,20619,20619,20677,20619,20561,20590,9.664,
0.93616,314,315,314,316,315,314,20561,20532,20561,20503,20532,20561,12.52,
0.949126,314,315,314,317,316,315,20561,20532,20561,20474,20503,20532,13.222,
0.962905,315,314,311,313,315,314,20532,20561,20648,20590,20532,20561,13.402,
0.976752,313,313,312,313,314,314,20590,20590,20619,20590,20561,20561,10.582,
0.987785,314,315,314,316,316,314,20561,20532,20561,20503,20503,20561,12.996,
1.001812,314,316,315,316,317,315,20561,20503,20532,20503,20474,20532,14.305,
