Data Point Number, Analog Reading 1, Analog Reading 2, Analog Reading 3, Current Milliseconds, Microseconds Write Time
8189,472,485,502,14794,1368
8190,472,482,501,14795,1384
8191,472,476,486,14797,1368
8192,472,468,471,14799,1384
8193,472,462,453,14800,1368
8194,472,449,421,14802,1376
8195,472,445,416,14803,1368
8196,472,454,431,14806,1368
8197,472,465,453,14807,1376
8198,472,473,472,14809,3928
8199,472,498,510,14813,1368
8200,472,482,492,14814,1384
8201,472,471,474,14816,1368
8202,472,462,451,14818,1376
8203,472,449,423,14819,1368
8204,472,447,421,14821,1368
8205,472,456,436,14822,1376
8206,472,467,457,14824,1368
8207,472,475,476,14825,1384
8208,472,484,497,14827,1368
8209,472,483,497,14829,1384
8210,472,478,488,14830,1368
8211,472,470,473,14832,1376
8212,472,464,460,14833,1368
8213,472,453,432,14835,1368
8214,471,445,418,14836,1376
8215,472,451,428,14838,1368
8216,472,472,472,14842,3560
8217,472,482,495,14843,1368
8218,471,483,496,14845,1368
8219,472,478,488,14846,1376
8220,472,470,473,14849,1368
8221,471,465,460,14850,1384
8222,471,454,434,14852,1368
8223,472,445,417,14854,1384
8224,472,450,426,14855,1368
8225,472,460,445,14857,1376
8226,471,471,465,14858,1368
8227,471,480,487,14860,1368
8228,472,486,500,14861,1376
8229,472,481,494,14863,1368
8230,472,474,481,14864,1384
8231,472,467,467,14866,1368
8232,472,459,446,14868,1384
8233,472,447,419,14869,1368
8234,472,445,426,14873,1368
8235,472,464,453,14875,1376
8236,472,478,481,14876,1368
8237,472,485,495,14878,1368
8238,472,480,491,14879,1376
8239,472,473,478,14881,1368
8240,471,466,465,14882,1384
8241,472,458,444,14884,1368
8242,471,446,419,14886,1384
8243,471,447,421,14887,1368
8244,472,457,437,14889,1368
8245,472,468,459,14891,1368
8246,471,476,479,14893,1368
8247,472,485,500,14894,1376
8248,471,482,496,14896,1368
8249,471,476,485,14897,1384
8250,472,469,471,14899,1368
8251,472,463,456,14901,3852
8252,471,430,409,14905,1380
8253,472,450,429,14906,1368
8254,472,465,454,14908,1368
8255,471,476,478,14909,1376
8256,471,486,498,14911,1368
8257,471,482,495,14912,1384
8258,472,475,484,14914,1368
8259,472,468,469,14916,1384
8260,471,462,454,14917,1368
8261,471,448,423,14919,1376
8262,471,442,413,14920,1368
8263,472,451,426,14922,1368
8264,471,463,449,14923,1376
8265,471,473,470,14925,1368
8266,471,483,494,14926,1384
8267,471,488,502,14928,1368
8268,471,481,493,14930,1384
8269,472,464,455,14935,3856
8270,471,447,420,14936,1368
8271,471,441,410,14938,1368
8272,471,447,418,14939,1376
8273,471,459,442,14941,1368
8274,471,472,468,14942,1384
8275,471,485,497,14944,1368
8276,471,493,512,14945,1384
8277,471,484,500,14947,1368
8278,471,473,481,14949,1376
8279,471,465,465,14950,1368
8280,471,452,433,14952,1368
8281,471,439,408,14953,1376
8282,471,442,411,14955,1368
8283,471,453,431,14956,1384
8284,471,467,456,14958,1368
8285,471,480,485,14960,1384
8286,471,492,512,14961,1368
8287,471,490,505,14965,1372
8288,471,472,477,14967,1376
8289,471,453,437,14968,1368
8290,471,440,412,14970,1368
8291,471,444,417,14971,1376
8292,471,456,438,14973,1368
8293,471,469,462,14974,1384
8294,471,482,489,14977,1368
8295,471,493,513,14979,1376
8296,471,486,503,14980,1368
8297,471,475,485,14982,1368
8298,471,467,469,14983,1376
8299,470,457,444,14985,1368
8300,470,442,415,14986,1384
8301,471,441,412,14988,1368
8302,471,449,425,14990,1384
8303,471,464,450,14991,1368
8304,470,475,476,14995,9972
8305,470,472,467,15003,1380
8306,470,463,457,15004,1372
8307,471,464,460,15006,1372
8308,471,471,470,15007,1380
8309,470,475,480,15009,1372
8310,470,483,494,15010,1384
8311,470,479,489,15012,1372
8312,471,473,479,15014,1380
8313,471,467,467,15015,1380
8314,470,461,453,15017,1372
8315,470,446,426,15019,1380
8316,470,448,429,15021,1372
8317,470,455,440,15022,1380
8318,470,460,451,15024,1372
8319,470,464,461,15026,1380
8320,470,478,485,15027,1372
8321,470,485,490,15029,1376
8322,470,484,484,15033,3920
8323,470,474,463,15034,1372
8324,470,431,421,15036,1368
8325,470,404,400,15037,1376
8326,470,398,393,15039,1372
8327,470,403,396,15040,1384
8328,470,416,412,15042,1368
8329,469,456,454,15044,1376
8330,470,483,476,15045,1368
8331,470,497,489,15047,1368
8332,470,495,488,15048,1376
8333,470,484,478,15050,1368
8334,469,450,435,15051,1384
8335,469,401,395,15053,1368
8336,470,357,358,15055,1384
8337,470,316,325,15056,1368
8338,469,343,337,15058,1376
8339,469,399,386,15059,1368
8340,469,563,507,15064,1380
8341,469,546,524,15066,1368
8342,469,516,508,15067,1384
8343,469,447,435,15069,1368
8344,469,359,365,15071,1384
8345,469,315,318,15072,1372
8346,469,276,283,15074,1376
8347,469,289,285,15075,1368
8348,469,365,355,15077,1368
8349,468,487,455,15078,1376
8350,468,567,531,15080,1368
8351,469,586,562,15081,1384
8352,469,569,559,15083,1368
8353,468,495,485,15085,1384
8354,468,373,380,15086,1368
8355,468,307,311,15088,1372
8356,468,288,280,15089,1376
8357,468,303,289,15093,3556
8358,468,419,408,15095,1388
8359,468,519,489,15096,1368
8360,468,560,533,15098,1376
8361,468,544,535,15099,1368
8362,467,484,472,15101,1372
8363,467,361,357,15102,1376
8364,468,268,271,15105,1368
8365,468,234,229,15106,1384
8366,467,248,229,15108,1368
8367,467,298,277,15110,1384
8368,467,422,404,15111,1368
8369,467,538,513,15113,1372
8370,467,587,569,15114,1376
8371,467,581,575,15116,1372
8372,467,535,534,15117,1384
8373,466,417,402,15119,1368
8374,467,281,270,15121,1384
8375,467,217,160,15124,3792
8376,466,281,238,15126,1368
8377,466,425,395,15128,1384
8378,466,562,527,15129,1368
8379,466,603,586,15131,1376
8380,466,591,588,15132,1372
8381,465,539,540,15134,1372
8382,466,400,393,15135,1376
8383,465,259,254,15137,1368
8384,465,214,190,15138,1384
8385,466,222,182,15140,1368
8386,465,275,229,15142,1376
8387,465,395,359,15143,1368
8388,465,554,526,15145,1372
8389,465,633,616,15147,1376
8390,465,638,640,15149,1368
8391,465,593,607,15150,1384
8392,464,481,479,15152,1372
8393,465,213,233,15156,1376
8394,464,215,201,15157,1384
8395,464,257,226,15159,1372
8396,464,387,363,15161,1376
8397,464,574,554,15162,1372
8398,464,689,674,15164,1368
8399,464,704,703,15165,1376
8400,464,652,666,15167,1368
8401,463,504,501,15168,1384
8402,463,293,289,15170,1368
8403,463,209,182,15172,1384
8404,464,213,163,15173,1368
8405,463,218,180,15175,1376
8406,463,324,291,15176,1372
8407,463,502,486,15178,1368
8408,463,653,627,15179,1376
8409,463,692,687,15181,1368
8410,463,672,684,15185,3824
8411,462,335,369,15186,1384
8412,463,214,228,15188,1368
8413,462,213,188,15191,1384
8414,462,223,196,15192,1372
8415,462,320,298,15194,1376
8416,461,522,502,15195,1372
8417,462,684,662,15197,1372
8418,462,756,740,15198,1376
8419,462,701,718,15200,1368
8420,461,588,599,15201,1384
8421,461,374,384,15203,1368
8422,461,208,206,15205,1376
8423,461,211,156,15206,1368
8424,461,213,167,15208,1368
8425,461,277,240,15209,1376
8426,461,432,414,15211,1368
8427,461,606,596,15212,1384
8428,460,759,932,15216,3824
8429,460,577,730,15218,1368
8430,460,341,162,15219,1384
8431,460,228,28,15221,1332
8432,460,219,61,15223,1340
8433,460,252,77,15224,1332
8434,459,303,122,15226,1376
8435,460,450,362,15227,1368
8436,460,613,588,15229,1368
8437,460,650,677,15230,1376
8438,459,647,685,15233,1368
8439,459,618,637,15234,1384
8440,459,453,448,15236,1368
8441,459,263,232,15238,1384
8442,459,211,112,15239,1368
8443,459,210,97,15241,1336
8444,459,213,129,15242,1368
8445,459,323,266,15244,1368
8446,458,523,406,15254,1376
8447,459,370,276,15255,1372
8448,459,299,209,15257,1372
8449,458,299,210,15258,1384
8450,458,370,314,15260,1372
8451,458,482,489,15261,1380
8452,458,572,611,15263,1372
8453,458,579,632,15265,1380
8454,458,548,610,15266,1372
8455,457,492,508,15268,1372
8456,457,358,307,15269,1380
8457,457,234,143,15271,1372
8458,457,210,69,15272,1344
8459,457,212,74,15275,1336
8460,457,274,178,15276,1388
8461,457,414,370,15278,1372
8462,457,579,596,15280,1380
8463,457,651,710,15281,3876
8464,456,648,650,15285,1368
8465,456,399,383,15287,1368
8466,456,235,158,15288,1376
8467,457,209,61,15290,1332
8468,456,221,74,15291,1340
8469,456,297,192,15293,1368
8470,456,448,411,15294,1384
8471,456,625,657,15296,1368
8472,456,688,760,15298,1384
8473,456,649,737,15299,1368
8474,455,565,620,15301,1376
8475,455,394,381,15302,1372
8476,455,229,153,15304,1372
8477,455,204,46,15305,1336
8478,455,206,60,15307,1332
8479,455,245,126,15308,1380
8480,454,392,334,15310,1372
8481,455,597,621,15314,3928
8482,454,760,842,15316,1384
8483,454,606,677,15318,1372
8484,454,387,388,15320,1368
8485,454,216,140,15321,1376
8486,454,203,44,15323,1332
8487,454,206,61,15324,1340
8488,453,254,143,15326,1368
8489,453,419,372,15327,1384
8490,453,632,667,15329,1368
8491,454,749,836,15331,1384
8492,453,732,842,15332,1368
8493,453,646,745,15334,1372
8494,453,478,510,15335,1372
8495,452,273,234,15337,1372
8496,453,201,60,15338,1340
8497,453,203,51,15340,1332
8498,452,206,71,15341,1344
8499,452,574,626,15345,3508
8500,452,728,810,15347,1380
8501,453,740,844,15348,1372
8502,452,667,770,15350,1372
8503,451,514,554,15351,1384
8504,451,301,277,15353,1372
8505,452,200,81,15354,1344
8506,452,201,47,15356,1332
8507,451,204,63,15357,1344
8508,451,302,212,15360,1368
8509,451,500,494,15362,1384
8510,451,699,758,15363,1368
8511,452,758,861,15365,1376
8512,451,706,822,15366,1368
8513,450,602,678,15368,1372
8514,450,398,404,15369,1376
8515,450,227,167,15371,1368
8516,451,199,38,15372,1344
8517,449,231,150,15376,3840
8518,449,479,464,15378,1368
8519,450,688,726,15380,1384
8520,450,746,825,15381,1368
8521,450,689,786,15383,1376
8522,449,580,642,15384,1368
8523,449,378,380,15386,1368
8524,449,225,167,15387,1376
8525,449,200,45,15389,1336
8526,449,203,57,15390,1344
8527,448,242,132,15392,1368
8528,448,401,352,15393,1384
8529,448,621,643,15395,1368
8530,448,742,816,15397,1376
8531,449,735,833,15398,1368
8532,447,652,745,15400,1368
8533,447,486,519,15401,1376
8534,447,287,266,15404,1368
8535,447,200,55,15408,1332
8536,446,230,126,15409,1384
8537,446,395,346,15411,1368
8538,446,619,634,15412,1384
8539,447,741,802,15414,1368
8540,447,730,816,15416,1376
8541,446,646,728,15417,1368
8542,445,467,488,15419,1368
8543,446,264,234,15420,1376
8544,446,197,77,15422,1332
8545,446,198,48,15423,1340
8546,445,201,73,15425,1332
8547,445,317,241,15426,1380
8548,445,533,532,15428,1368
8549,445,726,771,15430,1384
8550,446,761,851,15431,1368
8551,445,708,808,15433,1376
8552,444,577,639,15434,3860
8553,444,197,140,15438,1376
8554,444,197,55,15440,1332
8555,443,201,80,15441,1344
8556,443,324,258,15443,1368
8557,443,551,556,15444,1384
8558,443,741,787,15447,1368
8559,444,762,850,15449,1384
8560,443,703,799,15450,1368
8561,442,562,618,15452,1376
8562,442,332,340,15453,1368
8563,443,196,136,15455,1368
8564,443,195,40,15456,1336
8565,442,199,57,15458,1332
8566,442,249,155,15459,1384
8567,441,425,387,15461,1368
8568,442,642,660,15462,1384
8569,442,750,809,15464,1368
8570,442,728,773,15468,3864
8571,441,425,459,15470,1376
8572,441,224,208,15471,1368
8573,442,196,78,15473,1332
8574,441,199,67,15474,1336
8575,440,257,169,15476,1368
8576,440,430,395,15477,1376
8577,441,639,659,15479,1368
8578,441,736,802,15480,1384
8579,440,714,802,15482,1368
8580,440,621,696,15484,1376
8581,440,426,447,15485,1368
8582,440,238,206,15488,1368
8583,440,195,55,15489,1332
8584,440,196,46,15491,1332
8585,439,200,71,15492,1340
8586,439,324,250,15494,1368
8587,439,552,550,15495,1384
8588,439,193,51,15505,9916
8589,439,193,40,15507,1336
8590,438,197,61,15508,1352
8591,438,303,225,15510,1380
8592,438,534,533,15512,1384
8593,438,747,797,15513,1372
8594,439,760,872,15515,1376
8595,438,713,826,15516,1372
8596,437,570,639,15518,1372
8597,437,335,347,15519,1380
8598,437,193,127,15521,1368
8599,438,193,36,15522,1344
8600,437,195,52,15524,1340
8601,436,229,136,15525,1388
8602,437,403,358,15527,1372
8603,437,622,633,15529,1376
8604,437,735,787,15531,1372
8605,437,723,798,15533,1372
8606,436,427,462,15537,3868
8607,436,230,209,15538,1376
8608,437,195,77,15540,1332
8609,436,198,62,15541,1340
8610,435,268,168,15543,1368
8611,435,431,392,15544,1384
8612,436,618,645,15546,1368
8613,436,695,773,15548,1376
8614,436,676,773,15549,1368
8615,435,592,669,15551,1368
8616,435,413,427,15552,1376
8617,436,217,159,15554,1368
8618,436,193,35,15555,1344
8619,436,195,44,15557,1332
8620,435,198,59,15558,1340
8621,434,316,199,15560,1368
8622,435,531,525,15562,1384
8623,436,732,914,15563,1368
8624,434,736,877,15567,1372
8625,434,465,510,15569,1376
8626,434,204,30,15570,1332
8627,435,192,17,15572,1332
8628,435,194,34,15574,1336
8629,434,198,59,15576,1332
8630,434,315,179,15577,1380
8631,434,514,492,15579,1368
8632,434,690,789,15580,1384
8633,435,717,860,15582,1368
8634,433,644,788,15584,1384
8635,433,512,591,15585,1372
8636,433,318,335,15587,1368
8637,434,197,160,15588,1376
8638,435,197,107,15590,1368
8639,433,201,116,15591,1384
8640,433,278,214,15593,1368
8641,433,437,406,15595,3572
8642,434,749,724,15598,1372
8643,433,668,709,15600,1368
8644,432,526,558,15601,1376
8645,432,321,318,15603,1368
8646,433,192,131,15604,1384
8647,434,193,57,15606,1332
8648,433,196,69,15608,1340
8649,432,270,182,15609,1368
8650,432,437,404,15611,1376
8651,432,641,659,15612,1368
8652,433,737,792,15614,1368
8653,432,707,787,15616,1376
8654,432,607,673,15618,1368
8655,431,414,433,15619,1384
8656,432,218,190,15621,1368
8657,433,192,71,15623,1344
8658,432,194,56,15624,1332
8659,431,210,106,15628,3784
8660,432,634,571,15630,1384
8661,432,730,742,15631,1368
8662,431,698,754,15633,1376
8663,431,599,651,15634,1368
8664,431,410,426,15636,1368
8665,431,242,220,15637,1376
8666,432,192,96,15639,1332
8667,431,194,76,15640,1340
8668,430,213,125,15642,1368
8669,430,349,294,15643,1384
8670,430,547,537,15645,1368
8671,431,690,713,15647,1376
8672,431,711,762,15648,1368
8673,430,642,708,15650,1368
8674,430,499,537,15651,1376
8675,430,308,311,15653,1368
8676,430,193,143,15654,1384
8677,431,201,96,15659,3808
8678,429,361,292,15661,1368
8679,430,545,527,15662,1384
8680,431,656,673,15664,1368
8681,430,650,698,15666,1376
8682,429,573,633,15667,1372
8683,429,456,487,15669,1368
8684,429,339,337,15670,1376
8685,430,290,252,15672,1368
8686,430,268,218,15673,1384
8687,429,288,239,15675,1368
8688,428,357,316,15677,1384
8689,429,442,435,15678,1368
8690,429,511,528,15680,1376
8691,430,536,563,15681,1368
8692,429,517,546,15683,1368
8693,428,474,492,15684,1376
8694,428,391,382,15686,1368
8695,429,201,201,15690,1368
8696,428,249,217,15691,1384
8697,428,330,299,15693,1368
8698,428,450,441,15695,1376
8699,429,553,559,15696,1368
8700,429,593,608,15698,1368
8701,428,569,594,15699,1376
8702,427,493,506,15702,1368
8703,428,362,360,15703,1384
8704,428,263,242,15705,1368
8705,428,204,168,15707,1384
8706,428,209,166,15708,1368
8707,427,274,236,15710,1376
8708,427,404,384,15711,1368
8709,427,562,556,15713,1368
8710,428,650,657,15714,1376
8711,427,651,671,15716,1368
8712,427,591,611,15720,3820
8713,427,194,257,15721,1380
8714,428,195,170,15723,1368
8715,426,197,157,15725,1384
8716,426,275,243,15726,1368
8717,426,419,406,15728,1376
8718,427,556,551,15729,1368
8719,427,602,614,15731,1368
8720,427,571,600,15732,1376
8721,425,510,531,15734,1368
8722,426,395,388,15735,1384
8723,426,262,239,15737,1368
8724,427,194,141,15739,1384
8725,426,198,130,15740,1368
8726,425,229,174,15742,1368
8727,425,349,311,15744,1376
8728,426,486,486,15746,1368
8729,426,560,585,15747,1384
8730,426,200,102,15757,9860
8731,424,273,182,15759,1372
8732,425,369,315,15760,1384
8733,425,485,477,15762,1372
8734,426,574,590,15763,1380
8735,425,601,625,15765,1372
8736,424,554,592,15767,1376
8737,424,468,485,15768,1368
8738,424,355,347,15770,1372
8739,425,273,240,15771,1384
8740,425,236,189,15773,1372
8741,424,262,205,15774,1384
8742,423,331,288,15776,1372
8743,424,436,434,15778,1384
8744,424,538,563,15779,1372
8745,425,582,622,15781,1376
8746,424,561,607,15782,1372
8747,423,501,531,15784,1372
8748,424,225,230,15789,1376
8749,424,230,185,15790,1376
8750,423,272,212,15792,1368
8751,422,351,312,15793,1384
8752,423,465,469,15795,1368
8753,423,552,582,15797,1376
8754,424,572,620,15798,1372
8755,423,534,590,15800,1368
8756,422,462,488,15801,1376
8757,422,344,316,15803,1368
8758,423,257,177,15804,1384
8759,424,228,99,15806,1332
8760,423,256,111,15807,1380
8761,422,314,197,15809,1368
8762,422,424,380,15811,1376
8763,422,535,570,15812,1372
8764,423,579,666,15814,1368
8765,422,558,655,15818,3908
8766,421,343,351,15819,1380
8767,422,239,166,15821,1368
8768,423,219,98,15822,1344
8769,421,264,143,15824,1368
8770,421,341,259,15826,1384
8771,421,459,442,15827,1368
8772,422,576,610,15830,1376
8773,422,614,683,15831,1368
8774,422,577,653,15833,1368
8775,420,504,553,15834,1376
8776,420,358,349,15836,1368
8777,421,232,177,15837,1384
8778,421,203,106,15839,1368
8779,421,235,128,15841,1376
8780,420,294,207,15842,1368
8781,420,401,361,15844,1368
8782,420,540,549,15845,1376
8783,421,738,816,15849,3520
8784,420,584,669,15851,1384
8785,419,398,419,15852,1368
8786,420,236,185,15854,1376
8787,420,191,62,15855,1332
8788,420,204,65,15857,1332
8789,419,266,119,15858,1372
8790,419,375,295,15860,1368
8791,419,520,574,15861,1376
8792,420,626,840,15863,1368
8793,420,629,862,15864,1384
8794,419,564,782,15866,1368
8795,419,442,530,15868,1376
8796,419,266,128,15869,1368
8797,419,189,37,15872,1332
8798,420,191,44,15873,1336
8799,419,235,79,15875,1332
8800,418,308,158,15876,1380
8801,419,707,900,15880,3752
8802,420,680,891,15882,1368
8803,418,597,813,15883,1376
8804,418,457,544,15885,1368
8805,418,261,149,15886,1384
8806,418,186,34,15888,1332
8807,419,187,40,15889,1340
8808,418,223,71,15891,1332
8809,417,299,153,15893,1380
8810,417,451,430,15894,1368
8811,418,613,788,15896,1372
8812,419,680,902,15897,1376
8813,418,640,866,15899,1368
8814,417,543,712,15900,1384
8815,417,352,321,15902,1368
8816,417,185,29,15903,1344
8817,418,186,31,15905,1332
8818,418,190,45,15907,1340
8819,417,374,350,15910,1388
8820,417,586,759,15912,1372
8821,418,673,898,15915,1376
8822,417,635,864,15916,1372
8823,416,534,692,15918,1372
8824,416,337,299,15919,1376
8825,417,183,30,15921,1332
8826,417,185,29,15922,1340
8827,417,188,45,15924,1332
8828,416,244,90,15925,1340
8829,416,371,289,15927,1368
8830,416,549,650,15929,1384
8831,417,679,906,15930,1372
8832,417,682,898,15932,1376
8833,415,607,839,15933,1372
8834,415,449,526,15935,1368
8835,416,231,57,15936,1336
8836,416,183,29,15938,3812
8837,415,192,65,15942,1332
8838,415,357,291,15943,1380
8839,415,547,637,15945,1372
8840,416,675,903,15946,1384
8841,416,679,893,15948,1372
8842,415,599,794,15950,1384
8843,415,439,508,15951,1372
8844,415,226,142,15953,1372
8845,415,184,32,15954,1332
8846,416,184,40,15956,1332
8847,414,206,65,15958,1340
8848,414,296,193,15960,1368
8849,414,463,447,15961,1384
8850,415,628,716,15963,1372
8851,416,702,858,15964,1384
8852,415,656,816,15966,1368
8853,414,542,641,15968,1376
8854,414,330,323,15980,12244
8855,415,746,855,15981,1388
8856,413,642,782,15983,1372
8857,413,473,539,15985,1384
8858,413,247,207,15986,1368
8859,414,181,31,15988,1336
8860,415,183,38,15989,1332
8861,413,195,58,15991,1332
8862,413,280,178,15992,1376
8863,412,446,416,15994,1372
8864,413,620,699,15995,1376
8865,414,714,911,15997,1372
8866,413,674,880,15998,1384
8867,412,563,698,16001,1368
8868,412,350,371,16003,1380
8869,413,181,54,16004,1332
8870,413,181,31,16006,1328
8871,413,185,44,16007,1328
8872,412,221,998,16017,9880
8873,411,543,605,16019,1376
8874,411,235,168,16020,1368
8875,412,179,29,16022,1332
8876,412,183,43,16023,1336
8877,411,207,73,16025,1332
8878,411,327,246,16026,1380
8879,411,520,524,16028,1368
8880,412,687,805,16029,1384
8881,413,739,930,16031,1368
8882,411,664,852,16033,1384
8883,410,507,607,16034,1368
8884,411,264,240,16036,1376
8885,411,179,24,16037,1332
8886,412,177,27,16039,1332
8887,411,181,45,16040,1336
8888,410,240,116,16043,1368
8889,410,415,369,16044,1376
8890,410,749,937,16048,3864
8891,410,673,853,16050,1368
8892,410,506,596,16051,1384
8893,409,241,183,16053,1368
8894,410,175,18,16055,1340
8895,411,179,24,16056,1328
8896,410,180,43,16058,1336
8897,409,243,122,16059,1368
8898,409,428,390,16061,1372
8899,410,641,734,16062,1376
8900,411,750,943,16064,1368
8901,410,734,919,16065,1384
8902,409,615,757,16067,1368
8903,409,375,398,16069,1384
8904,409,175,38,16070,1332
8905,410,175,19,16072,1336
8906,410,179,34,16073,1332
8907,408,183,55,16075,1336
8908,409,654,654,16079,3904
8909,410,749,879,16080,1368
8910,409,734,885,16082,1372
8911,408,609,724,16083,1376
8912,408,359,367,16086,1372
8913,408,172,23,16087,1344
8914,409,174,18,16089,1328
8915,409,177,33,16090,1344
8916,408,185,59,16092,1328
8917,407,327,257,16094,1384
8918,408,550,576,16095,1372
8919,409,736,852,16097,1368
8920,409,749,931,16098,1368
8921,407,681,845,16100,1368
8922,407,501,576,16101,1376
8923,407,220,168,16103,1368
8924,408,172,14,16104,1344
8925,409,174,21,16106,1332
8926,407,233,164,16110,3576
8927,407,493,510,16111,1368
8928,408,701,826,16113,1368
8929,408,750,942,16114,1376
8930,407,685,868,16116,1368
8931,406,521,612,16117,1384
8932,406,251,200,16119,1368
8933,407,171,13,16121,1340
8934,408,176,17,16122,1332
8935,407,177,38,16124,1336
8936,406,224,104,16125,1368
8937,406,407,374,16128,1372
8938,407,622,714,16129,1376
8939,408,751,946,16131,1368
8940,407,740,927,16132,1384
8941,406,629,777,16134,1368
8942,405,397,421,16136,1384
8943,406,174,30,16137,1332
8944,406,177,37,16141,1336
8945,405,225,116,16143,1384
8946,405,414,385,16144,1368
8947,406,636,695,16146,1376
8948,407,747,880,16147,1368
8949,406,741,880,16149,1368
8950,405,625,733,16150,1376
8951,405,385,407,16152,1368
8952,406,172,83,16153,1344
8953,406,174,20,16155,1332
8954,406,175,34,16156,1344
8955,405,180,60,16158,1332
8956,404,301,233,16160,1380
8957,405,511,512,16161,1368
8958,406,695,755,16163,1368
8959,407,743,851,16164,1376
8960,405,681,792,16166,1368
8961,404,520,581,16167,3856
8962,405,173,65,16172,1336
8963,406,176,38,16174,1332
8964,404,180,74,16175,1344
8965,404,299,239,16177,1368
8966,404,514,496,16178,1384
8967,405,699,717,16180,1368
8968,405,740,795,16182,1376
8969,404,671,741,16183,1368
8970,403,515,561,16185,1368
8971,403,272,297,16186,1376
8972,404,178,140,16188,1368
8973,405,178,68,16189,1344
8974,404,183,76,16191,1332
8975,403,189,138,16192,1384
8976,403,338,298,16194,1368
8977,404,536,503,16196,1376
8978,405,696,670,16197,1368
8979,404,677,690,16201,3856
8980,403,375,391,16203,1368
8981,404,191,189,16204,1376
8982,404,183,119,16206,1372
8983,403,184,122,16207,1384
8984,402,258,212,16209,1372
8985,402,403,389,16211,1384
8986,403,577,601,16212,1368
8987,404,727,755,16215,1376
8988,403,712,753,16216,1368
8989,402,576,623,16218,1368
8990,402,365,374,16219,1376
8991,403,178,141,16221,1368
8992,404,178,50,16222,1344
8993,403,179,50,16224,1332
8994,402,183,100,16225,1384
8995,402,309,266,16227,1372
8996,402,494,486,16229,1376
8997,403,731,790,16233,3892
8998,401,572,625,16234,1368
8999,402,344,348,16236,1368
9000,402,175,108,16237,1376
9001,403,175,26,16239,1332
9002,402,178,40,16240,1344
9003,401,183,96,16242,1332
9004,401,323,278,16243,1384
9005,402,506,502,16245,1368
9006,403,656,681,16247,1384
9007,403,688,728,16248,1372
9008,401,602,658,16250,1368
9009,401,432,453,16251,1376
9010,402,221,198,16253,1368
9011,403,174,57,16254,1344
9012,403,173,27,16257,1332
9013,401,176,53,16258,1344
9014,401,235,176,16260,1368
9015,401,330,268,16270,10000
9016,402,170,82,16271,1344
9017,403,170,25,16273,1332
9018,401,173,49,16275,1340
9019,401,201,150,16276,1368
9020,401,410,381,16278,1376
9021,402,637,636,16279,1372
9022,403,745,773,16281,1368
9023,401,719,768,16282,1384
9024,400,587,623,16284,1368
9025,401,320,331,16285,1384
9026,401,166,86,16287,1332
9027,402,167,2,16288,1304
9028,401,170,27,16290,1336
9029,400,175,79,16292,1340
9030,400,308,268,16293,1376
9031,401,529,524,16295,1376
9032,402,721,748,16296,1368
9033,400,685,689,16301,1376
9034,400,360,373,16303,1368
9035,401,169,111,16304,1384
9036,402,168,11,16306,1332
9037,401,171,31,16307,1344
9038,400,177,93,16309,1332
9039,400,329,293,16311,1380
9040,400,548,551,16312,1368
9041,402,720,753,16314,1376
9042,401,741,799,16315,1368
9043,400,651,716,16317,1368
9044,400,439,461,16318,1376
9045,400,172,144,16320,1368
9046,401,167,5,16321,1308
9047,402,168,14,16323,1332
9048,400,171,39,16324,1344
9049,399,223,165,16326,1368
9050,400,437,429,16328,1384
9051,401,743,785,16332,1384
9052,399,641,702,16333,1368
9053,399,422,432,16335,1368
9054,400,171,108,16336,1376
9055,400,168,9,16338,1292
9056,401,169,20,16339,1340
9057,399,174,44,16342,1332
9058,399,252,190,16343,1376
9059,399,457,462,16345,1368
9060,400,654,722,16346,1384
9061,401,746,848,16348,1368
9062,399,694,799,16350,1380
9063,399,543,598,16351,1368
9064,399,284,256,16353,1368
9065,400,167,9,16354,1292
9066,400,167,9,16356,1292
9067,400,172,27,16357,1336
9068,398,176,71,16359,1332
9069,399,625,636,16362,1384
9070,401,747,837,16364,1368
9071,400,726,833,16366,1384
9072,398,594,667,16367,1368
9073,398,339,326,16369,1380
9074,399,168,20,16370,1336
9075,400,166,4,16372,1292
9076,400,170,19,16373,1336
9077,398,173,51,16375,1332
9078,398,290,248,16376,1384
9079,399,517,549,16378,1368
9080,399,716,814,16379,1384
9081,400,747,888,16381,1368
9082,398,685,805,16384,1384
9083,398,489,535,16385,1368
9084,398,208,152,16387,1376
9085,399,168,3,16388,1292
9086,400,166,6,16390,1292
9087,397,226,182,16394,1384
9088,398,485,510,16395,1368
9089,399,698,799,16397,1376
9090,400,744,891,16398,1368
9091,398,686,813,16400,1368
9092,397,498,550,16401,1376
9093,398,220,163,16403,1368
9094,398,165,0,16404,1308
9095,399,166,2,16406,1292
9096,398,169,23,16407,1340
9097,397,178,83,16409,1332
9098,397,367,347,16410,1384
9099,398,589,664,16412,1368
9100,399,744,889,16414,1380
9101,398,741,900,16415,1368
9102,397,626,745,16417,1368
9103,397,381,388,16418,1376
9104,398,167,9,16420,3748
9105,398,171,28,16424,1336
9106,397,185,80,16425,1340
9107,397,361,344,16428,1368
9108,398,545,652,16429,1376
9109,399,665,869,16431,1368
9110,398,656,873,16432,1384
9111,397,562,713,16434,1368
9112,397,387,377,16436,1384
9113,397,197,36,16437,1332
9114,399,176,25,16439,1336
9115,398,179,35,16440,1332
9116,397,181,48,16442,1332
9117,397,276,189,16443,1376
