Data Point Number, Analog Reading 1, Analog Reading 2, Analog Reading 3, Current Milliseconds, Microseconds Write Time
107797,463,453,447,197848,1496
107798,464,444,433,197850,1488
107799,464,442,428,197852,1496
107800,463,446,432,197853,1496
107801,463,454,444,197855,1488
107802,463,465,461,197857,1488
107803,464,474,476,197858,1504
107804,464,476,481,197860,1488
107805,463,472,476,197862,1488
107806,464,461,460,197863,1504
107807,464,430,424,197868,1488
107808,464,440,427,197869,1504
107809,464,451,440,197871,1488
107810,463,463,458,197873,1488
107811,464,473,474,197875,1504
107812,464,476,480,197876,1488
107813,464,472,476,197878,1488
107814,464,462,461,197880,1504
107815,463,450,443,197881,1496
107816,464,443,431,197883,1488
107817,464,443,428,197885,1504
107818,463,447,434,197886,1496
107819,464,456,448,197889,1488
107820,463,467,464,197891,1504
107821,464,475,478,197892,1496
107822,464,476,481,197894,1488
107823,464,466,465,197897,1484
107824,464,451,444,197899,1488
107825,464,444,432,197901,1504
107826,464,444,430,197902,1496
107827,463,449,437,197904,1488
107828,463,458,451,197906,1504
107829,463,469,468,197907,1496
107830,464,476,480,197909,1488
107831,464,475,480,197911,1504
107832,463,468,470,197912,1496
107833,463,456,452,197914,1488
107834,463,445,436,197916,1496
107835,464,442,428,197917,1496
107836,464,445,430,197919,1488
107837,464,451,440,197921,1488
107838,464,462,456,197922,1504
107839,464,486,485,197926,1488
107840,463,477,481,197928,1504
107841,463,465,465,197929,1496
107842,464,452,446,197932,1488
107843,464,444,432,197934,1504
107844,464,443,429,197935,1496
107845,464,447,434,197937,1488
107846,463,456,447,197939,1488
107847,464,466,463,197940,1504
107848,464,475,478,197942,1488
107849,464,476,481,197944,1488
107850,463,470,474,197945,1504
107851,464,459,457,197947,1488
107852,463,448,439,197949,1488
107853,464,442,429,197950,1504
107854,464,444,429,197952,1488
107855,463,454,446,197956,1500
107856,464,468,465,197957,1496
107857,464,476,478,197959,1488
107858,464,474,478,197961,1488
107859,463,466,467,197962,1504
107860,464,454,449,197964,1488
107861,464,445,434,197966,1488
107862,464,442,428,197967,1504
107863,464,446,431,197969,1488
107864,464,453,443,197971,1488
107865,463,464,459,197972,1504
107866,464,473,474,197975,1488
107867,464,476,481,197977,1488
107868,464,472,477,197979,1504
107869,463,462,462,197980,1488
107870,464,450,443,197982,1488
107871,464,432,422,197985,1504
107872,464,443,429,197987,1488
107873,463,455,445,197989,1488
107874,464,467,464,197990,1504
107875,464,475,478,197992,1488
107876,464,475,480,197994,1488
107877,463,469,471,197996,1504
107878,463,457,454,197997,1488
107879,464,446,437,197999,1488
107880,464,442,428,198001,1504
107881,464,444,429,198002,1496
107882,463,450,439,198004,1488
107883,464,460,454,198006,1504
107884,464,470,471,198007,1496
107885,464,476,480,198009,1488
107886,464,474,479,198011,1504
107887,463,456,453,198014,1484
107888,464,445,436,198017,1488
107889,464,442,430,198019,1504
107890,464,446,433,198020,1496
107891,464,454,445,198022,1488
107892,463,465,461,198024,1504
107893,464,474,476,198025,1496
107894,464,476,481,198027,1488
107895,463,471,475,198029,1504
107896,463,460,459,198030,1496
107897,463,449,441,198032,1488
107898,464,443,430,198034,1496
107899,464,443,429,198035,1496
107900,464,448,435,198037,1488
107901,464,458,450,198039,1488
107902,464,468,466,198040,1504
107903,464,448,445,198053,1504
107904,463,454,449,198054,1496
107905,463,464,463,198056,1492
107906,464,473,476,198059,1500
107907,464,476,481,198060,1496
107908,464,472,476,198062,1492
107909,464,462,461,198064,1496
107910,463,450,443,198065,1496
107911,464,443,431,198067,1492
107912,464,443,428,198069,1488
107913,464,448,434,198070,1504
107914,463,456,448,198072,1492
107915,464,467,465,198074,1492
107916,464,475,478,198075,1500
107917,464,476,480,198077,1488
107918,463,470,473,198079,1492
107919,463,445,440,198082,1500
107920,464,441,430,198084,1488
107921,464,444,430,198086,1488
107922,463,451,440,198087,1504
107923,463,461,455,198089,1488
107924,464,471,472,198091,1488
107925,464,477,481,198092,1504
107926,463,474,479,198094,1488
107927,464,465,466,198096,1488
107928,463,452,447,198097,1504
107929,464,444,433,198099,1488
107930,464,442,428,198102,1488
107931,464,446,432,198104,1504
107932,463,454,444,198105,1496
107933,464,464,461,198107,1488
107934,464,474,476,198109,1504
107935,463,482,481,198113,1492
107936,463,461,458,198115,1504
107937,464,448,440,198116,1496
107938,464,443,431,198118,1488
107939,464,446,433,198120,1488
107940,463,453,444,198121,1504
107941,463,464,460,198123,1488
107942,464,473,475,198125,1488
107943,464,476,481,198126,1504
107944,463,472,476,198128,1488
107945,463,462,461,198130,1488
107946,463,450,443,198131,1504
107947,464,443,431,198133,1488
107948,464,443,428,198135,1488
107949,463,447,434,198136,1504
107950,463,456,448,198138,1488
107951,464,480,478,198141,1500
107952,464,478,482,198144,1488
107953,464,472,475,198146,1488
107954,463,460,458,198147,1504
107955,463,448,440,198149,1488
107956,464,443,429,198151,1488
107957,464,444,429,198153,1504
107958,463,449,437,198154,1488
107959,463,459,452,198156,1488
107960,464,469,469,198158,1504
107961,464,476,480,198159,1496
107962,463,475,480,198161,1488
107963,463,467,469,198163,1504
107964,463,455,451,198164,1496
107965,464,445,435,198166,1488
107966,464,442,428,198168,1504
107967,463,444,433,198171,1488
107968,464,459,453,198173,1488
107969,464,471,471,198175,1504
107970,464,476,479,198176,1488
107971,463,472,476,198178,1488
107972,463,463,462,198180,1504
107973,464,451,444,198181,1496
107974,464,443,431,198183,1488
107975,464,442,428,198185,1504
107976,464,447,433,198187,1496
107977,464,456,447,198189,1488
107978,464,467,464,198191,1504
107979,464,475,478,198192,1496
107980,464,476,481,198194,1488
107981,463,470,474,198196,1504
107982,463,459,457,198197,1496
107983,464,434,426,198201,1492
107984,464,440,426,198203,1504
107985,464,448,436,198204,1496
107986,464,459,453,198206,1488
107987,464,470,470,198208,1504
107988,464,476,480,198209,1496
107989,464,474,479,198211,1488
107990,464,466,467,198213,1504
107991,464,453,448,198214,1496
107992,464,444,434,198216,1488
107993,464,442,428,198218,1488
107994,464,445,431,198219,1496
107995,464,453,443,198221,1488
107996,464,464,459,198223,1488
107997,464,473,474,198224,1504
107998,464,477,481,198226,1488
107999,463,470,469,198231,1504
108000,463,453,447,198232,1496
108001,464,444,433,198234,1488
108002,464,444,430,198236,1488
108003,463,448,436,198237,1504
108004,464,457,450,198239,1488
108005,464,468,466,198241,1488
108006,464,476,479,198242,1504
108007,464,475,480,198244,1488
108008,463,469,471,198246,1488
108009,464,457,453,198247,1504
108010,464,446,437,198249,1488
108011,464,442,428,198251,1488
108012,464,444,430,198252,1504
108013,463,450,439,198254,1488
108014,464,461,455,198256,1488
108015,464,485,485,198259,1504
108016,463,477,481,198261,1488
108017,464,466,467,198263,1488
108018,463,453,447,198264,1504
108019,464,444,433,198266,1488
108020,464,442,428,198268,1488
108021,463,446,432,198270,1504
108022,463,455,445,198272,1488
108023,463,466,462,198274,1488
108024,464,475,477,198276,1504
108025,464,476,481,198277,1496
108026,463,471,475,198279,1488
108027,463,460,458,198281,1504
108028,464,448,440,198282,1496
108029,464,443,430,198284,1488
108030,464,443,429,198286,1504
108031,463,478,462,198298,1492
108032,463,456,445,198300,1500
108033,464,448,436,198301,1496
108034,464,448,437,198303,1492
108035,464,455,447,198305,1500
108036,463,465,462,198306,1496
108037,464,474,476,198308,1492
108038,464,476,481,198310,1500
108039,464,472,476,198311,1496
108040,464,461,460,198313,1492
108041,463,449,441,198316,1496
108042,464,443,430,198317,1496
108043,464,443,428,198319,1492
108044,463,448,435,198321,1492
108045,463,457,449,198322,1500
108046,464,468,466,198324,1492
108047,464,486,487,198328,1492
108048,464,473,476,198329,1496
108049,463,458,455,198331,1488
108050,464,446,438,198333,1488
108051,464,442,429,198334,1504
108052,463,445,431,198336,1488
108053,463,451,441,198338,1488
108054,463,462,457,198339,1504
108055,464,472,473,198341,1488
108056,464,477,481,198343,1488
108057,464,473,478,198344,1504
108058,463,464,464,198346,1488
108059,464,452,446,198348,1488
108060,464,444,432,198350,1504
108061,464,442,428,198351,1488
108062,463,446,432,198353,1488
108063,463,471,465,198358,1492
108064,464,477,478,198360,1492
108065,463,474,478,198362,1504
108066,463,465,466,198363,1496
108067,464,453,448,198365,1488
108068,464,444,433,198367,1504
108069,464,442,428,198368,1496
108070,464,446,432,198370,1488
108071,463,454,444,198372,1496
108072,464,464,460,198373,1496
108073,464,473,475,198375,1492
108074,464,477,481,198377,1488
108075,464,472,476,198378,1504
108076,463,462,461,198380,1488
108077,464,450,442,198382,1488
108078,464,443,430,198383,1504
108079,464,438,426,198387,1492
108080,463,452,442,198388,1504
108081,463,465,461,198390,1492
108082,464,474,476,198392,1492
108083,464,476,480,198393,1504
108084,463,470,473,198395,1492
108085,464,458,456,198397,1492
108086,463,447,438,198398,1504
108087,464,443,429,198401,1488
108088,464,444,429,198403,1492
108089,463,450,438,198404,1504
108090,464,460,453,198406,1492
108091,464,470,470,198408,1492
108092,464,476,480,198410,1504
108093,463,474,479,198411,1500
108094,464,467,468,198413,1488
108095,464,441,435,198416,1504
108096,464,440,428,198418,1492
108097,463,445,431,198420,1492
108098,464,453,443,198421,1504
108099,463,464,460,198423,1492
108100,463,473,475,198425,1488
108101,464,476,481,198427,1504
108102,464,472,476,198428,1492
108103,464,462,461,198430,1488
108104,464,450,442,198432,1504
108105,464,443,431,198433,1500
108106,464,443,429,198435,1488
108107,464,447,434,198437,1504
108108,463,456,448,198438,1496
108109,464,467,465,198440,1492
108110,464,475,478,198443,1504
108111,464,480,481,198446,1492
108112,463,462,460,198448,1492
108113,464,448,440,198450,1504
108114,464,443,430,198451,1496
108115,464,445,431,198453,1492
108116,464,451,440,198455,1504
108117,464,461,455,198456,1496
108118,464,471,472,198458,1488
108119,464,476,481,198460,1504
108120,463,474,479,198461,1500
108121,464,465,466,198463,1488
108122,463,453,447,198465,1504
108123,464,444,433,198466,1500
108124,464,442,428,198468,1488
108125,463,446,432,198470,1492
108126,464,454,444,198471,1504
108127,464,479,476,198475,1484
108128,464,479,482,198477,1504
108129,464,472,476,198478,1496
108130,464,460,459,198480,1488
108131,464,448,440,198482,1504
108132,464,442,430,198483,1500
108133,464,443,429,198486,1492
108134,463,448,436,198488,1492
108135,463,458,450,198489,1496
108136,463,468,467,198491,1492
108137,464,476,479,198493,1488
108138,464,475,480,198494,1504
108139,463,468,470,198496,1488
108140,463,456,452,198498,1488
108141,463,446,436,198499,1504
108142,464,442,428,198501,1488
108143,463,443,432,198505,1504
108144,464,458,451,198506,1496
108145,464,471,470,198508,1488
108146,464,476,479,198510,1488
108147,464,473,477,198511,1496
108148,464,463,463,198513,1488
108149,464,451,445,198515,1488
108150,464,443,432,198516,1504
108151,464,442,428,198518,1488
108152,463,446,433,198520,1492
108153,463,455,446,198521,1504
108154,464,466,462,198523,1488
108155,464,475,477,198525,1488
108156,464,476,481,198526,1504
108157,464,471,475,198529,1488
108158,463,460,458,198531,1488
108159,464,456,457,198543,1484
108160,464,464,463,198545,1488
108161,464,460,456,198546,1504
108162,463,451,442,198548,1488
108163,464,443,430,198550,1488
108164,464,442,427,198552,1504
108165,464,446,432,198553,1488
108166,463,454,444,198555,1488
108167,464,465,461,198557,1504
108168,464,474,476,198558,1496
108169,464,476,481,198560,1488
108170,463,472,475,198562,1504
108171,463,461,459,198563,1496
108172,463,449,441,198565,1488
108173,464,443,430,198567,1504
108174,464,443,429,198568,1496
108175,463,452,443,198573,1488
108176,464,466,463,198575,1504
108177,464,475,477,198576,1496
108178,464,474,478,198578,1488
108179,464,467,468,198580,1504
108180,463,455,450,198581,1496
108181,464,445,435,198583,1488
108182,464,442,428,198585,1504
108183,464,445,430,198586,1496
108184,463,452,441,198588,1488
108185,463,462,457,198590,1488
108186,464,472,473,198591,1504
108187,464,477,481,198593,1488
108188,464,473,478,198595,1492
108189,463,464,464,198596,1504
108190,464,452,445,198598,1488
108191,464,432,422,198602,1488
108192,464,442,429,198603,1504
108193,463,454,444,198605,1488
108194,463,466,463,198607,1488
108195,464,475,477,198608,1504
108196,464,476,480,198610,1488
108197,463,470,473,198612,1488
108198,463,458,455,198614,1504
108199,464,447,438,198616,1488
108200,464,442,429,198618,1488
108201,464,444,429,198619,1504
108202,463,450,438,198621,1488
108203,463,460,453,198623,1488
108204,464,470,470,198625,1504
108205,464,476,480,198626,1496
108206,464,474,479,198628,1492
108207,464,460,458,198631,1488
108208,463,447,439,198633,1488
108209,464,443,430,198634,1504
108210,464,445,431,198636,1488
108211,463,452,441,198638,1488
108212,464,462,457,198640,1504
108213,464,472,473,198641,1496
108214,464,477,481,198643,1488
108215,464,473,478,198645,1504
108216,463,464,464,198646,1496
108217,464,451,445,198648,1488
108218,464,443,432,198650,1504
108219,464,442,428,198651,1496
108220,464,446,432,198653,1488
108221,463,455,445,198656,1504
108222,463,466,462,198657,1496
108223,464,486,487,198661,1488
108224,463,475,479,198663,1504
108225,463,461,460,198664,1496
108226,464,449,441,198666,1488
108227,464,443,430,198668,1504
108228,464,444,430,198669,1496
108229,464,449,437,198671,1488
108230,463,459,452,198673,1504
108231,463,469,469,198674,1496
108232,464,476,480,198676,1488
108233,464,475,480,198678,1504
108234,464,467,469,198679,1496
108235,463,455,451,198681,1488
108236,463,445,435,198683,1488
108237,464,442,428,198684,1504
108238,463,445,431,198686,1488
108239,464,460,452,198690,1496
108240,464,472,471,198691,1496
108241,464,476,479,198693,1488
108242,464,472,476,198695,1504
108243,463,462,461,198696,1496
108244,463,450,443,198699,1488
108245,464,443,431,198701,1496
108246,464,443,428,198702,1496
108247,463,447,434,198704,1488
108248,464,456,447,198706,1488
108249,463,467,464,198707,1504
108250,464,475,478,198709,1488
108251,464,476,481,198711,1488
108252,464,470,473,198712,1504
108253,463,459,456,198714,1488
108254,463,447,438,198716,1488
108255,464,433,422,198719,1496
108256,463,445,433,198721,1488
108257,464,458,451,198723,1488
108258,464,470,469,198724,1504
108259,464,476,480,198726,1488
108260,464,474,478,198728,1492
108261,463,465,466,198729,1504
108262,464,453,448,198731,1488
108263,464,444,433,198733,1488
108264,464,442,428,198734,1504
108265,463,446,432,198736,1488
108266,464,453,443,198738,1488
108267,463,464,460,198740,1504
108268,464,474,475,198742,1488
108269,464,477,481,198744,1488
108270,463,472,476,198746,1504
108271,464,450,446,198749,1484
108272,464,443,432,198751,1488
108273,464,443,430,198752,1504
108274,463,448,436,198754,1488
108275,463,458,450,198756,1488
108276,464,468,467,198758,1504
108277,464,476,479,198759,1488
108278,464,475,480,198761,1488
108279,463,468,470,198763,1504
108280,464,456,453,198764,1496
108281,464,446,436,198766,1488
108282,464,442,428,198768,1504
108283,464,445,430,198769,1496
108284,463,451,440,198771,1488
108285,463,461,456,198773,1504
108286,464,471,472,198774,1496
108287,463,444,443,198788,1500
108288,463,455,451,198789,1496
108289,464,466,466,198791,1492
108290,464,475,479,198793,1504
108291,464,475,480,198794,1496
108292,463,469,472,198796,1492
108293,463,458,455,198798,1504
108294,464,447,437,198799,1496
108295,464,442,428,198801,1488
108296,464,444,429,198803,1504
108297,463,450,438,198804,1496
108298,463,460,454,198806,1488
108299,464,470,470,198808,1488
108300,464,477,481,198809,1504
108301,464,474,479,198811,1488
108302,464,466,467,198813,1488
108303,464,440,434,198816,1500
108304,464,440,428,198818,1488
108305,463,445,431,198820,1488
108306,463,454,444,198821,1504
108307,464,465,461,198823,1488
108308,464,474,476,198825,1488
108309,464,476,481,198827,1504
108310,464,472,475,198829,1488
108311,463,461,459,198831,1488
108312,463,449,441,198832,1504
108313,464,443,430,198834,1488
108314,464,443,429,198836,1488
108315,464,448,435,198837,1504
108316,463,458,450,198839,1488
108317,463,468,467,198841,1488
108318,464,476,479,198843,1504
108319,464,479,480,198846,1484
108320,464,460,458,198848,1492
108321,464,447,439,198849,1504
108322,464,443,430,198851,1488
108323,464,445,432,198853,1488
108324,464,452,441,198855,1504
108325,463,462,457,198856,1496
108326,464,472,473,198858,1488
108327,464,476,481,198860,1504
108328,463,473,478,198861,1496
108329,464,463,463,198863,1488
108330,464,451,445,198865,1504
108331,464,443,432,198866,1496
108332,464,442,428,198868,1488
108333,463,446,433,198871,1504
108334,464,455,445,198872,1496
108335,464,478,476,198876,1504
108336,464,478,482,198877,1496
108337,464,472,476,198879,1488
108338,464,461,460,198881,1504
108339,464,449,441,198882,1496
108340,464,443,430,198884,1488
108341,464,443,428,198886,1504
108342,463,448,435,198887,1496
108343,463,457,449,198889,1488
108344,463,468,466,198891,1500
108345,464,476,479,198892,1496
108346,464,476,480,198894,1488
108347,463,469,472,198896,1492
108348,463,457,454,198897,1504
108349,464,446,437,198899,1488
108350,464,442,428,198901,1488
108351,463,442,430,198904,1492
108352,463,457,450,198906,1488
108353,463,470,469,198908,1504
108354,464,476,479,198909,1496
108355,464,473,477,198912,1488
108356,464,464,465,198914,1504
108357,464,452,446,198915,1496
108358,463,444,432,198917,1488
108359,464,442,428,198919,1496
108360,464,446,432,198920,1496
108361,463,454,444,198922,1488
108362,464,465,461,198924,1488
108363,464,474,476,198925,1504
108364,464,476,481,198927,1488
108365,463,472,476,198929,1488
108366,464,461,459,198930,1504
108367,464,435,428,198934,1492
108368,464,440,426,198936,1504
108369,463,447,434,198937,1496
108370,464,457,450,198939,1488
108371,464,469,467,198941,1488
108372,464,476,479,198942,1504
108373,464,475,480,198944,1488
108374,463,468,470,198946,1488
108375,464,456,452,198947,1504
108376,464,446,436,198949,1488
108377,464,442,428,198951,1488
108378,463,445,430,198952,1504
108379,463,451,440,198955,1488
108380,464,462,456,198957,1488
108381,464,472,473,198958,1504
108382,464,477,481,198960,1488
108383,464,472,473,198964,1492
108384,463,455,450,198965,1504
108385,464,445,435,198967,1488
108386,464,443,430,198969,1488
108387,463,447,434,198970,1504
108388,463,456,447,198972,1488
108389,464,466,464,198974,1488
108390,464,475,478,198975,1504
108391,464,476,481,198977,1488
108392,464,470,474,198979,1488
108393,463,459,457,198981,1504
108394,464,448,439,198982,1496
108395,464,443,429,198984,1488
108396,464,443,429,198986,1504
108397,464,449,437,198987,1496
108398,464,459,452,198989,1488
108399,464,484,483,198993,1504
108400,464,478,482,198994,1488
108401,463,468,469,198996,1488
108402,463,454,450,198999,1504
108403,464,445,435,199000,1496
108404,464,442,428,199002,1488
108405,464,446,432,199004,1504
108406,464,453,443,199005,1496
108407,463,464,460,199007,1488
108408,464,473,475,199009,1504
108409,464,477,481,199010,1496
108410,464,472,477,199012,1488
108411,464,462,461,199014,1504
108412,464,450,443,199015,1496
108413,464,443,431,199017,1488
108414,464,443,428,199019,1488
108415,463,479,463,199031,1488
108416,464,457,446,199033,1500
108417,464,447,435,199034,1496
108418,464,447,435,199036,1492
108419,464,453,444,199038,1500
108420,464,463,459,199040,1496
108421,464,473,474,199042,1488
108422,464,477,481,199044,1488
108423,464,473,478,199045,1504
108424,463,463,464,199047,1488
108425,464,451,445,199049,1488
108426,464,444,432,199050,1504
108427,464,442,428,199052,1488
108428,464,446,433,199054,1488
108429,463,455,446,199055,1504
108430,464,466,462,199057,1488
108431,464,487,487,199061,1488
108432,464,475,478,199062,1504
108433,463,460,459,199064,1488
108434,463,448,440,199066,1488
108435,464,443,430,199067,1504
108436,464,444,430,199069,1488
108437,464,450,438,199071,1488
108438,463,460,453,199072,1504
108439,464,470,470,199074,1488
108440,464,477,481,199076,1488
108441,464,475,480,199078,1504
108442,464,467,468,199079,1488
108443,464,454,449,199081,1488
108444,464,445,434,199084,1504
108445,464,442,428,199085,1496
108446,464,445,431,199087,1488
108447,464,461,454,199090,1504
108448,464,473,472,199092,1488
108449,464,476,479,199094,1488
108450,463,472,475,199096,1504
108451,464,461,460,199097,1488
108452,464,449,442,199099,1488
108453,464,443,430,199101,1504
108454,464,443,428,199102,1496
108455,464,448,435,199104,1488
108456,463,457,449,199106,1504
108457,464,467,465,199107,1496
108458,464,476,479,199109,1488
108459,464,476,480,199111,1504
108460,463,470,472,199112,1496
108461,464,458,454,199114,1488
108462,464,447,437,199116,1496
108463,464,434,423,199119,1492
108464,463,445,432,199121,1504
108465,463,457,449,199122,1496
108466,463,469,467,199124,1488
108467,464,476,479,199127,1504
108468,464,475,479,199128,1496
108469,464,467,468,199130,1488
108470,464,455,450,199132,1504
108471,463,445,435,199133,1496
108472,464,442,428,199135,1488
108473,463,445,431,199137,1488
108474,464,452,441,199138,1496
108475,464,463,458,199140,1488
108476,464,473,474,199142,1488
108477,464,477,481,199143,1504
108478,464,473,478,199145,1488
108479,464,453,450,199149,1504
108480,464,444,434,199150,1496
108481,464,443,430,199152,1488
108482,464,447,434,199154,1504
108483,464,456,447,199155,1496
108484,464,467,464,199157,1488
108485,464,475,478,199159,1504
108486,464,476,481,199160,1496
108487,463,470,473,199162,1488
108488,464,459,456,199164,1496
108489,464,447,438,199165,1496
108490,464,442,429,199168,1488
108491,464,444,429,199170,1488
108492,463,449,437,199171,1504
108493,464,459,452,199173,1488
108494,464,470,469,199175,1488
108495,464,485,487,199178,1496
108496,463,471,473,199180,1488
108497,463,456,453,199182,1504
108498,464,446,436,199183,1496
108499,464,442,429,199185,1488
108500,464,445,432,199187,1504
108501,463,453,443,199188,1496
108502,463,463,459,199190,1488
108503,464,473,474,199192,1492
108504,464,477,481,199193,1496
108505,463,473,477,199195,1488
108506,463,463,462,199197,1488
108507,463,450,443,199198,1504
108508,464,443,431,199200,1488
108509,464,443,428,199202,1488
108510,463,447,434,199203,1504
108511,464,467,461,199207,1488
108512,464,475,476,199209,1504
108513,464,476,479,199211,1496
108514,464,469,472,199213,1488
108515,463,458,454,199215,1488
108516,463,447,437,199216,1496
108517,464,442,428,199218,1488
108518,464,444,429,199220,1488
108519,464,450,438,199221,1504
108520,463,460,454,199223,1488
108521,464,470,470,199225,1488
108522,464,476,480,199226,1504
108523,464,474,479,199228,1488
108524,463,466,467,199230,1488
108525,464,454,449,199231,1504
108526,464,445,434,199233,1488
108527,464,435,423,199237,1488
108528,463,449,438,199238,1504
108529,463,463,457,199240,1488
108530,464,473,474,199242,1488
108531,464,476,480,199243,1504
108532,463,471,475,199245,1488
108533,463,461,459,199247,1488
108534,464,449,441,199248,1504
108535,464,443,430,199250,1488
108536,464,443,429,199252,1488
108537,463,448,435,199255,1504
108538,464,458,449,199256,1496
108539,464,468,466,199258,1488
108540,464,476,479,199260,1504
108541,464,475,480,199261,1496
108542,463,469,471,199263,1488
108543,464,438,429,199368,1492
108544,464,442,429,199369,1504
108545,463,450,439,199371,1488
108546,463,461,455,199373,1488
108547,464,471,472,199374,1504
108548,464,476,481,199376,1488
108549,464,473,478,199378,1492
108550,464,464,465,199380,1500
108551,463,452,446,199382,1488
108552,464,444,432,199384,1488
108553,464,442,428,199386,1504
108554,463,446,432,199387,1496
108555,463,454,444,199389,1488
108556,464,465,461,199391,1504
108557,464,474,476,199392,1496
108558,464,476,481,199394,1488
108559,463,467,467,199398,1504
108560,464,451,445,199399,1496
108561,464,444,432,199401,1488
108562,464,444,431,199403,1504
108563,464,449,437,199404,1496
108564,463,459,452,199406,1488
108565,463,469,469,199408,1504
108566,464,476,480,199409,1496
108567,464,475,480,199411,1488
108568,463,467,469,199413,1496
108569,464,455,451,199414,1496
108570,464,445,435,199416,1488
108571,464,442,428,199418,1488
108572,463,445,430,199419,1504
108573,463,452,441,199421,1488
108574,464,462,457,199424,1488
108575,464,486,486,199427,1500
108576,464,477,481,199429,1488
108577,463,464,464,199431,1488
108578,463,451,445,199432,1504
108579,464,443,432,199434,1488
108580,464,443,429,199436,1488
108581,463,447,434,199437,1504
108582,463,456,448,199439,1488
108583,463,467,465,199441,1488
108584,464,475,478,199442,1504
108585,464,476,481,199444,1488
108586,464,470,473,199446,1488
108587,463,458,455,199448,1504
108588,464,447,438,199449,1496
108589,464,442,429,199451,1488
108590,464,444,429,199453,1504
108591,464,454,445,199456,1484
108592,463,467,464,199457,1504
108593,464,475,478,199459,1488
108594,464,475,479,199461,1488
108595,463,468,469,199462,1504
108596,463,456,451,199464,1488
108597,464,445,435,199467,1488
108598,464,442,428,199469,1504
108599,463,445,430,199470,1496
108600,463,452,441,199472,1488
108601,464,462,457,199474,1504
108602,464,472,473,199475,1496
108603,464,477,481,199477,1488
108604,464,473,478,199479,1504
108605,463,464,464,199480,1496
108606,464,452,446,199482,1488
108607,464,432,422,199485,1500
108608,463,442,428,199487,1488
108609,463,453,443,199489,1488
108610,464,465,461,199491,1504
108611,464,475,477,199492,1488
108612,464,476,480,199494,1488
108613,464,471,474,199496,1504
108614,463,459,457,199497,1496
108615,464,448,439,199499,1488
108616,464,442,429,199501,1504
108617,464,444,429,199502,1496
108618,464,449,437,199504,1488
108619,463,459,451,199506,1504
108620,463,469,468,199507,1496
108621,464,476,480,199510,1488
108622,464,475,480,199512,1496
108623,463,459,457,199515,1500
108624,464,447,439,199517,1488
108625,464,443,430,199519,1504
108626,464,446,432,199520,1496
108627,464,453,443,199522,1488
108628,463,463,459,199524,1504
108629,464,473,475,199525,1496
108630,464,477,481,199527,1488
108631,464,473,477,199529,1504
108632,464,463,462,199530,1496
108633,463,450,443,199532,1488
108634,464,443,431,199534,1488
108635,464,442,428,199535,1504
108636,464,447,433,199537,1488
108637,464,456,447,199539,1488
108638,463,466,464,199540,1504
108639,464,487,487,199544,1488
108640,463,475,478,199546,1504
108641,464,460,458,199547,1496
108642,464,447,439,199549,1488
108643,464,443,430,199552,1488
108644,464,444,430,199553,1496
108645,463,450,439,199555,1488
108646,464,460,454,199557,1488
108647,464,471,471,199558,1504
108648,464,477,481,199560,1488
108649,464,474,479,199562,1488
108650,464,466,467,199563,1504
108651,464,453,448,199565,1488
108652,464,444,433,199567,1488
108653,464,442,428,199568,1504
108654,463,445,431,199570,1488
108655,463,462,455,199574,1492
108656,464,473,473,199575,1504
108657,464,476,479,199577,1492
108658,463,471,474,199579,1488
108659,464,461,459,199580,1504
108660,464,449,441,199582,1488
108661,464,443,430,199584,1488
108662,464,443,428,199585,1504
108663,463,448,435,199587,1488
108664,464,457,449,199589,1488
108665,464,468,466,199591,1504
108666,464,476,479,199592,1496
108667,464,475,480,199595,1488
108668,463,469,471,199597,1504
108669,463,457,453,199598,1496
108670,464,446,436,199600,1488
108671,463,472,465,199612,1496
108672,464,462,456,199614,1492
108673,464,450,440,199616,1500
108674,464,443,430,199617,1496
108675,464,443,428,199619,1492
108676,463,448,434,199621,1504
108677,464,457,448,199622,1496
108678,464,467,465,199624,1492
108679,464,475,478,199626,1500
108680,464,476,480,199627,1496
108681,463,470,472,199629,1492
108682,463,458,455,199631,1492
108683,463,447,438,199632,1492
108684,464,442,428,199634,1492
108685,463,444,429,199636,1492
108686,464,450,438,199638,1500
108687,464,474,470,199642,1484
108688,464,478,480,199644,1488
108689,464,474,478,199645,1504
108690,463,465,465,199647,1488
108691,464,452,446,199649,1488
108692,464,444,432,199650,1504
108693,464,442,428,199652,1488
108694,463,446,432,199654,1488
108695,464,454,445,199655,1504
108696,464,465,461,199657,1488
108697,464,474,476,199659,1488
108698,464,476,481,199661,1504
108699,464,472,475,199662,1488
108700,463,461,459,199664,1488
108701,463,449,441,199666,1504
108702,464,443,430,199667,1496
108703,464,440,430,199672,1504
108704,464,458,451,199673,1496
108705,464,471,470,199675,1492
108706,464,476,478,199677,1504
108707,463,472,475,199678,1496
108708,463,462,460,199681,1488
108709,464,450,442,199683,1488
108710,464,443,430,199684,1496
108711,464,443,428,199686,1488
108712,464,447,434,199688,1492
108713,463,457,448,199689,1504
108714,463,467,465,199691,1488
108715,464,475,478,199693,1488
108716,464,476,480,199694,1504
108717,464,470,472,199696,1488
108718,463,458,455,199698,1488
108719,464,436,427,199701,1488
108720,464,440,427,199703,1488
108721,463,448,435,199704,1504
108722,463,459,451,199706,1488
108723,464,469,468,199708,1488
108724,464,476,480,199709,1504
108725,463,475,479,199711,1488
