today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],PITCH_CMD_KP=0.005KI=0KD=0.000742,PITCH_MEAS,ROLL_CMD_KP0.005KI=0KD=0.000742,ROLL_MEAS,YAW_CMDKPy=0.231KIy=0KDy=0,YAW_MEAS,
Thu Feb 15 18:19:49 2018,33175109,0,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5152,16,1142,0,8,28,-0.0861913,-0.047884,-10.1945,-0.00744957,0.0276698,-0.0212845,-17.8008,11.3344,26.2793,2.55939e+33,8.53377,0,-12.4124,1.65875e-40,-0.0212845,
Thu Feb 15 18:19:49 2018,33185110,557.793,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,18,1136,0,28,28,-0.0670376,-0.0814029,-10.2807,-0.00532112,0.0308625,-0.0223487,-17.8008,11.3344,26.2793,0.093895,8.41504,0.0469437,-12.1941,2.38419e-07,-0.0223487,
Thu Feb 15 18:19:49 2018,33195113,557.793,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,18,1136,0,28,28,-0.0909797,-0.0047884,-10.1849,-0.00744957,0.0276698,-0.0138349,-17.8008,11.3344,26.2793,0.093895,8.28036,0.0469437,-11.9336,2.38419e-07,-0.0138349,
Thu Feb 15 18:19:49 2018,33205114,557.793,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,16,1140,0,8,30,-0.0383072,-0.105345,-10.2232,-0.00744957,0.0255414,-0.0170276,-17.8008,11.3344,26.2793,0.093895,8.14982,0.0469437,-11.674,2.38419e-07,-0.0170276,
Thu Feb 15 18:19:49 2018,33215115,557.793,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,16,1140,0,8,30,-0.0909797,-0.143652,-10.3094,-0.0117065,0.0287341,-0.0202203,-17.8008,11.3344,26.2793,0.093895,8.02017,0.0469437,-11.4195,2.38419e-07,-0.0202203,
Thu Feb 15 18:19:49 2018,33225116,557.793,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5130,18,1140,0,6,28,-0.0909797,-0.071826,-10.252,-0.00851379,0.0255414,-0.0159634,-17.8008,11.3344,26.2793,0.093895,7.88796,0.0469437,-11.1675,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33235117,557.949,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5130,18,1140,0,6,28,-0.124498,-0.114922,-10.4004,-0.00638535,0.0234129,-0.0170276,-17.8008,11.3344,26.2793,0.093895,7.75901,0.0469437,-10.9192,-0.00234723,-0.0170276,
Thu Feb 15 18:19:49 2018,33245118,557.949,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5128,18,1138,0,8,30,-0.0526724,-0.0622492,-10.1993,-0.00744957,0.0255414,-0.019156,-17.8008,11.3344,26.2793,0.093895,7.63106,0.0469437,-10.6754,-0.00234723,-0.019156,
Thu Feb 15 18:19:49 2018,33255119,557.949,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5128,18,1138,0,8,30,-0.047884,-0.047884,-10.3956,-0.00957802,0.0255414,-0.0223487,-17.8008,11.3344,26.2793,0.093895,7.50989,0.0469437,-10.4412,-0.00234723,-0.0223487,
Thu Feb 15 18:19:49 2018,33265120,557.949,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1140,0,8,28,-0.0957681,-0.0574608,-10.2711,-0.00957802,0.0308625,-0.0148991,-17.8008,11.3344,26.2793,0.093895,7.38405,0.0469437,-10.2061,-0.00234723,-0.0148991,
Thu Feb 15 18:19:49 2018,33275121,557.74,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1140,0,8,28,-0.0335188,-0.100556,-10.161,-0.00638535,0.0308625,-0.0180918,-17.8008,11.3344,26.2793,0.093895,7.26618,0.0469437,-9.97441,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33285122,557.74,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1136,0,8,28,-0.114922,-0.023942,-10.3094,-0.00532112,0.0287341,-0.0159634,-17.8008,11.3344,26.2793,0.093895,7.14296,0.0469437,-9.75357,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33295123,557.74,1515,1517,1088,1514,1088,1940,0.0469437,0.140839,1,2.38419e-07,-0.5,0.5,5136,16,1136,0,8,28,-0.071826,-0.047884,-10.2472,-0.00957802,0.0276698,-0.0180918,-17.8008,11.3344,26.2793,0.093895,7.02036,0.0469437,-9.53685,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33305124,557.74,1515,1517,1088,1514,1088,1940,0.0469437,0.140839,1,2.38419e-07,-0.5,0.5,5134,16,1142,0,30,14,-0.0670376,-0.0526724,-10.1849,-0.00744957,0.0255414,-0.0180918,-17.8008,11.3344,26.2793,0.140839,6.90151,0.0469437,-9.31939,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33315125,557.74,1515,1517,1088,1514,1088,1940,0.0469437,0.140839,1,2.38419e-07,-0.5,0.5,5134,16,1142,0,30,14,-0.0383072,-0.134075,-10.2232,-0.00106422,0.0308625,-0.0159634,-17.8008,11.3344,26.2793,0.140839,6.78867,0.0469437,-9.09927,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33325126,557.74,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1134,0,30,28,-0.148441,-0.105345,-10.3717,-0.0106422,0.0287341,-0.0138349,-17.8008,11.3344,26.2793,0.140839,6.67233,0.0469437,-8.89096,2.38419e-07,-0.0138349,
Thu Feb 15 18:19:49 2018,33335127,558.027,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1134,0,30,28,-0.124498,-0.0814029,-10.2711,-0.00744957,0.0287341,-0.0212845,-17.8008,11.3344,26.2793,0.093895,6.55502,0.0469437,-8.68696,2.38419e-07,-0.0212845,
Thu Feb 15 18:19:49 2018,33345128,558.027,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1140,0,28,12,-0.0430956,-0.191536,-10.2424,-0.0042569,0.0255414,-0.0180918,-17.8008,11.3344,26.2793,0.093895,6.44073,0.0469437,-8.48761,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33355129,558.027,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1140,0,28,12,-0.105345,-0.047884,-10.3477,-0.00851379,0.0276698,-0.019156,-17.8008,11.3344,26.2793,0.093895,6.33079,0.0469437,-8.2975,2.38419e-07,-0.019156,
Thu Feb 15 18:19:49 2018,33365130,558.027,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,16,1144,0,28,12,-0.023942,-0.0430956,-10.2759,-0.00532112,0.0266056,-0.0180918,-17.8008,11.3344,26.2793,0.093895,6.22223,0.0469437,-8.10305,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33375131,557.541,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,16,1144,0,28,12,-0.00957681,-0.114922,-10.2424,-0.0106422,0.0297983,-0.019156,-17.8008,11.3344,26.2793,0.093895,6.11775,0.0469437,-7.91137,2.38419e-07,-0.019156,
Thu Feb 15 18:19:49 2018,33385132,557.541,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,18,1140,0,28,14,-0.0814029,-0.0335188,-10.3717,-0.00532112,0.0276698,-0.0159634,-17.8008,11.3344,26.2793,0.093895,6.01007,0.0469437,-7.72487,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33395133,557.541,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,18,1140,0,28,14,-0.0383072,-0.105345,-10.3621,-0.00851379,0.0266056,-0.0159634,-17.8008,11.3344,26.2793,0.093895,5.9057,0.0469437,-7.53944,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33405134,557.541,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,16,1136,0,8,30,-0.0383072,-0.162806,-10.4818,-0.0127707,0.0297983,-0.0170276,-17.8008,11.3344,26.2793,0.093895,5.80399,0.0469437,-7.35774,2.38419e-07,-0.0170276,
Thu Feb 15 18:19:49 2018,33415135,557.541,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,16,1136,0,8,30,-0.0574608,-0.100556,-10.2137,0.00106422,0.019156,-0.019156,-17.8008,11.3344,26.2793,0.093895,5.70221,0.0469437,-7.18088,2.38419e-07,-0.019156,
Thu Feb 15 18:19:49 2018,33425136,557.541,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5136,16,1138,0,28,14,-0.100556,-0.134075,-10.2759,-0.00744957,0.0223487,-0.0212845,-17.8008,11.3344,26.2793,0.093895,5.59909,0.0469437,-7.00905,2.38419e-07,-0.0212845,
Thu Feb 15 18:19:49 2018,33435137,557.289,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5136,16,1138,0,28,14,-0.186748,-0.0526724,-10.3956,-0.00744957,0.0287341,-0.0180918,-17.8008,11.3344,26.2793,0.093895,5.49426,0.0469437,-6.84414,-0.00234723,-0.0180918,
Thu Feb 15 18:19:49 2018,33445138,557.289,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,16,1140,0,28,10,0.00957681,0,-10.3908,-0.00532112,0.0255414,-0.0159634,-17.8008,11.3344,26.2793,0.093895,5.39875,0.0469437,-6.6786,-0.00234723,-0.0159634,
Thu Feb 15 18:19:49 2018,33455139,557.289,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,16,1140,0,28,10,0.0191536,-0.124498,-10.1754,-0.0042569,0.0287341,-0.0148991,-17.8008,11.3344,26.2793,0.093895,5.31254,0.0469437,-6.51624,2.38419e-07,-0.0148991,
Thu Feb 15 18:19:49 2018,33465140,557.289,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,18,1142,0,26,10,-0.0047884,-0.143652,-10.3573,-0.00638535,0.0202203,-0.0127707,-17.8008,11.3344,26.2793,0.093895,5.2225,0.0469437,-6.35569,2.38419e-07,-0.0127707,
Thu Feb 15 18:19:49 2018,33475141,558.166,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,18,1142,0,26,10,-0.11971,-0.0909797,-10.3573,-0.00212845,0.0266056,-0.0244772,-17.8008,11.3344,26.2793,0.093895,5.12268,0.0469437,-6.19736,2.38419e-07,-0.0244772,
Thu Feb 15 18:19:49 2018,33485142,558.166,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,16,1140,0,28,12,-0.071826,-0.181959,-10.2328,-0.00744957,0.0234129,-0.0266056,-17.8008,11.3344,26.2793,0.093895,5.02627,0.0469437,-6.04107,2.38419e-07,-0.0266056,
Thu Feb 15 18:19:49 2018,33495143,558.166,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,16,1140,0,28,12,-0.047884,-0.148441,-10.1993,-0.00532112,0.0308625,-0.0180918,-17.8008,11.3344,26.2793,0.093895,4.94284,0.0469437,-5.89136,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33505144,558.166,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,18,1138,0,8,30,-0.0047884,-0.0957681,-10.3573,-0.0117065,0.0255414,-0.00744957,-17.8008,11.3344,26.2793,0.093895,4.85717,0.0469437,-5.7478,2.38419e-07,-0.00744957,
Thu Feb 15 18:19:49 2018,33515145,558.166,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,18,1138,0,8,30,-0.100556,-0.071826,-10.1083,-0.00851379,0.0266056,-0.0117065,-17.8008,11.3344,26.2793,0.093895,4.77015,0.0469437,-5.60665,2.38419e-07,-0.0117065,
Thu Feb 15 18:19:49 2018,33525146,558.166,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,18,1140,0,28,12,-0.0574608,-0.0957681,-10.3765,-0.00638535,0.0276698,-0.0212845,-17.8008,11.3344,26.2793,0.093895,4.68163,0.0469437,-5.46966,2.38419e-07,-0.0212845,
Thu Feb 15 18:19:49 2018,33535147,557.28,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,18,1140,0,28,12,-0.138864,-0.148441,-10.2999,-0.00212845,0.0297983,-0.0297983,-17.8008,11.3344,26.2793,0.093895,4.59897,0.0469437,-5.33196,2.38419e-07,-0.0297983,
Thu Feb 15 18:19:49 2018,33545148,557.28,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5138,16,1140,0,28,14,-0.071826,-0.0957681,-9.9934,-0.00744957,0.0266056,-0.0223487,-17.8008,11.3344,26.2793,0.093895,4.51523,0.0469437,-5.19494,2.38419e-07,-0.0223487,
Thu Feb 15 18:19:49 2018,33555149,557.28,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5138,16,1140,0,28,14,-0.0526724,-0.158017,-10.3142,-0.0117065,0.0255414,-0.0148991,-17.8008,11.3344,26.2793,0.093895,4.43906,0.0469437,-5.06587,2.38419e-07,-0.0148991,
Thu Feb 15 18:19:49 2018,33565150,557.28,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,20,1142,0,28,10,-0.110133,-0.0574608,-10.2185,-0.0106422,0.0297983,-0.00851379,-17.8008,11.3344,26.2793,0.093895,4.35564,0.0469437,-4.94535,2.38419e-07,-0.00851379,
Thu Feb 15 18:19:49 2018,33575151,557.106,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,20,1142,0,28,10,-0.0383072,0,-10.2615,0,0.0287341,-0.0180918,-17.8008,11.3344,26.2793,0.093895,4.27706,0.0469437,-4.82458,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33585152,557.106,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,18,1142,0,28,12,-0.00957681,-0.191536,-10.343,-0.00744957,0.0276698,-0.0276698,-17.8008,11.3344,26.2793,0.093895,4.20359,0.0469437,-4.69929,2.38419e-07,-0.0276698,
Thu Feb 15 18:19:49 2018,33595153,557.106,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5134,18,1142,0,28,12,-0.047884,-0.114922,-10.3094,-0.00319267,0.0276698,-0.0244772,-17.8008,11.3344,26.2793,0.093895,4.13038,0.0469437,-4.57447,2.38419e-07,-0.0244772,
Thu Feb 15 18:19:49 2018,33605154,557.106,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5134,16,1140,0,8,32,-0.100556,-0.148441,-10.1131,-0.00744957,0.0223487,-0.0170276,-17.8008,11.3344,26.2793,0.093895,4.05065,0.0469437,-4.4585,-0.00234723,-0.0170276,
Thu Feb 15 18:19:49 2018,33615155,557.106,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,16,1140,0,8,32,-0.0526724,-0.0622492,-10.2232,-0.0148991,0.0308625,-0.0148991,-17.8008,11.3344,26.2793,0.093895,3.98321,0.0469437,-4.35095,-0.00234723,-0.0148991,
Thu Feb 15 18:19:49 2018,33625156,557.106,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,6,30,-0.0287304,0.0191536,-10.3334,-0.00638535,0.0276698,-0.0180918,-17.8008,11.3344,26.2793,0.093895,3.9133,0.0469437,-4.24541,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33635157,557.349,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,6,30,-0.138864,-0.0909797,-10.2328,-0.00106422,0.0266056,-0.0212845,-17.8008,11.3344,26.2793,0.093895,3.84094,0.0469437,-4.14015,2.38419e-07,-0.0212845,
Thu Feb 15 18:19:49 2018,33645158,557.349,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,20,1138,0,6,30,-0.0909797,-0.201113,-10.1849,-0.00638535,0.0297983,-0.0223487,-17.8008,11.3344,26.2793,0.093895,3.77296,0.0469437,-4.02537,2.38419e-07,-0.0223487,
Thu Feb 15 18:19:49 2018,33655159,557.349,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,20,1138,0,6,30,-0.172383,-0.158017,-10.3765,-0.00957802,0.0308625,-0.0223487,-17.8008,11.3344,26.2793,0.093895,3.70126,0.0469437,-3.92044,2.38419e-07,-0.0223487,
Thu Feb 15 18:19:49 2018,33665160,557.349,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5130,18,1138,0,8,28,-0.0383072,-0.0861913,-10.1993,-0.0138349,0.0276698,-0.0159634,-17.8008,11.3344,26.2793,0.093895,3.64303,0.0469437,-3.82496,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33675161,556.976,1515,1516,1088,1515,1088,1940,0.0469437,0.093895,1,-0.00234723,-0.5,0.5,5130,18,1138,0,8,28,0.0383072,-0.105345,-10.1418,-0.00851379,0.0308625,-0.0180918,-17.8008,11.3344,26.2793,0.093895,3.58383,0.0469437,-3.72935,-0.00234723,-0.0180918,
Thu Feb 15 18:19:49 2018,33685162,556.976,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,8,28,-0.0574608,-0.047884,-10.3094,-0.00212845,0.0255414,-0.0148991,-17.8008,11.3344,26.2793,0.093895,3.52191,0.0469437,-3.63689,-0.00234723,-0.0148991,
Thu Feb 15 18:19:49 2018,33695163,556.976,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,8,28,-0.0526724,-0.100556,-10.137,-0.00106422,0.0255414,-0.019156,-17.8008,11.3344,26.2793,0.093895,3.45849,0.0469437,-3.54225,2.38419e-07,-0.019156,
Thu Feb 15 18:19:49 2018,33705164,556.976,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1142,0,6,28,-0.0909797,-0.114922,-10.2041,-0.00106422,0.0255414,-0.0202203,-17.8008,11.3344,26.2793,0.093895,3.39672,0.0469437,-3.44424,2.38419e-07,-0.0202203,
Thu Feb 15 18:19:49 2018,33715165,556.976,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1142,0,6,28,-0.153229,-0.0861913,-10.3286,-0.0117065,0.0266056,-0.0170276,-17.8008,11.3344,26.2793,0.093895,3.33212,0.0469437,-3.35213,2.38419e-07,-0.0170276,
Thu Feb 15 18:19:49 2018,33725166,556.976,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,30,12,-0.0957681,-0.071826,-10.228,-0.0180918,0.0266056,-0.0180918,-17.8008,11.3344,26.2793,0.093895,3.27411,0.0469437,-3.26562,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33735167,557.732,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,30,12,-0.0861913,-0.0191536,-10.2855,-0.00638535,0.0244772,-0.0180918,-17.8008,11.3344,26.2793,0.093895,3.21906,0.0469437,-3.18314,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33745168,557.732,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,18,1136,0,8,28,-0.11971,-0.143652,-10.2999,-0.0042569,0.0319267,-0.0159634,-17.8008,11.3344,26.2793,0.093895,3.15911,0.0469437,-3.0977,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33755169,557.732,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,18,1136,0,8,28,-0.11971,-0.138864,-10.2568,-0.00106422,0.0255414,-0.0212845,-17.8008,11.3344,26.2793,0.093895,3.09882,0.0469437,-3.01461,2.38419e-07,-0.0212845,
Thu Feb 15 18:19:49 2018,33765170,557.732,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,18,1138,0,28,14,-0.0287304,-0.110133,-10.2041,-0.00638535,0.0287341,-0.0234129,-17.8008,11.3344,26.2793,0.093895,3.04715,0.0469437,-2.93277,2.38419e-07,-0.0234129,
Thu Feb 15 18:19:49 2018,33775171,556.315,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,18,1138,0,28,14,-0.0526724,-0.124498,-10.2615,-0.00957802,0.0266056,-0.0180918,-17.8008,11.3344,26.2793,0.093895,2.99633,0.0469437,-2.85568,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33785172,556.315,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1140,0,8,30,-0.0909797,-0.0430956,-10.2568,-0.00638535,0.0266056,-0.0159634,-17.8008,11.3344,26.2793,0.093895,2.94466,0.0469437,-2.78686,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33795173,556.315,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1140,0,8,30,-0.148441,-0.0526724,-10.2855,-0.00851379,0.0266056,-0.019156,-17.8008,11.3344,26.2793,0.093895,2.88681,0.0469437,-2.72192,2.38419e-07,-0.019156,
Thu Feb 15 18:19:49 2018,33805174,556.315,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,18,1138,0,8,28,-0.0574608,-0.0957681,-10.252,-0.00319267,0.0255414,-0.0202203,-17.8008,11.3344,26.2793,0.093895,2.83874,0.0469437,-2.65497,2.38419e-07,-0.0202203,
Thu Feb 15 18:19:49 2018,33815175,556.315,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,18,1138,0,8,28,-0.114922,-0.158017,-10.3477,-0.00212845,0.0297983,-0.0212845,-17.8008,11.3344,26.2793,0.093895,2.79098,0.0469437,-2.58015,2.38419e-07,-0.0212845,
Thu Feb 15 18:19:49 2018,33825176,556.315,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5138,16,1136,0,6,28,-0.0670376,-0.205901,-10.1754,-0.00957802,0.0244772,-0.0212845,-17.8008,11.3344,26.2793,0.093895,2.74518,0.0469437,-2.50583,2.38419e-07,-0.0212845,
Thu Feb 15 18:19:49 2018,33835177,556.863,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5138,16,1136,0,6,28,-0.0574608,-0.047884,-10.2041,-0.0138349,0.0287341,-0.0170276,-17.8008,11.3344,26.2793,0.093895,2.69987,0.0469437,-2.44056,2.38419e-07,-0.0170276,
Thu Feb 15 18:19:49 2018,33845178,556.863,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1140,0,30,12,-0.114922,-0.100556,-10.2615,-0.00638535,0.0266056,-0.0202203,-17.8008,11.3344,26.2793,0.093895,2.65264,0.0469437,-2.38135,2.38419e-07,-0.0202203,
Thu Feb 15 18:19:49 2018,33855179,556.863,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1140,0,30,12,-0.11971,-0.0814029,-10.3956,-0.00744957,0.0244772,-0.0170276,-17.8008,11.3344,26.2793,0.093895,2.60113,0.0469437,-2.32175,2.38419e-07,-0.0170276,
Thu Feb 15 18:19:49 2018,33865180,556.863,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,28,30,-0.0909797,-0.114922,-10.252,-0.00638535,0.0319267,-0.0180918,-17.8008,11.3344,26.2793,0.093895,2.55665,0.0469437,-2.26004,2.38419e-07,-0.0180918,
Thu Feb 15 18:19:49 2018,33875181,556.889,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,28,30,-0.110133,-0.0430956,-10.0556,-0.00532112,0.0276698,-0.0170276,-17.8008,11.3344,26.2793,0.093895,2.50911,0.0469437,-2.20325,2.38419e-07,-0.0170276,
Thu Feb 15 18:19:49 2018,33885182,556.889,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,18,1138,0,28,12,-0.0861913,-0.138864,-10.1466,-0.0106422,0.0287341,-0.0159634,-17.8008,11.3344,26.2793,0.093895,2.46956,0.0469437,-2.14068,2.38419e-07,-0.0159634,
Thu Feb 15 18:19:49 2018,33895183,556.889,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5130,18,1138,0,28,12,-0.0622492,-0.100556,-10.2615,-0.00957802,0.0255414,-0.0234129,-17.8008,11.3344,26.2793,0.093895,2.4261,0.0469437,-2.09123,2.38419e-07,-0.0234129,
Thu Feb 15 18:19:49 2018,33905184,556.889,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,16,1138,0,28,10,0.0335188,-0.0287304,-10.228,-0.0042569,0.0255414,-0.0202203,-17.8008,11.3344,26.2793,0.093895,2.39359,0.0469437,-2.04319,2.38419e-07,-0.0202203,
Thu Feb 15 18:19:49 2018,33915185,556.889,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5134,16,1138,0,28,10,-0.143652,-0.143652,-10.1466,-0.00212845,0.0234129,-0.019156,-17.8008,11.3344,26.2793,0.093895,2.35372,0.0469437,-1.98913,2.38419e-07,-0.019156,
Thu Feb 15 18:19:49 2018,33925186,556.889,1515,1516,1088,1514,1088,1940,0.0469437,0.093895,1,2.38419e-07,-0.5,0.5,5136,16,1138,0,6,30,-0.0526724,-0.143652,-10.2855,-0.0042569,0.0223487,-0.0159634,-17.8008,11.3344,26.2793,0.093895,2.31542,0.0469437,-1.93156,2.38419e-07,-0.0159634,
