ODB Name,Step,Frame,Part Instance Name, Element Label,         IntPt,X,Y,Z,Section Name,Material Name,Section Point,E-Max. In-Plane Principal,E-Max. In-Plane Principal (Abs),       S-Mises,S-Max. In-Plane Principal
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            48,             3,   118.871E-03,       1.25548,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   700.261E-06,   700.261E-06,   20.5625E+03,   21.9425E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            48,             4,   151.956E-03,       1.12745,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   671.623E-06,   671.623E-06,   19.7182E+03,   21.0570E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            49,             1,  -584.342E-03,       1.62866,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   1.32469E-03,   1.32469E-03,   40.3363E+03,   38.9454E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            49,             2,  -596.889E-03,       1.51819,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   1.14721E-03,   1.14721E-03,   35.0452E+03,   33.5936E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            49,             3,  -422.859E-03,       1.61010,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   1.30430E-03,   1.30430E-03,   39.3507E+03,   38.8121E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            49,             4,  -450.996E-03,       1.49583,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   1.13410E-03,   1.13410E-03,   34.2313E+03,   33.7268E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            50,             1,  -845.003E-03,       1.42564,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   1.19205E-03,   1.19205E-03,   38.2442E+03,   33.1570E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            50,             2,  -782.425E-03,       1.39773,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   1.20256E-03,   1.20256E-03,   38.6782E+03,   33.3707E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            50,             3,  -828.721E-03,       1.48434,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   1.26132E-03,   1.26132E-03,   40.2965E+03,   35.2243E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            50,             4,  -720.868E-03,       1.46648,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   1.25338E-03,   1.25338E-03,   40.1467E+03,   34.9167E+03
C:/temp/newjob.odb,Step-1,Increment      1: Step Time =    1.000,"RIGHTSIDE1-1",            51,             1,   506.841E-03,       1.81373,            0.,"ASSEMBLY_RIGHTSIDE1-1_SET-5","A36","",   937.390E-06,   937.390E-06,   28.0761E+03,   28.1912E+03
