Time - Displacement	Amplitude - Displacement	Time - Accel	Amplitude - Accel	Time - Force	Amplitude - Force
0	2.16564	0	1.29799	0	0.338122
0.000488	2.16564	0.000488	1.29823	0.000488	0.337112
0.000977	2.16565	0.000977	1.29947	0.000977	0.336513
0.001465	2.1656	0.001465	1.29937	0.001465	0.337313
0.001953	2.16568	0.001953	1.30093	0.001953	0.337444
0.002441	2.16572	0.002441	1.30013	0.002441	0.338449
0.00293	2.1657	0.00293	1.30061	0.00293	0.336809
0.003418	2.16572	0.003418	1.30044	0.003418	0.33728
0.003906	2.16569	0.003906	1.30019	0.003906	0.337596
0.004395	2.16572	0.004395	1.30044	0.004395	0.337198
0.004883	2.16569	0.004883	1.29979	0.004883	0.336821
0.005371	2.16558	0.005371	1.30222	0.005371	0.337082
0.005859	2.16567	0.005859	1.2986	0.005859	0.337084
0.006348	2.16571	0.006348	1.29682	0.006348	0.336397
0.006836	2.16569	0.006836	1.29889	0.006836	0.336042
0.007324	2.16569	0.007324	1.29854	0.007324	0.336387
0.007812	2.16568	0.007812	1.29863	0.007812	0.337233
0.008301	2.16566	0.008301	1.29917	0.008301	0.337429
0.008789	2.16568	0.008789	1.29838	0.008789	0.336228
0.009277	2.16564	0.009277	1.30017	0.009277	0.336883
0.009766	2.16568	0.009766	1.29881	0.009766	0.336702
0.010254	2.1657	0.010254	1.29624	0.010254	0.337876
0.010742	2.16566	0.010742	1.29701	0.010742	0.337303
0.01123	2.16568	0.01123	1.30014	0.01123	0.33697
0.011719	2.1657	0.011719	1.3013	0.011719	0.336871
0.012207	2.16572	0.012207	1.30287	0.012207	0.336695
0.012695	2.16567	0.012695	1.29934	0.012695	0.336913
0.013184	2.16568	0.013184	1.29865	0.013184	0.336446
0.013672	2.16574	0.013672	1.30056	0.013672	0.337045
0.01416	2.16569	0.01416	1.29681	0.01416	0.337042
0.014648	2.16572	0.014648	1.29826	0.014648	0.33762
0.015137	2.16576	0.015137	1.29991	0.015137	0.337127
0.015625	2.16572	0.015625	1.30151	0.015625	0.33836
0.016113	2.1657	0.016113	1.29755	0.016113	0.338132
0.016602	2.16573	0.016602	1.29869	0.016602	0.338559
0.01709	2.16569	0.01709	1.2983	0.01709	0.336491
0.017578	2.16568	0.017578	1.29671	0.017578	0.336938
0.018066	2.16565	0.018066	1.29986	0.018066	0.337968
0.018555	2.16569	0.018555	1.29887	0.018555	0.337305
0.019043	2.16569	0.019043	1.2992	0.019043	0.338273
0.019531	2.16569	0.019531	1.29966	0.019531	0.337561
0.02002	2.16569	0.02002	1.30373	0.02002	0.338015
0.020508	2.1657	0.020508	1.30267	0.020508	0.338551
0.020996	2.1657	0.020996	1.30173	0.020996	0.337767
0.021484	2.16569	0.021484	1.29955	0.021484	0.338462
0.021973	2.16573	0.021973	1.29842	0.021973	0.338636
0.022461	2.16574	0.022461	1.30219	0.022461	0.338755
0.022949	2.16574	0.022949	1.3023	0.022949	0.338881
0.023437	2.16574	0.023437	1.30268	0.023437	0.339234
0.023926	2.16568	0.023926	1.30122	0.023926	0.33841
0.024414	2.16567	0.024414	1.29917	0.024414	0.338502
0.024902	2.16572	0.024902	1.2989	0.024902	0.338583
0.025391	2.16571	0.025391	1.29977	0.025391	0.339452
0.025879	2.16573	0.025879	1.30259	0.025879	0.339221
