Break (Standard) : Extension at Break (Standard),2.03373,mm

Time,Extension,Load,Tensile strain,Tensile stress,Displacement (Strain 2),Strain 2
(sec),(mm),(N),(mm/mm),(MPa),(mm),(mm/mm)
12.88600,0.54552,1139.20938,0.05369,11.79226,0.06163,0.00247
12.92000,0.54696,1146.87413,0.05384,11.87160,0.06150,0.00246
12.95400,0.54825,1153.63184,0.05396,11.94156,0.06170,0.00247
12.98800,0.54986,1160.23678,0.05412,12.00992,0.06138,0.00246
13.02200,0.55136,1169.20117,0.05427,12.10272,0.06151,0.00246
13.05600,0.55275,1177.32424,0.05440,12.18680,0.06153,0.00246
13.09000,0.55414,1183.82726,0.05454,12.25412,0.06152,0.00246
13.12400,0.55564,1191.03424,0.05469,12.32872,0.06165,0.00247
13.15800,0.55704,1198.67776,0.05483,12.40784,0.06150,0.00246
13.19200,0.55837,1205.71196,0.05496,12.48065,0.06153,0.00246
13.22600,0.55987,1212.50745,0.05511,12.55099,0.06135,0.00245
13.26000,0.56143,1221.23200,0.05526,12.64130,0.06173,0.00247
13.29400,0.56282,1229.42615,0.05540,12.72612,0.06149,0.00246
13.32800,0.56421,1236.18800,0.05553,12.79612,0.06153,0.00246
13.36200,0.56571,1243.34726,0.05568,12.87022,0.06155,0.00246
13.39600,0.56711,1251.30527,0.05582,12.95260,0.06142,0.00246
13.43000,0.56845,1258.25576,0.05595,13.02455,0.06150,0.00246
13.46400,0.56995,1265.02085,0.05610,13.09457,0.06175,0.00247
13.49800,0.57150,1273.95775,0.05625,13.18708,0.06131,0.00245
13.53200,0.57289,1282.14106,0.05639,13.27179,0.06167,0.00247
13.56600,0.57429,1288.43956,0.05652,13.33699,0.06134,0.00245
13.60000,0.57579,1295.50528,0.05667,13.41013,0.06167,0.00247
13.63400,0.57718,1303.66299,0.05681,13.49457,0.06147,0.00246
13.66800,0.57852,1310.43859,0.05694,13.56470,0.06170,0.00247
13.70200,0.57996,1316.88505,0.05708,13.63143,0.06146,0.00246
13.73600,0.58157,1325.71243,0.05724,13.72281,0.06145,0.00246
13.77000,0.58302,1334.16161,0.05738,13.81027,0.06167,0.00247
13.80400,0.58436,1340.87607,0.05752,13.87977,0.06136,0.00245
13.83800,0.58586,1347.51398,0.05766,13.94848,0.06175,0.00247
13.87200,0.58725,1355.24746,0.05780,14.02853,0.06130,0.00245
13.90600,0.58859,1362.11067,0.05793,14.09958,0.06167,0.00247
13.94000,0.59004,1368.62263,0.05807,14.16698,0.06137,0.00245
13.97400,0.59164,1377.13462,0.05823,14.25509,0.06177,0.00247
14.00800,0.59309,1386.14617,0.05837,14.34837,0.06140,0.00246
14.04200,0.59443,1392.94088,0.05851,14.41871,0.06160,0.00246
14.07600,0.59593,1399.53475,0.05865,14.48696,0.06142,0.00246
14.11000,0.59732,1407.04997,0.05879,14.56475,0.06156,0.00246
14.14400,0.59866,1414.12418,0.05892,14.63798,0.06162,0.00246
14.17800,0.60011,1420.35585,0.05907,14.70249,0.06154,0.00246
14.21200,0.60171,1428.60476,0.05922,14.78787,0.06154,0.00246
14.24600,0.60316,1437.23655,0.05937,14.87722,0.06152,0.00246
14.28000,0.60450,1443.92230,0.05950,14.94643,0.06142,0.00246
14.31400,0.60600,1450.24672,0.05965,15.01190,0.06171,0.00247
14.34800,0.60739,1457.70907,0.05978,15.08914,0.06149,0.00246
14.38200,0.60873,1464.71690,0.05991,15.16168,0.06146,0.00246
14.41600,0.61018,1470.88889,0.06006,15.22557,0.06151,0.00246
14.45000,0.61179,1478.63600,0.06022,15.30576,0.06158,0.00246
14.48400,0.61323,1487.20153,0.06036,15.39443,0.06151,0.00246
14.51800,0.61457,1493.92426,0.06049,15.46401,0.06164,0.00247
14.55200,0.61602,1500.09099,0.06063,15.52785,0.06154,0.00246
14.58600,0.61752,1507.63236,0.06078,15.60591,0.06141,0.00246
14.62000,0.61886,1514.59269,0.06091,15.67796,0.06173,0.00247
14.65400,0.62020,1520.40984,0.06104,15.73817,0.06127,0.00245
14.68800,0.62180,1527.86348,0.06120,15.81533,0.06187,0.00247
14.72200,0.62330,1536.62257,0.06135,15.90600,0.06129,0.00245
14.75600,0.62464,1543.38218,0.06148,15.97597,0.06174,0.00247
14.79000,0.62609,1549.39570,0.06162,16.03821,0.06131,0.00245
14.82400,0.62759,1556.80429,0.06177,16.11490,0.06171,0.00247
14.85800,0.62893,1563.84867,0.06190,16.18782,0.06151,0.00246
14.89200,0.63027,1569.63263,0.06203,16.24769,0.06159,0.00246
14.92600,0.63187,1576.74026,0.06219,16.32126,0.06151,0.00246
14.96000,0.63337,1585.55891,0.06234,16.41255,0.06146,0.00246
14.99400,0.63471,1592.20532,0.06247,16.48135,0.06159,0.00246
15.02800,0.63616,1598.11534,0.06261,16.54252,0.06155,0.00246
15.06200,0.63766,1605.39653,0.06276,16.61789,0.06158,0.00246
15.09600,0.63905,1612.43565,0.06290,16.69076,0.06155,0.00246
15.13000,0.64034,1618.22319,0.06303,16.75067,0.06150,0.00246
15.16400,0.64195,1624.90591,0.06318,16.81984,0.06147,0.00246
15.19800,0.64345,1633.65003,0.06333,16.91035,0.06165,0.00247
15.23200,0.64484,1640.70647,0.06347,16.98340,0.06148,0.00246
15.26600,0.64623,1646.40237,0.06361,17.04236,0.06161,0.00246
15.30000,0.64773,1653.23708,0.06375,17.11310,0.06142,0.00246
15.33400,0.64912,1660.56041,0.06389,17.18891,0.06158,0.00246
15.36800,0.65046,1666.58331,0.06402,17.25125,0.06155,0.00246
15.40200,0.65202,1672.98909,0.06417,17.31756,0.06165,0.00247
15.43600,0.65357,1681.44979,0.06433,17.40514,0.06141,0.00246
15.47000,0.65491,1688.18079,0.06446,17.47482,0.06155,0.00246
15.50400,0.65636,1693.87132,0.06460,17.53372,0.06155,0.00246
15.53800,0.65780,1700.55661,0.06474,17.60292,0.06156,0.00246
15.57200,0.65925,1707.34182,0.06489,17.67316,0.06147,0.00246
15.60600,0.66054,1712.85734,0.06501,17.73025,0.06168,0.00247
15.64000,0.66209,1718.87062,0.06517,17.79249,0.06141,0.00246
15.67400,0.66359,1727.22928,0.06531,17.87902,0.06160,0.00246
15.70800,0.66498,1734.53741,0.06545,17.95467,0.06154,0.00246
15.74200,0.66643,1740.05102,0.06559,18.01174,0.06153,0.00246
15.77600,0.66787,1746.32873,0.06574,18.07672,0.06158,0.00246
15.81000,0.66927,1753.44005,0.06587,18.15033,0.06152,0.00246
15.84400,0.67061,1759.43177,0.06600,18.21235,0.06153,0.00246
15.87800,0.67211,1765.06206,0.06615,18.27063,0.06154,0.00246
15.91200,0.67366,1773.17541,0.06631,18.35462,0.06159,0.00246
15.94600,0.67511,1780.13150,0.06645,18.42662,0.06154,0.00246
15.98000,0.67645,1785.52195,0.06658,18.48242,0.06154,0.00246
16.01400,0.67795,1791.65896,0.06673,18.54595,0.06156,0.00246
16.04800,0.67939,1798.54844,0.06687,18.61726,0.06143,0.00246
16.08200,0.68068,1804.46696,0.06700,18.67853,0.06162,0.00246
16.11600,0.68218,1809.92804,0.06714,18.73505,0.06158,0.00246
16.15000,0.68379,1817.89409,0.06730,18.81751,0.06141,0.00246
16.18400,0.68518,1825.38025,0.06744,18.89500,0.06177,0.00247
16.21800,0.68652,1830.45276,0.06757,18.94751,0.06119,0.00245
16.25200,0.68802,1836.10741,0.06772,19.00604,0.06181,0.00247
16.28600,0.68946,1843.23248,0.06786,19.07980,0.06149,0.00246
16.32000,0.69080,1849.51533,0.06799,19.14483,0.06157,0.00246
16.35400,0.69225,1854.55341,0.06813,19.19698,0.06142,0.00246
16.38800,0.69380,1861.98514,0.06829,19.27391,0.06160,0.00246
16.42200,0.69525,1869.31059,0.06843,19.34974,0.06152,0.00246
16.45600,0.69659,1874.75570,0.06856,19.40610,0.06156,0.00246
16.49000,0.69809,1880.50926,0.06871,19.46566,0.06161,0.00246
16.52400,0.69954,1887.11844,0.06885,19.53407,0.06141,0.00246
16.55800,0.70087,1893.27791,0.06898,19.59783,0.06160,0.00246
16.59200,0.70232,1898.56768,0.06913,19.65259,0.06146,0.00246
16.62600,0.70393,1905.58903,0.06928,19.72527,0.06162,0.00246
16.66000,0.70532,1912.77444,0.06942,19.79965,0.06160,0.00246
16.69400,0.70671,1918.47973,0.06956,19.85870,0.06145,0.00246
16.72800,0.70816,1923.82582,0.06970,19.91404,0.06154,0.00246
16.76200,0.70961,1930.74390,0.06984,19.98565,0.06154,0.00246
16.79600,0.71095,1936.91075,0.06997,20.04949,0.06164,0.00247
16.83000,0.71234,1941.95375,0.07011,20.10169,0.06149,0.00246
16.86400,0.71395,1948.84948,0.07027,20.17307,0.06151,0.00246
16.89800,0.71545,1956.43008,0.07042,20.25154,0.06145,0.00246
16.93200,0.71679,1961.55578,0.07055,20.30459,0.06153,0.00246
16.96600,0.71823,1966.73602,0.07069,20.35822,0.06172,0.00247
17.00000,0.71968,1973.32330,0.07083,20.42640,0.06137,0.00245
17.03400,0.72102,1979.53798,0.07097,20.49073,0.06168,0.00247
17.06800,0.72241,1984.41289,0.07110,20.54119,0.06133,0.00245
17.10200,0.72402,1991.10702,0.07126,20.61049,0.06174,0.00247
17.13600,0.72546,1999.32441,0.07140,20.69555,0.06143,0.00246
17.17000,0.72686,2004.80707,0.07154,20.75230,0.06155,0.00246
17.20400,0.72836,2010.23631,0.07169,20.80850,0.06149,0.00246
17.23800,0.72975,2016.78805,0.07183,20.87632,0.06160,0.00246
17.27200,0.73114,2022.69539,0.07196,20.93747,0.06156,0.00246
17.30600,0.73254,2027.57142,0.07210,20.98794,0.06138,0.00246
17.34000,0.73409,2034.00269,0.07225,21.05451,0.06153,0.00246
17.37400,0.73559,2041.68543,0.07240,21.13404,0.06167,0.00247
17.40800,0.73698,2047.48772,0.07254,21.19410,0.06166,0.00247
17.44200,0.73837,2052.60783,0.07267,21.24710,0.06126,0.00245
17.47600,0.73982,2058.75859,0.07282,21.31077,0.06138,0.00246
17.51000,0.74121,2064.86799,0.07295,21.37401,0.06167,0.00247
17.54400,0.74255,2069.81532,0.07309,21.42522,0.06180,0.00247
17.57800,0.74416,2075.68645,0.07324,21.48599,0.06146,0.00246
17.61200,0.74566,2083.62177,0.07339,21.56813,0.06121,0.00245
17.64600,0.74700,2089.49871,0.07352,21.62897,0.06144,0.00246
17.68000,0.74845,2094.21918,0.07367,21.67783,0.06196,0.00248
17.71400,0.74989,2100.52170,0.07381,21.74307,0.06163,0.00247
17.74800,0.75129,2106.43262,0.07395,21.80425,0.06137,0.00245
17.78200,0.75262,2111.17901,0.07408,21.85338,0.06109,0.00244
17.81600,0.75423,2117.39704,0.07424,21.91775,0.06188,0.00248
17.85000,0.75573,2125.22931,0.07438,21.99882,0.06156,0.00246
17.88400,0.75712,2130.95404,0.07452,22.05808,0.06180,0.00247
17.91800,0.75852,2135.54733,0.07466,22.10563,0.06108,0.00244
17.95200,0.75996,2141.55950,0.07480,22.16786,0.06154,0.00246
17.98600,0.76141,2147.77216,0.07494,22.23217,0.06159,0.00246
18.02000,0.76275,2152.52437,0.07507,22.28136,0.06168,0.00247
18.05400,0.76430,2158.11655,0.07523,22.33925,0.06149,0.00246
18.08800,0.76586,2165.80242,0.07538,22.41881,0.06133,0.00245
18.12200,0.76720,2171.88723,0.07551,22.48179,0.06156,0.00246
18.15600,0.76864,2176.60837,0.07565,22.53066,0.06146,0.00246
18.19000,0.77009,2182.44888,0.07580,22.59112,0.06173,0.00247
18.22400,0.77148,2188.72413,0.07593,22.65608,0.06153,0.00246
18.25800,0.77282,2193.64263,0.07607,22.70699,0.06140,0.00246
18.29200,0.77437,2198.85930,0.07622,22.76099,0.06152,0.00246
18.32600,0.77587,2206.45264,0.07637,22.83959,0.06145,0.00246
18.36000,0.77727,2212.55131,0.07650,22.90272,0.06169,0.00247
18.39400,0.77871,2216.92309,0.07665,22.94797,0.06148,0.00246
18.42800,0.78016,2222.61451,0.07679,23.00688,0.06158,0.00246
18.46200,0.78155,2228.62110,0.07692,23.06906,0.06140,0.00246
18.49600,0.78289,2233.59056,0.07706,23.12050,0.06153,0.00246
18.53000,0.78439,2238.80410,0.07720,23.17447,0.06164,0.00247
18.56400,0.78600,2246.51188,0.07736,23.25425,0.06136,0.00245
18.59800,0.78734,2252.58954,0.07749,23.31716,0.06182,0.00247
18.63200,0.78879,2257.43204,0.07764,23.36729,0.06118,0.00245
18.66600,0.79023,2263.00433,0.07778,23.42497,0.06183,0.00247
18.70000,0.79168,2268.96979,0.07792,23.48672,0.06122,0.00245
18.73400,0.79296,2273.96742,0.07805,23.53845,0.06169,0.00247
18.76800,0.79446,2279.10317,0.07820,23.59161,0.06159,0.00246
18.80200,0.79602,2286.62722,0.07835,23.66950,0.06159,0.00246
18.83600,0.79746,2293.19729,0.07849,23.73751,0.06126,0.00245
18.87000,0.79886,2298.03488,0.07863,23.78758,0.06175,0.00247
18.90400,0.80030,2303.54369,0.07877,23.84460,0.06133,0.00245
18.93800,0.80170,2309.58223,0.07891,23.90711,0.06175,0.00247
18.97200,0.80298,2314.86484,0.07903,23.96179,0.06162,0.00246
19.00600,0.80448,2319.57704,0.07918,24.01057,0.06116,0.00245
19.04000,0.80609,2326.96943,0.07934,24.08709,0.06168,0.00247
19.07400,0.80754,2333.94250,0.07948,24.15927,0.06157,0.00246
19.10800,0.80893,2338.94996,0.07962,24.21110,0.06155,0.00246
19.14200,0.81037,2343.98089,0.07976,24.26318,0.06149,0.00246
19.17600,0.81182,2350.35114,0.07990,24.32912,0.06147,0.00246
19.21000,0.81311,2355.65163,0.08003,24.38399,0.06142,0.00246
19.24400,0.81455,2360.21586,0.08017,24.43123,0.06172,0.00247
19.27800,0.81616,2367.38943,0.08033,24.50549,0.06162,0.00246
19.31200,0.81761,2374.51918,0.08047,24.57929,0.06134,0.00245
19.34600,0.81900,2379.72915,0.08061,24.63322,0.06155,0.00246
19.38000,0.82045,2385.04507,0.08075,24.68825,0.06162,0.00246
19.41400,0.82189,2391.37709,0.08089,24.75379,0.06150,0.00246
19.44800,0.82323,2396.75961,0.08103,24.80951,0.06164,0.00247
19.48200,0.82462,2401.11776,0.08116,24.85462,0.06136,0.00245
19.51600,0.82623,2408.00209,0.08132,24.92588,0.06149,0.00246
19.55000,0.82768,2415.58179,0.08146,25.00434,0.06153,0.00246
19.58400,0.82907,2420.88854,0.08160,25.05927,0.06168,0.00247
19.61800,0.83052,2426.23955,0.08174,25.11466,0.06139,0.00246
19.65200,0.83196,2432.28167,0.08189,25.17721,0.06168,0.00247
19.68600,0.83330,2437.98628,0.08202,25.23626,0.06133,0.00245
19.72000,0.83470,2442.65288,0.08216,25.28456,0.06149,0.00246
19.75400,0.83630,2449.34298,0.08231,25.35381,0.06174,0.00247
19.78800,0.83780,2456.73627,0.08246,25.43034,0.06146,0.00246
19.82200,0.83914,2462.11343,0.08259,25.48600,0.06145,0.00246
19.85600,0.84059,2467.08959,0.08274,25.53751,0.06180,0.00247
19.89000,0.84204,2473.08165,0.08288,25.59954,0.06105,0.00244
19.92400,0.84337,2478.90115,0.08301,25.65978,0.06189,0.00248
19.95800,0.84477,2483.79014,0.08315,25.71038,0.06150,0.00246
19.99200,0.84637,2490.37541,0.08330,25.77855,0.06146,0.00246
20.02600,0.84782,2497.95713,0.08345,25.85703,0.06161,0.00246
20.06000,0.84921,2503.63871,0.08358,25.91584,0.06127,0.00245
20.09400,0.85066,2508.64349,0.08373,25.96765,0.06179,0.00247
20.12800,0.85211,2514.56045,0.08387,26.02890,0.06127,0.00245
20.16200,0.85350,2520.50355,0.08401,26.09041,0.06212,0.00248
20.19600,0.85484,2525.30716,0.08414,26.14014,0.06099,0.00244
20.23000,0.85639,2531.62444,0.08429,26.20553,0.06171,0.00247
20.26400,0.85789,2539.43570,0.08444,26.28639,0.06161,0.00246
20.29800,0.85929,2545.23419,0.08458,26.34641,0.06130,0.00245
20.33200,0.86073,2550.15828,0.08472,26.39738,0.06188,0.00248
20.36600,0.86218,2556.74645,0.08486,26.46557,0.06122,0.00245
20.40000,0.86357,2563.20633,0.08500,26.53244,0.06159,0.00246
20.43400,0.86491,2568.37897,0.08513,26.58599,0.06156,0.00246
20.46800,0.86646,2574.25569,0.08528,26.64682,0.06156,0.00246
20.50200,0.86802,2582.09802,0.08543,26.72799,0.06143,0.00246
20.53600,0.86936,2588.55164,0.08557,26.79480,0.06167,0.00247
20.57000,0.87080,2593.35637,0.08571,26.84453,0.06133,0.00245
20.60400,0.87230,2599.51897,0.08586,26.90832,0.06159,0.00246
20.63800,0.87370,2605.93884,0.08599,26.97478,0.06158,0.00246
20.67200,0.87504,2611.26347,0.08613,27.02989,0.06147,0.00246
20.70600,0.87654,2617.27810,0.08627,27.09215,0.06159,0.00246
20.74000,0.87809,2625.23420,0.08643,27.17451,0.06146,0.00246
20.77400,0.87948,2631.62233,0.08656,27.24063,0.06161,0.00246
20.80800,0.88087,2636.54754,0.08670,27.29162,0.06138,0.00246
20.84200,0.88237,2642.77451,0.08685,27.35607,0.06177,0.00247
20.87600,0.88377,2649.03925,0.08698,27.42092,0.06140,0.00246
20.91000,0.88505,2654.38579,0.08711,27.47626,0.06152,0.00246
20.94400,0.88661,2660.08213,0.08726,27.53523,0.06152,0.00246
20.97800,0.88816,2668.15759,0.08742,27.61882,0.06139,0.00246
21.01200,0.88955,2675.41431,0.08755,27.69394,0.06187,0.00247
21.04600,0.89095,2680.45373,0.08769,27.74610,0.06119,0.00245
21.08000,0.89239,2686.75178,0.08783,27.81129,0.06182,0.00247
21.11400,0.89384,2693.35225,0.08798,27.87962,0.06124,0.00245
21.14800,0.89518,2698.69544,0.08811,27.93493,0.06170,0.00247
21.18200,0.89668,2704.31086,0.08826,27.99305,0.06154,0.00246
21.21600,0.89823,2711.79244,0.08841,28.07050,0.06154,0.00246
21.25000,0.89962,2718.94835,0.08855,28.14457,0.06144,0.00246
21.28400,0.90096,2724.45671,0.08868,28.20159,0.06146,0.00246
21.31800,0.90246,2730.64770,0.08883,28.26567,0.06167,0.00247
21.35200,0.90391,2737.39167,0.08897,28.33548,0.06135,0.00245
21.38600,0.90525,2743.17943,0.08910,28.39539,0.06180,0.00247
21.42000,0.90675,2748.91533,0.08925,28.45477,0.06125,0.00245
21.45400,0.90830,2756.85355,0.08940,28.53694,0.06164,0.00247
21.48800,0.90970,2764.11407,0.08954,28.61209,0.06149,0.00246
21.52200,0.91104,2769.23306,0.08967,28.66508,0.06145,0.00246
21.55600,0.91254,2775.22199,0.08982,28.72707,0.06167,0.00247
21.59000,0.91398,2781.79385,0.08996,28.79510,0.06144,0.00246
21.62400,0.91532,2788.01322,0.09009,28.85948,0.06158,0.00246
21.65800,0.91677,2793.69593,0.09023,28.91830,0.06147,0.00246
21.69200,0.91837,2801.85588,0.09039,29.00277,0.06150,0.00246
21.72600,0.91977,2809.78449,0.09053,29.08484,0.06156,0.00246
21.76000,0.92116,2815.10711,0.09067,29.13993,0.06138,0.00246
21.79400,0.92266,2821.04149,0.09081,29.20136,0.06186,0.00247
21.82800,0.92411,2828.06307,0.09096,29.27405,0.06109,0.00244
21.86200,0.92539,2834.22701,0.09108,29.33785,0.06176,0.00247
21.89600,0.92684,2839.83596,0.09122,29.39591,0.06138,0.00246
21.93000,0.92845,2847.94092,0.09138,29.47981,0.06162,0.00246
21.96400,0.92989,2855.94687,0.09152,29.56268,0.06152,0.00246
21.99800,0.93123,2861.59627,0.09166,29.62116,0.06150,0.00246
22.03200,0.93268,2867.55569,0.09180,29.68284,0.06129,0.00245
22.06600,0.93412,2874.59448,0.09194,29.75570,0.06167,0.00247
22.10000,0.93546,2880.75618,0.09207,29.81949,0.06151,0.00246
22.13400,0.93691,2886.34926,0.09222,29.87738,0.06148,0.00246
22.16800,0.93852,2893.87845,0.09237,29.95532,0.06156,0.00246
22.20200,0.93996,2902.18972,0.09252,30.04135,0.06144,0.00246
22.23600,0.94136,2908.32683,0.09265,30.10488,0.06116,0.00245
22.27000,0.94280,2913.90046,0.09280,30.16257,0.06201,0.00248
22.30400,0.94420,2921.14154,0.09293,30.23753,0.06124,0.00245
22.33800,0.94554,2927.94161,0.09306,30.30792,0.06117,0.00245
22.37200,0.94698,2933.76423,0.09321,30.36819,0.06221,0.00249
22.40600,0.94859,2941.02967,0.09337,30.44339,0.06054,0.00242
22.44000,0.95004,2949.81815,0.09351,30.53437,0.06237,0.00249
22.47400,0.95143,2955.93828,0.09364,30.59772,0.06098,0.00244
22.50800,0.95282,2961.65563,0.09378,30.65690,0.06187,0.00247
22.54200,0.95432,2968.66558,0.09393,30.72946,0.06121,0.00245
22.57600,0.95566,2975.35099,0.09406,30.79866,0.06173,0.00247
22.61000,0.95705,2981.09829,0.09420,30.85815,0.06140,0.00246
22.64400,0.95866,2988.52399,0.09436,30.93502,0.06146,0.00246
22.67800,0.96011,2997.38601,0.09450,31.02675,0.06193,0.00248
22.71200,0.96150,3004.17222,0.09464,31.09700,0.06088,0.00244
22.74600,0.96295,3010.06906,0.09478,31.15804,0.06184,0.00247
22.78000,0.96434,3016.94378,0.09492,31.22920,0.06138,0.00246
22.81400,0.96573,3023.77068,0.09505,31.29987,0.06143,0.00246
22.84800,0.96712,3029.35570,0.09519,31.35768,0.06181,0.00247
22.88200,0.96873,3036.73156,0.09535,31.43403,0.06122,0.00245
22.91600,0.97023,3045.73976,0.09550,31.52728,0.06154,0.00246
22.95000,0.97157,3052.41488,0.09563,31.59637,0.06148,0.00246
22.98400,0.97296,3058.23885,0.09576,31.65666,0.06164,0.00247
23.01800,0.97446,3065.15157,0.09591,31.72821,0.06148,0.00246
23.05200,0.97586,3072.22456,0.09605,31.80143,0.06161,0.00246
23.08600,0.97720,3077.97834,0.09618,31.86099,0.06130,0.00245
23.12000,0.97880,3085.07413,0.09634,31.93444,0.06140,0.00246
23.15400,0.98025,3094.34876,0.09648,32.03044,0.06184,0.00247
23.18800,0.98164,3101.65644,0.09662,32.10608,0.06121,0.00245
23.22200,0.98309,3107.42833,0.09676,32.16583,0.06177,0.00247
23.25600,0.98454,3114.54557,0.09690,32.23950,0.06134,0.00245
23.29000,0.98593,3121.98177,0.09704,32.31648,0.06149,0.00246
23.32400,0.98727,3127.85782,0.09717,32.37730,0.06156,0.00246
23.35800,0.98882,3134.70930,0.09732,32.44822,0.06151,0.00246
23.39200,0.99032,3143.83551,0.09747,32.54269,0.06139,0.00246
23.42600,0.99171,3151.13917,0.09761,32.61829,0.06164,0.00247
23.46000,0.99316,3156.81316,0.09775,32.67703,0.06135,0.00245
23.49400,0.99466,3163.86625,0.09790,32.75003,0.06156,0.00246
23.52800,0.99600,3171.53089,0.09803,32.82937,0.06151,0.00246
23.56200,0.99734,3178.07302,0.09816,32.89709,0.06162,0.00246
23.59600,0.99889,3184.75641,0.09832,32.96627,0.06138,0.00246
23.63000,1.00045,3193.94141,0.09847,33.06135,0.06155,0.00246
23.66400,1.00184,3201.49831,0.09861,33.13957,0.06145,0.00246
23.69800,1.00329,3207.35492,0.09875,33.20020,0.06156,0.00246
23.73200,1.00473,3214.24574,0.09889,33.27153,0.06166,0.00247
23.76600,1.00612,3221.53196,0.09903,33.34695,0.06132,0.00245
23.80000,1.00741,3227.96434,0.09915,33.41353,0.06160,0.00246
23.83400,1.00896,3234.33839,0.09931,33.47951,0.06137,0.00245
23.86800,1.01052,3243.40917,0.09946,33.57341,0.06174,0.00247
23.90200,1.01191,3251.36594,0.09960,33.65577,0.06137,0.00245
23.93600,1.01330,3257.69439,0.09973,33.72128,0.06168,0.00247
23.97000,1.01475,3264.52598,0.09988,33.79199,0.06121,0.00245
24.00400,1.01614,3271.89982,0.10001,33.86832,0.06168,0.00247
24.03800,1.01748,3278.11763,0.10015,33.93268,0.06153,0.00246
24.07200,1.01898,3284.60611,0.10029,33.99985,0.06146,0.00246
24.10600,1.02054,3293.93193,0.10045,34.09638,0.06166,0.00247
24.14000,1.02198,3302.29238,0.10059,34.18292,0.06114,0.00245
24.17400,1.02332,3308.34076,0.10072,34.24553,0.06181,0.00247
24.20800,1.02482,3315.22353,0.10087,34.31678,0.06130,0.00245
24.24200,1.02621,3323.07458,0.10101,34.39804,0.06173,0.00247
24.27600,1.02755,3329.56418,0.10114,34.46522,0.06139,0.00246
24.31000,1.02905,3335.78870,0.10128,34.52965,0.06145,0.00246
24.34400,1.03061,3344.96722,0.10144,34.62466,0.06158,0.00246
24.37800,1.03205,3353.54045,0.10158,34.71340,0.06164,0.00247
24.41200,1.03345,3360.42859,0.10172,34.78470,0.06145,0.00246
24.44600,1.03489,3367.29258,0.10186,34.85576,0.06162,0.00246
24.48000,1.03634,3375.01891,0.10200,34.93573,0.06143,0.00246
24.51400,1.03762,3381.69426,0.10213,35.00483,0.06144,0.00246
24.54800,1.03912,3387.66687,0.10228,35.06666,0.06167,0.00247
24.58200,1.04073,3396.39589,0.10243,35.15701,0.06143,0.00246
24.61600,1.04212,3405.41482,0.10257,35.25037,0.06159,0.00246
24.65000,1.04352,3412.12571,0.10271,35.31984,0.06146,0.00246
24.68400,1.04496,3418.97272,0.10285,35.39071,0.06141,0.00246
24.71800,1.04641,3426.52000,0.10299,35.46883,0.06158,0.00246
24.75200,1.04775,3433.66228,0.10312,35.54277,0.06159,0.00246
24.78600,1.04920,3440.03320,0.10327,35.60871,0.06149,0.00246
24.82000,1.05080,3448.33709,0.10343,35.69467,0.06147,0.00246
24.85400,1.05220,3457.53148,0.10356,35.78984,0.06160,0.00246
24.88800,1.05359,3464.61587,0.10370,35.86318,0.06139,0.00246
24.92200,1.05504,3471.38241,0.10384,35.93322,0.06170,0.00247
24.95600,1.05648,3479.12773,0.10398,36.01339,0.06144,0.00246
24.99000,1.05782,3486.48280,0.10412,36.08953,0.06163,0.00247
25.02400,1.05927,3492.85752,0.10426,36.15551,0.06129,0.00245
25.05800,1.06082,3500.99154,0.10441,36.23971,0.06167,0.00247
25.09200,1.06232,3510.24874,0.10456,36.33553,0.06153,0.00246
25.12600,1.06361,3517.26584,0.10469,36.40817,0.06145,0.00246
25.16000,1.06511,3523.91012,0.10483,36.47695,0.06165,0.00247
25.19400,1.06655,3531.82778,0.10498,36.55890,0.06121,0.00245
25.22800,1.06789,3539.44793,0.10511,36.63778,0.06185,0.00247
25.26200,1.06928,3546.07098,0.10524,36.70634,0.06121,0.00245
25.29600,1.07089,3554.02909,0.10540,36.78872,0.06180,0.00247
25.33000,1.07234,3563.43850,0.10555,36.88612,0.06129,0.00245
25.36400,1.07373,3570.82017,0.10568,36.96252,0.06142,0.00246
25.39800,1.07518,3577.44120,0.10582,37.03106,0.06175,0.00247
25.43200,1.07662,3585.53007,0.10597,37.11479,0.06129,0.00245
25.46600,1.07796,3593.02595,0.10610,37.19238,0.06177,0.00247
25.50000,1.07936,3599.52204,0.10624,37.25963,0.06123,0.00245
25.53400,1.08096,3607.50876,0.10639,37.34230,0.06167,0.00247
25.56800,1.08246,3617.15600,0.10654,37.44216,0.06151,0.00246
25.60200,1.08380,3624.93597,0.10667,37.52269,0.06133,0.00245
25.63600,1.08525,3631.31426,0.10682,37.58872,0.06165,0.00247
25.67000,1.08675,3639.23416,0.10696,37.67070,0.06154,0.00246
25.70400,1.08809,3647.49335,0.10710,37.75619,0.06139,0.00246
25.73800,1.08943,3654.14992,0.10723,37.82509,0.06168,0.00247
25.77200,1.09104,3661.66815,0.10739,37.90292,0.06127,0.00245
25.80600,1.09254,3671.39876,0.10753,38.00364,0.06180,0.00247
25.84000,1.09393,3679.78714,0.10767,38.09047,0.06131,0.00245
25.87400,1.09532,3686.34291,0.10781,38.15833,0.06181,0.00247
25.90800,1.09682,3694.03526,0.10795,38.23796,0.06116,0.00245
25.94200,1.09821,3702.10513,0.10809,38.32149,0.06165,0.00247
25.97600,1.09955,3708.81200,0.10822,38.39092,0.06161,0.00246
