today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Thu Sep 26 00:33:20 2019,12510740,0,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5402,5556,1238,0,8,30,-0.521936,-0.220267,-9.38048,0.0649177,-0.032991,0.0372479,-16.9219,34.2457,34.0518,-3.18469,0.29593,-0.00300557,0.283077,0.280071,0,0,0,
Thu Sep 26 00:33:20 2019,12520741,1086.48,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5402,5556,1238,0,8,30,-0.550666,-0.225055,-9.29908,0.0681104,-0.0574681,0.0393763,-16.9219,34.2457,34.0518,-3.38895,0.589422,-0.0149538,0.538695,0.523741,0.000227889,0,0,
Thu Sep 26 00:33:20 2019,12530744,1086.48,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1240,0,8,28,-0.588974,-0.272939,-9.06445,0.0681104,-0.080881,0.0297983,-16.9219,34.2457,34.0518,-3.71764,0.882608,-0.038741,0.770264,0.731523,0.00022635,-0,-0,
Thu Sep 26 00:33:20 2019,12540745,1086.48,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1240,0,8,28,-0.555455,-0.402226,-8.97826,0.0489543,-0.111744,0.0223487,-16.9219,34.2457,34.0518,-3.54019,1.17793,-0.073917,0.981288,0.907371,0.000224316,-0,-0,
Thu Sep 26 00:33:20 2019,12550746,1086.48,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5384,5538,1238,0,8,28,-0.387861,-0.435745,-9.09318,0.0138349,-0.142606,0.00851379,-16.9219,34.2457,34.0518,-2.44242,1.47325,-0.11832,1.17067,1.05235,0.000222555,-0,-0,
Thu Sep 26 00:33:20 2019,12560747,1086.48,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5384,5538,1238,0,8,28,-0.316035,-0.469264,-9.27035,-0.0138349,-0.173469,-0.00532112,-16.9219,34.2457,34.0518,-1.95251,1.76857,-0.168297,1.33955,1.17125,0.000220952,-0,-0,
Thu Sep 26 00:33:20 2019,12570748,1086.82,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5374,5526,1238,0,8,26,-0.134075,-0.320823,-9.57202,-0.0500185,-0.19901,-0.00957802,-16.9219,34.2457,34.0518,-0.80249,2.06237,-0.220139,1.48755,1.26741,0.000219486,-0,-0,
Thu Sep 26 00:33:20 2019,12580749,1086.82,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5374,5526,1238,0,8,26,0.0766145,-0.287304,-9.94073,-0.0574681,-0.223487,-0.00744957,-16.9219,34.2457,34.0518,0.441578,2.35586,-0.269686,1.61707,1.34739,0.000217996,-0,-0,
Thu Sep 26 00:33:20 2019,12590750,1086.82,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1234,0,28,12,0.105345,-0.023942,-10.1801,-0.0415047,-0.245836,0.0042569,-16.9219,34.2457,34.0518,0.59288,2.64874,-0.313367,1.7289,1.41553,0.000216476,-0,-0,
Thu Sep 26 00:33:20 2019,12600751,1086.82,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1234,0,28,12,0.248997,0.0143652,-10.4674,-0.019156,-0.256478,0.00851379,-16.9219,34.2457,34.0518,1.36268,2.93827,-0.349332,1.82149,1.47215,0.000214958,-0,-0,
Thu Sep 26 00:33:20 2019,12610752,1086.54,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5406,5540,1238,0,8,28,0.177171,0.11971,-10.5728,0,-0.276698,0.0117065,-16.9219,34.2457,34.0518,0.96003,3.23054,-0.376884,1.90195,1.52507,0.000213487,-0,-0,
Thu Sep 26 00:33:20 2019,12620753,1086.54,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5406,5540,1238,0,8,28,0.138864,-0.0191536,-10.4866,0.0266056,-0.280955,0.0159634,-16.9219,34.2457,34.0518,0.758668,3.51824,-0.396858,1.96403,1.56717,0.000212078,-0,-0,
Thu Sep 26 00:33:20 2019,12630754,1086.54,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1234,0,6,28,-0.0766145,-0.0909797,-10.3382,0.0404405,-0.286276,0.0117065,-17.4563,34.425,33.8789,-0.424602,3.80624,-0.411699,2.01371,1.60201,0.000210723,-0,-0,
Thu Sep 26 00:33:20 2019,12640755,1086.54,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1234,0,6,28,-0.215478,-0.191536,-9.96946,0.042569,-0.285212,0.0202203,-17.4563,34.425,33.8789,-1.23819,4.09242,-0.424978,2.04981,1.62483,0.000209509,-0,-0,
Thu Sep 26 00:33:20 2019,12650756,1086.54,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5366,5584,1200,8,28,28,-0.6608,-0.110133,-9.15064,0.0564039,-0.270313,-0.00851379,-17.4563,34.425,33.8789,-4.13036,4.37463,-0.442161,2.07132,1.62916,0.000208403,-0,-0,
Thu Sep 26 00:33:20 2019,12660757,1086.54,1513,1510,1088,1513,1088,1514,-0.0469513,-0.187798,0.9,-0.281677,-0.5,-1.19209e-07,5366,5584,1200,8,28,28,-0.636858,-0.229843,-8.6718,0.112808,-0.317139,-0.0340552,-17.4563,34.425,33.8789,-4.20027,4.67452,-0.469143,2.10009,1.63095,0.000207465,-0,-0,
