today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.004, kiei(I)=5e-09, kded(D)=0.0005,signal, mad_pitch
Thu Sep 26 02:07:17 2019,7940497,1052.31,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5396,5540,1234,0,30,28,-2.67193,-0.301669,-8.83939,0.0393763,-1.30367,0.126643,-12.4688,35.1422,33.5332,-16.8188,3.52475,-1.73862,1.98865,0.250022,-0.0469702,8.41196e-12,0.0168239,0.140846,11.8834,
Thu Sep 26 02:07:17 2019,7950498,1052.31,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5536,1234,0,28,30,-2.78206,-0.316035,-9.03093,0.0117065,-1.33241,0.0957802,-12.4688,35.1422,33.5332,-17.122,3.81946,-2.07537,2.043,-0.0323687,-0.0455812,8.68154e-12,0.0173631,0.140846,11.5361,
Thu Sep 26 02:07:17 2019,7960499,1052.31,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5536,1234,0,28,30,-2.4756,-0.459687,-9.02135,0.00106422,-1.34624,0.0287341,-4.275,34.7836,36.2988,-15.3452,4.1099,-2.43834,2.08095,-0.357394,-0.0441922,8.6808e-12,0.0173616,0.140846,11.1889,
Thu Sep 26 02:07:17 2019,7970500,1052.31,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5536,1234,0,30,28,-2.62883,-0.454898,-9.01656,-0.094716,-1.39307,-0.0361836,-4.275,34.7836,36.2988,-16.2544,4.40979,-2.82172,2.11685,-0.704871,-0.0428708,8.25884e-12,0.0165177,0.140846,10.8586,
Thu Sep 26 02:07:17 2019,7980501,1052.31,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5536,1234,0,30,28,-3.12204,-0.047884,-8.90164,-0.0776884,-1.40478,-0.0798168,-4.275,34.7836,36.2988,-19.3271,4.69963,-3.22527,2.13209,-1.09318,-0.0417218,7.18155e-12,0.0143631,0.140846,10.5713,
Thu Sep 26 02:07:17 2019,7990502,1052.31,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5536,1234,0,30,28,-2.96402,-0.234632,-9.01656,-0.107487,-1.44309,-0.164955,-4.275,34.7836,36.2988,-18.1973,4.99708,-3.65134,2.14527,-1.50607,-0.0405568,7.28083e-12,0.0145617,0.140846,10.2801,
Thu Sep 26 02:07:17 2019,8000503,1049.7,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5370,5540,1234,0,28,28,-3.06937,0.0670376,-9.01656,-0.129835,-1.4665,-0.175597,-4.275,34.7836,36.2988,-18.7993,5.29027,-4.09775,2.14515,-1.9526,-0.0395189,6.48706e-12,0.0129741,0.140846,10.0206,
Thu Sep 26 02:07:17 2019,8010504,1049.7,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5550,1238,0,30,28,-3.54821,0.205901,-9.04529,-0.102166,-1.50375,-0.175597,-4.275,34.7836,36.2988,-21.4187,5.58742,-4.56363,2.14074,-2.42289,-0.0385541,6.02999e-12,0.01206,0.140846,9.77937,
Thu Sep 26 02:07:17 2019,8020505,1049.7,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5550,1238,0,30,28,-3.71101,0.0909797,-8.97826,-0.0542754,-1.5261,-0.140478,-4.275,34.7836,36.2988,-22.457,5.8803,-5.05205,2.12454,-2.92751,-0.0375001,6.58758e-12,0.0131752,0.140846,9.51587,
Thu Sep 26 02:07:17 2019,8030506,1049.7,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5396,5554,1234,0,28,28,-3.91213,0.181959,-9.04529,-0.0436332,-1.57505,-0.109615,-4.275,34.7836,36.2988,-23.3887,6.1808,-5.56457,2.10898,-3.45558,-0.0363133,7.41758e-12,0.0148352,0.140846,9.21917,
Thu Sep 26 02:07:17 2019,8040507,1049.55,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5396,5554,1234,0,28,28,-4.14197,0.201113,-8.6718,0.0670461,-1.58782,-0.0308625,-4.275,34.7836,36.2988,-25.5309,6.47094,-6.10196,2.07687,-4.02508,-0.0349949,8.24015e-12,0.0164803,0.140846,8.88956,
Thu Sep 26 02:07:17 2019,8050508,1049.55,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5390,5550,1238,0,28,28,-4.25689,-0.0957681,-8.41801,0.0989729,-1.63039,0.032991,-4.275,34.7836,36.2988,-26.8252,6.76961,-6.66622,2.04782,-4.61841,-0.033431,9.77402e-12,0.019548,0.211266,8.4986,
Thu Sep 26 02:07:17 2019,8060509,1049.55,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5390,5550,1238,0,28,28,-4.43885,-0.263362,-8.1355,0.127707,-1.66019,0.101101,-4.275,34.7836,36.2988,-28.6176,7.06463,-7.2591,2.01,-5.2491,-0.0313279,1.31444e-11,0.0262887,0.211266,8.04325,
Thu Sep 26 02:07:17 2019,8070510,1049.55,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5396,5556,1234,0,28,28,-4.43406,-0.397437,-8.05888,0.129835,-1.69425,0.14367,-4.275,34.7836,36.2988,-28.82,7.36086,-7.88073,1.96897,-5.91176,-0.0292618,1.29135e-11,0.025827,0.211266,7.52671,
Thu Sep 26 02:07:17 2019,8080511,1049.55,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5396,5556,1234,0,28,28,-4.57771,-0.622492,-7.65666,0.124514,-1.72511,0.168147,-4.275,34.7836,36.2988,-30.8741,7.65618,-8.53032,1.92313,-6.60719,-0.0270046,1.41071e-11,0.0282142,0.140846,6.96242,
Thu Sep 26 02:07:17 2019,8090512,1049.55,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5548,1232,0,28,30,-4.67827,-0.775721,-7.57047,0.0830095,-1.76448,0.166019,-4.275,34.7836,36.2988,-31.7146,7.95394,-9.20791,1.87625,-7.33166,-0.0248783,1.32898e-11,0.0265796,0.140846,6.36041,
Thu Sep 26 02:07:17 2019,8100513,1050.86,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5394,5548,1232,0,28,30,-4.95121,-0.847547,-7.57047,0.0180918,-1.8028,0.139413,-4.275,34.7836,36.2988,-33.1854,8.2514,-9.91348,1.82599,-8.08749,-0.0223614,1.57303e-11,0.0314607,0.211266,5.7312,
Thu Sep 26 02:07:17 2019,8110514,1050.86,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1234,0,30,28,-5.15711,-0.785298,-7.53216,-0.0500185,-1.84004,0.106422,-4.275,34.7836,36.2988,-34.3986,8.54855,-10.6467,1.77281,-8.87389,-0.0195309,1.76904e-11,0.0353809,0.211266,5.094,
Thu Sep 26 02:07:17 2019,8120515,1050.86,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1234,0,30,28,-5.56412,-0.641646,-7.50822,-0.12345,-1.87729,0.0787526,-4.275,34.7836,36.2988,-36.5411,8.8457,-11.4081,1.71745,-9.69068,-0.0169788,1.5951e-11,0.0319021,0.211266,4.45596,
Thu Sep 26 02:07:17 2019,8130516,1050.86,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5392,5546,1234,0,28,28,-6.00945,-0.454898,-7.53216,-0.186239,-1.91454,0.0436332,-4.275,34.7836,36.2988,-38.5842,9.14285,-12.1997,1.66032,-10.5393,-0.0144075,1.60706e-11,0.0321412,0.211266,3.81313,
Thu Sep 26 02:07:17 2019,8140517,1050.17,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5392,5546,1234,0,28,28,-5.89452,-0.0143652,-7.58483,-0.209652,-1.93476,0.00851379,-4.275,34.7836,36.2988,-37.8525,9.43512,-13.0209,1.59711,-11.4238,-0.0118282,1.61207e-11,0.0322413,0.211266,3.16831,
Thu Sep 26 02:07:17 2019,8150518,1050.17,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5388,5548,1234,0,28,14,-5.89931,0.383072,-7.40766,-0.188368,-1.98478,-0.0127707,-4.275,34.7836,36.2988,-38.5331,9.73593,-13.8674,1.54141,-12.326,-0.0093059,1.57641e-11,0.0315282,0.211266,2.53774,
Thu Sep 26 02:07:17 2019,8160519,1050.17,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5388,5548,1234,0,28,14,-6.09085,0.641646,-7.37414,-0.141542,-2.03267,-0.0276698,-4.275,34.7836,36.2988,-39.5559,10.0361,-14.7354,1.48404,-13.2514,-0.00682201,1.55244e-11,0.0310487,0.211266,1.91677,
Thu Sep 26 02:07:17 2019,8170520,1050.17,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5548,1234,0,28,14,-6.28717,0.526724,-7.16345,-0.122386,-2.06247,-0.0585323,-4.275,34.7836,36.2988,-41.2726,10.3311,-15.624,1.42098,-14.203,-0.00431799,1.56501e-11,0.0313002,0.140846,1.29076,
Thu Sep 26 02:07:17 2019,8180521,1050.17,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5548,1234,0,28,28,-5.59285,0.45011,-7.57047,-0.0670461,-2.04863,-0.126643,-4.275,34.7836,36.2988,-36.456,10.6137,-16.5278,1.34596,-15.1818,-0.00208188,1.39756e-11,0.0279513,0.140846,0.661317,
Thu Sep 26 02:07:17 2019,8190522,1050.17,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5546,1234,0,30,28,-4.956,0.325611,-7.6375,-0.117065,-2.07524,-0.258606,-4.275,34.7836,36.2988,-32.9797,10.9078,-17.4312,1.28332,-16.1479,0.000339348,1.51327e-11,0.0302654,0.140846,0.0560093,
Thu Sep 26 02:07:17 2019,8200523,1048.91,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5546,1234,0,30,28,-5.88974,0.0335188,-7.79552,-0.157505,-2.09226,-0.299047,-4.275,34.7836,36.2988,-37.0721,11.1991,-18.3237,1.21853,-17.1052,0.00246933,1.33124e-11,0.0266248,0.140846,-0.476486,
Thu Sep 26 02:07:17 2019,8210524,1048.91,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5390,5532,1234,0,28,28,-7.33583,-0.105345,-7.54174,-0.156441,-2.06885,-0.316075,-4.275,34.7836,36.2988,-44.2071,11.4789,-19.214,1.14357,-18.0704,0.00449732,1.2675e-11,0.0253499,0.211266,-0.983485,
Thu Sep 26 02:07:17 2019,8220525,1048.91,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5532,1234,0,28,28,-7.42681,0.172383,-7.24964,-0.0734315,-2.01671,-0.31501,-4.275,34.7836,36.2988,-45.6917,11.7504,-20.1177,1.06279,-19.0549,0.00694158,1.52766e-11,0.0305532,0.140846,-1.52413,
Thu Sep 26 02:07:17 2019,8230526,1048.91,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5550,1234,0,28,28,-6.87615,0.608127,-7.15866,-0.0255414,-1.9752,-0.228808,-4.275,34.7836,36.2988,-43.8469,12.025,-21.0379,0.987771,-20.0502,0.00882728,1.17856e-11,0.0235712,0.140846,-2.06597,
Thu Sep 26 02:07:17 2019,8240527,1051.4,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5550,1234,0,28,28,-6.49307,0.234632,-6.70855,0.126643,-1.90709,-0.15112,-4.275,34.7836,36.2988,-44.0649,12.292,-21.968,0.908112,-21.0599,0.0110649,1.39849e-11,0.0279698,0.140846,-2.62537,
Thu Sep 26 02:07:17 2019,8250528,1051.4,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5546,1234,0,28,30,-6.82347,-0.502782,-6.0717,0.117065,-1.81876,-0.120257,-4.275,34.7836,36.2988,-48.3366,12.5532,-22.9063,0.826253,-22.0801,0.0134395,1.48416e-11,0.0296832,0.140846,-3.21903,
Thu Sep 26 02:07:17 2019,8260529,1051.4,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5388,5546,1234,0,28,30,-7.12514,-0.464475,-5.9472,0.101101,-1.71447,-0.0957802,-4.275,34.7836,36.2988,-50.1491,12.8098,-23.8586,0.743858,-23.1147,0.0159869,1.5921e-11,0.031842,0.211266,-3.85587,
Thu Sep 26 02:07:17 2019,8270530,1051.4,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5400,5536,1232,0,28,28,-7.01022,-0.47884,-5.40132,0.119193,-1.57292,-0.0755599,-4.275,34.7836,36.2988,-52.3861,13.0557,-24.8296,0.655449,-24.1741,0.0188178,1.76934e-11,0.0353867,0.211266,-4.49319,
Thu Sep 26 02:07:17 2019,8280531,1051.4,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5400,5536,1232,0,28,28,-7.59441,-0.54109,-5.27203,0.0691746,-1.43351,-0.0361836,-4.275,34.7836,36.2988,-55.2317,13.3022,-25.8226,0.572662,-25.2499,0.021327,1.56822e-11,0.0313643,0.211266,-5.12047,
Thu Sep 26 02:07:17 2019,8290532,1051.4,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1234,0,28,30,-8.57124,-0.770933,-5.26724,0.0787526,-1.25898,0.0180918,-4.275,34.7836,36.2988,-58.4283,13.5387,-26.8426,0.485126,-26.3575,0.0238198,1.558e-11,0.0311599,0.140846,-5.74367,
Thu Sep 26 02:07:17 2019,8300533,1048.37,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1234,0,28,30,-9.01656,-1.09654,-4.86502,0.0393763,-1.05677,0.0170276,-4.275,34.7836,36.2988,-61.6503,13.7673,-27.8952,0.395614,-27.4996,0.0260426,1.38929e-11,0.0277859,0.140846,-6.36981,
Thu Sep 26 02:07:17 2019,8310534,1048.37,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5540,1232,0,28,28,-9.13627,-0.837971,-4.41012,-0.0287341,-0.826902,0.0255414,-4.275,34.7836,36.2988,-64.2332,13.9879,-28.9852,0.304633,-28.6805,0.0284427,1.50007e-11,0.0300015,0.140846,-6.96984,
Thu Sep 26 02:07:17 2019,8320535,1048.37,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5388,5540,1232,0,28,28,-9.70609,-0.110133,-4.60644,-0.0159634,-0.608736,0.0638535,-4.275,34.7836,36.2988,-64.6114,14.2119,-30.1135,0.223442,-29.89,0.0306695,1.39171e-11,0.0278341,0.211266,-7.52652,
Thu Sep 26 02:07:17 2019,8330536,1048.37,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5392,5546,1234,0,28,28,-10.4291,-0.225055,-4.51546,-0.00744957,-0.356515,0.122386,-4.275,34.7836,36.2988,-66.5891,14.4261,-31.2777,0.138975,-31.1387,0.0330425,1.48312e-11,0.0296624,0.211266,-8.04935,
Thu Sep 26 02:07:17 2019,8340537,1049.94,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5546,1234,0,28,28,-10.4914,-0.373495,-4.43885,-0.0457616,-0.0691746,0.0915233,-4.275,34.7836,36.2988,-67.0671,14.6302,-32.4748,0.0515382,-32.4232,0.0350376,1.24696e-11,0.0249393,0.140846,-8.54813,
Thu Sep 26 02:07:17 2019,8350538,1049.94,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5546,1234,0,8,14,-10.2328,-0.502782,-4.64954,-0.032991,0.202203,0.0787526,-4.275,34.7836,36.2988,-65.5642,14.839,-33.6989,-0.0242881,-33.7232,0.0365248,9.2948e-12,0.0185896,0.140846,-8.99035,
Thu Sep 26 02:07:17 2019,8360539,1049.94,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5546,1234,0,8,14,-10.3142,-0.129287,-4.55856,-0.0681104,0.486351,0.0681104,-4.275,34.7836,36.2988,-66.1561,15.0441,-34.9412,-0.0970798,-35.0383,0.0380269,9.38854e-12,0.0187771,0.140846,-9.36589,
Thu Sep 26 02:07:17 2019,8370540,1049.94,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5384,5548,1232,0,28,28,-10.1083,0.071826,-4.47237,-0.0851379,0.764113,0.0351194,-4.275,34.7836,36.2988,-66.1333,15.251,-36.1953,-0.161567,-36.3568,0.0392724,7.78425e-12,0.0155685,0.140846,-9.67726,
Thu Sep 26 02:07:17 2019,8380541,1049.94,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5384,5548,1232,0,28,28,-9.56244,-0.0191536,-4.47237,-0.0776884,1.04507,0.0234129,-4.275,34.7836,36.2988,-64.9345,15.457,-37.4546,-0.22084,-37.6755,0.0401962,5.77354e-12,0.0115471,0.211266,-9.9082,
Thu Sep 26 02:07:17 2019,8390542,1049.94,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5384,5546,1234,0,28,30,-9.17458,-0.047884,-4.46758,-0.0574681,1.31112,-0.00744957,-4.275,34.7836,36.2988,-64.0362,15.6672,-38.711,-0.270159,-38.9812,0.0411366,5.87783e-12,0.0117557,0.211266,-10.0729,
Thu Sep 26 02:07:17 2019,8400543,1049.23,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5384,5546,1234,0,28,30,-8.88249,-0.181959,-4.55856,-0.0276698,1.57824,0.00851379,-4.275,34.7836,36.2988,-62.8328,15.8772,-39.9559,-0.314558,-40.2705,0.0415008,2.27578e-12,0.00455155,0.211266,-10.1639,
Thu Sep 26 02:07:17 2019,8410544,1049.23,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5394,5546,1234,0,30,28,-8.67659,-0.148441,-4.72137,-0.00212845,1.83685,0.0138349,-4.275,34.7836,36.2988,-61.4472,16.0896,-41.1812,-0.351664,-41.5329,0.0416225,7.6077e-13,0.00152154,0.211266,-10.1944,
Thu Sep 26 02:07:17 2019,8420545,1049.23,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5546,1234,0,30,28,-8.02058,-0.220267,-4.72137,0.0223487,2.10078,0.019156,-4.275,34.7836,36.2988,-59.5166,16.3004,-42.3784,-0.385747,-42.7641,0.0415236,-6.17862e-13,-0.00123572,0.140846,-10.1696,
Thu Sep 26 02:07:17 2019,8430546,1049.23,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5536,1234,0,28,28,-7.89608,-0.186748,-4.94163,0.0148991,2.3381,0.0638535,-4.275,34.7836,36.2988,-57.9603,16.5189,-43.5388,-0.408188,-43.947,0.0408894,-3.96388e-12,-0.00792775,0.140846,-10.0815,
Thu Sep 26 02:07:17 2019,8440547,1048.64,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5536,1234,0,28,28,-8.03494,-0.181959,-5.34386,0.0415047,2.58287,0.0925875,-4.275,34.7836,36.2988,-56.3731,16.7353,-44.6551,-0.429222,-45.0843,0.0403643,-3.28209e-12,-0.00656419,0.140846,-9.95022,
Thu Sep 26 02:07:17 2019,8450548,1048.64,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5550,1238,0,28,28,-7.8051,-0.114922,-5.70299,0.0564039,2.80849,0.109615,-4.275,34.7836,36.2988,-53.8454,16.9571,-45.7199,-0.441597,-46.1615,0.0396426,-4.5104e-12,-0.00902081,0.140846,-9.7698,
Thu Sep 26 02:07:17 2019,8460549,1048.64,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5550,1238,0,28,28,-7.46991,-0.0670376,-6.01902,0.0925875,3.0192,0.146863,19.4156,35.6801,36.8174,-51.1392,17.1832,-46.7246,-0.447172,-47.1718,0.0386928,-5.93636e-12,-0.0118727,0.140846,-9.53235,
Thu Sep 26 02:07:17 2019,8470550,1048.64,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5548,1234,0,26,28,-7.29753,-0.0430956,-6.59363,0.106422,3.21183,0.155377,19.4156,35.6801,36.8174,-47.9009,17.4145,-47.6602,-0.445626,-48.1058,0.0374109,-8.01201e-12,-0.016024,0.140846,-9.21187,
Thu Sep 26 02:07:17 2019,8480551,1048.64,1513,1512,1088,1512,1088,1514,-0.0469513,0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5548,1234,0,26,28,-7.17303,-0.134075,-6.8139,0.113872,3.39594,0.15112,19.4156,35.6801,36.8174,-46.4709,17.6483,-48.5189,-0.440196,-48.9591,0.0358311,-9.87363e-12,-0.0197473,0.140846,-8.81692,
