today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.003, kiei(I)=1e-09, kded(D)=0.00055,signal, mad_pitch
Thu Sep 26 02:20:22 2019,7258913,0,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5396,5556,1234,0,26,26,-0.143652,0.234632,9.79228,-0.0478901,-0.0468259,0.0212845,25.2938,33.3492,-62.918,-179.16,0.299894,-0.169083,0.286868,0.117785,7.62302e+30,1.2705e+22,1.39755e+32,0.281685,0,
Thu Sep 26 02:20:22 2019,7268914,1044.49,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5396,5556,1234,0,26,26,-0.191536,-0.00957681,9.93115,0.0404405,0.00319267,0.0042569,25.2938,33.3492,-62.918,-178.895,0.572044,-0.830157,0.521735,-0.308422,-0.101049,-1.2705e+22,-1.39755e+32,0.281685,33.9647,
Thu Sep 26 02:20:22 2019,7278919,1044.49,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5554,1234,0,26,30,-0.0526724,-0.148441,10.0604,-0.0383121,-0.032991,0.0223487,25.2938,33.3492,-62.918,-179.7,0.868889,-2.10826,0.758295,-1.34996,-0.100719,5.50823e-13,0.00605906,0.281685,33.8546,
Thu Sep 26 02:20:22 2019,7288920,1044.49,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5554,1234,0,28,28,-0.263362,-0.301669,10.1035,-0.00638535,-0.0383121,0.0266056,25.2938,33.3492,-62.918,-178.507,1.15689,-3.94627,0.963432,-2.98284,-0.100783,-1.0767e-13,-0.00118437,0.281685,33.8761,
Thu Sep 26 02:20:22 2019,7298921,1044.49,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5554,1234,0,28,28,-0.0430956,-0.277727,10.2328,0.00851379,-0.00319267,0.00212845,25.2938,33.3492,-62.918,-179.759,1.43331,-6.28937,1.13642,-5.15295,-0.100848,-1.07594e-13,-0.00118353,0.281685,33.8976,
Thu Sep 26 02:20:22 2019,7308922,1044.49,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5554,1234,0,28,28,0.00957681,0.129287,10.1275,-0.0446974,-0.0266056,0.0159634,25.2938,33.3492,-62.918,179.946,1.7265,-8.74753,1.30645,-7.44108,-0.100919,-1.18694e-13,-0.00130564,0.281685,33.9214,
Thu Sep 26 02:20:22 2019,7318923,1044.25,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1234,0,30,28,-0.158017,0.201113,10.161,0.0351194,-0.0351194,0.0223487,25.2938,33.3492,-62.918,-179.109,2.01541,-10.9628,1.45302,-9.50978,-0.100974,-9.23347e-14,-0.00101568,0.281685,33.9398,
Thu Sep 26 02:20:22 2019,7328924,1044.25,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5388,5532,1234,0,30,28,-0.0909797,-0.320823,10.2041,0.080881,-0.00851379,0.0202203,26.7188,33.7078,-60.8438,-179.489,2.29427,-13.2861,1.57202,-11.714,-0.101038,-1.05896e-13,-0.00116486,0.281685,33.961,
Thu Sep 26 02:20:22 2019,7338925,1044.25,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5550,1234,0,30,28,-0.23942,-0.507571,10.07,0.0212845,-0.0308625,0.0212845,26.7188,33.7078,-60.8438,-178.638,2.58715,-16.0382,1.6884,-14.3498,-0.101125,-1.45874e-13,-0.00160461,0.281685,33.9902,
Thu Sep 26 02:20:22 2019,7348926,1044.25,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5384,5540,1234,0,28,28,-0.234632,-0.23942,10.1131,0.0159634,-0.0297983,0.0159634,26.7188,33.7078,-60.8438,-178.671,2.87333,-19.171,1.78209,-17.3889,-0.101194,-1.14307e-13,-0.00125738,0.281685,34.013,
