today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0035, kiei(I)=0, kded(D)=0.00048,signal, mad_pitch
Thu Sep 26 02:46:20 2019,8001602,1040.42,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1234,0,28,14,3.15077,0.071826,-9.12191,0.0244772,0.365029,0.019156,-30.2813,32.9906,26.2734,19.0553,16.5112,8.90851,0.316004,9.22451,-0.0810741,-0,-0.00555945,0.281685,23.4457,
Thu Sep 26 02:46:20 2019,8011603,1040.42,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5380,5538,1234,0,28,28,3.18908,-0.215478,-8.90164,0.0351194,0.332038,0.0287341,-30.2813,32.9906,26.2734,19.7104,16.8071,9.42126,0.28324,9.7045,-0.0814659,-0,-0.00537213,0.281685,23.5576,
Thu Sep 26 02:46:20 2019,8021604,1040.42,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5354,5538,1234,0,28,28,3.19865,-0.363919,-8.97347,0.0202203,0.286276,0.0383121,-30.2813,32.9906,26.2734,19.619,17.1067,9.92856,0.25569,10.1843,-0.0818296,-0,-0.00498907,0.281685,23.6616,
Thu Sep 26 02:46:20 2019,8031605,1040.56,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5354,5538,1234,0,28,28,3.1364,-0.253785,-8.96868,-0.00319267,0.237322,0.0638535,-30.2813,32.9906,26.2734,19.2751,17.4072,10.4291,0.23039,10.6595,-0.0821026,-0,-0.00374332,0.281685,23.7396,
Thu Sep 26 02:46:20 2019,8041606,1040.56,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5556,1234,0,28,28,3.2609,-0.201113,-8.7963,-0.00106422,0.181982,0.0925875,-30.2813,32.9906,26.2734,20.3404,17.7096,10.9218,0.208121,11.13,-0.0822752,-0,-0.00236737,0.281685,23.7889,
Thu Sep 26 02:46:20 2019,8051607,1040.56,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5556,1234,0,28,28,3.23696,-0.234632,-8.80587,0.00212845,0.113872,0.121322,-30.2813,32.9906,26.2734,20.183,18.0156,11.4071,0.19046,11.5975,-0.0823676,-0,-0.00126746,0.281685,23.8153,
Thu Sep 26 02:46:20 2019,8061608,1040.56,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1234,0,28,26,3.28484,-0.268151,-8.91601,-0.00638535,0.0415047,0.148991,-30.2813,32.9906,26.2734,20.2249,18.3228,11.8844,0.174746,12.0592,-0.0823478,0,0.000271637,0.281685,23.8096,
Thu Sep 26 02:46:20 2019,8071609,1040.56,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1234,0,28,26,3.304,0.0430956,-8.9591,-0.00744957,-0.0266056,0.174533,-30.2813,32.9906,26.2734,20.2433,18.6288,12.3527,0.158543,12.5112,-0.082192,0,0.00213693,0.281685,23.7651,
Thu Sep 26 02:46:20 2019,8081610,1040.56,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1234,0,28,28,3.45723,0.105345,-9.29908,0.00851379,-0.110679,0.19156,-30.2813,32.9906,26.2734,20.3942,18.9393,12.811,0.147489,12.9585,-0.0818897,0,0.00414642,0.281685,23.6787,
Thu Sep 26 02:46:20 2019,8091611,1039.63,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1234,0,28,28,3.50032,-0.114922,-9.62469,0.0276698,-0.193689,0.200074,-30.2813,32.9906,26.2734,19.9854,19.2496,13.2585,0.136529,13.395,-0.0814619,0,0.0058667,0.281685,23.5565,
Thu Sep 26 02:46:20 2019,8101612,1039.63,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1234,0,28,28,3.49075,-0.158017,-9.51935,0.0138349,-0.27457,0.194753,-30.2813,32.9906,26.2734,20.138,19.5592,13.6939,0.125401,13.8193,-0.0808882,0,0.00786713,0.281685,23.3926,
Thu Sep 26 02:46:20 2019,8111613,1039.63,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5546,1234,0,28,28,3.69186,0.00957681,-9.81623,0.0106422,-0.351194,0.17134,-30.2813,32.9906,26.2734,20.6112,19.8677,14.1169,0.11358,14.2305,-0.0801672,0,0.0098887,0.281685,23.1866,
Thu Sep 26 02:46:20 2019,8121614,1039.63,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5538,1228,0,28,28,3.7589,0,-9.72525,0.0297983,-0.435268,0.141542,-30.2813,32.9906,26.2734,21.132,20.1782,14.5286,0.104373,14.6329,-0.079298,0,0.0119204,0.281685,22.9383,
Thu Sep 26 02:46:20 2019,8131615,1039.91,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5538,1228,0,28,28,3.82115,-0.105345,-9.6199,0.0319267,-0.509763,0.110679,-30.2813,32.9906,26.2734,21.6636,20.4861,14.9301,0.0929325,15.0231,-0.0783076,0,0.0135829,0.281685,22.6553,
Thu Sep 26 02:46:20 2019,8141616,1039.91,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,28,26,3.68707,-0.0766145,-9.69173,0.0393763,-0.585323,0.0851379,-30.2813,32.9906,26.2734,20.8286,20.7942,15.3217,0.0824052,15.4041,-0.0772197,0,0.0149192,0.281685,22.3445,
Thu Sep 26 02:46:20 2019,8151617,1039.91,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,28,26,3.8403,-0.134075,-9.40442,0.0489543,-0.660883,0.052147,-30.2813,32.9906,26.2734,22.2127,21.1023,15.7029,0.0724595,15.7754,-0.0759823,0,0.0169704,0.281685,21.9909,
Thu Sep 26 02:46:20 2019,8161618,1039.91,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5406,5540,1234,0,28,28,3.73974,-0.339977,-9.35654,0.0319267,-0.731122,0.0415047,-30.2813,32.9906,26.2734,21.7863,21.4089,16.0746,0.0616282,16.1362,-0.0746443,0,0.0183492,0.281685,21.6086,
Thu Sep 26 02:46:20 2019,8171619,1039.91,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5406,5540,1234,0,28,28,3.54821,-0.373495,-9.31823,0.00851379,-0.805618,0.0319267,-30.2813,32.9906,26.2734,20.8459,21.7167,16.4358,0.0526521,16.4884,-0.073224,0,0.0194792,0.281685,21.2028,
Thu Sep 26 02:46:20 2019,8181620,1039.91,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1234,0,28,28,3.61524,-0.426168,-8.88728,-0.00532112,-0.879049,0.0415047,-30.2813,32.9906,26.2734,22.136,22.0242,16.785,0.0439483,16.8289,-0.0716164,0,0.0220461,0.281685,20.7435,
Thu Sep 26 02:46:20 2019,8191621,1040.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1234,0,28,28,3.62482,-0.459687,-9.03572,-0.0351194,-0.936517,0.0489543,-30.2813,32.9906,26.2734,21.859,22.3272,17.1232,0.0314427,17.1547,-0.0699318,0,0.0231041,0.281685,20.2622,
Thu Sep 26 02:46:20 2019,8201622,1040.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1234,0,28,28,3.48596,-0.316035,-9.03093,-0.0457616,-0.996114,0.0595966,-30.2813,32.9906,26.2734,21.1067,22.6307,17.4502,0.0204649,17.4706,-0.0681663,0,0.0242119,0.281685,19.7578,
Thu Sep 26 02:46:20 2019,8211623,1040.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1238,0,28,28,3.56736,-0.435745,-9.03093,-0.0542754,-1.044,0.0649177,-32.775,32.9906,24.1992,21.5548,22.9309,17.7643,0.00713643,17.7714,-0.0662848,0,0.0258039,0.281685,19.2202,
Thu Sep 26 02:46:20 2019,8221624,1040.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1234,0,28,28,3.53863,-0.378284,-8.97826,-0.0840737,-1.08444,0.0595966,-32.775,32.9906,24.1992,21.5111,23.229,18.0655,-0.00712901,18.0584,-0.0643828,0,0.026084,0.281685,18.6768,
Thu Sep 26 02:46:20 2019,8231625,1038.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1234,0,28,28,3.49553,-0.143652,-9.26077,-0.0915233,-1.11744,0.0478901,-32.775,32.9906,24.1992,20.6793,23.5249,18.3534,-0.0221961,18.3312,-0.0624116,0,0.0270335,0.281685,18.1136,
Thu Sep 26 02:46:20 2019,8241626,1038.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5554,1234,0,28,26,3.42371,-0.138864,-9.08839,-0.0755599,-1.13872,0.0244772,-32.775,32.9906,24.1992,20.642,23.8175,18.6264,-0.0391071,18.5873,-0.0603738,0,0.0279476,0.281685,17.5313,
Thu Sep 26 02:46:20 2019,8251627,1038.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5554,1234,0,28,26,3.37104,-0.0622492,-9.24641,-0.0723673,-1.15575,0.00319267,-32.775,32.9906,24.1992,20.0308,24.1089,18.8833,-0.0556006,18.8277,-0.0583223,0,0.0281344,0.281685,16.9452,
Thu Sep 26 02:46:20 2019,8261628,1038.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5554,1234,0,28,26,3.24175,0.0574608,-9.18895,-0.0510828,-1.16426,-0.0234129,-32.775,32.9906,24.1992,19.4322,24.3978,19.1226,-0.0728171,19.0498,-0.0562616,0,0.028261,0.281685,16.3564,
Thu Sep 26 02:46:20 2019,8271629,1038.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5538,1234,0,28,28,3.14598,0.253785,-8.90164,-0.0351194,-1.1749,-0.0468259,-32.775,32.9906,24.1992,19.4642,24.6873,19.3434,-0.0877101,19.2557,-0.0541753,0,0.0286131,0.281685,15.7603,
Thu Sep 26 02:46:20 2019,8281630,1038.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5536,1234,0,8,12,2.75333,0.105345,-8.84897,-0.0180918,-1.18235,-0.0542754,-32.775,32.9906,24.1992,17.2834,24.9759,19.5438,-0.101884,19.4419,-0.0520758,0,0.0287922,0.281685,15.1605,
Thu Sep 26 02:46:20 2019,8291631,1039.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5536,1234,0,8,12,2.58574,0.0957681,-9.14106,0.0042569,-1.18767,-0.0457616,-32.775,32.9906,24.1992,15.7947,25.2639,19.7193,-0.115048,19.6042,-0.0499008,0,0.0298289,0.281685,14.5391,
Thu Sep 26 02:46:20 2019,8301632,1039.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5548,1234,0,30,28,2.45645,-0.0766145,-8.91122,0.0361836,-1.18448,-0.0234129,-32.775,32.9906,24.1992,15.4113,25.5495,19.8661,-0.128994,19.7371,-0.0476531,0,0.0308261,0.281685,13.8968,
Thu Sep 26 02:46:20 2019,8311633,1039.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5402,5548,1234,0,30,28,2.13563,-0.325611,-9.24641,0.0383121,-1.1781,0.0042569,-32.775,32.9906,24.1992,13.0055,25.8341,19.9817,-0.142141,19.8395,-0.0453618,0,0.0314225,0.281685,13.2422,
Thu Sep 26 02:46:20 2019,8321634,1039.01,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,30,1.92015,-0.100556,-9.13627,0.0351194,-1.16426,0.0180918,-32.775,32.9906,24.1992,11.869,26.1167,20.0623,-0.155677,19.9066,-0.0429966,0,0.0324369,0.281685,12.5664,
Thu Sep 26 02:46:20 2019,8331635,1040.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,30,1.80523,0.220267,-9.33739,0.0500185,-1.13978,0.019156,-25.1156,34.2457,29.5576,10.9422,26.3961,20.1054,-0.170392,19.935,-0.0406013,0,0.0328509,0.281685,11.882,
Thu Sep 26 02:46:20 2019,8341636,1040.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5546,1234,0,28,28,1.6089,0.114922,-9.36612,0.0744957,-1.11956,0.0138349,-25.1156,34.2457,29.5576,9.7471,26.6768,20.1099,-0.182046,19.9279,-0.0382471,0,0.0322858,0.281685,11.2094,
Thu Sep 26 02:46:20 2019,8351637,1040.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5546,1234,0,28,28,1.41737,-0.0383072,-9.35175,0.0840737,-1.08977,0.0159634,-25.1156,34.2457,29.5576,8.61826,26.9548,20.075,-0.194648,19.8804,-0.0359144,0,0.0319914,0.281685,10.5429,
Thu Sep 26 02:46:20 2019,8361638,1040.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,28,28,1.1971,-0.129287,-9.5385,0.0893948,-1.06316,0.0042569,-25.1156,34.2457,29.5576,7.15334,27.2336,19.9995,-0.204569,19.7949,-0.0336049,0,0.0316731,0.281685,9.88308,
Thu Sep 26 02:46:20 2019,8371639,1040.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,28,28,0.952892,-0.306458,-9.48583,0.0979086,-1.02591,0.00532112,-25.1156,34.2457,29.5576,5.73637,27.5094,19.882,-0.215791,19.6662,-0.0312807,0,0.031874,0.281685,9.21904,
Thu Sep 26 02:46:20 2019,8381640,1040.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1232,0,8,10,0.761356,-0.153229,-9.80665,0.0915233,-0.990793,0.00851379,-25.1156,34.2457,29.5576,4.43936,27.7858,19.7211,-0.224661,19.4965,-0.0289661,0,0.0317433,0.281685,8.55772,
Thu Sep 26 02:46:20 2019,8391641,1039.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1232,0,8,10,0.325611,-0.277727,-9.85453,0.0915233,-0.964187,0.00957802,-25.1156,34.2457,29.5576,1.89247,28.0647,19.5151,-0.229597,19.2855,-0.0266633,0,0.0315817,0.281685,7.89977,
Thu Sep 26 02:46:20 2019,8401642,1039.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1232,0,8,10,0,-0.162806,-9.78271,0.0755599,-0.928004,0.0234129,-25.1156,34.2457,29.5576,0,28.3408,19.2607,-0.235871,19.0248,-0.0243226,0,0.0321011,0.281685,7.23099,
Thu Sep 26 02:46:20 2019,8411643,1039.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5366,5546,1234,0,8,12,-0.234632,-0.296881,-9.90721,0.0840737,-0.883306,0.0319267,-25.1156,34.2457,29.5576,-1.35668,28.6145,18.9556,-0.243054,18.7126,-0.0219698,0,0.0322674,0.281685,6.55876,
Thu Sep 26 02:46:20 2019,8421644,1039.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5402,5536,1234,0,28,28,-0.339977,-0.426168,-9.77313,0.0798168,-0.842866,0.0446974,-25.1156,34.2457,29.5576,-1.99234,28.8894,18.6006,-0.247542,18.353,-0.0196369,0,0.0319931,0.281685,5.89223,
Thu Sep 26 02:46:20 2019,8431962,1039.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5402,5536,1234,0,28,28,-0.493206,-0.325611,-9.94551,0.0606608,-0.790719,0.0446974,-25.1156,34.2457,29.5576,-2.83902,29.1609,18.1977,-0.253923,17.9438,-0.0173855,0,0.0308762,0.281685,5.24898,
Thu Sep 26 02:46:20 2019,8441963,1039.72,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,28,30,-0.684742,-0.282516,-9.51456,0.052147,-0.73325,0.0404405,-25.1156,34.2457,29.5576,-4.11636,29.4309,17.7493,-0.260262,17.489,-0.0152278,0,0.0295919,0.281685,4.63248,
Thu Sep 26 02:46:20 2019,8451966,1039.72,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,28,30,-0.790087,-0.234632,-9.6199,0.042569,-0.669397,0.0234129,-25.1156,34.2457,29.5576,-4.69519,29.6991,17.2571,-0.266828,16.9902,-0.0131281,0,0.0287956,0.281685,4.03257,
Thu Sep 26 02:46:20 2019,8461967,1039.72,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,28,-0.866701,-0.387861,-9.36133,0.0308625,-0.616186,0.00319267,-25.1156,34.2457,29.5576,-5.28955,29.9704,16.7238,-0.268914,16.4549,-0.0111434,0,0.0272183,0.281685,3.46553,
Thu Sep 26 02:46:20 2019,8471968,1039.72,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,28,-0.986411,-0.45011,-9.45231,0.019156,-0.542754,-0.0106422,-25.1156,34.2457,29.5576,-5.95764,30.2358,16.1527,-0.275347,15.8773,-0.0092544,0,0.025907,0.281685,2.9258,
Thu Sep 26 02:46:20 2019,8481969,1039.72,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1232,0,28,28,-0.847547,-0.287304,-9.22725,-0.00212845,-0.478901,-0.0319267,-25.1156,34.2457,29.5576,-5.24805,30.504,15.5479,-0.277571,15.2704,-0.00752233,0,0.0237541,0.281685,2.43092,
Thu Sep 26 02:46:20 2019,8491970,1039.8,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1232,0,28,28,-0.665588,-0.335188,-9.36133,-0.0106422,-0.416112,-0.0446974,-25.1156,34.2457,29.5576,-4.06688,30.7725,14.9165,-0.278265,14.6382,-0.00594396,0,0.0216462,0.281685,1.97996,
Thu Sep 26 02:46:20 2019,8501971,1039.8,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5540,1234,0,28,28,-0.727837,-0.497994,-9.26077,-0.0148991,-0.356515,-0.0468259,-25.1156,34.2457,29.5576,-4.49385,31.0419,14.2656,-0.276976,13.9886,-0.00458952,0,0.0185751,0.281685,1.59298,
Thu Sep 26 02:46:20 2019,8511972,1039.8,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5540,1234,0,28,28,-0.713472,-0.497994,-9.31823,-0.0308625,-0.301175,-0.0446974,-25.1156,34.2457,29.5576,-4.37844,31.3125,13.5997,-0.273583,13.3261,-0.0033658,0,0.0167824,0.281685,1.24334,
Thu Sep 26 02:46:20 2019,8521973,1039.8,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1234,0,28,30,-0.6608,-0.234632,-9.47146,-0.0436332,-0.2469,-0.0319267,-25.1156,34.2457,29.5576,-3.99092,31.5834,12.9227,-0.269154,12.6536,-0.00231135,0,0.014461,0.281685,0.942071,
Thu Sep 26 02:46:20 2019,8531974,1039.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1234,0,28,30,-0.512359,-0.129287,-9.62469,-0.0383121,-0.193689,-0.0212845,-25.1156,34.2457,29.5576,-3.0472,31.8547,12.24,-0.263793,11.9762,-0.00138714,0,0.0126748,0.281685,0.678012,
Thu Sep 26 02:46:20 2019,8541975,1039.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5538,1234,0,28,28,-0.368707,0.0287304,-9.84975,-0.0436332,-0.138349,0.00212845,-25.1156,34.2457,29.5576,-2.14376,32.1253,11.5575,-0.258476,11.299,-0.000672167,0,0.0098054,0.281685,0.473733,
Thu Sep 26 02:46:20 2019,8551976,1039.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5538,1234,0,28,28,-0.181959,0.0047884,-9.83538,-0.0180918,-0.0872664,0.0117065,-25.1156,34.2457,29.5576,-1.05988,32.3971,10.8815,-0.251468,10.63,-0.000155399,0,0.00708711,0.281685,0.326085,
Thu Sep 26 02:46:20 2019,8561977,1039.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1232,0,28,28,0.047884,-0.0526724,-9.99819,0,-0.0361836,0.0202203,-25.1156,34.2457,29.5576,0.274403,32.669,10.2181,-0.244106,9.97398,0.000220023,0,0.00514864,0.281685,0.218821,
Thu Sep 26 02:46:20 2019,8571978,1039.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1232,0,28,28,0.105345,0.047884,-9.9503,0.0212845,0.0138349,0.0308625,-25.1156,34.2457,29.5576,0.606574,32.9411,9.57257,-0.236158,9.33642,0.000387242,0,0.00229329,0.281685,0.171044,
Thu Sep 26 02:46:20 2019,8581979,1039.47,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,28,0.177171,-0.0909797,-9.94551,0.0415047,0.0542754,0.0478901,-25.1156,34.2457,29.5576,1.02057,33.216,8.94815,-0.225368,8.72278,0.000397718,0,0.000143665,0.281685,0.168051,
Thu Sep 26 02:46:20 2019,8591980,1039.82,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,28,0.191536,-0.0143652,-9.63906,0.0574681,0.0915233,0.052147,-25.1156,34.2457,29.5576,1.13837,33.4918,8.34658,-0.213769,8.13281,0.000263884,-0,-0.00183543,0.281685,0.206289,
Thu Sep 26 02:46:20 2019,8601981,1039.82,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,28,0.35913,-0.148441,-9.59596,0.0595966,0.124514,0.0638535,-25.1156,34.2457,29.5576,2.1433,33.7689,7.76976,-0.201182,7.56858,6.88013e-05,-0,-0.00267542,0.281685,0.262027,
Thu Sep 26 02:46:20 2019,8611982,1039.82,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5366,5536,1232,0,28,28,0.287304,-0.153229,-9.43794,0.0744957,0.145799,0.071303,-25.1156,34.2457,29.5576,1.74363,34.0493,7.2194,-0.185702,7.0337,-0.000226755,-0,-0.00405335,0.281685,0.346472,
Thu Sep 26 02:46:20 2019,8621983,1039.82,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5368,5536,1232,0,28,28,0.292093,-0.105345,-9.22725,0.0798168,0.17134,0.0766241,-25.1156,34.2457,29.5576,1.81312,34.3284,6.69558,-0.172,6.52358,-0.000571557,-0,-0.00472871,0.281685,0.444987,
Thu Sep 26 02:46:20 2019,8631984,1039.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5368,5536,1232,0,28,28,0.383072,-0.153229,-9.25598,0.0819453,0.183047,0.0766241,-25.1156,34.2457,29.5576,2.36992,34.6115,6.1983,-0.155017,6.04329,-0.000987386,-0,-0.0057028,0.281685,0.563795,
Thu Sep 26 02:46:20 2019,8641985,1039.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5538,1232,0,30,30,0.320823,-0.229843,-9.21289,0.0840737,0.192625,0.0766241,-25.1156,34.2457,29.5576,1.99442,34.8953,5.72795,-0.138316,5.58964,-0.00142366,-0,-0.0059832,0.281685,0.688445,
Thu Sep 26 02:46:20 2019,8651986,1039.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5538,1232,0,30,30,0.196325,-0.258574,-9.56244,0.0883306,0.201138,0.0776884,-25.1156,34.2457,29.5576,1.17616,35.1793,5.28307,-0.122219,5.16085,-0.00188645,-0,-0.00634686,0.281685,0.820671,
Thu Sep 26 02:46:20 2019,8661987,1039.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1238,0,30,26,0.316035,-0.234632,-9.63427,0.080881,0.200074,0.0681104,-25.1156,34.2457,29.5576,1.87881,35.4661,4.86192,-0.104404,4.75751,-0.0023079,-0,-0.0057798,0.281685,0.941084,
Thu Sep 26 02:46:20 2019,8671988,1039.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1238,0,30,26,0.287304,-0.158017,-9.61511,0.0851379,0.19901,0.0542754,-25.1156,34.2457,29.5576,1.71152,35.7529,4.46448,-0.0877047,4.37677,-0.00274352,-0,-0.00597424,0.281685,1.06555,
Thu Sep 26 02:46:20 2019,8681989,1039.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1234,0,28,28,0.363919,-0.158017,-9.8258,0.0904591,0.194753,0.0489543,-25.1156,34.2457,29.5576,2.1211,36.0406,4.09097,-0.0712239,4.01974,-0.00317156,-0,-0.00587024,0.281685,1.18784,
