today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Wed Sep 25 23:56:59 2019,57274435,4499.36,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5392,5540,1234,0,6,30,0.263362,-0.0335188,-9.05487,0.00957802,0.0638535,0.00744957,-21.7313,34.425,31.1133,1.66599,241.484,-5.85957,-0.022226,-5.8818,6.84785e-05,0,0,
Wed Sep 25 23:56:59 2019,57284436,4499.36,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5390,5540,1234,0,30,14,0.21069,-0.0287304,-8.98783,0.00744957,0.0510828,0.00957802,-21.7313,34.425,31.1133,1.34286,241.774,-5.85698,-0.016669,-5.87365,-0.000279998,-0,-0,
Wed Sep 25 23:56:59 2019,57294439,4499.36,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5390,5540,1234,0,30,14,0.320823,0,-8.84418,0.0234129,0.0351194,0.0212845,-21.7313,34.425,31.1133,2.0775,242.065,-5.82644,-0.0106516,-5.83709,-0.000276512,0,0,
Wed Sep 25 23:56:59 2019,57304440,4499.36,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5390,5540,1234,0,30,14,0.3304,-0.177171,-9.11712,0.0276698,0.0223487,0.0297983,-21.7313,34.425,31.1133,2.07546,242.355,-5.76935,-0.00597516,-5.77532,-0.000272581,0,0,
Wed Sep 25 23:56:59 2019,57314441,4515.89,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5356,5532,1234,0,26,10,0.392649,-0.162806,-9.31823,0.00744957,-0.0117065,0.019156,-21.7313,34.425,31.1133,2.41289,242.651,-5.68717,0.00417058,-5.683,-0.000268849,0,0,
Wed Sep 25 23:56:59 2019,57324442,4515.89,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5356,5532,1234,0,26,10,0.579397,-0.306458,-9.4954,-0.0042569,-0.0372479,0.0212845,-21.7313,34.425,31.1133,3.49179,242.945,-5.5807,0.0111038,-5.5696,-0.000265035,0,0,
Wed Sep 25 23:56:59 2019,57334443,4515.89,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5412,5560,1234,0,28,10,0.679953,-0.148441,-9.57681,-0.0159634,-0.0595966,0.0180918,-21.7313,34.425,31.1133,4.06119,243.238,-5.44951,0.0165208,-5.43299,-0.00026117,0,0,
Wed Sep 25 23:56:59 2019,57344444,4515.89,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5412,5560,1234,0,28,10,0.742203,0.00957681,-9.79707,-0.0202203,-0.094716,0.00319267,-21.7313,34.425,31.1133,4.33232,243.535,-5.29385,0.0249247,-5.26893,-0.00025727,0,0,
Wed Sep 25 23:56:59 2019,57354445,4498.96,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5554,1234,0,28,12,0.833182,0.0143652,-10.0269,0.00532112,-0.120257,-0.0042569,-21.7313,34.425,31.1133,4.75006,243.828,-5.11494,0.0298957,-5.08505,-0.000253314,0,0,
Wed Sep 25 23:56:59 2019,57364446,4498.96,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5554,1234,0,28,12,0.699107,-0.0814029,-9.89284,0.00957802,-0.141542,-0.00212845,-21.7313,34.425,31.1133,4.04226,244.121,-4.91506,0.0331566,-4.8819,-0.000249269,0,0,
