today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.006, kiei(I)=1e-09, kded(D)=0.0008,
Thu Sep 26 01:42:19 2019,8256775,1064.7,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5392,5550,1220,0,30,28,-0.565032,-0.320823,-9.44273,0.0436332,-0.200074,-0.0276698,-19.7719,33.5285,32.6689,-3.42437,9.79761,-1.82762,1.43464,-0.392983,0.222277,-1.28418e-12,-0.0205469,
Thu Sep 26 01:42:19 2019,8266776,1064.7,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5388,5546,1210,0,28,28,0.0670376,-0.502782,-10.9607,-0.0297983,-0.234129,-0.00638535,-19.7719,33.5285,32.6689,0.350429,10.0938,-1.87804,1.38274,-0.495306,0.220846,-1.19276e-12,-0.0190842,
Thu Sep 26 01:42:19 2019,8276777,1064.7,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5388,5546,1210,0,28,28,-1.17316,0.047884,-9.165,0.0234129,-0.207524,0.0117065,-19.7719,33.5285,32.6689,-7.29444,10.3727,-1.92655,1.31341,-0.61314,0.219219,-1.35576e-12,-0.0216922,
Thu Sep 26 01:42:19 2019,8286778,1066.19,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5388,5546,1210,0,28,28,-0.684742,-0.612916,-9.83059,0.0532112,-0.242643,-0.0244772,-19.7719,33.5285,32.6689,-3.98446,10.6692,-1.98085,1.26192,-0.718929,0.217854,-1.13741e-12,-0.0181985,
Thu Sep 26 01:42:19 2019,8296779,1066.19,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5396,5568,1210,6,26,28,0.047884,0.0861913,-10.3669,-0.0223487,-0.319267,-0.0393763,-19.7719,33.5285,32.6689,0.264644,10.9777,-2.03722,1.22142,-0.815794,0.216596,-1.0482e-12,-0.0167712,
Thu Sep 26 01:42:19 2019,8306784,1066.19,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5394,5562,1162,24,28,30,-1.00078,-0.842759,-10.1227,0.061725,-0.268185,0.0798168,-19.7719,33.5285,32.6689,-5.64619,11.2495,-2.08969,1.14476,-0.944934,0.215055,-1.28452e-12,-0.0205524,
Thu Sep 26 01:42:19 2019,8316785,1066.19,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5394,5562,1162,24,28,30,-0.560243,0.205901,-11.5305,-0.0266056,-0.284148,0.00957802,-19.7719,33.5285,32.6689,-2.7817,11.5406,-2.14285,1.08866,-1.05419,0.213802,-1.0441e-12,-0.0167056,
Thu Sep 26 01:42:19 2019,8326786,1065.88,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5406,5534,1186,28,28,26,-0.713472,-0.78051,-9.94551,0.00638535,-0.391635,-0.0957802,-19.7719,33.5285,32.6689,-4.10326,11.8578,-2.19786,1.0583,-1.13956,0.212531,-1.05906e-12,-0.0169449,
Thu Sep 26 01:42:19 2019,8336787,1065.88,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5406,5534,1186,28,28,26,-0.0143652,0.608127,-11.6885,-0.0393763,-0.44591,0.0893948,-19.7719,33.5285,32.6689,-0.0704168,12.1599,-2.25033,1.01195,-1.23838,0.211682,-7.07779e-13,-0.0113245,
Thu Sep 26 01:42:19 2019,8346788,1065.88,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5406,5534,1186,28,28,26,-0.665588,-0.407014,-9.13627,0.147927,-0.494864,-0.00106422,-19.7719,33.5285,32.6689,-4.16671,12.4604,-2.29778,0.964253,-1.33353,0.210702,-8.16689e-13,-0.013067,
Thu Sep 26 01:42:19 2019,8356789,1065.88,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5346,5514,1186,16,28,28,-0.0814029,0.253785,-10.2376,-0.154313,-0.764113,-0.032991,-19.7719,33.5285,32.6689,-0.45557,12.824,-2.34089,0.97734,-1.36355,0.209995,-5.88818e-13,-0.00942108,
Thu Sep 26 01:42:19 2019,8366790,1065.88,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5346,5514,1186,16,28,28,-0.181959,-0.967257,-10.3094,0.340552,-0.607672,0.0436332,-19.7719,33.5285,32.6689,-1.01115,13.0656,-2.37725,0.868972,-1.50828,0.209951,-3.65066e-14,-0.000584106,
Thu Sep 26 01:42:19 2019,8376791,1065.88,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5374,5540,1134,40,26,28,-0.679953,-0.531513,-10.8697,-0.2469,-0.769434,0.0255414,-19.7719,33.5285,32.6689,-3.57948,13.3985,-2.40726,0.853731,-1.55353,0.209684,-2.22836e-13,-0.00356537,
Thu Sep 26 01:42:19 2019,8386792,1066.95,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5350,5622,1076,66,6,12,-0.306458,0.770933,-8.02058,0.0478901,-1.16213,-0.0681104,-19.7719,33.5285,32.6689,-2.18815,13.7974,-2.4354,0.899848,-1.53555,0.210187,4.19292e-13,0.00670868,
Thu Sep 26 01:42:19 2019,8396794,1066.95,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5350,5622,1076,66,6,12,-1.58017,-0.746991,-10.7595,0.229872,-0.550204,-0.00851379,-19.7719,33.5285,32.6689,-8.35488,13.9086,-2.46736,0.663345,-1.80401,0.211196,8.41293e-13,0.0134607,
Thu Sep 26 01:42:19 2019,8406795,1066.95,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5392,5622,1038,114,28,10,-0.909797,0.78051,-7.06768,-0.452295,-1.1036,-0.052147,-19.7719,33.5285,32.6689,-7.33514,14.3536,-2.51204,0.763778,-1.74826,0.211713,4.30393e-13,0.00688629,
Thu Sep 26 01:42:19 2019,8416796,1066.95,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5392,5622,1038,114,28,10,-1.84354,-0.694318,-12.9335,0.651305,-0.838609,-0.0372479,-19.7719,33.5285,32.6689,-8.11229,14.5642,-2.57283,0.628524,-1.9443,0.213089,1.14662e-12,0.0183459,
Thu Sep 26 01:42:19 2019,8426797,1065.39,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5392,5622,1038,114,28,10,-1.93451,-1.72383,-13.3453,-0.320332,-0.0127707,-0.0468259,-19.7719,33.5285,32.6689,-8.24808,14.6141,-2.64875,0.3487,-2.30005,0.213184,7.92694e-14,0.00126831,
Thu Sep 26 01:42:19 2019,8436798,1065.39,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5396,5632,1028,114,28,28,-2.91614,1.95367,-1.79565,-0.467194,-0.936517,0.0542754,-19.7719,33.5285,32.6689,-58.3768,15.1652,-2.78655,0.570789,-2.21576,0.213794,5.0869e-13,0.00813904,
Thu Sep 26 01:42:19 2019,8446799,1065.39,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5396,5632,1028,114,28,28,-3.15077,1.99676,-7.71891,0.867343,-0.0117065,0.00319267,-19.7719,33.5285,32.6689,-22.2047,15.1867,-3.04104,0.265278,-2.77576,0.215097,1.08576e-12,0.0173721,
Thu Sep 26 01:42:19 2019,8456800,1065.39,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5400,5604,1052,100,28,26,-3.53863,-1.50835,-11.2432,0.365029,0.838609,0.0138349,-19.7719,33.5285,32.6689,-17.4707,15.2296,-3.37592,0.00514358,-3.37077,0.21274,-1.96424e-12,-0.0314279,
Thu Sep 26 01:42:19 2019,8466801,1065.39,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5388,5614,1072,98,28,26,-3.73495,-0.172383,-9.65342,-0.187303,0.330974,0.1309,-12.825,32.9906,29.3848,-21.1517,15.6615,-3.74349,0.139223,-3.60426,0.210771,-1.6412e-12,-0.0262592,
Thu Sep 26 01:42:19 2019,8476802,1065.39,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5388,5614,1072,98,28,26,-3.91213,0.742203,-9.51456,0.200074,1.16426,0.0830095,-12.825,32.9906,29.3848,-22.3511,15.7093,-4.14319,-0.106077,-4.24927,0.207641,-2.6082e-12,-0.0417313,
Thu Sep 26 01:42:19 2019,8486803,1065.21,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5388,5614,1072,98,28,26,-4.45322,-0.023942,-5.69341,0.293726,2.0497,0.0734315,-12.825,32.9906,29.3848,-38.0315,15.7421,-4.59133,-0.344422,-4.93575,0.201947,-4.74497e-12,-0.0759195,
Thu Sep 26 01:42:19 2019,8496804,1065.21,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5382,5610,1092,74,26,26,-5.04219,0.416591,-7.58004,-0.337359,2.04118,0.117065,-12.825,32.9906,29.3848,-33.6316,16.031,-5.10867,-0.316236,-5.42491,0.196072,-4.89607e-12,-0.0783371,
Thu Sep 26 01:42:19 2019,8506805,1065.21,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5400,5580,1110,64,26,26,-4.35745,-1.89142,-11.1091,0.108551,2.73718,0.0532112,-12.825,32.9906,29.3848,-21.4172,16.1181,-5.68235,-0.482315,-6.16466,0.188645,-6.18888e-12,-0.0990221,
Thu Sep 26 01:42:19 2019,8516806,1065.21,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5400,5580,1110,64,26,26,-1.84354,-2.21224,-7.2257,0.268185,3.84611,-0.0404405,-12.825,32.9906,29.3848,-14.3129,16.0869,-6.27149,-0.745615,-7.01711,0.179045,-7.99992e-12,-0.127999,
Thu Sep 26 01:42:19 2019,8526807,1065.25,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5396,5592,1106,66,26,28,-3.52905,1.12527,-8.60955,-0.356515,3.82908,-0.0148991,-12.825,32.9906,29.3848,-22.2887,16.3783,-6.85516,-0.675173,-7.53033,0.167499,-9.62206e-12,-0.153953,
Thu Sep 26 01:42:19 2019,8536808,1065.25,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5396,5592,1106,66,26,28,-4.17549,0.885855,-7.71412,-0.116,3.79183,0.00212845,-12.825,32.9906,29.3848,-28.4258,16.6754,-7.44575,-0.602627,-8.04838,0.15521,-1.02408e-11,-0.163852,
Thu Sep 26 01:42:19 2019,8546809,1065.25,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5392,5548,1118,48,28,28,-2.41336,0.00957681,-8.64307,0.270313,4.83371,-0.0574681,-12.825,32.9906,29.3848,-15.601,16.6634,-8.04746,-0.829691,-8.87715,0.141789,-1.11837e-11,-0.178939,
Thu Sep 26 01:42:19 2019,8556810,1065.25,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5392,5548,1118,48,28,28,-1.66158,-1.94888,-5.50188,-0.183047,4.9231,-0.0372479,-12.825,32.9906,29.3848,-16.8044,16.9243,-8.63978,-0.773311,-9.41309,0.125958,-1.31929e-11,-0.211086,
Thu Sep 26 01:42:19 2019,8566815,1065.25,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5392,5548,1118,48,28,28,-0.842759,-1.16837,-8.48984,-0.544883,5.01356,-0.0042569,-12.825,32.9906,29.3848,-5.669,17.1849,-9.20095,-0.719096,-9.92004,0.109562,-1.36634e-11,-0.218614,
Thu Sep 26 01:42:19 2019,8576816,1065.25,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5394,5538,1136,44,26,28,1.30723,-0.186748,-6.85699,-0.0595966,5.3456,-0.00851379,-12.825,32.9906,29.3848,10.7935,17.3762,-9.69606,-0.732975,-10.429,0.0914807,-1.50677e-11,-0.241083,
Thu Sep 26 01:42:19 2019,8586817,1066.46,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5394,5538,1136,44,26,28,1.73819,0.229843,-12.2679,0.194753,5.00079,-0.00532112,-12.825,32.9906,29.3848,8.06435,17.7615,-10.0899,-0.557426,-10.6473,0.0724,-1.59006e-11,-0.254409,
Thu Sep 26 01:42:19 2019,8596818,1066.46,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5374,5524,1090,78,30,26,1.69031,1.21147,-11.0852,0.23945,5.12424,0.00532112,-12.825,32.9906,29.3848,8.6699,18.0126,-10.3785,-0.523011,-10.9015,0.0531766,-1.60196e-11,-0.256313,
Thu Sep 26 01:42:19 2019,8606819,1066.46,1513,1511,1692,1513,1088,1940,-0.0469513,0.211266,1.60892,-0.281677,-0.5,0.5,5378,5546,1106,66,6,10,3.20344,2.32716,-11.722,0.296919,4.76879,0.0776884,-12.825,32.9906,29.3848,15.2848,18.4009,-10.5651,-0.358312,-10.9234,0.0338337,-1.61191e-11,-0.257905,
