today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Thu Sep 26 01:10:06 2019,38123506,1079.42,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5402,5538,1240,0,28,12,-0.23942,-0.339977,10.3477,0.0159634,-0.203267,0.0234129,27.9656,35.3215,-61.3623,-178.675,562.128,-59.9149,0.0236141,-59.8913,0.130319,-0,-0.0276418,
Thu Sep 26 01:10:06 2019,38133507,1079.42,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5402,5538,1240,0,28,12,-0.306458,-0.440533,10.2951,0,-0.222423,0.0117065,27.9656,35.3215,-61.3623,-178.295,562.42,-59.1304,-0.00240425,-59.1328,0.00691253,-0,-2.46812,
Thu Sep 26 01:10:06 2019,38143510,1079.42,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5370,5540,1232,0,6,28,-0.0909797,-0.282516,10.1562,0.0042569,-0.260735,0.0138349,27.9656,35.3215,-61.3623,-179.487,562.718,-58.8639,-0.0210144,-58.8849,0.00711743,0,0.00409804,
Thu Sep 26 01:10:06 2019,38153511,1079.42,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5370,5540,1232,0,6,28,-0.0574608,-0.129287,9.94073,-0.00638535,-0.293726,0.0180918,27.9656,35.3215,-61.3623,-179.669,563.014,-59.0744,-0.0393064,-59.1138,0.00751817,0,0.00801482,
Thu Sep 26 01:10:06 2019,38163512,1105.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,28,30,-0.225055,-0.23942,9.89763,0.0234129,-0.336295,-0.00744957,27.9656,35.3215,-61.3623,-178.698,563.312,-59.7213,-0.0533931,-59.7747,0.00797583,0,0.00915311,
Thu Sep 26 01:10:06 2019,38173513,1105.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,28,30,-0.143652,-0.54109,9.90242,0.00744957,-0.363965,-0.00106422,27.9656,35.3215,-61.3623,-179.169,563.607,-60.7636,-0.0700484,-60.8337,0.00851815,0,0.0108464,
Thu Sep 26 01:10:06 2019,38183514,1105.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1238,0,8,30,-0.201113,-0.23942,9.75877,-0.0223487,-0.399084,0.00638535,27.9656,35.3215,-61.3623,-178.82,563.904,-62.1636,-0.0830097,-62.2466,0.00912405,0,0.0121181,
Thu Sep 26 01:10:06 2019,38193515,1105.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1238,0,8,30,-0.100556,-0.0814029,9.85453,0,-0.441653,0.00212845,27.9656,35.3215,-61.3623,-179.416,564.202,-63.8858,-0.092603,-63.9785,0.00980215,0,0.013562,
Thu Sep 26 01:10:06 2019,38203516,1105.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1238,0,6,28,-0.0047884,-0.253785,9.90721,0.0223487,-0.477837,0.00532112,27.9656,35.3215,-61.3623,-179.972,564.499,-65.8978,-0.102679,-66.0005,0.0105535,0,0.0150262,
Thu Sep 26 01:10:06 2019,38213517,1105.98,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1238,0,6,28,-0.071826,-0.373495,9.93115,0.00638535,-0.503378,0.0212845,27.9656,35.3215,-61.3623,-179.586,564.793,-68.1686,-0.114441,-68.283,0.0113671,0,0.0162736,
