today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],Filter accY,Filter accX,Filter accY,Filter gyroY, Filter gyroX, Filter gyroZ,Pitch(acc),Pitch(gyro), Comp Filter,P,I,D,
Thu Sep 26 00:39:28 2019,14655570,1086.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1234,0,6,28,-0.248997,-0.205901,-9.55765,0.0159634,-0.0702388,0.0276698,-17.9906,33.8871,33.0146,-0.136156,-0.175807,-9.91969,0.0134753,0.0631708,0.0186882,-0.459098,-0.786386,-1.24548,0.0343881,0,-0.00836316,
Thu Sep 26 00:39:28 2019,14665571,1086.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5538,1234,0,6,28,-0.521936,-0.162806,-9.64384,0.0308625,-0.0627892,0.0255414,-17.9906,33.8871,33.0146,-0.141074,-0.175915,-9.94468,0.0266726,0.0678339,0.0150946,-0.421568,-0.812738,-1.23431,0.0339877,0,-0.00867633,
Thu Sep 26 00:39:28 2019,14675572,1086.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1234,0,28,12,-0.507571,-0.191536,-9.57681,0.0340552,-0.0478901,0.0170276,-17.9906,33.8871,33.0146,-0.146741,-0.176033,-9.96626,0.0274496,0.0789706,0.00564146,-0.379512,-0.843547,-1.22306,0.0336165,0,-0.00804218,
Thu Sep 26 00:39:28 2019,14685573,1086.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1234,0,28,12,-0.54109,-0.162806,-9.27993,0.0244772,-0.0319267,0.0117065,-17.9906,33.8871,33.0146,-0.153333,-0.176144,-9.98433,0.015841,0.0898808,2.43653e-05,-0.331139,-0.879843,-1.21098,0.033248,0,-0.00798367,
Thu Sep 26 00:39:28 2019,14695574,1086.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1238,0,8,30,-0.469264,-0.225055,-9.38048,0.00851379,-0.0234129,0.00957802,-17.9906,33.8871,33.0146,-0.160729,-0.176282,-9.99857,-0.000948874,0.0923986,-0.00206146,-0.27892,-0.920964,-1.19988,0.0328679,0,-0.0082367,
Thu Sep 26 00:39:28 2019,14705575,1086.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1238,0,8,30,-0.435745,-0.316035,-9.36133,-0.00106422,-0.0106422,0.00319267,-17.9906,33.8871,33.0146,-0.168698,-0.17662,-10.0092,-0.0102003,0.0984255,-0.00803425,-0.224253,-0.965593,-1.18985,0.0324709,0,-0.00860021,
Thu Sep 26 00:39:28 2019,14715576,1086.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1238,0,8,30,-0.469264,-0.301669,-9.44752,-0.00638535,-0.00319267,0.00744957,-17.9906,33.8871,33.0146,-0.177061,-0.177355,-10.0165,-0.014555,0.0984787,-0.00328913,-0.167844,-1.01271,-1.18055,0.032051,0,-0.00909909,
Thu Sep 26 00:39:28 2019,14725577,1086.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5544,1234,0,28,10,-0.407014,-0.124498,-9.57681,-0.0159634,0.00851379,0.00638535,-17.9906,33.8871,33.0146,-0.185726,-0.178344,-10.0211,-0.0225567,0.102228,-0.00402484,-0.110346,-1.06177,-1.17211,0.0316263,0,-0.00920137,
Thu Sep 26 00:39:28 2019,14735578,1086.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1234,0,6,30,-0.373495,-0.0957681,-9.7875,-0.0138349,0.0180918,0.0106422,-17.9906,33.8871,33.0146,-0.194517,-0.179185,-10.0237,-0.0185953,0.103236,0.000407162,-0.0514845,-1.11172,-1.16321,0.0311788,0,-0.00969505,
Thu Sep 26 00:39:28 2019,14745579,1086.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1234,0,6,30,-0.368707,-0.0191536,-9.8258,-0.0117065,0.0287341,0.0117065,-17.9906,33.8871,33.0146,-0.203263,-0.179595,-10.0251,-0.0149003,0.104787,0.00140698,0.00810984,-1.16154,-1.15343,0.0306949,0,-0.0104855,
Thu Sep 26 00:39:28 2019,14755580,1087.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1234,0,6,30,-0.306458,-0.114922,-9.94551,0,0.0372479,0.0138349,-17.9906,33.8871,33.0146,-0.211837,-0.179527,-10.0256,-0.00230105,0.103775,0.00333453,0.0678585,-1.21045,-1.1426,0.0301876,0,-0.0109909,
Thu Sep 26 00:39:28 2019,14765581,1087.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5382,5528,1234,0,6,28,-0.225055,-0.21069,-10.07,0.00212845,0.0446974,0.0117065,-17.9906,33.8871,33.0146,-0.220021,-0.179221,-10.0258,7.41491e-05,0.101439,0.00101367,0.126648,-1.25718,-1.13053,0.0296657,0,-0.0113081,
Thu Sep 26 00:39:28 2019,14775582,1087.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5540,1232,0,28,28,-0.215478,-0.220267,-9.88326,0.0117065,0.0532112,0.00851379,-17.9906,33.8871,33.0146,-0.227597,-0.178979,-10.0259,0.00937321,0.0999362,-0.00213177,0.184338,-1.30044,-1.1161,0.0291227,0,-0.0117662,
Thu Sep 26 00:39:28 2019,14785583,1087.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5540,1232,0,28,28,-0.220267,-0.124498,-9.86411,0.0106422,0.061725,0.00744957,-17.9906,33.8871,33.0146,-0.234496,-0.178813,-10.0256,0.00766664,0.0981842,-0.00296586,0.241095,-1.33989,-1.0988,0.0285774,0,-0.0118146,
Thu Sep 26 00:39:28 2019,14795584,1087.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5540,1234,0,8,28,-0.244209,-0.110133,-9.61511,0.0106422,0.0659819,0.00851379,-17.9906,33.8871,33.0146,-0.240774,-0.178533,-10.0245,0.00709415,0.0921384,-0.00168187,0.295618,-1.3759,-1.08028,0.0280296,0,-0.0118692,
Thu Sep 26 00:39:28 2019,14805585,1087.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5540,1234,0,8,28,-0.253785,-0.225055,-9.72046,0.00532112,0.0670461,0.00957802,-17.9906,33.8871,33.0146,-0.246517,-0.178141,-10.0222,0.00145354,0.0832045,-0.000500649,0.34585,-1.40902,-1.06317,0.0274538,0,-0.0124743,
Thu Sep 26 00:39:28 2019,14815586,1086.76,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,30,10,-0.268151,-0.272939,-9.61033,0.00212845,0.0681104,0.00957802,-17.9906,33.8871,33.0146,-0.251805,-0.177896,-10.0189,-0.00167721,0.0747158,-0.000435921,0.391091,-1.43972,-1.04863,0.0269063,0,-0.0118631,
Thu Sep 26 00:39:28 2019,14825587,1086.76,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,30,10,-0.277727,-0.177171,-9.50498,-0.0138349,0.0691746,0.0106422,-17.9906,33.8871,33.0146,-0.2567,-0.177896,-10.0142,-0.0167516,0.0666665,0.00064295,0.431594,-1.46837,-1.03678,0.026381,0,-0.0113811,
Thu Sep 26 00:39:28 2019,14835588,1086.76,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,30,10,-0.21069,-0.205901,-9.38048,-0.0170276,0.0723673,0.0106422,-17.9906,33.8871,33.0146,-0.261186,-0.17801,-10.008,-0.0182656,0.0610855,0.00060971,0.468193,-1.49495,-1.02675,0.0258568,0,-0.0113589,
Thu Sep 26 00:39:28 2019,14845589,1086.76,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5544,1234,0,28,12,-0.220267,-0.268151,-9.48104,-0.0244772,0.071303,0.0138349,-17.9906,33.8871,33.0146,-0.265173,-0.178251,-10.0002,-0.023654,0.0516762,0.00363099,0.500497,-1.51894,-1.01844,0.0253359,0,-0.0112859,
Thu Sep 26 00:39:28 2019,14855590,1086.33,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5538,1238,0,28,10,-0.138864,-0.172383,-9.46667,-0.0319267,0.0734315,0.00532112,-17.9906,33.8871,33.0146,-0.268565,-0.178662,-9.991,-0.0284953,0.0459255,-0.00481619,0.528457,-1.53978,-1.01132,0.0247978,0,-0.0116586,
Thu Sep 26 00:39:28 2019,14865591,1086.33,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5538,1238,0,28,10,-0.215478,-0.100556,-9.57202,-0.0383121,0.0776884,0.0042569,-17.9906,33.8871,33.0146,-0.271329,-0.179037,-9.9807,-0.0317995,0.0425261,-0.00540132,0.553797,-1.55722,-1.00343,0.0242787,0,-0.0112476,
Thu Sep 26 00:39:28 2019,14875592,1086.33,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5544,1234,0,8,30,-0.158017,-0.0143652,-9.61511,-0.0319267,0.0830095,-0.00638535,-17.9906,33.8871,33.0146,-0.27352,-0.17907,-9.96967,-0.0224869,0.0402731,-0.0150783,0.577517,-1.57153,-0.994012,0.023769,0,-0.0110427,
Thu Sep 26 00:39:28 2019,14885593,1086.33,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5544,1234,0,8,30,-0.172383,-0.0287304,-9.81623,-0.0159634,0.0830095,-0.00851379,-17.9906,33.8871,33.0146,-0.275157,-0.178573,-9.95839,-0.00471877,0.0329695,-0.015732,0.5985,-1.58272,-0.98422,0.0232522,0,-0.0111975,
Thu Sep 26 00:39:28 2019,14895594,1086.33,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5544,1234,0,8,30,0.0191536,-0.124498,-9.83059,-0.00532112,0.0819453,-0.00744957,-17.9906,33.8871,33.0146,-0.276073,-0.17763,-9.94736,0.00646715,0.0251441,-0.0132168,0.615148,-1.58974,-0.974596,0.0227126,0,-0.0116921,
Thu Sep 26 00:39:28 2019,14905595,1086.33,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5548,1234,0,28,30,-0.0670376,-0.172383,-9.74919,-0.019156,0.080881,-0.00319267,-17.9906,33.8871,33.0146,-0.276058,-0.176522,-9.93673,-0.00673594,0.0178888,-0.00781146,0.627476,-1.59136,-0.963883,0.0221678,0,-0.0118041,
Thu Sep 26 00:39:28 2019,14915596,1087.08,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,8,28,-0.0526724,-0.138864,-9.65342,-0.0202203,0.0787526,0.00319267,-17.9906,33.8871,33.0146,-0.275161,-0.175415,-9.92628,-0.00657557,0.0101646,-0.000799968,0.635513,-1.58786,-0.952345,0.0216369,0,-0.011502,
Thu Sep 26 00:39:28 2019,14925597,1087.08,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,8,28,-0.0526724,-0.0766145,-9.72046,-0.0180918,0.0830095,0.00851379,-17.9906,33.8871,33.0146,-0.273513,-0.174237,-9.91585,-0.00335001,0.00916641,0.00460068,0.641051,-1.58002,-0.938965,0.0211284,0,-0.011018,
Thu Sep 26 00:39:28 2019,14935598,1087.08,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1240,0,32,12,-0.0670376,-0.158017,-9.73004,-0.0202203,0.0734315,0.0042569,-17.9906,33.8871,33.0146,-0.271186,-0.172926,-9.90551,-0.00445792,-0.00501553,0.000363008,0.64224,-1.56821,-0.925972,0.0206162,0,-0.0110961,
Thu Sep 26 00:39:28 2019,14945599,1087.08,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1240,0,32,12,-0.263362,-0.181959,-9.70609,-0.0106422,0.0734315,0.00957802,-17.9906,33.8871,33.0146,-0.268457,-0.171616,-9.89535,0.00574314,-0.00881132,0.00564609,0.638279,-1.55403,-0.915754,0.0201112,0,-0.0109415,
Thu Sep 26 00:39:28 2019,14955600,1086.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1240,0,32,12,-0.220267,-0.215478,-9.89763,-0.0276698,0.0723673,0.00319267,-17.9906,33.8871,33.0146,-0.265715,-0.170466,-9.88555,-0.0103944,-0.0132693,-0.000739111,0.631953,-1.53969,-0.90774,0.0196575,0,-0.00983177,
Thu Sep 26 00:39:28 2019,14965601,1086.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1238,0,8,12,-0.172383,-0.0574608,-9.51456,-0.00106422,0.0681104,0.00106422,-17.9906,33.8871,33.0146,-0.26303,-0.169402,-9.87608,0.0166167,-0.0203523,-0.00250689,0.622321,-1.5256,-0.903281,0.0192212,0,-0.00945187,
Thu Sep 26 00:39:28 2019,14975602,1086.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5540,1234,0,26,10,-0.162806,-0.0670376,-9.70131,-0.00319267,0.061725,0.00532112,-17.9906,33.8871,33.0146,-0.260267,-0.168165,-9.86659,0.0137837,-0.0287925,0.00199302,0.608242,-1.51104,-0.902794,0.0188218,0,-0.00865352,
Thu Sep 26 00:39:28 2019,14985603,1086.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5540,1234,0,26,10,-0.23942,-0.134075,-9.29908,-0.019156,0.0489543,-0.00744957,-17.9906,33.8871,33.0146,-0.257453,-0.166705,-9.85673,-0.00209469,-0.0425148,-0.010185,0.587814,-1.4962,-0.908384,0.0184102,0,-0.00891951,
Thu Sep 26 00:39:28 2019,14995604,1086.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5548,1234,0,28,12,-0.177171,-0.0430956,-9.46188,-0.0223487,0.0585323,0.00319267,-17.9906,33.8871,33.0146,-0.254678,-0.165096,-9.84613,-0.00439974,-0.0335324,0.00110635,0.566028,-1.48167,-0.915645,0.0180305,0,-0.00822666,
Thu Sep 26 00:39:28 2019,15005605,1086.03,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5548,1234,0,28,12,-0.129287,0.0430956,-9.29908,-0.0202203,0.0393763,-0.00106422,-17.9906,33.8871,33.0146,-0.25186,-0.163169,-9.83467,-0.0014023,-0.0526728,-0.00281805,0.541332,-1.46699,-0.925661,0.0176766,0,-0.00766793,
Thu Sep 26 00:39:28 2019,15015606,1087.86,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,28,32,-0.153229,-0.071826,-9.31823,0.00212845,0.0244772,0.00957802,-17.9906,33.8871,33.0146,-0.248887,-0.160816,-9.82235,0.0206877,-0.0659157,0.00785369,0.507359,-1.4515,-0.944143,0.0173289,0,-0.00753304,
Thu Sep 26 00:39:28 2019,15025607,1087.86,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,28,32,-0.071826,-0.0909797,-9.42358,0.0117065,0.0276698,0.0148991,-17.9906,33.8871,33.0146,-0.245706,-0.158237,-9.80924,0.0286063,-0.0604784,0.0124989,0.47115,-1.43487,-0.963721,0.0170073,0,-0.00696761,
Thu Sep 26 00:39:28 2019,15035608,1087.86,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,28,32,-0.0909797,-0.373495,-9.56244,-0.00744957,0.00957802,0.0212845,-17.9906,33.8871,33.0146,-0.242234,-0.155872,-9.79583,0.00825802,-0.0756349,0.0177201,0.432156,-1.41654,-0.984382,0.0166744,0,-0.00721249,
Thu Sep 26 00:39:28 2019,15045609,1087.86,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5354,5548,1234,0,26,10,-0.220267,-0.325611,-9.36133,-0.0436332,-0.00319267,0.0148991,-17.9906,33.8871,33.0146,-0.23859,-0.154218,-9.78236,-0.0266802,-0.0841278,0.0102147,0.386388,-1.39716,-1.01077,0.0163683,0,-0.0066324,
Thu Sep 26 00:39:28 2019,15056145,1087.86,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5544,1234,0,26,10,-0.167594,-0.023942,-9.50498,-0.0446974,-0.00638535,0.00851379,-17.9906,33.8871,33.0146,-0.235014,-0.153111,-9.76876,-0.0249545,-0.0824193,0.00330863,0.338675,-1.37814,-1.03947,0.0161266,0,-0.00523706,
Thu Sep 26 00:39:28 2019,15066146,1088.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5544,1234,0,26,10,0.143652,0.201113,-9.71088,-0.0297983,-0.0255414,0.00851379,-17.9906,33.8871,33.0146,-0.231244,-0.151684,-9.75539,-0.00801134,-0.0958149,0.00308494,0.287615,-1.3579,-1.07029,0.0158928,0,-0.00506539,
Thu Sep 26 00:39:28 2019,15076149,1088.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5544,1234,0,28,30,-0.0191536,0.363919,-9.27035,0.032991,-0.0500185,-0,-17.9906,33.8871,33.0146,-0.226827,-0.149105,-9.74237,0.0533322,-0.1128,-0.00527538,0.227851,-1.33375,-1.1059,0.015614,0,-0.00604149,
Thu Sep 26 00:39:28 2019,15086150,1088.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5544,1234,0,28,30,0.0143652,-0.0335188,-10.003,0.0787526,-0.0585323,0.0106422,-17.9906,33.8871,33.0146,-0.221815,-0.145336,-9.72979,0.0929732,-0.112647,0.00541868,0.163265,-1.30598,-1.14271,0.0153863,0,-0.00493214,
Thu Sep 26 00:39:28 2019,15096151,1088.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,8,30,-0.21069,-0.354342,-9.22725,0.042569,-0.0979086,0.019156,-17.9906,33.8871,33.0146,-0.216582,-0.141394,-9.71788,0.0505085,-0.141603,0.0131475,0.0904279,-1.27674,-1.18631,0.0151894,0,-0.00426613,
Thu Sep 26 00:39:28 2019,15106152,1088.02,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,8,30,-0.158017,-0.368707,-9.85932,0.0117065,-0.116,0.0415047,-17.9906,33.8871,33.0146,-0.21151,-0.138302,-9.70647,0.0165519,-0.147203,0.0334038,0.00769096,-1.24831,-1.24062,0.0150983,0,-0.00197537,
Thu Sep 26 00:39:28 2019,15116153,1087.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,8,28,-0.0861913,0.0526724,-9.20331,-0.019156,-0.134092,0.0372479,-17.9906,33.8871,33.0146,-0.206648,-0.13593,-9.69538,-0.0145814,-0.151772,0.0263626,-0.0779594,-1.22102,-1.29898,0.0150658,0,-0.000703263,
Thu Sep 26 00:39:28 2019,15126154,1087.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,8,28,0.023942,0.272939,-9.34696,0.0287341,-0.164955,0.0361836,-17.9906,33.8871,33.0146,-0.201709,-0.133238,-9.68413,0.032318,-0.167596,0.0228743,-0.169452,-1.19323,-1.36268,0.0150254,0,-0.00087677,
Thu Sep 26 00:39:28 2019,15136155,1087.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,8,28,0.0143652,0.0191536,-9.68215,0.0595966,-0.204331,0.0287341,-17.9906,33.8871,33.0146,-0.19645,-0.129689,-9.67275,0.0588218,-0.189587,0.0134881,-0.271777,-1.1635,-1.43528,0.0150328,0,0.000161233,
Thu Sep 26 00:39:28 2019,15146156,1087.65,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5546,1234,0,8,28,0.0191536,-0.435745,-9.56244,0.042569,-0.234129,0.00532112,-17.9906,33.8871,33.0146,-0.190829,-0.12607,-9.66194,0.0370412,-0.199831,-0.0104214,-0.383337,-1.13148,-1.51482,0.0150577,0,0.000540047,
Thu Sep 26 00:39:28 2019,15156157,1087.07,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,8,28,-0.134075,-0.392649,-9.8689,-0.00638535,-0.263928,0.00851379,-18.3469,33.5285,33.3604,-0.185042,-0.123457,-9.65207,-0.0135682,-0.20845,-0.00680962,-0.500301,-1.0983,-1.5986,0.0151726,0,0.00248929,
Thu Sep 26 00:39:28 2019,15166158,1087.07,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,8,28,-0.047884,0.0047884,-9.52892,-0.019156,-0.290533,0.00106422,-18.3469,33.5285,33.3604,-0.179329,-0.121748,-9.64326,-0.0252135,-0.212495,-0.0136591,-0.620893,-1.06537,-1.68626,0.0153683,0,0.0042392,
Thu Sep 26 00:39:28 2019,15176159,1087.07,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5534,1232,0,30,12,0.138864,0.162806,-9.98382,-0.00957802,-0.321396,0.0138349,-18.3469,33.5285,33.3604,-0.17351,-0.119933,-9.63551,-0.0143959,-0.219467,-0.000532915,-0.744641,-1.03164,-1.77628,0.0155897,0,0.00479837,
Thu Sep 26 00:39:28 2019,15186160,1087.07,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5534,1232,0,30,12,-0.0909797,0.124498,-9.89763,0.0319267,-0.352258,0.0159634,-18.3469,33.5285,33.3604,-0.1674,-0.117389,-9.62922,0.0260966,-0.225018,0.00129977,-0.871977,-0.995962,-1.86794,0.015816,0,0.00490174,
Thu Sep 26 00:39:28 2019,15196161,1087.07,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5538,1240,0,6,28,0.196325,-0.158017,-9.85932,0.0276698,-0.383121,0.00532112,-18.3469,33.5285,33.3604,-0.161032,-0.114379,-9.62453,0.0192755,-0.229247,-0.00924418,-1.00211,-0.95855,-1.96066,0.0161278,0,0.00675591,
Thu Sep 26 00:39:28 2019,15206162,1087.07,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5538,1240,0,6,28,0.191536,-0.0957681,-9.76355,0.0138349,-0.402277,-0.00106422,-18.3469,33.5285,33.3604,-0.154132,-0.111465,-9.62107,0.00379932,-0.221054,-0.0147852,-1.13112,-0.917815,-2.04893,0.0164229,0,0.0063948,
Thu Sep 26 00:39:28 2019,15216163,1086.68,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1234,0,28,14,0.138864,0.0335188,-9.57202,0.0393763,-0.42569,-0.0138349,-18.3469,33.5285,33.3604,-0.146559,-0.108675,-9.61835,0.02729,-0.216794,-0.0259075,-1.25655,-0.872973,-2.12952,0.0167273,0,0.00659552,
Thu Sep 26 00:39:28 2019,15226164,1086.68,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5548,1234,0,28,14,0.100556,-0.124498,-9.60554,0.0351194,-0.442717,-0.00532112,-18.3469,33.5285,33.3604,-0.138538,-0.105857,-9.6159,0.0201773,-0.205971,-0.0156268,-1.37766,-0.825414,-2.20308,0.0170682,0,0.00738541,
Thu Sep 26 00:39:28 2019,15236165,1086.68,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,10,-0.0287304,-0.215478,-9.48583,0.019156,-0.461873,-0.00106422,-18.3469,33.5285,33.3604,-0.130382,-0.103286,-9.61347,0.00239497,-0.197325,-0.0102328,-1.4932,-0.777024,-2.27022,0.0174489,0,0.00824907,
Thu Sep 26 00:39:28 2019,15246166,1086.68,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,10,-0.21069,-0.287304,-9.39006,-0.0106422,-0.471451,0.00319267,-18.3469,33.5285,33.3604,-0.122586,-0.101338,-9.61079,-0.0271192,-0.179507,-0.00525856,-1.60115,-0.730768,-2.33192,0.0178903,0,0.00956252,
Thu Sep 26 00:39:28 2019,15256167,1086.7,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,28,10,-0.311246,-0.186748,-9.40442,-0.0255414,-0.479965,0.00212845,-18.3469,33.5285,33.3604,-0.115707,-0.100096,-9.60761,-0.0397708,-0.161508,-0.0057772,-1.69885,-0.689996,-2.38884,0.0183993,0,0.0110281,
Thu Sep 26 00:39:28 2019,15266168,1086.7,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5554,1234,0,28,10,-0.459687,-0.0526724,-9.4954,-0.0212845,-0.489543,0.0042569,-18.3469,33.5285,33.3604,-0.110197,-0.099254,-9.60401,-0.0328732,-0.145447,-0.00317596,-1.78678,-0.657385,-2.44417,0.0189718,0,0.0124052,
