today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Wed Sep 25 23:56:46 2019,44131989,4501.8,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5528,1210,8,28,30,-0.627281,-0.742203,-10.5489,0.0287341,-0.0532112,0.0148991,-15.675,33.7078,31.8047,-3.40305,221.177,-3.94277,0.00415191,-3.93862,8.05796e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44141990,4501.8,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5528,1210,8,28,30,-1.20189,-0.316035,-9.30387,0.0106422,-0.019156,0.0202203,-15.675,33.7078,31.8047,-7.36081,221.454,-4.03665,-0.00569031,-4.04234,8.01202e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44151991,4501.8,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5544,1210,6,30,12,-0.627281,-0.0622492,-9.90242,0.0127707,-0.0468259,0.0148991,-15.675,33.7078,31.8047,-3.62463,221.748,-4.12784,0.00224736,-4.12559,7.98707e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44161992,4501.8,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5544,1210,6,30,12,-1.06303,-0.282516,-8.72926,0.0117065,-0.0287341,0.00744957,-15.675,33.7078,31.8047,-6.94314,222.03,-4.21604,-0.00304074,-4.21908,7.95192e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44171993,4501.8,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5546,1210,8,28,14,-0.756568,-0.502782,-10.726,-0.0202203,-0.032991,0.0117065,-15.675,33.7078,31.8047,-4.03472,222.317,-4.30116,-0.00173392,-4.3029,7.93824e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44181994,4499.78,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5546,1210,8,28,14,-0.837971,0.35913,-8.93516,-0.00212845,-0.0361836,0.0042569,-15.675,33.7078,31.8047,-5.35773,222.605,-4.38204,-0.000821543,-4.38286,7.90878e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44191995,4499.78,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5546,1214,4,6,30,-1.03908,-0.47884,-9.64863,0.0202203,-0.0383121,0.00319267,-15.675,33.7078,31.8047,-6.14663,222.892,-4.45922,-0.000273513,-4.45949,7.88091e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44201996,4499.78,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5546,1214,4,6,30,-0.948104,-0.387861,-10.5632,-0.00638535,-0.0127707,0.0148991,-15.675,33.7078,31.8047,-5.12886,223.171,-4.53451,-0.0073699,-4.54188,7.85404e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44211997,4499.78,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1218,6,30,14,-0.905008,0.162806,-10.1993,0.0223487,-0.0457616,0.00851379,-15.675,33.7078,31.8047,-5.07072,223.467,-4.60655,0.00221685,-4.60433,7.83431e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44221998,4501.38,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1218,6,30,14,-1.22583,-0.383072,-9.31823,0.0255414,-0.0234129,0.0106422,-15.675,33.7078,31.8047,-7.49434,223.747,-4.67656,-0.00420197,-4.68076,7.81501e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44231999,4501.38,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5538,1216,2,6,30,-0.68953,0.0143652,-9.94551,-0.00319267,-0.00638535,0.0180918,-15.675,33.7078,31.8047,-3.96602,224.029,-4.74564,-0.00857934,-4.75422,7.79319e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44242000,4501.38,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5538,1216,2,6,30,-0.732626,-0.234632,-11.1139,-0.00851379,-0.0106422,0.00851379,-14.9625,35.5008,32.4961,-3.77148,224.316,-4.80906,-0.00672346,-4.81578,7.76527e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44252001,4501.38,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5528,1216,2,28,30,-1.12049,0.0814029,-8.73884,0.0159634,-0.00212845,0.00319267,-14.9625,35.5008,32.4961,-7.30656,224.6,-4.86669,-0.00850945,-4.8752,7.74518e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44262002,4501.38,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5528,1216,2,28,30,-1.09654,-0.488417,-10.1945,0.00744957,-0.00532112,0.0148991,-14.9625,35.5008,32.4961,-6.13926,224.888,-4.92419,-0.00689192,-4.93108,7.71192e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44272003,4501.38,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5536,1218,2,6,28,-0.325611,-0.454898,-12.4115,-0.0042569,0.0170276,0.0234129,-14.9625,35.5008,32.4961,-1.50279,225.168,-4.97812,-0.0123896,-4.99051,7.67821e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44282004,4500.09,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5536,1218,2,6,28,-1.08697,0.608127,-7.72848,0.0234129,-0.00638535,0.0170276,-14.9625,35.5008,32.4961,-8.00582,225.461,-5.02486,-0.00484588,-5.02971,7.61222e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44292005,4500.09,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5540,1218,6,6,28,-1.1157,0.172383,-8.21211,0.0266056,-0.0138349,0.0202203,-14.9625,35.5008,32.4961,-7.73684,225.75,-5.07249,-0.00227369,-5.07477,7.59798e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44302006,4500.09,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5540,1218,6,6,28,-1.06781,-0.205901,-10.4196,0.00957802,-0.00106422,0.0212845,-14.9625,35.5008,32.4961,-5.85134,226.032,-5.12461,-0.00546571,-5.13008,7.5622e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44312007,4500.09,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5384,5550,1216,2,6,28,-1.27372,-0.550666,-10.9607,0.00851379,-0.019156,0.0202203,-14.9625,35.5008,32.4961,-6.6285,226.324,-5.17756,8.75446e-05,-5.17747,7.50695e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44322008,4500.19,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5384,5550,1216,2,6,28,-1.51792,-0.565032,-8.36055,-0.0042569,-0.0234129,0.0138349,-14.9625,35.5008,32.4961,-10.2904,226.612,-5.2342,0.00138435,-5.23282,7.4749e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44332009,4500.19,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5380,5556,1218,6,6,30,-0.727837,-0.0622492,-9.01656,-0.00212845,-0.0404405,0.00851379,-14.9625,35.5008,32.4961,-4.61504,226.903,-5.29631,0.00604474,-5.29026,7.48657e-05,0,0,
Wed Sep 25 23:56:46 2019,44342010,4500.19,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5380,5556,1218,6,6,30,-0.335188,0,-10.7308,-0.00212845,-0.0202203,0.0106422,-14.9625,35.5008,32.4961,-1.78911,227.184,-5.35325,9.33738e-05,-5.35316,7.45247e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44352011,4500.19,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5554,1218,2,8,30,-0.866701,0.263362,-10.3142,0.00319267,-0.032991,0.00851379,-14.9625,35.5008,32.4961,-4.80327,227.474,-5.39742,0.00368063,-5.39373,7.4464e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44362012,4500.19,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5554,1218,2,8,30,-1.06303,-0.205901,-7.98227,0.00957802,-0.0489543,0.00532112,-16.5656,36.3973,34.3975,-7.58565,227.765,-5.43536,0.00783414,-5.42753,7.42238e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44372013,4500.19,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5546,1218,2,32,14,-0.919373,0.0383072,-9.31823,0.00638535,-0.0287341,0.00532112,-16.5656,36.3973,34.3975,-5.63479,228.046,-5.47374,0.00168689,-5.47205,7.43864e-05,0,0,
Wed Sep 25 23:56:46 2019,44382014,4499.51,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5546,1218,2,32,14,-0.823605,0.497994,-10.975,0.0170276,-0.0340552,0.0106422,-16.5656,36.3973,34.3975,-4.29164,228.334,-5.51003,0.00305946,-5.50697,7.41683e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44392015,4499.51,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5366,5546,1216,0,8,30,-0.837971,-0.316035,-10.8649,0.00638535,-0.0266056,0.0180918,-16.5656,36.3973,34.3975,-4.41029,228.618,-5.54002,0.000809581,-5.53921,7.38833e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44402016,4499.51,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5366,5546,1216,0,8,30,-1.06303,-0.148441,-7.82425,0.00212845,-0.0361836,0.0148991,-16.5656,36.3973,34.3975,-7.737,228.907,-5.56622,0.00340178,-5.56282,7.37027e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44412017,4499.51,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5396,5550,1218,0,32,14,-0.881066,0.493206,-9.61033,-0.00106422,-0.0436332,0.0148991,-16.5656,36.3973,34.3975,-5.23819,229.196,-5.5929,0.00519626,-5.5877,7.36369e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44422018,4499.2,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5396,5550,1218,0,32,14,-0.756568,-0.047884,-10.7404,0.0148991,-0.0223487,0.0159634,-16.5656,36.3973,34.3975,-4.02934,229.476,-5.61718,-0.00107017,-5.61825,7.33952e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44432019,4499.2,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5558,1218,2,8,30,-0.54109,-0.742203,-10.0844,0.00532112,-0.0361836,0.0170276,-16.5656,36.3973,34.3975,-3.07133,229.767,-5.63365,0.00281302,-5.63083,7.32439e-05,-0,-0,
Wed Sep 25 23:56:46 2019,44442020,4499.2,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5382,5558,1218,2,8,30,-1.0726,0.0574608,-8.57124,-0.00744957,-0.0308625,0.0117065,-16.5656,36.3973,34.3975,-7.1329,230.052,-5.64377,0.00112183,-5.64265,7.27532e-05,-0,-0,
