today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Wed Sep 25 23:57:07 2019,64885471,4499.4,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5380,5536,1240,0,8,30,-0.746991,-0.21069,-9.48104,0.0212845,-0.0202203,0.0202203,-17.9906,36.0387,31.2861,-4.50491,261.561,-1.42633,-0.00821285,-1.43454,0.000180281,-0,-0,
Wed Sep 25 23:57:07 2019,64895472,4499.4,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5380,5536,1240,0,8,30,-0.641646,-0.205901,-9.53371,0.0180918,-0.0234129,0.0212845,-17.9906,36.0387,31.2861,-3.85037,261.849,-1.5247,-0.00683053,-1.53153,-5.66558e-05,-0,-0,
Wed Sep 25 23:57:07 2019,64905475,4499.4,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5380,5536,1240,0,8,30,-0.665588,-0.162806,-9.52413,0,-0.0383121,0.019156,-17.9906,36.0387,31.2861,-3.99758,262.139,-1.62425,-0.00232029,-1.62657,-5.52765e-05,0,0,
Wed Sep 25 23:57:07 2019,64915476,4499.4,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5400,5550,1238,0,8,32,-0.565032,-0.23942,-9.38048,-0.00851379,-0.0478901,0.019156,-17.9906,36.0387,31.2861,-3.44704,262.429,-1.72363,0.000335317,-1.7233,-5.30925e-05,0,0,
Wed Sep 25 23:57:07 2019,64925477,4509.54,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5400,5540,1234,0,8,30,-0.378284,-0.0814029,-9.52892,-0.0148991,-0.0553397,0.0180918,-17.9906,36.0387,31.2861,-2.27336,262.717,-1.82049,0.0021994,-1.81829,-5.10698e-05,0,0,
Wed Sep 25 23:57:07 2019,64935478,4509.54,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5400,5540,1234,0,8,30,-0.531513,0.0909797,-9.70131,-0.00638535,-0.0564039,0.019156,-17.9906,36.0387,31.2861,-3.13597,263.004,-1.91275,0.002142,-1.91061,-4.91785e-05,0,0,
Wed Sep 25 23:57:07 2019,64945479,4509.54,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1240,0,6,32,-0.641646,0.215478,-9.59596,0.00319267,-0.0595966,0.0042569,-17.9906,36.0387,31.2861,-3.82546,263.291,-2.00162,0.00266123,-1.99896,-4.71687e-05,0,0,
Wed Sep 25 23:57:07 2019,64955480,4509.54,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1240,0,6,32,-0.641646,0.0287304,-9.75398,0.0117065,-0.0489543,-0.00638535,-17.9906,36.0387,31.2861,-3.76367,263.575,-2.08912,-0.00067315,-2.08979,-4.51454e-05,0,0,
Wed Sep 25 23:57:07 2019,64965481,4499.43,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1240,0,6,32,-0.684742,-0.153229,-9.60075,0.0159634,-0.0393763,-0.00851379,-17.9906,36.0387,31.2861,-4.07953,263.859,-2.17586,-0.00343171,-2.17929,-4.31682e-05,0,0,
Wed Sep 25 23:57:07 2019,64975482,4499.43,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5378,5546,1234,0,6,30,-0.708684,-0.196325,-9.73004,0.019156,-0.032991,-0.0159634,-17.9906,36.0387,31.2861,-4.16576,264.143,-2.2622,-0.00505787,-2.26725,-4.12956e-05,0,0,
Wed Sep 25 23:57:07 2019,64985483,4499.43,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5538,1234,0,8,28,-0.775721,-0.134075,-9.76355,0.0127707,-0.019156,-0.00957802,-17.9906,36.0387,31.2861,-4.54265,264.426,-2.34866,-0.00857142,-2.35723,-3.94739e-05,0,0,
Wed Sep 25 23:57:07 2019,64995484,4499.43,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5538,1234,0,8,28,-0.837971,-0.0622492,-9.63906,0.00532112,-0.0117065,-0.00319267,-17.9906,36.0387,31.2861,-4.96852,264.71,-2.4361,-0.0100145,-2.44611,-3.77073e-05,0,0,
