today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],Filter accY,Filter accX,Filter accY,Filter gyroY, Filter gyroX, Filter gyroZ,Pitch(acc),Pitch(gyro), Comp Filter,P,I,D,
Thu Sep 26 00:39:58 2019,54738594,1089.25,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5390,5548,1180,24,16,28,-1.36469,-0.335188,-7.31668,-0.312882,0.416112,0.0489543,-13.1813,35.5008,34.916,-1.43218,-0.0780527,-9.35484,-0.308922,0.297037,0.0318966,1.70405,-8.70412,-7.00007,0.0366769,0,-0.00955986,
Thu Sep 26 00:39:58 2019,54748595,1088.43,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5390,5548,1180,24,16,28,-1.72861,0.737414,-1.58975,-0.20646,0.205395,0.0436332,-13.1813,35.5008,34.916,-1.44425,-0.0852183,-9.36915,-0.179741,0.0584422,0.0238226,1.80589,-8.76315,-6.95726,0.0364932,0,-0.00397974,
Thu Sep 26 00:39:58 2019,54758596,1088.43,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5534,1184,18,6,28,-1.94409,1.39343,-4.36224,0.244772,0.114936,-0.0106422,-13.1813,35.5008,34.916,-1.45623,-0.0890626,-9.3609,0.268972,-0.0450629,-0.0304832,1.80972,-8.84235,-7.03263,0.0363645,0,-0.00278906,
Thu Sep 26 00:39:58 2019,54768597,1088.43,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5534,1184,18,6,28,-1.68552,0.0143652,-11.3916,0.528919,0.232001,-0.0340552,-13.1813,35.5008,34.916,-1.46858,-0.0889044,-9.3385,0.518711,0.0589082,-0.0505368,1.81369,-8.93722,-7.12353,0.0358362,0,-0.0114466,
Thu Sep 26 00:39:58 2019,54778598,1088.43,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5522,1190,22,28,28,-0.986411,-1.00078,-17.9517,0.286276,0.439525,-0.0127707,-13.1813,35.5008,34.916,-1.48029,-0.0880263,-9.3253,0.241358,0.240351,-0.0259395,1.89942,-9.01984,-7.12042,0.0351301,0,-0.0152988,
Thu Sep 26 00:39:58 2019,54788599,1089.81,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5522,1190,22,28,28,-0.21069,-1.5706,-15.208,-0.273506,0.465066,0.0319267,-13.1813,35.5008,34.916,-1.48907,-0.0902483,-9.33702,-0.316699,0.231389,0.0190614,2.03457,-9.06124,-7.02667,0.034648,0,-0.0104453,
Thu Sep 26 00:39:58 2019,54798600,1089.81,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5390,5536,1180,18,8,26,-0.790087,-0.521936,-7.48427,-0.594901,0.285212,0.0723673,-13.1813,35.5008,34.916,-1.49355,-0.0963423,-9.3652,-0.598103,0.0258415,0.056094,2.10826,-9.06117,-6.95292,0.0344841,0,-0.00355097,
Thu Sep 26 00:39:58 2019,54808601,1089.81,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5390,5536,1180,18,8,26,-1.37427,0.909797,-1.11091,-0.356515,0.0830095,0.0542754,-13.1813,35.5008,34.916,-1.495,-0.103164,-9.38516,-0.317868,-0.183714,0.0337778,2.06303,-9.05086,-6.98783,0.03424,0,-0.00529019,
Thu Sep 26 00:39:58 2019,54818602,1089.81,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5396,5554,1186,18,8,28,-2.2314,1.92494,-3.36146,0.259671,0.094716,-0,-13.1813,35.5008,34.916,-1.49613,-0.105974,-9.38033,0.301142,-0.170149,-0.0213814,1.96166,-9.06218,-7.10053,0.0340161,0,-0.00485156,
Thu Sep 26 00:39:58 2019,54828603,1089.81,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5396,5554,1186,18,8,28,-1.75256,1.04866,-10.4291,0.66514,0.27457,-0.0457616,-13.1813,35.5008,34.916,-1.49868,-0.102665,-9.35773,0.664846,0.00374959,-0.0636284,1.91399,-9.09892,-7.18493,0.0335523,0,-0.0100473,
Thu Sep 26 00:39:58 2019,54838604,1089.81,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5540,1174,20,30,10,-0.588974,-0.363919,-16.6636,0.47358,0.475708,-0.0351194,-13.1813,35.5008,34.916,-1.50133,-0.0957959,-9.34031,0.424034,0.183215,-0.0480908,1.96755,-9.13141,-7.16386,0.0327546,0,-0.0172852,
Thu Sep 26 00:39:58 2019,54848605,1089.08,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5540,1174,20,30,10,0.435745,-2.05901,-16.4242,-0.180918,0.435268,0.0170276,-13.1813,35.5008,34.916,-1.50043,-0.0907897,-9.34591,-0.240743,0.115652,0.00600978,2.05317,-9.12069,-7.06753,0.0322101,0,-0.0117972,
Thu Sep 26 00:39:58 2019,54858606,1089.08,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5536,1190,18,28,12,0.220267,-0.943315,-9.27993,-0.667269,0.230937,0.0649177,-13.1813,35.5008,34.916,-1.49348,-0.0909864,-9.37124,-0.687274,-0.103378,0.0514181,2.05668,-9.05499,-6.9983,0.0317628,0,-0.00968972,
Thu Sep 26 00:39:58 2019,54868607,1089.08,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5536,1190,18,28,12,-0.560243,0.651223,-3.32315,-0.532112,0.00319267,0.0372479,-13.1813,35.5008,34.916,-1.48118,-0.093932,-9.39519,-0.49875,-0.3258,0.0204954,1.93373,-8.9591,-7.02537,0.0314368,0,-0.00706431,
Thu Sep 26 00:39:58 2019,54878608,1089.08,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5546,1180,24,6,28,-1.45567,1.86269,-2.46603,0.0925875,-0.0106422,-0.0180918,-13.1813,35.5008,34.916,-1.46655,-0.0941759,-9.399,0.143915,-0.323472,-0.0343448,1.74773,-8.86853,-7.1208,0.0308577,0,-0.0125467,
Thu Sep 26 00:39:58 2019,54888609,1089.06,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5546,1180,24,6,28,-1.6089,1.25935,-8.73405,0.659819,0.175597,-0.052147,-13.1813,35.5008,34.916,-1.45243,-0.0887246,-9.38303,0.676448,-0.128737,-0.0640348,1.61818,-8.79918,-7.181,0.0304055,0,-0.00979771,
Thu Sep 26 00:39:58 2019,54898610,1089.06,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5400,5534,1188,18,8,28,-0.909797,-0.545878,-16.5056,0.633213,0.429947,-0.0532112,-13.1813,35.5008,34.916,-1.43929,-0.0797818,-9.36739,0.593129,0.115087,-0.0594019,1.61427,-8.73516,-7.12089,0.0296935,0,-0.0154269,
Thu Sep 26 00:39:58 2019,54908611,1089.06,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5400,5534,1188,18,8,28,0.100556,-2.29843,-18.6077,0.0148991,0.470387,0.0159634,-13.1813,35.5008,34.916,-1.42498,-0.0733089,-9.37467,-0.0513572,0.133138,0.0122494,1.68538,-8.643,-6.95762,0.0293797,0,-0.00679887,
Thu Sep 26 00:39:58 2019,54918612,1089.06,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5400,5528,1182,18,28,12,-0.320823,-1.57538,-11.564,-0.602351,0.23945,0.110679,-13.1813,35.5008,34.916,-1.40748,-0.0734495,-9.40756,-0.639861,-0.110438,0.102197,1.69189,-8.509,-6.81711,0.0289612,0,-0.0090676,
Thu Sep 26 00:39:58 2019,54928613,1089.06,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5400,5528,1182,18,28,12,-1.1157,0.282516,-4.13718,-0.628957,-0.0585323,0.118129,-13.1813,35.5008,34.916,-1.38771,-0.078177,-9.44544,-0.610946,-0.397031,0.100639,1.54651,-8.35805,-6.81154,0.0288854,0,-0.00164357,
Thu Sep 26 00:39:58 2019,54938614,1089.06,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5410,5528,1190,18,28,30,-1.75734,1.45567,-0.799663,-0.0478901,-0.134092,0.0585323,-13.1813,35.5008,34.916,-1.36846,-0.0817874,-9.46392,-0.000905335,-0.445008,0.0347001,1.30528,-8.22779,-6.92251,0.0288394,0,-0.000996409,
Thu Sep 26 00:39:58 2019,54948615,1088.53,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5410,5528,1190,18,28,30,-2.09253,1.75734,-6.79953,0.607672,0.052147,-0.00532112,-13.1813,35.5008,34.916,-1.35201,-0.0801095,-9.45693,0.628556,-0.2368,-0.0298385,1.10996,-8.13619,-7.02623,0.028693,0,-0.0031706,
Thu Sep 26 00:39:58 2019,54958616,1088.53,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5576,1190,18,8,28,-1.51792,0.497994,-13.2878,0.693874,0.316075,-0.052147,-13.1813,35.5008,34.916,-1.33891,-0.073111,-9.44096,0.657521,0.0289223,-0.0724918,1.0504,-8.0718,-7.02139,0.028226,0,-0.0101198,
Thu Sep 26 00:39:58 2019,54968617,1088.53,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5576,1190,18,8,28,-0.248997,-1.62806,-18.5742,0.134092,0.389506,-0.0415047,-13.1813,35.5008,34.916,-1.32693,-0.0653692,-9.43974,0.0636174,0.0897312,-0.0562747,1.0844,-8.00157,-6.91718,0.0282309,0,0.000107613,
Thu Sep 26 00:39:58 2019,54978618,1088.53,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5554,1178,18,28,10,0.110133,-1.82917,-12.5121,-0.574681,0.156441,0.0266056,-13.1813,35.5008,34.916,-1.31277,-0.0623679,-9.4624,-0.622575,-0.14815,0.0137487,1.06766,-7.89852,-6.83086,0.0282598,0,0.000625715,
Thu Sep 26 00:39:58 2019,54988619,1089.92,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5554,1178,18,28,10,-0.220267,-0.632069,-4.99909,-0.684296,-0.137285,0.0595966,-13.1813,35.5008,34.916,-1.29508,-0.0649718,-9.49328,-0.674969,-0.423282,0.0441753,0.903956,-7.7684,-6.86445,0.028369,0,0.00236549,
Thu Sep 26 00:39:58 2019,54998620,1089.92,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5522,1186,20,30,12,-1.53229,1.36948,-0.220267,-0.160698,-0.237322,0.0297983,-13.1813,35.5008,34.916,-1.27577,-0.068736,-9.50714,-0.114653,-0.488159,0.0117875,0.642847,-7.64292,-7.00007,0.0282001,0,-0.00365883,
Thu Sep 26 00:39:58 2019,55008621,1089.92,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5522,1186,20,30,12,-1.71425,1.48919,-6.79953,0.529984,-0.0532112,-0.00532112,-13.1813,35.5008,34.916,-1.258,-0.068527,-9.49549,0.558305,-0.273874,-0.0229823,0.424541,-7.54685,-7.1223,0.0280988,0,-0.0021954,
Thu Sep 26 00:39:58 2019,55018622,1089.92,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5544,1188,20,6,28,-0.967257,0.363919,-12.6318,0.704516,0.196881,-0.0276698,-13.1813,35.5008,34.916,-1.24259,-0.0636303,-9.47395,0.678236,-0.0136493,-0.0424946,0.342171,-7.47219,-7.13002,0.0276209,0,-0.0103536,
Thu Sep 26 00:39:58 2019,55028623,1089.92,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5544,1188,20,6,28,0.588974,-1.83396,-18.1959,0.19156,0.276698,-0.00319267,-13.1813,35.5008,34.916,-1.22669,-0.058548,-9.46591,0.127786,0.0616323,-0.0153963,0.355917,-7.3838,-7.02789,0.0271524,0,-0.0101509,
Thu Sep 26 00:39:58 2019,55038624,1089.92,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5534,1192,24,28,10,0.890643,-1.80044,-12.4977,-0.519341,0.0893948,0.0532112,-13.1813,35.5008,34.916,-1.20646,-0.0584939,-9.48088,-0.565715,-0.125234,0.0399972,0.337697,-7.25203,-6.91434,0.0269727,0,-0.00389339,
Thu Sep 26 00:39:58 2019,55048625,1089.72,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5534,1192,24,28,10,0.0574608,-0.521936,-5.43484,-0.701324,-0.173469,0.0659819,-13.1813,35.5008,34.916,-1.18111,-0.0638454,-9.50467,-0.692198,-0.368026,0.0487943,0.196388,-7.08362,-6.88723,0.0271276,0,0.00335533,
Thu Sep 26 00:39:58 2019,55058626,1089.72,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5580,1186,18,26,10,-1.35991,1.42694,-1.14443,-0.22668,-0.305432,0.019156,-13.1813,35.5008,34.916,-1.15379,-0.0698386,-9.5137,-0.177215,-0.463581,-0.000348415,-0.0418499,-6.91487,-6.95672,0.0269542,0,-0.00375733,
Thu Sep 26 00:39:58 2019,55068627,1089.72,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5580,1186,18,26,10,-1.55623,1.29287,-6.79474,0.482094,-0.155377,-0.0457616,-13.1813,35.5008,34.916,-1.12842,-0.071638,-9.49975,0.518633,-0.279495,-0.0626195,-0.254726,-6.77407,-7.0288,0.0270445,0,0.00195581,
Thu Sep 26 00:39:58 2019,55078628,1089.72,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5380,5562,1184,20,28,10,-1.23541,0.316035,-13.2447,0.730058,0.0872664,-0.0681104,-13.1813,35.5008,34.916,-1.10633,-0.0689288,-9.47752,0.712594,-0.0214329,-0.0786422,-0.340935,-6.65809,-6.99903,0.0266834,0,-0.0078233,
Thu Sep 26 00:39:58 2019,55088629,1089.87,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5380,5562,1184,20,28,10,0.0670376,-2.3128,-20.0443,0.29479,0.21923,-0.0223487,-13.1813,35.5008,34.916,-1.08567,-0.0665557,-9.47174,0.233826,0.108908,-0.0278545,-0.315876,-6.53885,-6.85472,0.0262986,0,-0.00833762,
Thu Sep 26 00:39:58 2019,55098630,1089.87,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5528,1184,20,6,30,-0.186748,-1.96325,-13.9534,-0.442717,0.0457616,0.0595966,-15.3188,34.425,33.1875,-1.06389,-0.0700529,-9.4942,-0.494249,-0.0644057,0.0533343,-0.303127,-6.39374,-6.69687,0.0262623,0,-0.000785646,
Thu Sep 26 00:39:58 2019,55108631,1089.87,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5528,1184,20,6,30,-0.871489,-0.593762,-6.62715,-0.708773,-0.205395,0.0957802,-15.3188,34.425,33.1875,-1.04106,-0.0794373,-9.53041,-0.707611,-0.297061,0.0836481,-0.40668,-6.23403,-6.64071,0.0268271,0,0.0122365,
Thu Sep 26 00:39:58 2019,55118632,1089.87,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5556,1186,18,28,12,-1.71425,1.49398,-0.397437,-0.292662,-0.373543,0.0649177,-15.3188,34.425,33.1875,-1.01968,-0.0892879,-9.55363,-0.247632,-0.429419,0.0469361,-0.614801,-6.09223,-6.70703,0.0272963,0,0.0101659,
Thu Sep 26 00:39:58 2019,55128633,1089.87,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5556,1186,18,28,12,-1.93451,1.88663,-5.15232,0.399084,-0.272441,-0.00212845,-15.3188,34.425,33.1875,-1.00215,-0.0939242,-9.55067,0.437853,-0.291355,-0.0214453,-0.821288,-5.99009,-6.81138,0.0276148,0,0.00690215,
Thu Sep 26 00:39:58 2019,55138634,1089.87,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5532,1186,18,28,14,-2.0638,1.06781,-11.6215,0.722608,-0.0500185,-0.052147,-15.3188,34.425,33.1875,-0.989537,-0.0918332,-9.53298,0.711203,-0.0478711,-0.0676465,-0.918469,-5.92617,-6.84464,0.0276931,0,0.00169694,
Thu Sep 26 00:39:58 2019,55148635,1088.46,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5532,1186,18,28,14,-0.703895,-1.2785,-18.2821,0.386313,0.116,-0.0457616,-15.3188,34.425,33.1875,-0.98065,-0.0869838,-9.52485,0.327479,0.121147,-0.0557119,-0.897477,-5.87829,-6.77577,0.0277895,0,0.00208878,
Thu Sep 26 00:39:58 2019,55158636,1088.46,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5534,1192,22,8,30,-0.0430956,-2.1452,-14.0396,-0.318203,0.0234129,0.00851379,-15.3188,34.425,33.1875,-0.972133,-0.0856481,-9.54019,-0.3771,0.0279706,0.00122862,-0.854758,-5.81829,-6.67305,0.028013,0,0.00484096,
Thu Sep 26 00:39:58 2019,55168637,1088.46,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5534,1192,22,8,30,-0.545878,-0.957681,-6.6894,-0.688553,-0.208588,0.0489543,-15.3188,34.425,33.1875,-0.961932,-0.0902621,-9.56827,-0.700726,-0.190751,0.0400916,-0.901391,-5.74086,-6.64225,0.0284056,0,0.00850797,
Thu Sep 26 00:39:58 2019,55178638,1088.46,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5546,1194,16,8,28,-2.02071,0.761356,-0.909797,-0.413983,-0.39802,0.0553397,-15.3188,34.425,33.1875,-0.951943,-0.0972569,-9.58459,-0.377296,-0.349445,0.0429245,-1.05615,-5.67203,-6.72818,0.0288974,0,0.0106556,
Thu Sep 26 00:39:58 2019,55188639,1088.63,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5546,1194,16,8,28,-2.00634,1.70946,-4.73573,0.227744,-0.34268,0.00744957,-15.3188,34.425,33.1875,-0.945433,-0.101144,-9.57583,0.271282,-0.259194,-0.00656331,-1.23051,-5.63861,-6.86912,0.0295482,0,0.0140994,
Thu Sep 26 00:39:58 2019,55198640,1088.63,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5400,5532,1180,18,26,10,-2.06859,1.00078,-10.3669,0.678975,-0.128771,-0.032991,-15.3188,34.425,33.1875,-0.943554,-0.0994285,-9.55125,0.681495,-0.0239519,-0.0446947,-1.31162,-5.64186,-6.95349,0.0297527,0,0.00443102,
Thu Sep 26 00:39:58 2019,55208641,1088.63,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5400,5532,1180,18,26,10,-0.248997,-0.512359,-15.9933,0.527855,0.102166,-0.032991,-15.3188,34.425,33.1875,-0.944305,-0.094465,-9.53183,0.478087,0.207677,-0.0407329,-1.25899,-5.65775,-6.91674,0.0297213,0,-0.000679708,
Thu Sep 26 00:39:58 2019,55218642,1088.63,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5538,1184,24,6,28,0.42138,-2.07338,-15.6724,-0.144735,0.0840737,0.0234129,-14.9625,34.7836,32.1504,-0.943452,-0.0915462,-9.53285,-0.208659,0.180625,0.0169999,-1.14775,-5.65208,-6.79983,0.0298743,0,0.00331541,
Thu Sep 26 00:39:58 2019,55228643,1088.63,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5538,1184,24,6,28,0.430956,-0.842759,-10.0844,-0.675782,-0.124514,0.0691746,-14.9625,34.7836,32.1504,-0.938143,-0.0937222,-9.55198,-0.700862,-0.0270314,0.0595823,-1.10375,-5.60929,-6.71304,0.0300284,0,0.00333723,
Thu Sep 26 00:39:58 2019,55238644,1088.63,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5534,1182,18,6,28,-0.814029,0.311246,-2.8922,-0.57681,-0.359708,0.0638535,-14.9625,34.7836,32.1504,-0.929301,-0.0986132,-9.56999,-0.545934,-0.242389,0.049457,-1.18093,-5.54637,-6.7273,0.0303374,0,0.00669653,
Thu Sep 26 00:39:58 2019,55248645,1091.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5534,1182,18,6,28,-1.46046,1.90578,-2.62883,0.0319267,-0.361836,0.019156,-14.9625,34.7836,32.1504,-0.92021,-0.101126,-9.56779,0.08551,-0.215587,0.00233947,-1.31213,-5.49369,-6.80583,0.0305773,0,0.00519702,
Thu Sep 26 00:39:58 2019,55258646,1091.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5548,1190,18,16,28,-1.87227,1.55623,-7.77158,0.636406,-0.155377,-0.0340552,-14.9625,34.7836,32.1504,-0.91371,-0.0976831,-9.54469,0.658897,0.00927831,-0.0489267,-1.37124,-5.46825,-6.83948,0.0307641,0,0.00404669,
Thu Sep 26 00:39:58 2019,55268647,1091.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5392,5548,1190,18,16,28,-0.656011,0.11971,-15.2989,0.690682,0.114936,-0.052147,-14.9625,34.7836,32.1504,-0.909844,-0.0893155,-9.51911,0.654763,0.276079,-0.0620574,-1.28949,-5.45979,-6.74928,0.030614,0,-0.00325187,
Thu Sep 26 00:39:58 2019,55278648,1091.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5532,1186,22,8,28,0.215478,-1.91536,-17.4681,0.0851379,0.154313,-0.0106422,-14.9625,34.7836,32.1504,-0.905674,-0.0814347,-9.51247,0.0173488,0.298258,-0.01683,-1.12495,-5.43869,-6.56365,0.0307905,0,0.00382471,
Thu Sep 26 00:39:58 2019,55288649,1088.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5532,1186,22,8,28,0.68953,-1.84354,-13.1346,-0.601287,-0.0649177,0.0638535,-14.9625,34.7836,32.1504,-0.898001,-0.0791584,-9.53028,-0.643329,0.0700524,0.0561753,-1.01944,-5.38287,-6.40231,0.0307241,0,-0.00143783,
Thu Sep 26 00:39:58 2019,55298650,1088.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5566,1184,24,6,28,-0.354342,-0.531513,-4.73573,-0.714095,-0.339488,0.0851379,-14.9625,34.7836,32.1504,-0.88642,-0.0825657,-9.55635,-0.696731,-0.19196,0.0718644,-1.05436,-5.29943,-6.35379,0.0312068,0,0.0104566,
Thu Sep 26 00:39:58 2019,55308651,1088.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5566,1184,24,6,28,-2.12605,1.77171,-1.76213,-0.156441,-0.420369,0.042569,-14.9625,34.7836,32.1504,-0.874501,-0.0864427,-9.56713,-0.101624,-0.245705,0.024869,-1.17974,-5.22272,-6.40246,0.031242,0,0.000762897,
Thu Sep 26 00:39:58 2019,55318652,1088.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5390,5550,1188,16,8,28,-2.69587,1.7334,-7.20655,0.554461,-0.214973,-0.0244772,-14.9625,34.7836,32.1504,-0.867186,-0.0851856,-9.55547,0.589884,-0.0201139,-0.0416405,-1.2559,-5.18555,-6.44144,0.0316393,0,0.00860845,
Thu Sep 26 00:39:58 2019,55328653,1088.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5390,5550,1188,16,8,28,-1.91057,0.785298,-13.9343,0.784333,0.061725,-0.0574681,-14.9625,34.7836,32.1504,-0.866116,-0.0780287,-9.53715,0.760263,0.254588,-0.0697647,-1.18872,-5.18909,-6.37781,0.031675,0,0.000773559,
Thu Sep 26 00:39:58 2019,55338654,1088.26,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5396,5566,1186,22,30,14,-0.191536,-1.403,-16.9701,0.285212,0.167083,-0.0351194,-14.9625,34.7836,32.1504,-0.868199,-0.0693914,-9.5335,0.215963,0.341086,-0.0422994,-1.01807,-5.20348,-6.22155,0.0319686,0,0.00636105,
Thu Sep 26 00:39:58 2019,55348655,1089.07,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5396,5566,1186,22,30,14,0.316035,-2.08774,-12.9239,-0.524663,-0.0532112,0.0361836,-14.9625,34.7836,32.1504,-0.868694,-0.0651035,-9.55155,-0.580152,0.107438,0.0298194,-0.889582,-5.19664,-6.08623,0.032224,0,0.00553473,
Thu Sep 26 00:39:58 2019,55358656,1089.07,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5556,1176,18,6,28,-0.23942,-1.06781,-5.84185,-0.766241,-0.354387,0.0670461,-14.9625,34.7836,32.1504,-0.865678,-0.0672067,-9.57793,-0.762809,-0.184128,0.0570128,-0.911552,-5.16451,-6.07607,0.0329097,0,0.0148555,
