today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],Filter accY,Filter accX,Filter accY,Filter gyroY, Filter gyroX, Filter gyroZ,Pitch(acc),Pitch(gyro), Comp Filter,P,I,D,
Thu Sep 26 00:39:58 2019,49647814,1086.13,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5374,5560,1188,20,8,28,0.521936,-2.21703,-17.1185,-0.678975,0.168147,0.0542754,-17.8125,34.7836,31.459,-0.645442,-0.175649,-9.594,-0.712989,0.142083,0.03676,0.197416,-3.84881,-3.6514,0.0177243,0,-0.00270299,
Thu Sep 26 00:39:58 2019,49657815,1086.13,1513,1510,1544,1513,1088,1514,-0.0469513,0.281685,1.43521,-0.281677,-0.5,-1.19209e-07,5382,5540,1192,16,30,12,-1.63285,0.823605,-0.526724,-0.758792,-0.468259,0.0659819,-17.8125,34.7836,31.459,-0.641194,-0.18034,-9.61145,-0.728533,-0.480324,0.0445674,0.100517,-3.81663,-3.71612,0.0183485,0,0.0135253,
Thu Sep 26 00:39:58 2019,49667816,1086.13,1513,1510,1544,1513,1088,1514,-0.0469513,0.281685,1.43521,-0.281677,-0.5,-1.19209e-07,5382,5540,1192,16,30,12,-1.34554,2.46603,-1.76213,0.310753,-0.496993,-0.00319267,-17.8125,34.7836,31.459,-0.638746,-0.182163,-9.60994,0.359435,-0.466746,-0.0258249,-0.170799,-3.8027,-3.9735,0.0191803,0,0.018023,
Thu Sep 26 00:39:58 2019,49677817,1086.13,1513,1510,1544,1513,1088,1514,-0.0469513,0.281685,1.43521,-0.281677,-0.5,-1.19209e-07,5394,5538,1186,22,6,28,-1.21625,0.339977,-13.9869,0.872664,-0.0042569,-0.0436332,-17.8125,34.7836,31.459,-0.639323,-0.177391,-9.58931,0.868,0.046259,-0.0626516,-0.29126,-3.81429,-4.10555,0.0191847,0,9.39751e-05,
Thu Sep 26 00:39:58 2019,49687818,1085.87,1513,1510,1544,1513,1088,1514,-0.0469513,0.281685,1.43521,-0.281677,-0.5,-1.19209e-07,5394,5538,1186,22,6,28,0.636858,-2.59531,-21.701,0.118129,0.2469,0.00638535,-17.8125,34.7836,31.459,-0.640402,-0.171834,-9.58278,0.0708047,0.284407,-0.00958216,-0.196531,-3.8233,-4.01983,0.019198,0,0.000289054,
Thu Sep 26 00:39:58 2019,49697819,1085.87,1513,1510,1544,1513,1088,1514,-0.0469513,0.281685,1.43521,-0.281677,-0.5,-1.19209e-07,5372,5572,1186,16,8,30,0.0143652,-1.61848,-10.6925,-0.799232,-0.0936517,0.0840737,-17.8125,34.7836,31.459,-0.638903,-0.172207,-9.60489,-0.814664,-0.0647645,0.0654814,-0.133608,-3.80563,-3.93924,0.0195016,0,0.00657674,
Thu Sep 26 00:39:58 2019,49707820,1085.87,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5372,5572,1186,16,8,30,-1.33596,1.45089,1.88184,-0.467194,-0.528919,0.0564039,-17.8125,34.7836,31.459,-0.635754,-0.176033,-9.62774,-0.426677,-0.47462,0.0331367,-0.288131,-3.77796,-4.06609,0.01993,0,0.00928351,
Thu Sep 26 00:39:58 2019,49717821,1085.87,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5394,5536,1192,16,6,28,-1.15879,1.41737,-5.6168,0.539562,-0.39802,-0.0148991,-17.8125,34.7836,31.459,-0.634073,-0.17632,-9.62415,0.575361,-0.306277,-0.0383223,-0.511841,-3.76941,-4.28125,0.0203459,0,0.00901147,
Thu Sep 26 00:39:58 2019,49727822,1085.87,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5394,5536,1192,16,6,28,-0.167594,-0.799663,-17.3149,0.750278,0.0404405,-0.0372479,-17.8125,34.7836,31.459,-0.633748,-0.172627,-9.6097,0.728607,0.143117,-0.0567359,-0.558583,-3.77313,-4.33171,0.0203422,0,-8.07405e-05,
Thu Sep 26 00:39:58 2019,49737823,1085.87,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5394,5524,1192,16,30,12,0.723049,-2.36068,-18.2725,-0.166019,0.126643,0.0319267,-17.8125,34.7836,31.459,-0.631786,-0.170996,-9.61542,-0.211982,0.216822,0.0141775,-0.455468,-3.75924,-4.21471,0.0207711,0,0.00929343,
Thu Sep 26 00:39:58 2019,49747824,1086.23,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5394,5524,1192,16,30,12,-0.756568,-0.684742,-7.43639,-0.793911,-0.211781,0.0776884,-17.8125,34.7836,31.459,-0.627112,-0.174715,-9.64222,-0.795959,-0.122736,0.056615,-0.428514,-3.72118,-4.14969,0.0213625,0,0.0128125,
Thu Sep 26 00:39:58 2019,49757825,1086.23,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5392,5546,1192,16,28,10,-1.23062,1.71425,0.684742,-0.319267,-0.519341,0.019156,-17.8125,34.7836,31.459,-0.622376,-0.179361,-9.66096,-0.272656,-0.403453,-0.00453168,-0.579256,-3.686,-4.26526,0.0220272,0,0.0144023,
Thu Sep 26 00:39:58 2019,49767826,1086.23,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5392,5546,1192,16,28,10,-1.04866,1.57538,-7.14909,0.552332,-0.379928,-0.0297983,-17.8125,34.7836,31.459,-0.619719,-0.178859,-9.65412,0.586918,-0.23123,-0.0513028,-0.76108,-3.6729,-4.43398,0.0224076,0,0.00824213,
Thu Sep 26 00:39:58 2019,49777827,1086.23,1513,1510,1545,1513,1088,1514,-0.0469513,0.281685,1.43638,-0.281677,-0.5,-1.19209e-07,5384,5532,1194,14,28,28,-0.608127,-0.349553,-17.8943,0.626828,0.0478901,-0.0212845,-17.8125,34.7836,31.459,-0.618663,-0.173463,-9.64115,0.608746,0.203107,-0.0389336,-0.769137,-3.67158,-4.44072,0.0223538,0,-0.00116641,
Thu Sep 26 00:39:58 2019,49787828,1086.84,1513,1510,1550,1513,1088,1514,-0.0469513,0.281685,1.44225,-0.281677,-0.5,-1.19209e-07,5384,5532,1194,14,28,28,0.512359,-2.14999,-17.2718,-0.177725,0.094716,0.0319267,-17.8125,34.7836,31.459,-0.617016,-0.169072,-9.64971,-0.214446,0.235322,0.0152874,-0.643536,-3.65859,-4.30213,0.0226418,0,0.00624017,
Thu Sep 26 00:39:58 2019,49797829,1086.84,1513,1510,1550,1513,1088,1514,-0.0469513,0.281685,1.44225,-0.281677,-0.5,-1.19209e-07,5380,5536,1192,14,6,28,-0.263362,-0.608127,-7.19218,-0.728994,-0.264992,0.0776884,-17.8125,34.7836,31.459,-0.613035,-0.169379,-9.67739,-0.724588,-0.124964,0.0577169,-0.611921,-3.62468,-4.2366,0.0232292,0,0.0127273,
Thu Sep 26 00:39:58 2019,49807830,1086.84,1513,1510,1550,1513,1088,1514,-0.0469513,0.281685,1.44225,-0.281677,-0.5,-1.19209e-07,5380,5536,1192,14,6,28,-1.403,1.95367,0.464475,-0.296919,-0.529984,0.0564039,-17.8125,34.7836,31.459,-0.608415,-0.170353,-9.69563,-0.24801,-0.363559,0.0321887,-0.751873,-3.59069,-4.34256,0.0237545,0,0.0113811,
Thu Sep 26 00:39:58 2019,49817831,1086.84,1513,1510,1554,1513,1088,1514,-0.0469513,0.281685,1.44695,-0.281677,-0.5,-1.19209e-07,5384,5544,1192,18,30,12,-1.35991,1.58975,-7.11078,0.544883,-0.351194,-0.0234129,-17.8125,34.7836,31.459,-0.606071,-0.165987,-9.68833,0.580934,-0.155999,-0.0472815,-0.900715,-3.57958,-4.4803,0.0241286,0,0.00810485,
Thu Sep 26 00:39:58 2019,49827832,1086.84,1513,1510,1554,1513,1088,1514,-0.0469513,0.281685,1.44695,-0.281677,-0.5,-1.19209e-07,5384,5544,1192,18,30,12,-0.368707,-0.526724,-17.3771,0.658755,0.00638535,-0.0489543,-17.8125,34.7836,31.459,-0.605878,-0.157018,-9.67447,0.640926,0.205535,-0.0679016,-0.886524,-3.58356,-4.47008,0.0241347,0,0.000133214,
Thu Sep 26 00:39:58 2019,49837833,1086.84,1513,1510,1561,1513,1088,1514,-0.0469513,0.281685,1.45516,-0.281677,-0.5,-1.19209e-07,5380,5554,1190,20,26,10,0.416591,-1.95367,-17.6548,-0.121322,0.117065,0.00638535,-17.8125,34.7836,31.459,-0.605,-0.149557,-9.68143,-0.161719,0.299393,-0.00914505,-0.741873,-3.57581,-4.31768,0.0244821,0,0.00752625,
Thu Sep 26 00:39:58 2019,49847834,1087.7,1513,1510,1561,1513,1088,1514,-0.0469513,0.281685,1.45516,-0.281677,-0.5,-1.19209e-07,5380,5554,1190,20,26,10,-0.512359,-1.25456,-7.96311,-0.736443,-0.164955,0.0457616,-17.8125,34.7836,31.459,-0.601958,-0.147533,-9.70849,-0.737752,0.00850216,0.0293827,-0.653667,-3.54798,-4.20165,0.0251076,0,0.0135522,
Thu Sep 26 00:39:58 2019,49857835,1087.7,1513,1510,1568,1513,1088,1514,-0.0469513,0.281685,1.46338,-0.281677,-0.5,-1.19209e-07,5374,5550,1192,14,6,28,-1.22104,1.58017,1.86748,-0.421433,-0.4938,0.00851379,-17.8125,34.7836,31.459,-0.598628,-0.147846,-9.72653,-0.372316,-0.302492,-0.00877063,-0.737889,-3.52188,-4.25977,0.0256179,0,0.0110581,
Thu Sep 26 00:39:58 2019,49867836,1087.7,1513,1510,1568,1513,1088,1514,-0.0469513,0.281685,1.46338,-0.281677,-0.5,-1.19209e-07,5374,5550,1192,14,6,28,-1.55144,1.92494,-5.3678,0.464002,-0.395891,-0.0276698,-17.8125,34.7836,31.459,-0.597574,-0.143958,-9.71538,0.509118,-0.177697,-0.0426305,-0.875453,-3.51972,-4.39517,0.0259378,0,0.00692998,
Thu Sep 26 00:39:58 2019,49877837,1087.7,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5584,1182,20,8,30,-0.306458,-0.392649,-14.6956,0.749214,-0.0042569,-0.0478901,-17.8125,34.7836,31.459,-0.598724,-0.135103,-9.69074,0.739571,0.218132,-0.0581819,-0.863869,-3.53542,-4.39929,0.0259752,0,0.000809698,
Thu Sep 26 00:39:58 2019,49887838,1085.6,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5384,5584,1182,20,8,30,0.497994,-2.53307,-18.1768,0.0904591,0.213909,-0.00744957,-17.8125,34.7836,31.459,-0.599088,-0.127805,-9.68157,0.0446821,0.413564,-0.0141661,-0.682902,-3.54091,-4.22381,0.0263837,0,0.00885101,
Thu Sep 26 00:39:58 2019,49897839,1085.6,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5396,5526,1188,22,8,28,-0.426168,-1.46046,-9.69173,-0.688553,-0.00532112,0.0691746,-17.8125,34.7836,31.459,-0.596911,-0.127176,-9.69396,-0.706356,0.172429,0.0607746,-0.515027,-3.52358,-4.0386,0.0268031,0,0.00908874,
Thu Sep 26 00:39:58 2019,49907840,1085.6,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5396,5526,1188,22,8,28,-1.76692,1.35512,0.794875,-0.604479,-0.413983,0.0595966,-15.4969,35.3215,31.6318,-0.594668,-0.129988,-9.70339,-0.565304,-0.230069,0.0466592,-0.53154,-3.50696,-4.0385,0.02723,0,0.00924935,
Thu Sep 26 00:39:58 2019,49917841,1085.6,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5380,5580,1186,16,8,30,-1.38864,2.08774,-4.02226,0.225616,-0.451231,-0.00851379,-15.4969,35.3215,31.6318,-0.595419,-0.128921,-9.68684,0.279513,-0.242211,-0.0224227,-0.666839,-3.51736,-4.1842,0.0276847,0,0.00985027,
Thu Sep 26 00:39:58 2019,49927842,1085.6,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5380,5580,1186,16,8,30,-1.73819,1.10133,-11.9423,0.803489,-0.122386,-0.0393763,-15.4969,35.3215,31.6318,-0.599787,-0.121198,-9.65324,0.810213,0.097785,-0.0499193,-0.708214,-3.5554,-4.26362,0.0277287,0,0.000954938,
Thu Sep 26 00:39:58 2019,49937843,1085.6,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5374,5562,1182,24,30,12,-0.325611,-1.73819,-19.5032,0.470387,0.291597,-0.0180918,-15.4969,35.3215,31.6318,-0.606418,-0.111266,-9.63079,0.421347,0.489958,-0.0250086,-0.539838,-3.60296,-4.1428,0.0275499,0,-0.0038743,
Thu Sep 26 00:39:58 2019,49947844,1086.95,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5374,5562,1182,24,30,12,-0.35913,-2.68151,-14.3077,-0.412919,0.247964,0.0340552,-15.4969,35.3215,31.6318,-0.61279,-0.10653,-9.63548,-0.462369,0.409214,0.0274014,-0.282244,-3.63896,-3.9212,0.0275925,0,0.000923448,
Thu Sep 26 00:39:58 2019,49957845,1086.95,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5374,5568,1172,18,28,28,-0.282516,-0.636858,-5.18584,-0.799232,-0.109615,0.0744957,-15.4969,35.3215,31.6318,-0.61756,-0.109098,-9.65371,-0.793832,0.0334765,0.0640561,-0.155422,-3.6603,-3.81572,0.0282452,0,0.0141401,
Thu Sep 26 00:39:58 2019,49967846,1086.95,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5374,5568,1172,18,28,28,-2.2697,1.30245,0.143652,-0.328845,-0.413983,0.0564039,-15.4969,35.3215,31.6318,-0.622607,-0.113538,-9.6571,-0.274641,-0.259556,0.041364,-0.220189,-3.68884,-3.90903,0.028534,0,0.00625709,
Thu Sep 26 00:39:58 2019,49977847,1086.95,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5374,5578,1182,22,6,28,-2.6001,2.07338,-5.27203,0.505507,-0.264992,-0.0117065,-15.4969,35.3215,31.6318,-0.631879,-0.113359,-9.63334,0.549621,-0.0930376,-0.0274019,-0.3212,-3.75283,-4.07403,0.0287728,0,0.00517557,
Thu Sep 26 00:39:58 2019,49987848,1086.11,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5374,5578,1182,22,6,28,-1.61848,0.746991,-13.8864,0.819453,0.125578,-0.0436332,-15.4969,35.3215,31.6318,-0.646555,-0.106919,-9.59816,0.803958,0.290766,-0.0556083,-0.264555,-3.85376,-4.11832,0.0287163,0,-0.00122428,
Thu Sep 26 00:39:58 2019,49997849,1086.11,1513,1510,1571,1513,1088,1514,-0.0469513,0.281685,1.4669,-0.281677,-0.5,-1.19209e-07,5380,5578,1180,16,8,28,0.263362,-1.97761,-18.3492,0.285212,0.374607,-0.0276698,-15.4969,35.3215,31.6318,-0.662804,-0.0991227,-9.57823,0.2223,0.505462,-0.0353978,-0.0364517,-3.9585,-3.99495,0.0288485,0,0.00286308,
Thu Sep 26 00:39:58 2019,50007850,1086.11,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5380,5578,1180,16,8,28,0.349553,-2.6432,-13.6182,-0.534241,0.217102,0.0383121,-15.4969,35.3215,31.6318,-0.67587,-0.097137,-9.58444,-0.58359,0.311128,0.0310747,0.197484,-4.03368,-3.83619,0.0288691,0,0.00044663,
Thu Sep 26 00:39:58 2019,50017851,1086.11,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5548,1188,16,28,26,-0.416591,-0.588974,-4.81713,-0.798168,-0.163891,0.0744957,-15.4969,35.3215,31.6318,-0.684759,-0.102365,-9.6015,-0.787395,-0.0816448,0.0632769,0.263227,-4.07931,-3.81608,0.0292218,0,0.00764316,
Thu Sep 26 00:39:58 2019,50027852,1086.11,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5548,1188,16,28,26,-1.66158,1.06303,-2.96881,-0.209652,-0.337359,0.0468259,-15.4969,35.3215,31.6318,-0.692332,-0.109365,-9.60561,-0.155489,-0.242221,0.0314237,0.170446,-4.12251,-3.95206,0.0291698,0,-0.00112696,
Thu Sep 26 00:39:58 2019,50037853,1086.11,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5566,1184,16,8,28,-1.91057,1.58017,-6.7708,0.552332,-0.102166,-0.0117065,-16.9219,35.3215,32.3232,-0.70198,-0.112415,-9.58966,0.589236,0.00267569,-0.0273632,0.101821,-4.18669,-4.08487,0.0293105,0,0.0030488,
Thu Sep 26 00:39:58 2019,50047854,1087.34,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5566,1184,16,8,28,-1.62806,0.675165,-13.2351,0.794976,0.271377,-0.0415047,-16.9219,35.3215,32.3232,-0.714869,-0.110158,-9.56693,0.771664,0.35909,-0.0535649,0.20546,-4.27337,-4.06791,0.0288753,0,-0.00942949,
Thu Sep 26 00:39:58 2019,50057855,1087.34,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5522,1188,24,30,12,0.00957681,-1.22104,-14.71,0.257542,0.395891,-0.0255414,-16.9219,35.3215,32.3232,-0.728832,-0.106065,-9.55527,0.189482,0.445648,-0.0335637,0.436,-4.36182,-3.92582,0.0286815,0,-0.00419974,
Thu Sep 26 00:39:58 2019,50067856,1087.34,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5388,5522,1188,24,30,12,0.545878,-2.57137,-12.4786,-0.483158,0.159634,0.0372479,-16.9219,35.3215,32.3232,-0.73986,-0.106013,-9.56056,-0.538377,0.178065,0.0296563,0.614681,-4.42511,-3.81043,0.0285061,0,-0.00379942,
Thu Sep 26 00:39:58 2019,50077857,1087.34,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5374,5550,1184,18,28,30,-0.368707,-0.775721,-6.47392,-0.725801,-0.188368,0.0734315,-16.9219,35.3215,32.3232,-0.746466,-0.112303,-9.57286,-0.725925,-0.174339,0.0619419,0.615748,-4.45875,-3.843,0.0284847,0,-0.000464978,
Thu Sep 26 00:39:58 2019,50087858,1086.36,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5374,5550,1184,18,28,30,-1.79086,0.876278,-5.52582,-0.253285,-0.282019,0.0553397,-16.9219,35.3215,32.3232,-0.751564,-0.120699,-9.57719,-0.210698,-0.252836,0.0393319,0.493371,-4.48706,-3.99369,0.0283297,0,-0.00335756,
Thu Sep 26 00:39:58 2019,50097859,1086.36,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5394,5536,1192,18,6,28,-1.75256,1.58496,-7.49864,0.43846,-0.0510828,-0.00106422,-16.9219,35.3215,32.3232,-0.758773,-0.125507,-9.56861,0.471247,-0.0132167,-0.0181531,0.417153,-4.53397,-4.11681,0.0282303,0,-0.00215473,
Thu Sep 26 00:39:58 2019,50107860,1086.36,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5394,5536,1192,18,6,28,-1.64721,0.42138,-10.8553,0.722608,0.260735,-0.0340552,-16.9219,35.3215,32.3232,-0.769059,-0.125217,-9.55425,0.703565,0.283457,-0.0482884,0.494571,-4.60204,-4.10747,0.0277401,0,-0.01062,
Thu Sep 26 00:39:58 2019,50117861,1086.36,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5374,5560,1184,22,6,26,-0.45011,-0.871489,-13.1346,0.337359,0.359708,-0.0244772,-16.9219,35.3215,32.3232,-0.780754,-0.123011,-9.54501,0.273162,0.350248,-0.0349604,0.676114,-4.67622,-4.00011,0.0274039,0,-0.00728468,
Thu Sep 26 00:39:58 2019,50127862,1086.36,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5374,5560,1184,22,6,26,-0.181959,-1.9824,-12.6749,-0.35013,0.134092,0.0244772,-16.9219,35.3215,32.3232,-0.791085,-0.123645,-9.54752,-0.410807,0.0995507,0.0150329,0.804972,-4.73658,-3.93161,0.0271805,0,-0.00484083,
Thu Sep 26 00:39:58 2019,50137863,1086.36,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5568,1184,20,8,28,-0.411803,-0.665588,-8.98783,-0.678975,-0.186239,0.0606608,-16.9219,35.3215,32.3232,-0.798708,-0.128952,-9.55858,-0.692033,-0.220819,0.0485049,0.770231,-4.7765,-4.00627,0.0273103,0,0.00281349,
Thu Sep 26 00:39:58 2019,50147864,1085.95,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5568,1184,20,8,28,-1.56102,0.962469,-6.73728,-0.372478,-0.323524,0.052147,-16.9219,35.3215,32.3232,-0.80509,-0.135539,-9.56789,-0.339002,-0.338033,0.0361933,0.610132,-4.80983,-4.1997,0.0272132,0,-0.0021052,
Thu Sep 26 00:39:58 2019,50157865,1085.95,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5390,5526,1186,18,8,28,-1.74298,1.652,-6.36858,0.25435,-0.137285,0.0117065,-16.9219,35.3215,32.3232,-0.812871,-0.138308,-9.56751,0.291725,-0.134539,-0.00574871,0.47475,-4.85628,-4.38153,0.0271435,0,-0.00151017,
Thu Sep 26 00:39:58 2019,50167866,1085.95,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5390,5526,1186,18,8,28,-1.5706,0.857124,-9.65821,0.667269,0.155377,-0.0266056,-16.9219,35.3215,32.3232,-0.823167,-0.135483,-9.55853,0.663131,0.153971,-0.0420686,0.480316,-4.92209,-4.44177,0.026893,0,-0.00542743,
Thu Sep 26 00:39:58 2019,50177867,1085.95,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5588,1190,20,30,14,-0.416591,-0.847547,-12.8904,0.45336,0.295854,-0.0319267,-16.9219,35.3215,32.3232,-0.834484,-0.130011,-9.55064,0.40087,0.271806,-0.0435852,0.602292,-4.99352,-4.39123,0.0266683,0,-0.00486674,
Thu Sep 26 00:39:58 2019,50187868,1087.67,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5378,5588,1190,20,30,14,0.0957681,-1.8579,-13.5225,-0.195817,0.119193,0.0170276,-16.9219,35.3215,32.3232,-0.843866,-0.127056,-9.55358,-0.256979,0.0752377,0.00710962,0.701713,-5.04783,-4.34612,0.0265196,0,-0.00322361,
Thu Sep 26 00:39:58 2019,50197869,1087.67,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5554,1176,22,6,28,-0.071826,-0.847547,-9.8258,-0.653434,-0.200074,0.0649177,-16.9219,35.3215,32.3232,-0.849546,-0.12898,-9.56716,-0.674712,-0.241322,0.0524514,0.654134,-5.07445,-4.42032,0.0265887,0,0.00149777,
Thu Sep 26 00:39:58 2019,50207870,1087.67,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5554,1176,22,6,28,-0.588974,0.814029,-5.96156,-0.517213,-0.399084,0.0649177,-16.9219,35.3215,32.3232,-0.852137,-0.132838,-9.58041,-0.486353,-0.415034,0.0479319,0.466102,-5.08285,-4.61675,0.0266641,0,0.0016344,
Thu Sep 26 00:39:58 2019,50217871,1087.67,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5554,1188,20,30,12,-1.24498,1.67594,-6.90009,0.0979086,-0.27457,0.0276698,-16.9219,35.3215,32.3232,-0.853646,-0.133549,-9.5834,0.145933,-0.262945,0.00798562,0.271875,-5.09022,-4.81834,0.0266205,0,-0.000945578,
Thu Sep 26 00:39:58 2019,50227872,1087.67,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5382,5554,1188,20,30,12,-1.34075,1.44131,-7.9296,0.623635,-0.0117065,-0.0180918,-16.9219,35.3215,32.3232,-0.855975,-0.128403,-9.5761,0.638423,0.00955155,-0.0367401,0.199283,-5.1079,-4.90862,0.0264042,0,-0.00468642,
Thu Sep 26 00:39:58 2019,50237873,1087.67,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5380,5558,1186,22,8,28,-0.794875,-0.426168,-12.7802,0.583195,0.197946,-0.0446974,-16.9219,35.3215,32.3232,-0.85933,-0.11931,-9.56681,0.545074,0.207954,-0.0592021,0.261594,-5.13277,-4.87118,0.0261701,0,-0.00507273,
Thu Sep 26 00:39:58 2019,50247874,1086.56,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5380,5558,1186,22,8,28,-0.105345,-1.58496,-12.8281,0.0255414,0.111744,-0.0117065,-16.9219,35.3215,32.3232,-0.862022,-0.111479,-9.5659,-0.0371467,0.105708,-0.0225239,0.351451,-5.14925,-4.7978,0.0261287,0,-0.000895305,
Thu Sep 26 00:39:58 2019,50257875,1086.56,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5394,5546,1180,22,8,28,0.158017,-1.83396,-11.1187,-0.555525,-0.180918,0.0415047,-16.9219,35.3215,32.3232,-0.86203,-0.109017,-9.57573,-0.592145,-0.185741,0.0304644,0.328524,-5.14404,-4.81552,0.0262671,0,0.0029979,
Thu Sep 26 00:39:58 2019,50267876,1086.56,1513,1510,1570,1513,1088,1514,-0.0469513,0.281685,1.46573,-0.281677,-0.5,-1.19209e-07,5394,5546,1180,22,8,28,-0.78051,-0.263362,-6.12437,-0.642791,-0.458681,0.0649177,-16.9219,35.3215,32.3232,-0.859321,-0.111559,-9.58745,-0.62539,-0.437468,0.0503305,0.149987,-5.12173,-4.97174,0.0264602,0,0.00418288,
