today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.004, kiei(I)=5e-09, kded(D)=0.0007,signal, mad_pitch
Thu Sep 26 02:01:29 2019,8339072,0,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,28,28,0.11971,-0.181959,10.2615,0.00638535,-0.0202203,0.0106422,24.7594,34.2457,-62.3994,179.332,0.292272,0.169245,0.279577,0.448822,9.90542e+30,6.19089e+22,1.73345e+32,0.211266,0,
Thu Sep 26 02:01:29 2019,8349073,1054.9,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,28,28,0.129287,-0.110133,10.094,0.00851379,-0.0234129,0.00957802,24.7594,34.2457,-62.3994,179.266,0.579666,0.831143,0.529673,1.36082,-0.157542,-6.19089e+22,-1.73345e+32,0.211266,39.5967,
Thu Sep 26 02:01:29 2019,8359076,1054.9,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5360,5528,1234,0,30,28,0.153229,-0.153229,10.0461,0.00638535,-0.0212845,0.00851379,24.7594,34.2457,-62.3994,179.126,0.865535,2.11032,0.755057,2.86537,-0.157057,3.03249e-12,0.00849098,0.211266,39.4754,
Thu Sep 26 02:01:29 2019,8369077,1054.9,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1238,0,30,28,0.0814029,-0.162806,10.1466,0.0117065,-0.0212845,0.00957802,24.7594,34.2457,-62.3994,179.54,1.15201,3.94954,0.959021,4.90856,-0.157292,-1.46875e-12,-0.00411251,0.211266,39.5342,
Thu Sep 26 02:01:29 2019,8379078,1054.9,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1238,0,30,28,0.0430956,-0.177171,10.2232,0.00851379,-0.0255414,0.0127707,24.7594,34.2457,-62.3994,179.759,1.43971,6.29514,1.1432,7.43834,-0.157515,-1.3978e-12,-0.00391384,0.211266,39.5901,
Thu Sep 26 02:01:29 2019,8389079,1054.9,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5388,5550,1238,0,30,28,0.153229,-0.268151,10.1418,0.0138349,-0.0266056,0.0117065,24.7594,34.2457,-62.3994,179.135,1.7265,9.09544,1.30653,10.402,-0.157739,-1.39551e-12,-0.00390743,0.211266,39.6459,
Thu Sep 26 02:01:29 2019,8399080,1053.63,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5550,1234,0,28,28,0.143652,-0.143652,10.1658,0.00532112,-0.0297983,0.00744957,24.7594,34.2457,-62.3994,179.191,2.01389,12.3003,1.45164,13.7519,-0.157964,-1.41153e-12,-0.00395229,0.211266,39.7024,
Thu Sep 26 02:01:29 2019,8409081,1053.63,1512,1511,1088,1513,1088,1940,-0.0939026,0.211266,0.9,-0.281677,-0.5,0.5,5406,5550,1234,0,28,28,0.023942,-0.23942,10.1849,0.0042569,-0.0276698,0.0127707,24.7594,34.2457,-62.3994,179.865,2.29976,15.8634,1.57747,17.4409,-0.158185,-1.38006e-12,-0.00386417,0.211266,39.7576,
Thu Sep 26 02:01:29 2019,8419082,1053.63,1512,1511,1088,1513,1088,1940,-0.0939026,0.211266,0.9,-0.281677,-0.5,0.5,5390,5538,1234,0,28,28,0.0766145,-0.153229,10.1801,0.00106422,-0.0223487,0.0127707,24.7594,34.2457,-62.3994,179.569,2.58471,19.7419,1.68578,21.4277,-0.158411,-1.4101e-12,-0.00394829,0.211266,39.814,
Thu Sep 26 02:01:29 2019,8429083,1053.63,1512,1511,1088,1513,1088,1940,-0.0939026,0.211266,0.9,-0.281677,-0.5,0.5,5392,5534,1234,0,28,28,0.129287,-0.124498,10.228,0.0106422,-0.0234129,0.0117065,24.7594,34.2457,-62.3994,179.276,2.8715,23.8941,1.78027,25.6744,-0.158639,-1.42403e-12,-0.00398727,0.211266,39.8709,
