today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0045, kiei(I)=5e-09, kded(D)=0.0006,signal, mad_pitch
Thu Sep 26 02:14:00 2019,6961224,0,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5554,1234,0,28,28,0.296881,-0.311246,-9.50977,0.0170276,-0.107487,0.0202203,-21.375,32.632,30.4219,1.78811,0.317272,0.00168754,0.303491,0.305179,1.15229e+31,6.40164e+22,1.53639e+32,0.281685,0,
Thu Sep 26 02:14:00 2019,6971225,1050.35,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5382,5546,1232,0,28,30,0.244209,-0.272939,-9.4954,0.0148991,-0.10323,0.0159634,-21.375,32.632,30.4219,1.47324,0.602531,0.00799075,0.549423,0.557414,0.197557,-6.40164e+22,-1.53639e+32,0.281685,-43.6199,
Thu Sep 26 02:14:00 2019,6981228,1050.35,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5382,5546,1232,0,28,30,0.186748,-0.258574,-9.60554,0.00532112,-0.101101,0.0117065,-21.375,32.632,30.4219,1.11379,0.888401,0.0192476,0.772964,0.792212,0.196526,-5.73044e-12,-0.0137531,0.281685,-43.3907,
Thu Sep 26 02:14:00 2019,6991229,1050.35,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5536,1234,0,26,28,0.225055,-0.282516,-9.65342,0,-0.100037,0.0180918,-21.375,32.632,30.4219,1.33552,1.17458,0.0342282,0.974882,1.00911,0.194938,-8.81948e-12,-0.0211668,0.281685,-43.0379,
Thu Sep 26 02:14:00 2019,7001230,1050.35,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5536,1234,0,26,28,0.229843,-0.263362,-9.73004,-0.00638535,-0.094716,0.00957802,-21.375,32.632,30.4219,1.35319,1.45953,0.0526555,1.15479,1.20745,0.193418,-8.44717e-12,-0.0202732,0.281685,-42.7001,
Thu Sep 26 02:14:00 2019,7011231,1050.35,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1234,0,28,28,0.138864,-0.244209,-9.53371,0,-0.0968444,0.0042569,-21.375,32.632,30.4219,0.834486,1.74662,0.0739202,1.3171,1.39102,0.191905,-8.40225e-12,-0.0201654,0.281685,-42.364,
Thu Sep 26 02:14:00 2019,7021232,1048.51,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1234,0,28,28,0.177171,-0.225055,-9.73482,-0.00638535,-0.0893948,0.0042569,-21.375,32.632,30.4219,1.04265,2.03096,0.0969348,1.45801,1.55495,0.190389,-8.42571e-12,-0.0202217,0.281685,-42.0269,
Thu Sep 26 02:14:00 2019,7031233,1048.51,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5540,1234,0,28,28,0.258574,-0.234632,-9.76355,-0.00744957,-0.0883306,-0.00638535,-21.375,32.632,30.4219,1.51704,2.31714,0.121815,1.5832,1.70501,0.188865,-8.46672e-12,-0.0203201,0.281685,-41.6883,
Thu Sep 26 02:14:00 2019,7041234,1048.51,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5540,1234,0,28,28,0.215478,-0.143652,-9.6199,-0.00851379,-0.0851379,-0.0106422,-21.375,32.632,30.4219,1.28317,2.6027,0.149179,1.69118,1.84036,0.187344,-8.44641e-12,-0.0202714,0.281685,-41.3504,
Thu Sep 26 02:14:00 2019,7051235,1048.51,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5546,1234,0,28,28,0.23942,-0.215478,-9.65342,-0.00212845,-0.0798168,-0.00851379,-21.375,32.632,30.4219,1.42074,2.88766,0.17885,1.78303,1.96188,0.185814,-8.5042e-12,-0.0204101,0.281685,-41.0102,
