today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.003, kiei(I)=1e-08, kded(D)=0.0005,
Thu Sep 26 01:33:04 2019,63575831,0,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5392,5558,1240,0,28,26,-0.00957681,-0.047884,9.663,0.0319267,0.00532112,-0.00319267,25.8281,33.8871,-60.3252,-179.943,0.284955,-0.169822,0.272578,0.102755,7.31688e+30,1.21948e+23,1.21948e+32,
Thu Sep 26 01:33:04 2019,63585832,1073.76,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5390,5538,1234,0,26,28,0.0047884,-0.282516,10.0413,0.00851379,0.00212845,-0.00532112,25.8281,33.8871,-60.3252,179.973,0.572349,-0.494366,0.523295,0.0289285,-0.0844455,-1.21948e+23,-1.21948e+32,
Thu Sep 26 01:33:04 2019,63595835,1073.76,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5538,1234,0,26,28,-0.158017,-0.349553,10.0748,0.0266056,0.00319267,-0.00319267,25.8281,33.8871,-60.3252,-179.102,0.858523,-0.788613,0.749564,-0.0390499,-0.0843947,8.4753e-13,0.00084753,
Thu Sep 26 01:33:04 2019,63605836,1073.76,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5396,5556,1234,0,28,28,-0.138864,-0.268151,10.1227,0.0159634,0.00744957,-0.0042569,25.8281,33.8871,-60.3252,-179.214,1.14378,-1.39222,0.952899,-0.439319,-0.0843097,1.4164e-12,0.0014164,
Thu Sep 26 01:33:04 2019,63615837,1073.76,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5396,5556,1234,0,28,28,-0.0622492,-0.0957681,10.2424,0.0127707,0.00532112,0.00106422,25.8281,33.8871,-60.3252,-179.652,1.43087,-2.61611,1.13711,-1.47901,-0.0844276,-1.96543e-12,-0.00196543,
Thu Sep 26 01:33:04 2019,63625838,1073.76,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5550,1238,0,28,26,-0.0287304,0.0383072,10.2472,0.0170276,0.00851379,0.00638535,25.8281,33.8871,-60.3252,-179.84,1.71644,-4.40408,1.29991,-3.10417,-0.0845557,-2.13451e-12,-0.00213451,
Thu Sep 26 01:33:04 2019,63635839,1073.34,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5390,5550,1238,0,28,26,-0.167594,-0.0191536,10.4148,0.0212845,0.00212845,0.0138349,25.8281,33.8871,-60.3252,-179.078,2.00474,-6.70147,1.44659,-5.25488,-0.084682,-2.10495e-12,-0.00210495,
Thu Sep 26 01:33:04 2019,63645840,1073.34,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5390,5546,1234,0,28,28,-0.124498,-0.148441,10.319,0.00212845,0,0.0244772,25.8281,33.8871,-60.3252,-179.309,2.29183,-9.45529,1.57419,-7.8811,-0.0850087,-5.44481e-12,-0.00544481,
Thu Sep 26 01:33:04 2019,63655841,1073.34,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5546,1234,0,28,28,-0.0861913,-0.234632,10.2232,0.0202203,-0.00106422,0.0351194,25.8281,33.8871,-60.3252,-179.517,2.57862,-12.6163,1.6847,-10.9316,-0.0851228,-1.90182e-12,-0.00190182,
Thu Sep 26 01:33:04 2019,63665842,1073.34,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5392,5536,1234,0,28,26,-0.201113,-0.114922,10.1323,0.0148991,0.00638535,0.0351194,25.8281,33.8871,-60.3252,-178.863,2.86296,-16.1378,1.77713,-14.3607,-0.0850292,1.55983e-12,0.00155983,
Thu Sep 26 01:33:04 2019,63675843,1072.49,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5392,5536,1234,0,28,26,-0.320823,0.0430956,10.0365,0.0340552,0.0117065,0.0255414,25.8281,33.8871,-60.3252,-178.169,3.14792,-19.9744,1.85558,-18.1188,-0.0851448,-1.92661e-12,-0.00192661,
Thu Sep 26 01:33:04 2019,63685844,1072.49,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5392,5556,1234,0,28,28,-0.162806,-0.110133,9.92636,0.00851379,0.0106422,0.0266056,25.2938,34.425,-60.8438,-179.061,3.4347,-24.0836,1.92211,-22.1615,-0.0852562,-1.85747e-12,-0.00185747,
Thu Sep 26 01:33:04 2019,63695845,1072.49,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5392,5556,1234,0,28,28,-0.177171,-0.296881,9.95509,-0.0106422,0.00212845,0.0202203,25.2938,34.425,-60.8438,-178.981,3.72362,-28.4277,1.97776,-26.4499,-0.0853662,-1.83229e-12,-0.00183229,
Thu Sep 26 01:33:04 2019,63705846,1072.49,1512,1511,1088,1512,1088,1940,-0.0939026,0.211266,0.9,-0.563385,-0.5,0.5,5394,5554,1234,0,26,28,-0.311246,-0.244209,9.98382,0,-0.00319267,0.0170276,25.2938,34.425,-60.8438,-178.215,4.01162,-32.9703,2.02035,-30.95,-0.0854702,-1.73321e-12,-0.00173321,
Thu Sep 26 01:33:04 2019,63715847,1072.49,1512,1511,1088,1512,1088,1940,-0.0939026,0.211266,0.9,-0.563385,-0.5,0.5,5394,5554,1234,0,26,28,-0.253785,0.0047884,10.1323,0.0244772,0,-0,25.2938,34.425,-60.8438,-178.565,4.29719,-37.6763,2.04936,-35.6269,-0.0857855,-5.25579e-12,-0.00525579,
Thu Sep 26 01:33:04 2019,63725848,1072.49,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5410,5536,1234,0,28,28,-0.335188,0.134075,10.0461,0.0255414,0.0117065,-0.00319267,25.2938,34.425,-60.8438,-178.089,4.58031,-42.5134,2.06584,-40.4475,-0.0858985,-1.88341e-12,-0.00188341,
Thu Sep 26 01:33:04 2019,63735849,1074.41,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5410,5536,1234,0,28,28,-0.220267,0.143652,10.0987,0.00957802,0.0106422,-0.00212845,25.2938,34.425,-60.8438,-178.751,4.8671,-47.4523,2.07661,-45.3757,-0.0858034,1.58529e-12,0.00158529,
Thu Sep 26 01:33:04 2019,63745850,1074.41,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5388,5536,1234,0,28,28,-0.11971,-0.191536,10.3573,0.0148991,-0.00851379,-0.00532112,25.2938,34.425,-60.8438,-179.338,5.15906,-52.467,2.08359,-50.3835,-0.085913,-1.82695e-12,-0.00182695,
Thu Sep 26 01:33:04 2019,63755851,1074.41,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5388,5536,1234,0,28,28,-0.272939,-0.45011,10.2663,-0.00106422,-0.00851379,-0,25.2938,34.425,-60.8438,-178.477,5.44554,-57.5332,2.07686,-55.4564,-0.0860205,-1.79071e-12,-0.00179071,
Thu Sep 26 01:33:04 2019,63765852,1074.41,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5388,5544,1234,0,28,28,-0.301669,-0.263362,10.4291,0.0117065,-0.0042569,0.0106422,25.2938,34.425,-60.8438,-178.343,5.7308,-62.6261,2.06169,-60.5644,-0.0861217,-1.68791e-12,-0.00168791,
Thu Sep 26 01:33:04 2019,63775853,1071.65,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5388,5544,1234,0,28,28,-0.158017,-0.0909797,10.2041,0.00319267,0.0042569,0.0159634,25.2938,34.425,-60.8438,-179.113,6.01484,-67.7239,2.03887,-65.685,-0.0862222,-1.67456e-12,-0.00167456,
Thu Sep 26 01:33:04 2019,63785854,1071.65,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5390,5536,1234,0,26,26,-0.172383,-0.201113,9.9934,0.0138349,0.00744957,0.0276698,25.2938,34.425,-60.8438,-179.012,6.30041,-72.8081,2.01174,-70.7963,-0.0863302,-1.79911e-12,-0.00179911,
