today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.003, kiei(I)=2e-09, kded(D)=0.00047,signal, mad_pitch
Thu Sep 26 02:32:55 2019,17045185,0,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5402,5538,1234,0,28,28,-4.96079,-0.071826,10.1562,0.0915233,2.92236,0.10323,34.9125,34.7836,-58.0781,-153.967,-0.550716,-0.145307,-0.526796,-0.672103,7.31688e+30,2.43896e+22,1.14631e+32,0.211266,0,
Thu Sep 26 02:32:55 2019,17055186,1044.18,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5402,5538,1234,0,28,28,-5.14275,-0.11971,9.76834,0.0638535,2.97557,0.0766241,46.3125,31.5563,-45.9785,-152.235,-0.279481,-0.712004,-0.220584,-0.932588,0.00970166,-2.43896e+22,-1.14631e+32,0.211266,-3.02262,
Thu Sep 26 02:32:55 2019,17065189,1044.18,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5414,5548,1234,0,28,28,-5.00867,0.153229,9.64863,0.0659819,3.0341,0.0436332,46.3125,31.5563,-45.9785,-152.566,-0.00976994,-1.80449,0.058979,-1.74551,0.0062984,-1.13442e-11,-0.0533177,0.211266,-1.8882,
Thu Sep 26 02:32:55 2019,17075190,1044.18,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5414,5548,1234,0,28,28,-5.04219,0.296881,9.17937,0.0606608,3.09051,0.019156,46.3125,31.5563,-45.9785,-151.22,0.260551,-3.37168,0.315145,-3.05653,0.000827195,-1.82373e-11,-0.0857155,0.211266,-0.0644661,
Thu Sep 26 02:32:55 2019,17085191,1044.18,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5394,5540,1234,0,26,28,-5.22415,0.407014,8.90643,0.0862022,3.11605,-0.0212845,46.3125,31.5563,-45.9785,-149.606,0.539713,-5.36356,0.556808,-4.80675,-0.00442623,-1.75114e-11,-0.0823036,0.211266,1.68668,
Thu Sep 26 02:32:55 2019,17095192,1044.18,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5394,5540,1234,0,26,28,-5.20021,0.0430956,8.68138,0.124514,3.15968,-0.0606608,46.3125,31.5563,-45.9785,-149.078,0.813692,-7.73171,0.770875,-6.96083,-0.00973372,-1.76916e-11,-0.0831507,0.211266,3.45584,
Thu Sep 26 02:32:55 2019,17105193,1044.11,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5368,5540,1234,0,28,26,-5.56412,0.153229,8.29351,0.0957802,3.19054,-0.0915233,46.3125,31.5563,-45.9785,-146.142,1.09133,-10.4299,0.967339,-9.46258,-0.0151121,-1.7928e-11,-0.0842614,0.211266,5.24864,
Thu Sep 26 02:32:55 2019,17115194,1044.11,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5368,5540,1234,0,28,26,-5.83706,0.0814029,8.55209,0.159634,3.20544,-0.112808,46.3125,31.5563,-45.9785,-145.685,1.37354,-13.4135,1.14783,-12.2656,-0.0205268,-1.8049e-11,-0.0848303,0.211266,7.05353,
Thu Sep 26 02:32:55 2019,17125195,1044.11,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5414,5550,1234,0,28,28,-6.3159,-0.0526724,7.97748,0.153248,3.22779,-0.0904591,46.3125,31.5563,-45.9785,-141.631,1.65362,-16.6394,1.30661,-15.3328,-0.0259762,-1.81648e-11,-0.0853744,0.211266,8.87001,
Thu Sep 26 02:32:55 2019,17135196,1044.11,1513,1511,1088,1512,1088,1514,-0.0469513,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5414,5550,1234,0,28,28,-6.85221,-0.316035,8.11634,0.135156,3.23524,-0.0564039,46.3125,31.5563,-45.9785,-139.827,1.93796,-20.0652,1.45104,-18.6141,-0.031451,-1.82493e-11,-0.0857715,0.211266,10.6949,
