today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Thu Sep 26 00:29:54 2019,12344803,0,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5402,5540,1236,0,28,10,-0.737414,-0.215478,-9.38048,0.0170276,-0.659819,-0.00957802,-18.1688,35.1422,31.1133,-4.49487,0.475504,-0.00424206,0.45485,0.450608,0,0,0,
Thu Sep 26 00:29:54 2019,12354804,1084.83,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5392,5536,1234,0,26,10,-0.794875,-0.0766145,-9.47146,0.00957802,-0.640663,-0.00957802,-18.1688,35.1422,31.1133,-4.79721,0.756495,-0.0211191,0.683265,0.662146,0.000633352,0,0,
Thu Sep 26 00:29:54 2019,12364807,1084.83,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5392,5536,1234,0,26,10,-0.938527,-0.0383072,-9.47625,0.0276698,-0.595966,-0.00638535,-18.1688,35.1422,31.1133,-5.65613,1.03017,-0.055117,0.88269,0.827573,0.000632012,-0,-0,
Thu Sep 26 00:29:54 2019,12374808,1084.83,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5392,5536,1234,0,26,10,-1.2402,-0.071826,-9.68215,0.0170276,-0.566167,0.00532112,-18.1688,35.1422,31.1133,-7.29933,1.30811,-0.10811,1.06592,0.957808,0.000630688,-0,-0,
Thu Sep 26 00:29:54 2019,12384809,1084.83,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5390,5536,1234,0,30,12,-1.30723,-0.114922,-9.54808,-0.00638535,-0.536369,0.0159634,-18.1688,35.1422,31.1133,-7.79594,1.58605,-0.182664,1.22955,1.04689,0.000629346,-0,-0,
Thu Sep 26 00:29:54 2019,12394810,1084.83,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5394,5540,1238,0,28,10,-1.45089,-0.138864,-9.39006,-0.00851379,-0.499121,0.0127707,-18.1688,35.1422,31.1133,-8.78349,1.86186,-0.280086,1.37259,1.09251,0.000627883,-0,-0,
Thu Sep 26 00:29:54 2019,12404811,1083.41,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5394,5540,1238,0,28,10,-1.70467,-0.114922,-9.43794,0.00532112,-0.465066,0.00638535,-18.1688,35.1422,31.1133,-10.2383,2.13859,-0.40177,1.49917,1.0974,0.000626231,-0,-0,
Thu Sep 26 00:29:54 2019,12414812,1083.41,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5394,5540,1238,0,28,10,-1.92494,-0.0574608,-9.5385,0.0127707,-0.42569,-0.00106422,-18.1688,35.1422,31.1133,-11.4095,2.41378,-0.549979,1.60788,1.0579,0.000624458,-0,-0,
Thu Sep 26 00:29:54 2019,12424813,1083.41,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5396,5534,1234,0,28,10,-1.91057,-0.0526724,-9.64384,-0.00106422,-0.392699,-0.00319267,-18.1688,35.1422,31.1133,-11.206,2.69081,-0.72529,1.70303,0.977739,0.000622608,-0,-0,
Thu Sep 26 00:29:54 2019,12434814,1083.41,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5362,5540,1230,0,8,30,-1.9393,-0.21069,-9.60075,-0.0148991,-0.361836,-0.0138349,-18.1688,35.1422,31.1133,-11.4198,2.96845,-0.925661,1.78424,0.858584,0.000620642,-0,-0,
