today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Thu Sep 26 01:14:23 2019,15022214,0,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5388,5554,1238,0,8,30,0.071826,-0.349553,-9.64863,0.0212845,0.0489543,0.0255414,-17.2781,34.2457,31.2861,0.426512,0.272455,0.000402523,0.260621,0.261023,7.70478e+29,0,1.28413e+33,
Thu Sep 26 01:14:23 2019,15032215,1085.69,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5388,5554,1238,0,8,30,0.0047884,-0.354342,-9.72525,0.0202203,0.042569,0.0223487,-17.2781,34.2457,31.2861,0.0282106,0.560763,0.00160099,0.513274,0.514875,0.00624347,-0,-1.28413e+33,
Thu Sep 26 01:14:23 2019,15042218,1085.69,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5404,5546,1238,0,30,10,-0.0526724,-0.35913,-9.68694,0.0148991,0.0372479,0.0148991,-17.2781,34.2457,31.2861,-0.311541,0.848767,0.00285331,0.742227,0.74508,0.00618863,-0,-0.0913877,
Thu Sep 26 01:14:23 2019,15052219,1085.69,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5384,5548,1234,0,8,30,0.0430956,-0.339977,-9.67736,0.0127707,0.0297983,0.0138349,-17.2781,34.2457,31.2861,0.25515,1.13738,0.00366783,0.949504,0.953172,0.00610565,-0,-0.138305,
Thu Sep 26 01:14:23 2019,15062220,1085.69,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5384,5548,1234,0,8,30,0.0047884,-0.368707,-9.65342,0.0127707,0.019156,0.0117065,-17.2781,34.2457,31.2861,0.0284205,1.42691,0.00461368,1.13646,1.14107,0.00602844,-0,-0.128687,
Thu Sep 26 01:14:23 2019,15072221,1085.69,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5384,5550,1232,0,8,26,0.00957681,-0.392649,-9.68215,0.00106422,0.00744957,0.00851379,-17.2781,34.2457,31.2861,0.0566724,1.71674,0.00580966,1.30352,1.30933,0.00595117,-0,-0.128779,
Thu Sep 26 01:14:23 2019,15082222,1082.63,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5384,5550,1232,0,8,26,0,-0.397437,-9.50977,0,0.00319267,0.0106422,-17.2781,34.2457,31.2861,0,2.00444,0.00701586,1.44943,1.45645,0.00587642,-0,-0.124582,
Thu Sep 26 01:14:23 2019,15092223,1082.63,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5384,5550,1232,0,8,26,0.0047884,-0.296881,-9.61033,-0.00532112,-0.00957802,0.00851379,-17.2781,34.2457,31.2861,0.028548,2.29458,0.0081735,1.5798,1.58797,0.00580325,-0,-0.121956,
Thu Sep 26 01:14:23 2019,15102224,1082.63,1512,1511,1088,1512,1088,1514,-0.0939026,0.211266,0.9,-0.563385,-0.5,-1.19209e-07,5390,5540,1240,0,28,12,-0.0622492,-0.225055,-9.663,-0.00851379,-0.0180918,0.0138349,-17.2781,34.2457,31.2861,-0.369096,2.5835,0.00890745,1.69196,1.70087,0.00573258,-0,-0.117775,
Thu Sep 26 01:14:23 2019,15112225,1082.63,1512,1510,1088,1512,1088,1514,-0.0939026,0.281685,0.9,-0.563385,-0.5,-1.19209e-07,5390,5540,1240,0,28,12,-0.0335188,-0.296881,-9.40921,-0.00851379,-0.032991,0.0106422,-17.2781,34.2457,31.2861,-0.204106,2.87424,0.00868305,1.78995,1.79863,0.00566365,-0,-0.114889,
