today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.004, kiei(I)=5e-10, kded(D)=0.0006,signal, mad_pitch
Thu Sep 26 02:10:43 2019,11225369,0,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5556,1234,0,28,26,-0.0861913,-0.114922,-9.56244,0.0202203,0.00212845,0.0234129,-20.3063,34.0664,32.8418,-0.516423,0.285869,-0.000487377,0.273453,0.272965,1.00398e+31,6.27487e+21,1.50597e+32,0.281685,0,
Thu Sep 26 02:10:43 2019,11235370,1048.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5556,1234,0,28,26,-0.00957681,-0.191536,-9.50977,0.0170276,-0.00106422,0.0266056,-20.3063,34.0664,32.8418,-0.0576997,0.573263,-0.0019607,0.524092,0.522132,0.0997027,-6.27487e+21,-1.50597e+32,0.281685,-24.644,
Thu Sep 26 02:10:43 2019,11245373,1048.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5546,1230,0,28,30,-0.105345,-0.292093,-9.62469,0.0180918,0,0.0202203,-18.7031,35.6801,32.3232,-0.627093,0.859437,-0.00448953,0.750287,0.745797,0.0986629,-6.49838e-13,-0.0155961,0.281685,-24.384,
Thu Sep 26 02:10:43 2019,11255374,1048.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5556,1234,0,28,28,-0.158017,-0.129287,-9.69173,0.019156,-0.00212845,0.0202203,-18.7031,35.6801,32.3232,-0.934088,1.14653,-0.00890615,0.955301,0.946395,0.0974382,-7.65476e-13,-0.0183714,0.281685,-24.0779,
Thu Sep 26 02:10:43 2019,11265375,1048.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5556,1234,0,28,28,-0.177171,-0.268151,-9.64863,0.0159634,-0.00744957,0.0180918,-18.7031,35.6801,32.3232,-1.05196,1.43453,-0.0162615,1.14016,1.1239,0.0963344,-6.89826e-13,-0.0165558,0.281685,-23.8019,
Thu Sep 26 02:10:43 2019,11275376,1048.31,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5556,1234,0,28,28,-0.0526724,-0.201113,-9.59596,0.0170276,-0.0106422,0.0170276,-18.7031,35.6801,32.3232,-0.314495,1.72192,-0.0260944,1.30442,1.27833,0.0952503,-6.7759e-13,-0.0162622,0.281685,-23.5309,
Thu Sep 26 02:10:43 2019,11285377,1049.04,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5532,1232,0,28,28,-0.0335188,-0.253785,-9.73004,0.00957802,-0.00957802,0.0148991,-18.7031,35.6801,32.3232,-0.197377,2.0081,-0.0367658,1.44864,1.41187,0.0941604,-6.8121e-13,-0.016349,0.281685,-23.2584,
Thu Sep 26 02:10:43 2019,11295378,1049.04,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1234,0,28,28,-0.071826,-0.21069,-9.7444,0.00744957,-0.00851379,0.00957802,-18.7031,35.6801,32.3232,-0.42232,2.29427,-0.0474595,1.57513,1.52767,0.0929995,-7.25541e-13,-0.017413,0.281685,-22.9682,
Thu Sep 26 02:10:43 2019,11305379,1049.04,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1234,0,28,28,-0.0909797,-0.263362,-9.54808,0.0106422,-0.0127707,0.00957802,-18.7031,35.6801,32.3232,-0.545932,2.58197,-0.0585638,1.68638,1.62781,0.0919199,-6.74763e-13,-0.0161943,0.281685,-22.6983,
Thu Sep 26 02:10:43 2019,11315380,1049.04,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1234,0,28,28,-0.0143652,-0.0909797,-9.6199,0.00851379,-0.0127707,0.00532112,-18.7031,35.6801,32.3232,-0.0855587,2.86845,-0.0700131,1.78064,1.71063,0.0908479,-6.6998e-13,-0.0160795,0.281685,-22.4303,
Thu Sep 26 02:10:43 2019,11325381,1050.41,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5400,5538,1234,0,28,30,-0.0814029,-0.282516,-9.65342,0.00851379,-0.0148991,0.00851379,-18.7031,35.6801,32.3232,-0.483138,3.15554,-0.0813579,1.86076,1.7794,0.0897729,-6.71906e-13,-0.0161258,0.281685,-22.1615,
Thu Sep 26 02:10:43 2019,11335382,1050.41,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5558,1234,0,30,28,-0.0143652,-0.234632,-9.5816,0.00319267,-0.00957802,0.0042569,-18.7031,35.6801,32.3232,-0.0859007,3.44049,-0.0925051,1.925,1.83249,0.0887112,-6.63509e-13,-0.0159242,0.281685,-21.8961,
Thu Sep 26 02:10:43 2019,11345383,1050.41,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5558,1234,0,30,28,0.0191536,-0.215478,-9.73004,-0.00212845,-0.0106422,0.0042569,-18.7031,35.6801,32.3232,0.112787,3.72728,-0.102867,1.97826,1.87539,0.0876267,-6.77819e-13,-0.0162677,0.281685,-21.625,
Thu Sep 26 02:10:43 2019,11355384,1050.41,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1232,0,28,28,0.023942,-0.143652,-9.59596,0,-0.0138349,0.00638535,-18.7031,35.6801,32.3232,0.142953,4.01467,-0.111694,2.02011,1.90842,0.0865515,-6.72035e-13,-0.0161288,0.281685,-21.3562,
Thu Sep 26 02:10:43 2019,11365385,1050.41,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1232,0,28,28,0.0335188,-0.148441,-9.68694,0.00106422,-0.0106422,0.00851379,-19.2375,35.5008,31.8047,0.198255,4.30024,-0.118786,2.04903,1.93025,0.0854613,-6.81357e-13,-0.0163526,0.281685,-21.0836,
Thu Sep 26 02:10:43 2019,11375386,1050.41,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1232,0,28,28,-0.0143652,-0.177171,-9.61511,-0.00106422,-0.0117065,0.0127707,-19.2375,35.5008,31.8047,-0.0856013,4.58702,-0.124398,2.06893,1.94453,0.0843632,-6.86288e-13,-0.0164709,0.281685,-20.8091,
Thu Sep 26 02:10:43 2019,11385387,1050.43,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5384,5546,1234,0,28,28,0.0287304,-0.143652,-9.62469,0.00212845,-0.0138349,0.00744957,-19.2375,35.5008,31.8047,0.171032,4.87411,-0.128876,2.07961,1.95073,0.0832869,-6.72703e-13,-0.0161449,0.281685,-20.54,
Thu Sep 26 02:10:43 2019,11395388,1050.43,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5550,1240,0,30,12,0.0622492,-0.225055,-9.53371,0,-0.0138349,0.0138349,-19.2375,35.5008,31.8047,0.374101,5.16059,-0.131893,2.08095,1.94906,0.0822051,-6.7615e-13,-0.0162276,0.281685,-20.2696,
Thu Sep 26 02:10:43 2019,11405389,1050.43,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5550,1240,0,30,12,0.205901,-0.124498,-9.65342,0.00957802,-0.0138349,0.0127707,-19.2375,35.5008,31.8047,1.2219,5.44707,-0.132134,2.07433,1.94219,0.0811299,-6.71973e-13,-0.0161274,0.281685,-20.0008,
Thu Sep 26 02:10:43 2019,11415390,1050.43,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,26,28,0.110133,-0.201113,-9.63427,0.00212845,-0.0138349,0.00957802,-19.2375,35.5008,31.8047,0.654944,5.73355,-0.128579,2.06043,1.93185,0.0800349,-6.84361e-13,-0.0164247,0.281685,-19.727,
