today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.004, kiei(I)=1e-09, kded(D)=0.0007,
Thu Sep 26 01:44:42 2019,14292387,1068.06,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5536,1234,0,28,28,0.550666,-0.158017,-9.43794,-0.0266056,-0.27457,0.0489543,-22.8,33.3492,31.8047,3.3392,4.37585,0.984218,2.05082,3.03504,0.128649,-7.1188e-13,-0.00996632,
Thu Sep 26 01:44:42 2019,14302388,1068.06,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5546,1234,0,26,28,0.531513,-0.00957681,-9.55287,-0.0383121,-0.270313,0.0372479,-22.8,33.3492,31.8047,3.1846,4.66111,1.08694,2.06694,3.15387,0.128064,-7.3101e-13,-0.0102341,
Thu Sep 26 01:44:42 2019,14312399,1068.06,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5546,1234,0,26,28,0.531513,-0.00957681,-9.6199,-0.0234129,-0.252221,0.0308625,-22.8,33.3492,31.8047,3.16246,4.9424,1.18897,2.07009,3.25906,0.127478,-7.32107e-13,-0.0102495,
Thu Sep 26 01:44:42 2019,14322400,1068.28,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5554,1234,0,30,28,0.512359,0.0143652,-9.63906,-0.0170276,-0.249028,0.0180918,-22.8,33.3492,31.8047,3.04267,5.22797,1.2897,2.06924,3.35893,0.126885,-7.42044e-13,-0.0103886,
Thu Sep 26 01:44:42 2019,14332403,1068.28,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5554,1234,0,30,28,0.550666,0.0622492,-9.67736,-0.0202203,-0.240515,0.00212845,-22.8,33.3492,31.8047,3.25677,5.51201,1.38879,2.05919,3.44798,0.126294,-7.37953e-13,-0.0103313,
Thu Sep 26 01:44:42 2019,14342404,1068.28,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5390,5546,1234,0,28,26,0.536301,0.105345,-9.73482,-0.0042569,-0.229872,-0.00744957,-22.8,33.3492,31.8047,3.1533,5.79544,1.48622,2.04164,3.52786,0.125711,-7.28645e-13,-0.010201,
Thu Sep 26 01:44:42 2019,14352405,1067.23,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5390,5546,1234,0,28,26,0.502782,0.0670376,-9.68694,0.0042569,-0.229872,-0.00744957,-22.8,33.3492,31.8047,2.97117,6.08192,1.58158,2.02079,3.60237,0.125131,-7.25927e-13,-0.010163,
Thu Sep 26 01:44:42 2019,14362406,1067.23,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5412,5548,1238,0,28,28,0.335188,-0.114922,-9.72525,-0.00106422,-0.222423,-0.00744957,-22.8,33.3492,31.8047,1.97396,6.36626,1.67332,1.99204,3.66536,0.12454,-7.38583e-13,-0.0103402,
Thu Sep 26 01:44:42 2019,14372407,1067.23,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5412,5548,1238,0,28,28,0.282516,-0.0287304,-9.73961,-0.0106422,-0.21923,-0.00638535,-22.8,33.3492,31.8047,1.66151,6.65182,1.75904,1.95939,3.71843,0.123963,-7.21045e-13,-0.0100946,
Thu Sep 26 01:44:42 2019,14382408,1067.23,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5416,5540,1234,0,28,28,0.339977,0.0191536,-9.90721,-0.00106422,-0.211781,0.0148991,-22.8,33.3492,31.8047,1.9654,6.93617,1.83769,1.92094,3.75863,0.123398,-7.05423e-13,-0.00987593,
Thu Sep 26 01:44:42 2019,14392409,1067.23,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5416,5540,1234,0,28,28,0.220267,-0.0335188,-9.71088,0.00532112,-0.201138,0.0276698,-22.8,33.3492,31.8047,1.29939,7.2196,1.90922,1.87763,3.78686,0.122786,-7.66039e-13,-0.0107245,
Thu Sep 26 01:44:42 2019,14402410,1067.23,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5548,1234,0,28,28,0.162806,-0.0574608,-9.6199,0.0138349,-0.187303,0.032991,-21.9094,32.0941,31.9775,0.969573,7.50212,1.97269,1.83005,3.80274,0.122162,-7.79905e-13,-0.0109187,
Thu Sep 26 01:44:42 2019,14412411,1068.9,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5548,1234,0,28,28,0.153229,-0.138864,-9.56723,0.00532112,-0.166019,0.0308625,-21.9094,32.0941,31.9775,0.917572,7.7825,2.02725,1.77755,3.8048,0.12152,-8.01783e-13,-0.011225,
Thu Sep 26 01:44:42 2019,14422412,1068.9,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5546,1234,0,28,26,0.11971,-0.0814029,-9.37569,-0.00638535,-0.152184,0.0287341,-21.9094,32.0941,31.9775,0.731521,8.06501,2.07285,1.72485,3.7977,0.120853,-8.34475e-13,-0.0116826,
Thu Sep 26 01:44:42 2019,14432413,1068.9,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5546,1234,0,28,26,0.0814029,-0.023942,-9.47146,-0.0127707,-0.136221,0.0244772,-21.9094,32.0941,31.9775,0.492419,8.34692,2.10946,1.66954,3.77899,0.120169,-8.54235e-13,-0.0119593,
Thu Sep 26 01:44:42 2019,14442414,1068.9,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5546,1238,0,28,26,-0.023942,0.023942,-9.36133,-0.0148991,-0.124514,0.0202203,-21.9094,32.0941,31.9775,-0.146536,8.63005,2.13647,1.61378,3.75026,0.119458,-8.89635e-13,-0.0124549,
Thu Sep 26 01:44:42 2019,14452415,1068.83,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5546,1238,0,28,26,0.00957681,-0.0287304,-9.34217,-0.0234129,-0.110679,0.019156,-21.9094,32.0941,31.9775,0.0587348,8.91256,2.15337,1.55609,3.70947,0.118731,-9.0805e-13,-0.0127127,
Thu Sep 26 01:44:42 2019,14462416,1068.83,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5404,5554,1234,0,28,28,-0.0335188,0.0909797,-9.39485,-0.0212845,-0.106422,0.0202203,-21.9094,32.0941,31.9775,-0.204419,9.19782,2.16049,1.50006,3.66055,0.117983,-9.34696e-13,-0.0130857,
Thu Sep 26 01:44:42 2019,14472417,1068.83,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5404,5554,1234,0,28,28,-0.110133,0.00957681,-9.68215,-0.00957802,-0.106422,0.0266056,-21.9094,32.0941,31.9775,-0.651705,9.4843,2.1579,1.44429,3.60219,0.117205,-9.73425e-13,-0.0136279,
Thu Sep 26 01:44:42 2019,14482418,1068.83,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5548,1238,0,28,26,-0.100556,0.0143652,-9.65821,-0.00212845,-0.0904591,0.0180918,-21.9094,32.0941,31.9775,-0.596514,9.76621,2.1454,1.38343,3.52883,0.116413,-9.89828e-13,-0.0138576,
Thu Sep 26 01:44:42 2019,14492419,1068.83,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5548,1238,0,28,26,0.023942,-0.0670376,-9.69173,0.00957802,-0.0872664,0.0255414,-21.9094,32.0941,31.9775,0.141541,10.0518,2.12425,1.32602,3.45027,0.11562,-9.9082e-13,-0.0138715,
Thu Sep 26 01:44:42 2019,14502420,1068.83,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5412,5546,1234,0,28,28,-0.023942,0.023942,-9.82102,0.0159634,-0.0787526,0.0287341,-21.9094,32.0941,31.9775,-0.139677,10.3358,2.09645,1.26703,3.36348,0.114801,-1.02338e-12,-0.0143273,
Thu Sep 26 01:44:42 2019,14512421,1068,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5412,5546,1234,0,28,28,-0.158017,-0.0670376,-9.85932,0.0255414,-0.061725,0.0287341,-21.9094,32.0941,31.9775,-0.918213,10.6174,2.06211,1.20593,3.26804,0.11395,-1.06412e-12,-0.0148977,
Thu Sep 26 01:44:42 2019,14522422,1068,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5414,5536,1238,0,26,28,-0.11971,-0.0430956,-9.8258,0.0266056,-0.0436332,0.0223487,-21.9094,32.0941,31.9775,-0.698014,10.8987,2.02037,1.14518,3.16556,0.113095,-1.069e-12,-0.014966,
Thu Sep 26 01:44:42 2019,14532423,1068,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5414,5536,1238,0,26,28,-0.0383072,-0.0335188,-9.78271,0.0180918,-0.0255414,0.0202203,-21.9094,32.0941,31.9775,-0.224358,11.18,1.97216,1.08527,3.05744,0.112222,-1.09112e-12,-0.0152756,
Thu Sep 26 01:44:42 2019,14542424,1068,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5550,1234,0,26,28,-0.0526724,-0.110133,-9.64384,0.0202203,-0.0138349,0.0117065,-21.9094,32.0941,31.9775,-0.312933,11.4631,1.91923,1.02811,2.94734,0.111319,-1.12864e-12,-0.015801,
Thu Sep 26 01:44:42 2019,14552425,1069.09,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5550,1234,0,26,28,-0.0383072,-0.110133,-9.51456,0.00638535,-0.00212845,0.0159634,-21.9094,32.0941,31.9775,-0.230681,11.7463,1.86252,0.971922,2.83445,0.110398,-1.15092e-12,-0.0161129,
Thu Sep 26 01:44:42 2019,14562426,1069.09,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5538,1234,0,28,28,-0.0191536,-0.0957681,-9.52892,-0.0106422,0.00212845,0.0117065,-21.9094,32.0941,31.9775,-0.115167,12.0315,1.80277,0.918881,2.72165,0.109464,-1.16827e-12,-0.0163558,
Thu Sep 26 01:44:42 2019,14572427,1069.09,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5538,1234,0,28,28,-0.0335188,-0.124498,-9.42358,-0.0138349,0.00212845,0.0202203,-21.9094,32.0941,31.9775,-0.203795,12.318,1.74066,0.868046,2.60871,0.108521,-1.17869e-12,-0.0165017,
Thu Sep 26 01:44:42 2019,14582428,1069.09,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5556,1234,0,26,28,-0.0287304,-0.124498,-9.46667,-0.0212845,-0.00212845,0.0234129,-21.9094,32.0941,31.9775,-0.173887,12.6057,1.6766,0.819421,2.49602,0.107551,-1.21256e-12,-0.0169758,
Thu Sep 26 01:44:42 2019,14592429,1069.09,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5556,1234,0,26,28,0.071826,-0.172383,-9.55287,-0.0287341,-0.00106422,0.0308625,-21.9094,32.0941,31.9775,0.430788,12.8919,1.61154,0.770377,2.38192,0.106565,-1.23219e-12,-0.0172507,
Thu Sep 26 01:44:42 2019,14602430,1069.09,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5550,1234,0,28,26,0.0526724,-0.100556,-9.70131,-0.0383121,-0.00106422,0.032991,-21.9094,32.0941,31.9775,0.31108,13.1783,1.54687,0.722883,2.26976,0.105534,-1.28922e-12,-0.0180491,
Thu Sep 26 01:44:42 2019,14612431,1067.14,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5410,5550,1234,0,28,26,0.0814029,-0.0766145,-9.72046,-0.0404405,0.00212845,0.042569,-21.9094,32.0941,31.9775,0.479806,13.4639,1.4833,0.675823,2.15913,0.104492,-1.3016e-12,-0.0182224,
Thu Sep 26 01:44:42 2019,14622439,1067.14,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5546,1234,0,26,26,0.11971,-0.105345,-9.663,-0.032991,0.00638535,0.0372479,-21.9094,32.0941,31.9775,0.709773,13.7492,1.42141,0.629918,2.05133,0.103421,-1.33978e-12,-0.0187569,
Thu Sep 26 01:44:42 2019,14632440,1067.14,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5406,5546,1234,0,26,26,0.205901,0.0430956,-9.80665,-0.019156,0.019156,0.0372479,-21.9094,32.0941,31.9775,1.20281,14.032,1.36233,0.583203,1.94554,0.102331,-1.36258e-12,-0.0190761,
Thu Sep 26 01:44:42 2019,14642441,1067.14,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5402,5550,1234,0,28,28,0.0861913,0.0670376,-9.78271,-0.0159634,0.0287341,0.0297983,-21.9094,32.0941,31.9775,0.504796,14.3157,1.30655,0.539133,1.84569,0.101217,-1.39135e-12,-0.019479,
Thu Sep 26 01:44:42 2019,14652442,1069.07,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5402,5550,1234,0,28,28,0.186748,0.0574608,-9.8258,-0.0042569,0.0351194,0.0255414,-21.9094,32.0941,31.9775,1.08882,14.6004,1.2537,0.497647,1.75134,0.1001,-1.39626e-12,-0.0195477,
Thu Sep 26 01:44:42 2019,14662443,1069.07,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5392,5548,1234,0,28,28,0.205901,0.0047884,-9.73004,0.00532112,0.0446974,0.0234129,-21.9094,32.0941,31.9775,1.21228,14.8841,1.20428,0.456933,1.66121,0.0989808,-1.39948e-12,-0.0195927,
Thu Sep 26 01:44:42 2019,14672444,1069.07,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5392,5548,1234,0,28,28,0.272939,0.0909797,-9.64384,0.00212845,0.0404405,0.0159634,-21.9094,32.0941,31.9775,1.62115,15.1718,1.15935,0.421746,1.5811,0.0978609,-1.39993e-12,-0.019599,
Thu Sep 26 01:44:42 2019,14682445,1069.07,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5402,5538,1234,0,28,28,0.35913,-0.0574608,-9.51456,-0.00957802,0.0340552,0.0212845,-21.9094,32.0941,31.9775,2.16162,15.4601,1.12012,0.38854,1.50866,0.0967436,-1.39667e-12,-0.0195533,
Thu Sep 26 01:44:42 2019,14692446,1069.07,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5402,5538,1234,0,28,28,0.311246,-0.0957681,-9.45231,-0.0180918,0.0223487,0.0170276,-21.9094,32.0941,31.9775,1.88596,15.7499,1.08738,0.358148,1.44552,0.095617,-1.4082e-12,-0.0197149,
Thu Sep 26 01:44:42 2019,14702447,1069.07,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1232,0,26,28,0.263362,-0.0909797,-9.51456,-0.0372479,0.00319267,0.0180918,-21.9094,32.0941,31.9775,1.58554,16.0419,1.06041,0.331027,1.39144,0.0945049,-1.39006e-12,-0.0194608,
Thu Sep 26 01:44:42 2019,14712448,1067.61,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5400,5550,1232,0,26,28,0.253785,-0.110133,-9.55765,-0.0457616,-0.00638535,0.0234129,-21.9094,32.0941,31.9775,1.52102,16.3311,1.03794,0.302336,1.34028,0.0934309,-1.34253e-12,-0.0187954,
Thu Sep 26 01:44:42 2019,14722449,1067.61,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5404,5550,1234,0,18,10,0.268151,-0.0909797,-9.57202,-0.0415047,-0.0170276,0.0244772,-21.9094,32.0941,31.9775,1.60467,16.6207,1.01934,0.275235,1.29458,0.0923691,-1.32729e-12,-0.018582,
Thu Sep 26 01:44:42 2019,14732450,1067.61,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5404,5550,1234,0,18,10,0.383072,0.0574608,-9.74919,-0.0383121,-0.0297983,0.0287341,-21.9094,32.0941,31.9775,2.25015,16.9108,1.00507,0.249981,1.25505,0.0912976,-1.33941e-12,-0.0187517,
Thu Sep 26 01:44:42 2019,14742451,1067.61,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5402,5540,1240,0,26,28,0.354342,0.114922,-9.663,-0.0244772,-0.032991,0.0297983,-21.9094,32.0941,31.9775,2.1001,17.1982,0.995952,0.223304,1.21926,0.0902575,-1.30012e-12,-0.0182016,
Thu Sep 26 01:44:42 2019,14752452,1067.18,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5402,5540,1240,0,26,28,0.335188,0.0574608,-9.61511,-0.0148991,-0.0361836,0.0223487,-21.9094,32.0941,31.9775,1.99656,17.4856,0.991825,0.198053,1.18988,0.0892107,-1.30846e-12,-0.0183184,
Thu Sep 26 01:44:42 2019,14762453,1067.18,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5400,5540,1234,0,28,26,0.301669,0.143652,-9.64863,-0.00319267,-0.0393763,0.0234129,-21.9094,32.0941,31.9775,1.7908,17.773,0.991745,0.174199,1.16594,0.0881754,-1.29414e-12,-0.0181179,
Thu Sep 26 01:44:42 2019,14772454,1067.18,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5400,5540,1234,0,28,26,0.335188,0.047884,-9.70609,-0.00744957,-0.0468259,0.0170276,-21.9094,32.0941,31.9775,1.97786,18.0616,0.995059,0.152881,1.14794,0.0871727,-1.25343e-12,-0.0175481,
Thu Sep 26 01:44:42 2019,14782455,1067.18,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5404,5546,1238,0,26,28,0.354342,0.0814029,-9.51935,0.00106422,-0.0532112,0.0212845,-19.7719,33.1699,33.7061,2.13176,18.3499,1.00177,0.132506,1.13428,0.0861709,-1.25222e-12,-0.0175311,
Thu Sep 26 01:44:42 2019,14792456,1067.18,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5404,5546,1238,0,26,28,0.263362,0.0670376,-9.55287,0.00212845,-0.0670461,0.0255414,-19.7719,33.1699,33.7061,1.57918,18.6404,1.01151,0.115405,1.12691,0.0852038,-1.20884e-12,-0.0169238,
Thu Sep 26 01:44:42 2019,14802457,1067.18,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5404,5548,1234,0,28,28,0.282516,-0.00957681,-9.70609,0.00212845,-0.0702388,0.019156,-19.7719,33.1699,33.7061,1.66724,18.9277,1.02317,0.0964036,1.11957,0.0842633,-1.17563e-12,-0.0164589,
Thu Sep 26 01:44:42 2019,14812458,1068.31,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5404,5548,1234,0,28,28,0.23942,0.071826,-9.51935,-0.00319267,-0.0766241,0.019156,-19.7719,33.1699,33.7061,1.44074,19.2161,1.03597,0.0795303,1.1155,0.0833485,-1.14354e-12,-0.0160096,
Thu Sep 26 01:44:42 2019,14822459,1068.31,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5400,5538,1234,0,6,12,0.21069,0.129287,-9.70609,0.00212845,-0.0840737,0.0148991,-19.7719,33.1699,33.7061,1.24352,19.5047,1.04924,0.0640788,1.11332,0.0824559,-1.11574e-12,-0.0156204,
