today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.003, kiei(I)=2e-09, kded(D)=0.00047,signal, mad_pitch
Thu Sep 26 02:28:16 2019,8847175,1042.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1234,0,28,28,-0.588974,-0.555455,-9.50977,-0.139413,-0.217102,0.0117065,-18.3469,34.9629,32.6689,-3.54401,3.78642,0.488245,2.00278,2.49103,0.102827,-2.75578e-12,-0.0129521,0.281685,-33.9939,
Thu Sep 26 02:28:16 2019,8857176,1042.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5554,1234,0,28,28,-0.6608,-0.363919,-9.45231,-0.152184,-0.232001,-0.0042569,-18.3469,34.9629,32.6689,-3.99898,4.07717,0.500286,2.04458,2.54487,0.102064,-2.54326e-12,-0.0119533,0.281685,-33.7396,
Thu Sep 26 02:28:16 2019,8867177,1042.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1232,0,26,28,-0.751779,-0.186748,-9.44752,-0.148991,-0.252221,-0.032991,-18.3469,34.9629,32.6689,-4.54969,4.36944,0.494228,2.07656,2.57079,0.101353,-2.37049e-12,-0.0111413,0.281685,-33.5025,
Thu Sep 26 02:28:16 2019,8877178,1042.49,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1232,0,26,28,-0.751779,-0.172383,-9.64863,-0.129835,-0.269249,-0.0553397,-18.3469,34.9629,32.6689,-4.45524,4.6608,0.470253,2.09712,2.56737,0.100687,-2.21909e-12,-0.0104297,0.281685,-33.2806,
Thu Sep 26 02:28:16 2019,8887179,1042.2,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5546,1234,0,30,28,-0.804452,-0.201113,-9.52892,-0.120257,-0.287341,-0.0553397,-18.3469,34.9629,32.6689,-4.82559,4.95246,0.429283,2.1083,2.53758,0.100058,-2.09522e-12,-0.00984755,0.281685,-33.0711,
Thu Sep 26 02:28:16 2019,8897180,1042.2,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5546,1234,0,30,28,-0.952892,-0.0383072,-9.61511,-0.108551,-0.304368,-0.071303,-18.3469,34.9629,32.6689,-5.65974,5.24382,0.37152,2.11028,2.4818,0.0994871,-1.90395e-12,-0.00894858,0.281685,-32.8807,
Thu Sep 26 02:28:16 2019,8907181,1042.2,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5556,1234,0,28,28,-0.905008,-0.00957681,-9.6199,-0.0883306,-0.32246,-0.0766241,-18.3469,34.9629,32.6689,-5.37438,5.53548,0.296955,2.10441,2.40137,0.0989623,-1.74927e-12,-0.00822156,0.281685,-32.7058,
Thu Sep 26 02:28:16 2019,8917182,1042.2,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5556,1234,0,28,28,-0.919373,0.023942,-9.60554,-0.0627892,-0.333102,-0.0659819,-18.3469,34.9629,32.6689,-5.46729,5.82501,0.206959,2.08906,2.29602,0.0984577,-1.68194e-12,-0.00790511,0.281685,-32.5376,
Thu Sep 26 02:28:16 2019,8927183,1042.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1234,0,26,28,-0.991199,0.114922,-9.51935,-0.0372479,-0.339488,-0.0542754,-18.3469,34.9629,32.6689,-5.94449,6.11332,0.102829,2.06596,2.16879,0.0979711,-1.62209e-12,-0.0076238,0.281685,-32.3754,
Thu Sep 26 02:28:16 2019,8937184,1042.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5538,1234,0,26,28,-0.938527,0.201113,-9.48104,-0.00319267,-0.346937,-0.0446974,-18.3469,34.9629,32.6689,-5.65329,6.40193,-0.0145557,2.03732,2.02277,0.097509,-1.54045e-12,-0.00724012,0.281685,-32.2213,
Thu Sep 26 02:28:16 2019,8947185,1042.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5548,1234,0,28,28,-0.976834,0.225055,-9.42837,0.042569,-0.35013,-0.0234129,-18.3469,34.9629,32.6689,-5.91508,6.68932,-0.143773,2.00225,1.85848,0.0970532,-1.51924e-12,-0.00714043,0.281685,-32.0694,
Thu Sep 26 02:28:16 2019,8957186,1042.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5548,1234,0,28,28,-1.01993,0.225055,-9.63427,0.0766241,-0.345873,-0.00532112,-18.3469,34.9629,32.6689,-6.0431,6.97458,-0.283669,1.96057,1.6769,0.0965961,-1.52363e-12,-0.00716105,0.281685,-31.917,
Thu Sep 26 02:28:16 2019,8967187,1042.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5546,1234,0,26,30,-1.06303,0.201113,-9.48104,0.120257,-0.34268,0.00744957,-14.9625,34.7836,31.459,-6.39736,7.26015,-0.433632,1.91532,1.48168,0.0961434,-1.50925e-12,-0.00709346,0.281685,-31.7661,
Thu Sep 26 02:28:16 2019,8977188,1042.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5546,1234,0,26,30,-1.08697,0.0957681,-9.50977,0.160698,-0.332038,0.0170276,-14.9625,34.7836,31.459,-6.52062,7.54358,-0.593146,1.86464,1.27149,0.0956818,-1.53849e-12,-0.00723089,0.281685,-31.6122,
Thu Sep 26 02:28:16 2019,8987189,1041.96,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5556,1234,0,30,28,-1.20668,-0.124498,-9.44273,0.189432,-0.321396,0.0319267,-14.9625,34.7836,31.459,-7.28231,7.82701,-0.762083,1.81123,1.04914,0.095218,-1.54612e-12,-0.00726674,0.281685,-31.4576,
Thu Sep 26 02:28:16 2019,8997190,1041.96,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5556,1234,0,30,28,-1.2402,-0.545878,-9.56723,0.195817,-0.303304,0.0383121,-14.9625,34.7836,31.459,-7.38605,8.10831,-0.940656,1.75347,0.812818,0.094751,-1.55659e-12,-0.00731596,0.281685,-31.302,
Thu Sep 26 02:28:16 2019,9007191,1041.96,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5534,1234,0,26,28,-1.34075,-0.770933,-9.60075,0.17134,-0.285212,0.0393763,-14.9625,34.7836,31.459,-7.95,8.3896,-1.12882,1.69401,0.565192,0.0942845,-1.555e-12,-0.00730852,0.281685,-31.1465,
Thu Sep 26 02:28:16 2019,9017192,1041.96,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5534,1234,0,26,28,-1.39343,-0.881066,-9.46667,0.135156,-0.260735,0.0340552,-14.9625,34.7836,31.459,-8.3734,8.66907,-1.32661,1.63146,0.304848,0.0938079,-1.58867e-12,-0.00746674,0.281685,-30.9876,
Thu Sep 26 02:28:16 2019,9027193,1043.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,28,28,-1.38385,-0.924162,-9.60554,0.0787526,-0.237322,0.0266056,-14.9625,34.7836,31.459,-8.19808,8.94884,-1.53363,1.56835,0.034724,0.0933127,-1.65066e-12,-0.00775809,0.281685,-30.8225,
Thu Sep 26 02:28:16 2019,9037194,1043.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,28,28,-1.4461,-0.804452,-9.51456,0.0266056,-0.209652,0.00851379,-14.9625,34.7836,31.459,-8.64213,9.22739,-1.7488,1.50352,-0.245273,0.0927784,-1.7811e-12,-0.00837118,0.281685,-30.6444,
Thu Sep 26 02:28:16 2019,9047195,1043.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5548,1232,0,28,26,-1.36469,-0.708684,-9.42358,-0.00957802,-0.17879,-0.0159634,-14.9625,34.7836,31.459,-8.24013,9.50503,-1.9709,1.43765,-0.53325,0.0922018,-1.92188e-12,-0.00903285,0.281685,-30.4522,
Thu Sep 26 02:28:16 2019,9057196,1043.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5548,1232,0,28,26,-1.23541,-0.560243,-9.41879,-0.0446974,-0.153248,-0.0457616,-14.9625,34.7836,31.459,-7.4725,9.78419,-2.19745,1.37341,-0.824044,0.0915839,-2.05957e-12,-0.00968,0.281685,-30.2463,
Thu Sep 26 02:28:16 2019,9067197,1043.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1234,0,30,28,-1.2402,-0.521936,-9.35175,-0.061725,-0.119193,-0.0627892,-14.9625,34.7836,31.459,-7.55429,10.0609,-2.42547,1.30711,-1.11836,0.0909096,-2.24768e-12,-0.0105641,0.281685,-30.0215,
Thu Sep 26 02:28:16 2019,9077198,1043.34,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1234,0,30,28,-1.24498,-0.512359,-9.39485,-0.0787526,-0.0862022,-0.0787526,-14.9625,34.7836,31.459,-7.54874,10.3379,-2.65339,1.2418,-1.41158,0.0901767,-2.44312e-12,-0.0114827,0.281685,-29.7772,
Thu Sep 26 02:28:16 2019,9087199,1040.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,8,14,-1.03908,-0.497994,-9.36612,-0.100037,-0.0595966,-0.0755599,-15.3188,35.8594,35.6074,-6.33055,10.6168,-2.87927,1.17911,-1.70016,0.0893986,-2.59363e-12,-0.0121901,0.281685,-29.5178,
Thu Sep 26 02:28:16 2019,9097200,1040.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,8,14,-0.995988,-0.526724,-9.44273,-0.106422,-0.0266056,-0.0734315,-15.3188,35.8594,35.6074,-6.02111,10.8938,-3.09984,1.11554,-1.9843,0.0885521,-2.82179e-12,-0.0132624,0.281685,-29.2357,
Thu Sep 26 02:28:16 2019,9107201,1040.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5548,1234,0,28,28,-0.986411,-0.42138,-9.55765,-0.126643,0.00106422,-0.0595966,-15.3188,35.8594,35.6074,-5.89243,11.1724,-3.31287,1.05462,-2.25825,0.0876355,-3.05529e-12,-0.0143598,0.281685,-28.9301,
Thu Sep 26 02:28:16 2019,9117202,1040.44,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5548,1234,0,28,28,-0.981623,-0.263362,-9.69652,-0.135156,0.032991,-0.0351194,-15.3188,35.8594,35.6074,-5.78062,11.4497,-3.51754,0.993727,-2.52382,0.0866646,-3.23639e-12,-0.015211,0.281685,-28.6065,
Thu Sep 26 02:28:16 2019,9127203,1039.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,28,-0.972046,-0.301669,-9.69652,-0.1309,0.0606608,-0.0138349,-15.3188,35.8594,35.6074,-5.7246,11.7283,-3.71342,0.935426,-2.778,0.0856302,-3.44778e-12,-0.0162046,0.281685,-28.2617,
Thu Sep 26 02:28:16 2019,9137204,1039.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,28,-1.06303,-0.296881,-9.72046,-0.129835,0.0872664,0.00851379,-15.3188,35.8594,35.6074,-6.24105,12.0071,-3.90079,0.87884,-3.02195,0.0845503,-3.59972e-12,-0.0169187,0.281685,-27.9018,
Thu Sep 26 02:28:16 2019,9147205,1039.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1232,0,26,28,-1.14443,-0.205901,-9.77792,-0.122386,0.111744,0.0361836,-15.3188,35.8594,35.6074,-6.67565,12.2866,-4.08099,0.824329,-3.25666,0.0834446,-3.6857e-12,-0.0173228,0.281685,-27.5332,
Thu Sep 26 02:28:16 2019,9157206,1039.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1232,0,26,28,-1.01993,-0.201113,-9.69652,-0.102166,0.1309,0.0478901,-15.3188,35.8594,35.6074,-6.00459,12.5676,-4.25463,0.772797,-3.48183,0.0823029,-3.80558e-12,-0.0178862,0.281685,-27.1526,
Thu Sep 26 02:28:16 2019,9167207,1039.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1234,0,28,28,-1.21625,0.0047884,-9.68215,-0.080881,0.15112,0.0627892,-15.3188,35.8594,35.6074,-7.1599,12.8483,-4.42184,0.722435,-3.6994,0.0811227,-3.934e-12,-0.0184898,0.281685,-26.7592,
Thu Sep 26 02:28:16 2019,9177208,1039.15,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1234,0,28,28,-1.23541,0.0430956,-9.40921,-0.0585323,0.168147,0.0638535,-15.3188,35.8594,35.6074,-7.48002,13.1299,-4.58439,0.674501,-3.90989,0.0799343,-3.96151e-12,-0.0186191,0.281685,-26.3631,
Thu Sep 26 02:28:16 2019,9187209,1042.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5532,1232,0,28,12,-1.35991,-0.0143652,-9.46667,-0.032991,0.184111,0.0766241,-15.3188,35.8594,35.6074,-8.17474,13.4118,-4.74441,0.628385,-4.11602,0.0787406,-3.97898e-12,-0.0187012,0.281685,-25.9652,
Thu Sep 26 02:28:16 2019,9197210,1042.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5532,1232,0,28,12,-1.37427,-0.0622492,-9.18416,-0.0042569,0.197946,0.0723673,-15.3188,35.8594,35.6074,-8.51032,13.6943,-4.90344,0.5844,-4.31904,0.0775486,-3.97318e-12,-0.0186739,0.281685,-25.5679,
Thu Sep 26 02:28:16 2019,9207211,1042.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5356,5532,1234,0,28,30,-1.42694,-0.0143652,-9.31823,0.00957802,0.207524,0.0670461,-15.3188,35.8594,35.6074,-8.70634,13.978,-5.06244,0.543114,-4.51933,0.076365,-3.94539e-12,-0.0185433,0.281685,-25.1733,
Thu Sep 26 02:28:16 2019,9217212,1042.55,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5356,5532,1234,0,28,30,-1.45089,-0.0957681,-9.34217,0.0212845,0.213909,0.0574681,-14.25,34.0664,34.916,-8.8278,14.2627,-5.22161,0.504161,-4.71745,0.0751775,-3.95844e-12,-0.0186046,0.281685,-24.7775,
Thu Sep 26 02:28:16 2019,9227213,1040.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1238,0,28,28,-1.48919,-0.138864,-9.43794,0.0319267,0.222423,0.0510828,-14.25,34.0664,34.916,-8.96666,14.5467,-5.38089,0.466031,-4.91486,0.0739867,-3.96917e-12,-0.0186551,0.281685,-24.3806,
Thu Sep 26 02:28:16 2019,9237214,1040.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5548,1238,0,28,28,-1.54187,-0.177171,-9.30387,0.0319267,0.232001,0.0361836,-14.25,34.0664,34.916,-9.40972,14.8305,-5.54045,0.429091,-5.11136,0.0728035,-3.94409e-12,-0.0185372,0.281685,-23.9861,
Thu Sep 26 02:28:16 2019,9247215,1040.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1232,0,28,30,-1.54665,-0.225055,-9.52413,0.032991,0.23945,0.0212845,-14.25,34.0664,34.916,-9.22393,15.1148,-5.70047,0.394254,-5.30622,0.0716296,-3.91283e-12,-0.0183903,0.281685,-23.5949,
Thu Sep 26 02:28:16 2019,9257216,1040.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5382,5538,1232,0,28,30,-1.41737,-0.186748,-9.52413,0.0287341,0.243707,0.00744957,-14.25,34.0664,34.916,-8.46456,15.4001,-5.85965,0.361764,-5.49789,0.0704646,-3.88351e-12,-0.0182525,0.281685,-23.2065,
Thu Sep 26 02:28:16 2019,9267217,1040.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1234,0,28,26,-1.42216,-0.186748,-9.51935,0.0361836,0.249028,-0.00319267,-14.25,34.0664,34.916,-8.49695,15.685,-6.01588,0.330377,-5.6855,0.0692814,-3.94407e-12,-0.0185371,0.281685,-22.8121,
Thu Sep 26 02:28:16 2019,9277218,1040.75,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1234,0,28,26,-1.24977,-0.100556,-9.56723,0.0446974,0.250093,-0.0106422,-14.25,34.0664,34.916,-7.44245,15.9712,-6.16718,0.301577,-5.8656,0.0680839,-3.99153e-12,-0.0187602,0.281685,-22.413,
Thu Sep 26 02:28:16 2019,9287219,1040.69,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5550,1234,0,26,28,-1.17795,-0.311246,-9.59117,0.0393763,0.250093,-0.0159634,-14.25,34.0664,34.916,-7.00177,16.2577,-6.31101,0.274379,-6.03663,0.0668745,-4.03141e-12,-0.0189476,0.281685,-22.0098,
Thu Sep 26 02:28:16 2019,9297220,1040.69,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5550,1234,0,26,28,-1.06303,-0.23942,-9.70131,0.0457616,0.245836,-0.0148991,-14.25,34.0664,34.916,-6.25327,16.5454,-6.44493,0.249622,-6.19531,0.0656606,-4.04634e-12,-0.0190178,0.281685,-21.6052,
Thu Sep 26 02:28:16 2019,9307221,1040.69,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1232,0,6,10,-0.881066,-0.42138,-9.64863,0.0436332,0.245836,-0.00744957,-14.25,34.0664,34.916,-5.21751,16.8318,-6.56648,0.224861,-6.34162,0.0644356,-4.08323e-12,-0.0191912,0.211266,-21.1969,
Thu Sep 26 02:28:16 2019,9317222,1040.69,1513,1511,1088,1513,1088,1514,-0.0469513,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1232,0,6,10,-0.857124,-0.47884,-9.663,0.0297983,0.243707,-0,-14.25,34.0664,34.916,-5.06897,17.1189,-6.67345,0.201939,-6.47151,0.0629802,-4.85151e-12,-0.0228021,0.211266,-20.7821,
Thu Sep 26 02:28:16 2019,9327223,1041.74,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5384,5548,1230,0,28,26,-0.641646,-0.483629,-9.75398,0.0138349,0.243707,0.0138349,-14.25,34.0664,34.916,-3.76367,17.4054,-6.76417,0.179618,-6.58456,0.0617322,-4.15972e-12,-0.0195507,0.281685,-20.3661,
Thu Sep 26 02:28:16 2019,9337224,1041.74,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5384,5548,1230,0,28,26,-0.603339,-0.373495,-9.61033,-0.00957802,0.241579,0.0234129,-14.25,34.0664,34.916,-3.59233,17.6925,-6.83693,0.159099,-6.67783,0.0606881,-3.48053e-12,-0.0163585,0.281685,-19.9477,
Thu Sep 26 02:28:16 2019,9347225,1041.74,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5540,1234,0,28,28,-0.56982,-0.445322,-9.64384,-0.0148991,0.23945,0.0372479,-14.25,34.0664,34.916,-3.38147,17.9796,-6.89122,0.139722,-6.7515,0.059422,-4.22041e-12,-0.0198359,0.281685,-19.5256,
Thu Sep 26 02:28:16 2019,9357226,1041.74,1513,1510,1088,1513,1088,1514,-0.0469513,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5540,1234,0,28,28,-0.42138,-0.435745,-9.60554,-0.0340552,0.235194,0.0457616,-14.25,34.0664,34.916,-2.51187,18.2673,-6.92703,0.122051,-6.80498,0.0581511,-4.23635e-12,-0.0199109,0.281685,-19.102,
