today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Wed Sep 25 23:57:05 2019,62668138,4498.38,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5396,5540,1242,0,28,32,-0.92895,-0.287304,-10.3238,0.019156,-0.338423,-0.00744957,-16.2094,33.1699,33.7061,-5.14172,254.204,0.781747,0.0936493,0.875396,7.06392e-05,-0,-0,
Wed Sep 25 23:57:05 2019,62678139,4498.47,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5396,5540,1242,0,28,32,-0.536301,-1.02951,-11.406,0.0734315,-0.301175,-0.0297983,-16.2094,33.1699,33.7061,-2.69203,254.48,0.771461,0.0753239,0.846785,0.000246557,0,0,
Wed Sep 25 23:57:05 2019,62688142,4498.47,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5396,5554,1238,0,8,30,-0.411803,0.383072,-10.2855,-0.212845,-0.256478,0.0244772,-16.5656,36.3973,34.0518,-2.29274,254.754,0.74704,0.056242,0.803282,0.000245144,-0,-0,
Wed Sep 25 23:57:05 2019,62698143,4498.47,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5396,5554,1238,0,8,30,-0.646434,0.00957681,-10.6494,0.0553397,-0.225616,0.0244772,-16.5656,36.3973,34.0518,-3.47368,255.031,0.711727,0.0423537,0.754081,0.00024342,-0,-0,
Wed Sep 25 23:57:05 2019,62708144,4508.59,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5400,5554,1234,0,32,12,-1.08218,0.148441,-11.5353,-0.124514,-0.140478,0.0138349,-16.5656,36.3973,34.0518,-5.35951,255.293,0.662951,0.0146084,0.677559,0.000241305,-0,-0,
Wed Sep 25 23:57:05 2019,62718145,4508.59,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5400,5554,1234,0,32,12,-0.857124,0.234632,-10.07,0.0553397,-0.0489543,0.0180918,-16.5656,36.3973,34.0518,-4.86509,255.553,0.59783,-0.0125889,0.585242,0.000239249,-0,-0,
Wed Sep 25 23:57:05 2019,62728146,4508.59,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5392,5538,1240,0,8,30,-0.622492,0.023942,-11.4203,0.052147,0.032991,0.0170276,-16.5656,36.3973,34.0518,-3.11996,255.816,0.518802,-0.0348028,0.483999,0.000236689,-0,-0,
Wed Sep 25 23:57:05 2019,62738147,4508.59,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5392,5538,1240,0,8,30,-0.670376,-0.483629,-9.8689,0.0276698,0.0936517,0.0223487,-16.5656,36.3973,34.0518,-3.88603,256.086,0.430383,-0.0491688,0.381215,0.000233517,-0,-0,
Wed Sep 25 23:57:05 2019,62748148,4508.59,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5390,5546,1234,0,8,30,-0.68953,-0.287304,-10.2041,-0.0170276,0.136221,0.0510828,-16.5656,36.3973,34.0518,-3.86583,256.36,0.333926,-0.0571386,0.276788,0.000229953,-0,-0,
Wed Sep 25 23:57:05 2019,62758149,4508.59,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5390,5546,1234,0,8,30,-0.574608,-0.0526724,-9.36612,-0.0564039,0.146863,0.0159634,-16.5656,36.3973,34.0518,-3.51068,256.643,0.230128,-0.0555026,0.174626,0.000226261,-0,-0,
Wed Sep 25 23:57:05 2019,62768150,4498.71,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5394,5546,1234,0,32,12,-0.296881,0.186748,-9.2895,-0.0042569,0.147927,0.00106422,-16.5656,36.3973,34.0518,-1.83048,256.929,0.12228,-0.0511717,0.0711087,0.000222414,-0,-0,
Wed Sep 25 23:57:05 2019,62778151,4498.71,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5394,5546,1234,0,32,12,-0.272939,0.277727,-9.22725,0.0127707,0.122386,-0.00319267,-16.5656,36.3973,34.0518,-1.6943,257.223,0.0147687,-0.0397066,-0.0249379,0.000218392,-0,-0,
Wed Sep 25 23:57:05 2019,62788152,4498.71,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5394,5544,1240,0,8,28,-0.0191536,0.306458,-8.94953,0.0446974,0.052147,-0.0223487,-16.5656,36.3973,34.0518,-0.122623,257.53,-0.0887032,-0.0168132,-0.105516,0.000214415,-0,-0,
Wed Sep 25 23:57:05 2019,62798153,4498.71,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5394,5544,1240,0,8,28,-0.287304,0.0047884,-8.80587,0.0691746,0.0180918,-0.00638535,-16.5656,36.3973,34.0518,-1.8687,257.826,-0.186641,-0.00572012,-0.192361,0.000210701,-0,-0,
Wed Sep 25 23:57:05 2019,62808154,4499.36,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5384,5536,1210,8,28,10,-0.248997,-0.368707,-8.52336,0.0553397,-0.0457616,0.0202203,-16.5656,36.3973,34.0518,-1.67333,258.131,-0.280773,0.0126153,-0.268158,0.000207384,-0,-0,
Wed Sep 25 23:57:05 2019,62818155,4499.36,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5384,5536,1210,8,28,10,-0.775721,-0.373495,-8.98783,-0.0117065,-0.0627892,0.0138349,-16.3875,35.8594,31.1133,-4.93286,258.422,-0.375424,0.0165123,-0.358911,0.000204594,-0,-0,
Wed Sep 25 23:57:05 2019,62828156,4499.36,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5550,1216,6,30,10,-0.124498,-0.545878,-8.49942,-0.0542754,-0.0734315,0.00106422,-16.3875,35.8594,31.1133,-0.839203,258.712,-0.472295,0.018261,-0.454034,0.000202177,-0,-0,
Wed Sep 25 23:57:05 2019,62838157,4499.36,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5550,1216,6,30,10,-0.627281,0.248997,-8.8777,-0.0457616,-0.116,0.0532112,-16.3875,35.8594,31.1133,-4.04169,259.01,-0.569205,0.0285507,-0.540654,0.000199543,-0,-0,
Wed Sep 25 23:57:05 2019,62848158,4499.36,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1218,6,28,14,-0.608127,0.148441,-9.63427,0.0266056,-0.101101,0.0127707,-16.3875,35.8594,31.1133,-3.61179,259.293,-0.667559,0.0220805,-0.645479,0.000197157,-0,-0,
Wed Sep 25 23:57:05 2019,62858159,4499.36,1513,1510,1088,1512,1088,1514,-0.0469513,-0.187798,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1218,6,28,14,-0.339977,0.526724,-8.61434,0.00638535,-0.120257,0.0223487,-16.3875,35.8594,31.1133,-2.26009,259.585,-0.7678,0.0254306,-0.74237,0.0001951,-0,-0,
Wed Sep 25 23:57:05 2019,62868160,4499.62,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5544,1218,2,28,10,-1.02472,0.339977,-10.0892,0.094716,-0.131964,0.0212845,-16.3875,35.8594,31.1133,-5.79943,259.874,-0.869772,0.0263552,-0.843416,0.000192932,-0,-0,
Wed Sep 25 23:57:05 2019,62878161,4499.62,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5544,1218,2,28,10,-0.47884,0.201113,-8.47547,-0.00532112,-0.127707,0.00106422,-16.3875,35.8594,31.1133,-3.23361,260.16,-0.975925,0.0227225,-0.953203,0.000191313,-0,-0,
Wed Sep 25 23:57:05 2019,62888162,4499.62,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1206,6,6,30,-0.277727,-0.579397,-10.3094,0.0606608,-0.10323,-0.00106422,-16.3875,35.8594,31.1133,-1.54313,260.439,-1.08241,0.0138043,-1.0686,0.000189408,-0,-0,
Wed Sep 25 23:57:05 2019,62898163,4499.62,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5392,5550,1206,6,6,30,1.53708,0.35913,-9.57681,-0.0223487,-0.0649177,0.0234129,-16.3875,35.8594,31.1133,9.11821,260.715,-1.17311,0.00177722,-1.17133,0.000187083,-0,-0,
Wed Sep 25 23:57:05 2019,62908164,4499.4,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5384,5554,1180,24,8,30,-1.66158,1.68552,-7.44118,-0.212845,-0.0287341,0.0266056,-16.3875,35.8594,31.1133,-12.5874,260.991,-1.2478,-0.0086394,-1.25644,0.000184364,-0,-0,
Wed Sep 25 23:57:05 2019,62918165,4499.4,1513,1511,1088,1512,1088,1088,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-0.5,5384,5554,1180,24,8,30,-0.665588,0.675165,-8.5042,-0.0755599,0.0510828,0.00957802,-16.3875,35.8594,31.1133,-4.47518,261.254,-1.33082,-0.0301011,-1.36092,0.000182707,-0,-0,
