today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0035, kiei(I)=7e-10, kded(D)=0.00043,signal, mad_pitch
Thu Sep 26 02:35:45 2019,8636217,1042.12,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5414,5540,1234,0,28,28,-0.23942,-0.703895,-9.71088,0.0287341,-0.00319267,-0.0106422,-21.9094,34.9629,33.3604,-1.41233,14.3249,-0.814009,0.541575,-0.272435,0.0728748,-1.06718e-12,-0.0131111,0.281685,-20.5397,
Thu Sep 26 02:35:45 2019,8646218,1040.53,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5414,5540,1234,0,28,28,-0.162806,-0.933739,-9.87369,0.0223487,0.00957802,-0.00851379,-21.9094,34.9629,33.3604,-0.944656,14.6077,-0.822983,0.496542,-0.32644,0.0718173,-1.05751e-12,-0.0129923,0.281685,-20.2375,
Thu Sep 26 02:35:45 2019,8656219,1040.53,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5394,5534,1230,0,26,26,0.0622492,-1.1157,-10.0892,0.00957802,0.0106422,-0.00957802,-21.9094,34.9629,33.3604,0.353506,14.8939,-0.830869,0.45667,-0.374199,0.0707698,-1.04749e-12,-0.0128692,0.281685,-19.9382,
Thu Sep 26 02:35:45 2019,8666220,1040.53,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5394,5534,1230,0,26,26,0.0335188,-0.756568,-10.0652,-0.0138349,0.0180918,-0.0148991,-21.9094,34.9629,33.3604,0.190804,15.1782,-0.834993,0.416712,-0.418281,0.0696884,-1.08141e-12,-0.0132859,0.281685,-19.6293,
Thu Sep 26 02:35:45 2019,8676221,1040.53,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5396,5548,1234,0,26,28,-0.0574608,-0.35913,-9.93594,-0.019156,0.0308625,-0.0127707,-21.9094,34.9629,33.3604,-0.331346,15.461,-0.835233,0.377119,-0.458114,0.0685719,-1.11649e-12,-0.0137168,0.281685,-19.3103,
Thu Sep 26 02:35:45 2019,8686222,1040.53,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5396,5548,1234,0,26,28,-0.0909797,-0.536301,-9.76355,0.0170276,0.019156,0.00319267,-21.9094,34.9629,33.3604,-0.533884,15.7509,-0.833249,0.346176,-0.487073,0.0674648,-1.10705e-12,-0.013601,0.281685,-18.994,
Thu Sep 26 02:35:45 2019,8696223,1040.53,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5412,5544,1234,0,30,28,-0.296881,-0.526724,-9.55287,0.0180918,0.0276698,0.0212845,-21.9094,34.9629,33.3604,-1.78005,16.0349,-0.831288,0.311013,-0.520275,0.0663639,-1.10087e-12,-0.013525,0.281685,-18.6794,
Thu Sep 26 02:35:45 2019,8706224,1042.15,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5412,5544,1234,0,30,28,-0.114922,-0.593762,-9.26077,0.0276698,0.0319267,0.00319267,-21.9094,34.9629,33.3604,-0.710977,16.3202,-0.830891,0.278831,-0.552059,0.065293,-1.07099e-12,-0.0131579,0.281685,-18.3734,
Thu Sep 26 02:35:45 2019,8716225,1042.15,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5400,5538,1234,0,28,26,0.0766145,-0.454898,-9.56723,0.0234129,0.0255414,0.0148991,-21.9094,34.9629,33.3604,0.458816,16.6085,-0.829979,0.251249,-0.57873,0.0642509,-1.04205e-12,-0.0128024,0.281685,-18.0757,
Thu Sep 26 02:35:45 2019,8726226,1042.15,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5400,5538,1234,0,28,26,-0.181959,-0.354342,-9.43315,0.0127707,0.0202203,0.0127707,-21.9094,34.9629,33.3604,-1.10506,16.8965,-0.82686,0.22477,-0.60209,0.063159,-1.09186e-12,-0.0134143,0.281685,-17.7638,
Thu Sep 26 02:35:45 2019,8736227,1042.15,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5394,5548,1234,0,28,28,-0.220267,-0.909797,-9.30387,0.0404405,0.0255414,0.0170276,-21.9094,34.9629,33.3604,-1.35621,17.1814,-0.823817,0.196776,-0.627041,0.0621163,-1.04276e-12,-0.0128111,0.281685,-17.4658,
Thu Sep 26 02:35:45 2019,8746228,1041.36,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5394,5548,1234,0,28,28,-0.536301,-0.828394,-9.11712,-0.0159634,0.019156,0.0223487,-21.9094,34.9629,33.3604,-3.36646,17.4697,-0.824703,0.173628,-0.651075,0.0611126,-1.00365e-12,-0.0123306,0.281685,-17.1791,
Thu Sep 26 02:35:45 2019,8756229,1041.36,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5388,5554,1234,0,28,10,-0.373495,-0.445322,-9.31823,-0.0159634,0.019156,-0,-21.9094,34.9629,33.3604,-2.29532,17.7562,-0.832201,0.150041,-0.68216,0.0601914,-9.21223e-13,-0.0113179,0.281685,-16.9159,
Thu Sep 26 02:35:45 2019,8766230,1041.36,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5388,5554,1234,0,28,10,-0.220267,-0.608127,-9.31823,-0.00638535,0.019156,-0.00106422,-21.9094,34.9629,33.3604,-1.35412,18.0427,-0.844707,0.127892,-0.716815,0.0592733,-9.18065e-13,-0.0112791,0.281685,-16.6536,
Thu Sep 26 02:35:45 2019,8776231,1041.36,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5418,5540,1234,0,28,26,-0.42138,-0.861913,-9.4954,-0.0042569,0.00851379,-0.00851379,-21.9094,34.9629,33.3604,-2.54096,18.3322,-0.860082,0.110059,-0.750023,0.0583196,-9.53734e-13,-0.0117173,0.281685,-16.3811,
Thu Sep 26 02:35:45 2019,8786232,1041.36,1512,1510,1088,1512,1088,1940,-0.0939026,0.281685,0.9,-0.563385,-0.5,0.5,5418,5540,1234,0,28,26,-0.268151,-0.622492,-9.55765,-0.032991,0.0148991,-0.0212845,-21.9094,34.9629,33.3604,-1.60708,18.6169,-0.878494,0.0886591,-0.789835,0.0574275,-8.92143e-13,-0.0109606,0.281685,-16.1262,
