today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0035, kiei(I)=1e-09, kded(D)=0.0006,signal, mad_pitch
Thu Sep 26 02:16:29 2019,7463320,0,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5556,1230,0,28,28,0.995988,-0.181959,-9.39485,-0.0117065,1.04933,-0.032991,-21.5531,32.4527,30.249,6.05157,-0.0141306,0.0057112,-0.0135168,-0.00780565,8.8669e+30,1.2667e+22,1.52004e+32,0.281685,0,
Thu Sep 26 02:16:29 2019,7473321,1046.14,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,28,28,1.06781,-0.234632,-9.39006,-0.0180918,1.01846,-0.0276698,-21.5531,32.4527,30.249,6.48767,0.28119,0.0284607,0.270176,0.298637,0.0626102,-1.2667e+22,-1.52004e+32,0.281685,-17.6069,
Thu Sep 26 02:16:29 2019,7483324,1046.14,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,28,28,1.38864,-0.0670376,-9.61511,-0.0148991,0.969508,-0.00212845,-21.5531,32.4527,30.249,8.21797,0.581694,0.0748819,0.533698,0.60858,0.0603071,-3.29009e-12,-0.0394811,0.211266,-16.9489,
Thu Sep 26 02:16:29 2019,7493325,1046.14,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,28,28,1.49877,-0.148441,-9.65342,-0.00744957,0.920554,0.0202203,-21.5531,32.4527,30.249,8.82517,0.882197,0.147038,0.77281,0.919849,0.0566427,-5.23496e-12,-0.0628195,0.211266,-15.9723,
Thu Sep 26 02:16:29 2019,7503326,1046.14,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5392,5536,1234,0,28,28,1.66158,0.0191536,-9.52413,-0.00212845,0.86415,0.0361836,-21.5531,32.4527,30.249,9.8962,1.18483,0.246261,0.990726,1.23699,0.0535499,-4.41829e-12,-0.0530194,0.211266,-15.0887,
Thu Sep 26 02:16:29 2019,7513327,1046.14,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,28,28,1.70946,0.0047884,-9.85453,0.00744957,0.818388,0.0585323,-21.5531,32.4527,30.249,9.84114,1.48442,0.372417,1.18347,1.55588,0.0505425,-4.29627e-12,-0.0515553,0.211266,-14.2294,
Thu Sep 26 02:16:29 2019,7523328,1046.71,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5388,5540,1234,0,28,28,1.96325,-0.0430956,-9.62469,0.0234129,0.761985,0.0670461,-21.5531,32.4527,30.249,11.529,1.78706,0.525242,1.35828,1.88352,0.0476514,-4.13009e-12,-0.0495611,0.281685,-13.4034,
Thu Sep 26 02:16:29 2019,7533329,1046.71,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5538,1234,0,28,28,2.01592,-0.229843,-9.7875,0.0117065,0.710902,0.071303,-21.5531,32.4527,30.249,11.6384,2.08817,0.705128,1.51164,2.21677,0.0450744,-3.68137e-12,-0.0441765,0.281685,-12.5967,
Thu Sep 26 02:16:29 2019,7543330,1046.71,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5396,5538,1234,0,28,28,1.901,-0.0574608,-9.70131,0.0159634,0.653434,0.0670461,-21.5531,32.4527,30.249,11.0868,2.39112,0.910377,1.64802,2.5584,0.0423419,-3.9036e-12,-0.0468432,0.211266,-11.816,
Thu Sep 26 02:16:29 2019,7553331,1046.71,1512,1511,1088,1513,1088,1514,-0.0939026,0.211266,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1234,0,28,28,1.9393,0.0287304,-9.60075,0.00851379,0.599158,0.071303,-21.5531,32.4527,30.249,11.4198,2.69315,1.13743,1.76571,2.90315,0.0394916,-4.07193e-12,-0.0488632,0.211266,-11.072,
