today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Wed Sep 25 23:56:26 2019,23437188,0,1513,1511,1088,1513,1088,1514,-0.0469513,-0.140846,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1242,0,32,28,-0.272939,0.047884,-9.46667,0.00319267,0.0340552,0.00957802,-17.6344,34.6043,32.3232,-1.65147,0.276723,-0.00155858,0.264704,0.263145,0,0,0,
Wed Sep 25 23:56:26 2019,23447327,4497.79,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5390,5556,1238,0,30,14,-0.311246,-0.0622492,-9.65821,0.00319267,0.0446974,0.0202203,-17.6344,34.6043,32.3232,-1.84578,0.560153,-0.00783796,0.512328,0.50449,0.000132314,0,0,
Wed Sep 25 23:56:26 2019,23457330,4497.79,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5390,5556,1238,0,30,14,-0.526724,-0.162806,-9.68694,0.0117065,0.0532112,0.0287341,-17.6344,34.6043,32.3232,-3.11238,0.844194,-0.021534,0.737559,0.716025,0.000130471,-0,-0,
Wed Sep 25 23:56:26 2019,23467331,4497.79,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5392,5538,1234,0,30,14,-0.440533,-0.0766145,-9.663,0.0117065,0.061725,0.0276698,-17.6344,34.6043,32.3232,-2.61029,1.12823,-0.0440648,0.940864,0.896799,0.000128762,-0,-0,
Wed Sep 25 23:56:26 2019,23477334,4497.79,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5392,5538,1234,0,30,14,-0.42138,-0.110133,-9.69173,0.0170276,0.0606608,0.0202203,-17.6344,34.6043,32.3232,-2.48956,1.41502,-0.0747284,1.12596,1.05124,0.000126985,-0,-0,
Wed Sep 25 23:56:26 2019,23487335,4497.79,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5384,5546,1234,0,8,30,-0.383072,-0.100556,-9.83059,0.0138349,0.0702388,0.0202203,-17.6344,34.6043,32.3232,-2.23154,1.69875,-0.111773,1.28817,1.1764,0.000125198,-0,-0,
Wed Sep 25 23:56:26 2019,23497338,4498.78,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5384,5546,1234,0,8,30,-0.35913,-0.0814029,-9.67736,0.00957802,0.0819453,0.0148991,-17.6344,34.6043,32.3232,-2.12529,1.98188,-0.153814,1.43114,1.27733,0.000123336,-0,-0,
Wed Sep 25 23:56:26 2019,23507339,4498.78,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5550,1238,0,30,14,-0.316035,-0.138864,-9.87369,0.00957802,0.0851379,0.0212845,-17.6344,34.6043,32.3232,-1.83329,2.26744,-0.19955,1.55889,1.35934,0.000121437,-0,-0,
Wed Sep 25 23:56:26 2019,23517342,4498.78,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5388,5550,1238,0,30,14,-0.153229,-0.047884,-9.60075,0.00532112,0.0915233,0.0212845,-17.6344,34.6043,32.3232,-0.91437,2.55209,-0.246974,1.66903,1.42206,0.000119458,-0,-0,
Wed Sep 25 23:56:26 2019,23527343,4498.78,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5384,5546,1238,0,28,10,-0.21069,0.0143652,-9.63906,0.00851379,0.100037,0.019156,-17.6344,34.6043,32.3232,-1.25217,2.83613,-0.294074,1.76292,1.46885,0.000117398,-0,-0,
Wed Sep 25 23:56:26 2019,23537345,4499.32,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5384,5546,1238,0,28,10,-0.172383,-0.0574608,-9.40442,0.0117065,0.110679,0.0148991,-17.6344,34.6043,32.3232,-1.05011,3.11956,-0.340279,1.8416,1.50132,0.000115308,-0,-0,
Wed Sep 25 23:56:26 2019,23547346,4499.32,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5384,5536,1234,0,8,32,-0.0909797,-0.0574608,-9.54808,0.0127707,0.116,0.0159634,-17.6344,34.6043,32.3232,-0.545932,3.40452,-0.384951,1.90809,1.52314,0.000113132,-0,-0,
Wed Sep 25 23:56:26 2019,23557349,4499.32,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5384,5536,1234,0,8,32,-0.0814029,-0.129287,-9.73482,0.00638535,0.116,0.0159634,-17.6344,34.6043,32.3232,-0.479098,3.691,-0.426847,1.96319,1.53634,0.000110875,-0,-0,
Wed Sep 25 23:56:26 2019,23567350,4499.32,1513,1511,1088,1513,1088,1940,-0.0469513,-0.140846,0.9,-0.281677,-0.5,0.5,5390,5554,1238,0,30,10,-0.114922,-0.0383072,-9.72046,0.0106422,0.104294,0.0223487,-17.6344,34.6043,32.3232,-0.677358,3.98083,-0.465631,2.00941,1.54378,0.000108607,-0,-0,
