today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.004, kiei(I)=5e-09, kded(D)=0.0007,
Thu Sep 26 01:48:41 2019,12338190,0,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5534,1234,0,28,28,-0.924162,0.148441,-9.5816,0.0383121,-0.133028,0.0138349,-19.5938,31.5563,31.459,-5.50924,0.324589,-0.00519938,0.31049,0.305291,9.75077e+30,6.09423e+22,1.70638e+32,
Thu Sep 26 01:48:41 2019,12348191,1066.06,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5546,1234,0,26,28,-1.04387,0.134075,-9.99819,0.0361836,-0.100037,-0.00212845,-19.5938,31.5563,31.459,-5.96044,0.601617,-0.0259612,0.547927,0.521966,0.100378,-6.09423e+22,-1.70638e+32,
Thu Sep 26 01:48:41 2019,12358194,1066.06,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5546,1234,0,26,28,-0.981623,0.373495,-9.23204,0.0510828,-0.0893948,0.00319267,-19.5938,31.5563,31.459,-6.06934,0.885047,-0.0670384,0.769241,0.702203,0.0998122,-3.53584e-12,-0.00990036,
Thu Sep 26 01:48:41 2019,12368195,1066.06,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1232,0,28,28,-1.08218,0.339977,-9.31344,0.0595966,-0.0489543,-0.00957802,-19.5938,31.5563,31.459,-6.62779,1.15994,-0.127708,0.960678,0.832971,0.0991381,-4.21305e-12,-0.0117965,
Thu Sep 26 01:48:41 2019,12378196,1066.06,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1232,0,28,28,-0.957681,0.11971,-9.87848,0.0457616,-0.0276698,-0.0244772,-16.7438,31.9148,34.916,-5.53731,1.44032,-0.206203,1.13747,0.931266,0.0984596,-4.24047e-12,-0.0118733,
Thu Sep 26 01:48:41 2019,12388197,1066.06,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,28,26,-0.837971,0,-9.63427,0.042569,-0.0340552,-0.0223487,-16.7438,31.9148,34.916,-4.97097,1.72863,-0.298647,1.30252,1.00388,0.0977561,-4.39692e-12,-0.0123114,
Thu Sep 26 01:48:41 2019,12398198,1064.67,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,28,26,-0.751779,0.248997,-9.46667,0.0393763,-0.0287341,-0.0287341,-16.7438,31.9148,34.916,-4.54052,2.01359,-0.401002,1.44543,1.04443,0.0970317,-4.52781e-12,-0.0126779,
Thu Sep 26 01:48:41 2019,12408199,1064.67,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5422,5540,1234,0,28,28,-0.713472,0.416591,-9.5385,0.0489543,-0.0159634,-0.0351194,-16.7438,31.9148,34.916,-4.27772,2.29641,-0.510442,1.56869,1.05825,0.0962684,-4.77057e-12,-0.0133576,
Thu Sep 26 01:48:41 2019,12418200,1064.67,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5422,5540,1234,0,28,28,-0.641646,0.268151,-9.73004,0.0372479,-0.0117065,-0.0340552,-16.7438,31.9148,34.916,-3.7729,2.58167,-0.624576,1.67789,1.05331,0.0954694,-4.99349e-12,-0.0139818,
Thu Sep 26 01:48:41 2019,12428201,1064.67,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1236,0,28,28,-0.565032,0.258574,-9.89763,0.0223487,-0.0202203,-0.0297983,-16.7438,31.9148,34.916,-3.26733,2.87058,-0.740894,1.77497,1.03408,0.0946502,-5.12023e-12,-0.0143366,
Thu Sep 26 01:48:41 2019,12438202,1064.04,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5550,1236,0,28,28,-0.316035,-0.047884,-9.72046,0.0106422,-0.0361836,-0.00744957,-16.7438,31.9148,34.916,-1.86216,3.16164,-0.856016,1.85914,1.00313,0.0938133,-5.23033e-12,-0.0146449,
Thu Sep 26 01:48:41 2019,12448203,1064.04,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,26,-0.435745,0.181959,-9.48104,0.0553397,-0.052147,0.0127707,-16.7438,31.9148,34.916,-2.63144,3.45269,-0.967205,1.92914,0.96194,0.0929389,-5.46527e-12,-0.0153028,
Thu Sep 26 01:48:41 2019,12458204,1064.04,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5550,1234,0,28,26,-0.517148,0.344765,-9.59117,0.0659819,-0.0308625,0.00744957,-16.7438,31.9148,34.916,-3.08635,3.73307,-1.07493,1.97571,0.900778,0.092063,-5.47428e-12,-0.015328,
Thu Sep 26 01:48:41 2019,12468205,1064.04,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,26,28,-0.344765,-0.0622492,-10.0892,0.0106422,-0.0415047,0.00212845,-16.7438,31.9148,34.916,-1.95714,4.0226,-1.1796,2.01961,0.840007,0.0911841,-5.49335e-12,-0.0153814,
Thu Sep 26 01:48:41 2019,12478206,1064.04,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5396,5546,1234,0,26,28,-0.220267,0.162806,-9.69173,0.0340552,-0.0702388,0.00957802,-16.7438,31.9148,34.916,-1.30195,4.31731,-1.27875,2.05711,0.778351,0.090317,-5.41945e-12,-0.0151744,
Thu Sep 26 01:48:41 2019,12488207,1064.04,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5550,1234,0,26,10,-0.134075,0.287304,-9.52413,0.0308625,-0.0659819,0.019156,-16.7438,31.9148,34.916,-0.806525,4.60257,-1.36972,2.07461,0.704889,0.089441,-5.47495e-12,-0.0153299,
Thu Sep 26 01:48:41 2019,12498208,1064.69,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5392,5550,1234,0,26,10,-0.301669,0.282516,-9.64863,0.0383121,-0.0776884,0.00638535,-16.7438,31.9148,34.916,-1.7908,4.8924,-1.45223,2.08717,0.634944,0.088527,-5.71241e-12,-0.0159948,
Thu Sep 26 01:48:41 2019,12508209,1064.69,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5402,5546,1232,0,26,28,-0.181959,0.392649,-9.57202,0.0457616,-0.0872664,0.00212845,-16.7438,31.9148,34.916,-1.08903,5.18162,-1.52741,2.09021,0.562793,0.0876694,-5.35989e-12,-0.0150077,
Thu Sep 26 01:48:41 2019,12518210,1064.69,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5402,5546,1232,0,26,28,-0.110133,0.105345,-9.86411,0.0266056,-0.100037,-0.00106422,-16.7438,31.9148,34.916,-0.639684,5.47176,-1.59479,2.08596,0.491176,0.086821,-5.30267e-12,-0.0148475,
Thu Sep 26 01:48:41 2019,12528211,1064.69,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5554,1234,0,26,28,-0.0287304,-0.258574,-9.89763,0.0106422,-0.128771,0.0170276,-16.7438,31.9148,34.916,-0.166315,5.76647,-1.65281,2.07858,0.425772,0.0859995,-5.13391e-12,-0.014375,
Thu Sep 26 01:48:41 2019,12538212,1064.29,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5404,5554,1234,0,26,28,-0.138864,0.124498,-9.27993,0.0244772,-0.153248,0.0180918,-16.7438,31.9148,34.916,-0.857304,6.05996,-1.70139,2.06282,0.361426,0.0852261,-4.83403e-12,-0.0135353,
Thu Sep 26 01:48:41 2019,12548213,1064.29,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,28,26,-0.201113,0.684742,-9.42837,0.0308625,-0.144735,-0.00212845,-16.7438,31.9148,34.916,-1.22197,6.344,-1.74235,2.03156,0.289215,0.0844938,-4.57687e-12,-0.0128152,
Thu Sep 26 01:48:41 2019,12558214,1064.29,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5536,1234,0,28,26,-0.201113,0.296881,-10.0365,0.0266056,-0.157505,-0.00532112,-16.7438,31.9148,34.916,-1.14795,6.63414,-1.77744,2.00113,0.223682,0.0837643,-4.55933e-12,-0.0127661,
Thu Sep 26 01:48:41 2019,12568215,1064.29,1512,1510,1088,1513,1088,1514,-0.0939026,0.281685,0.9,-0.281677,-0.5,-1.19209e-07,5394,5546,1234,0,28,28,-0.0670376,-0.0526724,-9.60075,0.0606608,-0.196881,0.0212845,-16.7438,31.9148,34.916,-0.400064,6.9319,-1.80655,1.97301,0.166468,0.0830811,-4.27032e-12,-0.0119569,
