today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Wed Sep 25 23:56:34 2019,31946743,4496.62,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5392,5538,1242,0,8,30,-0.454898,-0.047884,-9.63427,0.00638535,0.0361836,0.0148991,-18.1688,33.7078,31.8047,-2.70331,194.795,-5.61659,-0.0324525,-5.64904,7.1687e-05,0,0,
Wed Sep 25 23:56:34 2019,31956744,4496.27,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5392,5538,1242,0,8,30,-0.588974,-0.11971,-9.59117,0.00851379,0.032991,0.0212845,-18.1688,33.7078,31.8047,-3.514,195.083,-5.60908,-0.0289124,-5.63799,-2.5325e-05,-0,-0,
Wed Sep 25 23:56:34 2019,31966747,4496.27,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5538,1234,0,30,28,-0.47884,-0.205901,-9.5816,0.00638535,0.0297983,0.0223487,-18.1688,33.7078,31.8047,-2.86098,195.37,-5.59292,-0.025564,-5.61849,-2.45337e-05,0,0,
Wed Sep 25 23:56:34 2019,31976748,4496.27,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5538,1234,0,30,28,-0.407014,-0.0383072,-9.75398,0.00319267,0.0212845,0.0266056,-16.9219,34.9629,35.0889,-2.38946,195.659,-5.56799,-0.0209389,-5.58893,-2.34829e-05,0,0,
Wed Sep 25 23:56:34 2019,31986749,4496.27,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5554,1238,0,8,28,-0.402226,0.0143652,-9.72046,0.0148991,0.0266056,0.0287341,-16.9219,34.9629,35.0889,-2.36951,195.944,-5.53361,-0.0204424,-5.55405,-2.2541e-05,0,0,
Wed Sep 25 23:56:34 2019,31996750,4496.27,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5388,5554,1238,0,8,28,-0.277727,-0.0670376,-9.60075,0.00638535,0.0266056,0.0308625,-16.9219,34.9629,35.0889,-1.65697,196.231,-5.48955,-0.0184309,-5.50798,-2.17054e-05,0,0,
Wed Sep 25 23:56:34 2019,32006751,4501.73,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5410,5556,1238,0,30,12,-0.402226,-0.023942,-9.65821,0.0042569,0.0340552,0.0287341,-16.9219,34.9629,35.0889,-2.38476,196.515,-5.43613,-0.0185654,-5.45469,-2.09524e-05,0,0,
Wed Sep 25 23:56:34 2019,32016752,4501.73,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5410,5556,1238,0,30,12,-0.296881,0.00957681,-9.4954,0.0117065,0.0393763,0.0138349,-16.9219,34.9629,35.0889,-1.79081,196.8,-5.37448,-0.0180538,-5.39253,-2.01274e-05,0,0,
Wed Sep 25 23:56:34 2019,32026753,4501.73,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5392,5546,1240,0,8,30,-0.392649,-0.234632,-9.50977,0.0117065,0.042569,0.00744957,-16.9219,34.9629,35.0889,-2.36435,197.086,-5.30564,-0.0169224,-5.32256,-1.94415e-05,0,0,
Wed Sep 25 23:56:34 2019,32036754,4501.73,1513,1511,1088,1512,1088,1940,-0.0469513,-0.140846,0.9,-0.563385,-0.5,0.5,5392,5546,1240,0,8,30,-0.392649,-0.071826,-9.663,0.0042569,0.0297983,0.00319267,-16.9219,34.9629,35.0889,-2.3269,197.376,-5.23097,-0.0114441,-5.24241,-1.87278e-05,0,0,
