today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P), kiei(I), kded(D)
Wed Sep 25 23:56:41 2019,39433633,4501.88,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5556,1238,0,30,30,0.445322,-0.0526724,-9.2895,0.0042569,0.0138349,-0.0138349,-19.4156,35.3215,30.9404,2.74455,199.959,-4.42781,0.000259292,-4.42755,-1.19275e-05,0,0,
Wed Sep 25 23:56:41 2019,39443634,4501.88,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5394,5556,1238,0,30,30,0.502782,0.0143652,-9.09318,0.0148991,-0.0106422,-0.0117065,-19.4156,35.3215,30.9404,3.16479,200.252,-4.3247,0.00754418,-4.31715,-6.94156e-05,-0,-0,
Wed Sep 25 23:56:41 2019,39453637,4501.88,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5358,5540,1234,0,30,12,0.641646,-0.047884,-9.34217,0.00744957,-0.0510828,-0.00851379,-19.4156,35.3215,30.9404,3.92906,200.55,-4.20176,0.0185455,-4.18321,-6.86843e-05,0,0,
Wed Sep 25 23:56:41 2019,39463638,4501.88,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5358,5540,1234,0,30,12,0.54109,-0.201113,-9.18416,-0.00532112,-0.0936517,0.0180918,-19.4156,35.3215,30.9404,3.37172,200.849,-4.05981,0.029137,-4.03068,-6.7672e-05,0,0,
Wed Sep 25 23:56:41 2019,39473639,4508.95,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5540,1240,0,6,28,0.426168,-0.0526724,-9.32302,-0.0042569,-0.117065,0.0297983,-19.4156,35.3215,30.9404,2.61725,201.142,-3.90207,0.0334541,-3.86861,-6.65114e-05,0,0,
Wed Sep 25 23:56:41 2019,39483640,4508.95,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5388,5540,1240,0,6,28,0.368707,-0.047884,-9.43794,-0.00638535,-0.142606,0.0276698,-19.4156,35.3215,30.9404,2.23721,201.436,-3.73276,0.0378732,-3.69489,-6.50939e-05,0,0,
Wed Sep 25 23:56:41 2019,39493641,4508.95,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5528,1234,0,28,14,0.11971,-0.071826,-9.41879,0.00744957,-0.147927,0.0234129,-19.4156,35.3215,30.9404,0.728174,201.724,-3.55637,0.0362348,-3.52014,-6.34468e-05,0,0,
Wed Sep 25 23:56:41 2019,39503642,4508.95,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5390,5528,1234,0,28,14,-0.0622492,-0.138864,-9.45231,-0.00212845,-0.134092,0.0266056,-19.4156,35.3215,30.9404,-0.377323,202.006,-3.37842,0.0293498,-3.34907,-6.15176e-05,0,0,
Wed Sep 25 23:56:41 2019,39513643,4500.65,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1240,0,28,10,-0.335188,0.0047884,-9.69652,-0.00106422,-0.109615,0.0148991,-19.4156,35.3215,30.9404,-1.97981,202.286,-3.20473,0.0200247,-3.1847,-5.94443e-05,0,0,
Wed Sep 25 23:56:41 2019,39523644,4500.65,1513,1511,1088,1512,1088,1514,-0.0469513,-0.140846,0.9,-0.563385,-0.5,-1.19209e-07,5384,5538,1240,0,28,10,-0.426168,-0.11971,-9.88326,0.0042569,-0.0819453,0.0127707,-19.4156,35.3215,30.9404,-2.46908,202.564,-3.04012,0.0105314,-3.02959,-5.73039e-05,0,0,
