23219349,1.51411,1722
23229350,1.5219,1686
23239351,1.51069,1686
23249352,1.51878,1716
23259353,1.53516,1716
23269354,1.52756,1722
23279355,1.52773,1722
23289356,1.54693,1718
23299357,1.53809,1718
23309358,1.55787,1698
23319359,1.54638,1698
23329360,1.54162,1732
23339361,1.5455,1732
23349362,1.55135,1706
23359363,1.5568,1706
23369364,1.57634,1720
23379365,1.57526,1720
23389366,1.57028,1716
23399367,1.58202,1716
23409368,1.58733,1710
23419369,1.58563,1710
23429370,1.59156,1708
23439371,1.5994,1708
23449372,1.602,1708
23459373,1.59541,1708
23469374,1.61245,1710
23479375,1.61804,1710
23489376,1.60902,1732
23499377,1.62138,1732
23509378,1.61532,1738
23519379,1.62811,1738
23529380,1.62242,1744
23539381,1.63864,1744
23549382,1.63886,1750
23559383,1.64296,1750
23569384,1.64953,1744
23579385,1.65268,1744
23589386,1.65686,1714
23599387,1.64001,1714
23609388,1.66228,1748
23619389,1.65736,1748
23629390,1.66582,1742
23639391,1.65699,1742
23649392,1.67019,1766
23659393,1.66912,1766
23669394,1.66405,1724
23679395,1.67435,1724
23689396,1.66774,1728
23699397,1.67343,1728
23709398,1.69611,1716
23719399,1.68891,1716
23729400,1.6954,1760
23739401,1.68908,1760
23749402,1.69385,1738
23759403,1.69243,1738
23769404,1.70353,1762
23779405,1.70095,1762
23789406,1.70163,1722
23799407,1.70066,1722
23809408,1.70257,1718
23819409,1.72231,1718
23829410,1.71444,1766
23839411,1.71911,1766
23849412,1.72148,1718
23859413,1.7352,1718
23869414,1.72128,1718
23879415,1.71882,1718
23889416,1.72976,1726
23899417,1.72395,1726
23909418,1.72239,1724
23919419,1.73458,1724
23929420,1.73951,1726
23939421,1.7369,1726
23949422,1.74809,1754
23959423,1.73145,1754
23969424,1.73994,1760
23979425,1.7476,1760
23989426,1.75142,1760
23999427,1.74559,1760
24009428,1.75453,1768
24019429,1.75937,1768
24029430,1.74759,1768
24039431,1.7633,1768
24049432,1.75712,1758
24059433,1.76379,1758
24069434,1.74942,1756
24079435,1.75186,1756
24089436,1.76549,1762
24099437,1.76166,1762
24109438,1.75827,1782
24119439,1.74995,1782
24129440,1.75955,1780
24139441,1.77287,1780
24149442,1.76289,1772
24159443,1.76871,1772
24169444,1.76917,1748
24179445,1.76742,1748
24189446,1.75946,1750
24199447,1.76948,1750
24209448,1.76361,1770
24219449,1.75962,1770
24229450,1.76229,1762
24239451,1.7689,1762
24249452,1.76681,1766
24259453,1.76725,1766
24269454,1.75327,1776
24279455,1.77322,1776
24289456,1.74923,1736
24299457,1.7556,1736
24309458,1.76134,1748
24319459,1.76588,1748
24329460,1.76944,1736
24339461,1.76111,1736
24349462,1.74433,1798
24359463,1.76009,1798
24369464,1.74271,1722
24379500,1.74407,1722
24389501,1.74444,1756
24399502,1.76037,1756
24409503,1.75517,1740
24419504,1.75261,1740
24429505,1.754,1732
24439506,1.75232,1732
24449507,1.74171,1748
24459508,1.72876,1748
24469509,1.73645,1774
24479510,1.74471,1774
24489511,1.73474,1768
24499512,1.73578,1768
24509513,1.74325,1806
24519514,1.73262,1806
24529515,1.72236,1762
24539516,1.73717,1762
24549517,1.7325,1756
24559518,1.72676,1756
24569519,1.72163,1724
24579520,1.71506,1724
24589521,1.70645,1770
24599522,1.71386,1770
24609523,1.70638,1740
24619524,1.71573,1740
24629525,1.71347,1780
24639526,1.69492,1780
24649527,1.68743,1746
24659528,1.68246,1746
24669529,1.69505,1768
24679530,1.69116,1768
24689531,1.68351,1780
24699532,1.68967,1780
24709533,1.66999,1782
24719534,1.67268,1782
24729535,1.68283,1736
24739536,1.67748,1736
24749537,1.65372,1756
24759538,1.65594,1756
24769539,1.65906,1746
24779540,1.6437,1746
24789541,1.64407,1768
24799542,1.63794,1768
24809543,1.63135,1766
24819544,1.65144,1766
24829545,1.64756,1756
24839546,1.6443,1756
24849547,1.62837,1726
24859548,1.61319,1726
24869549,1.62243,1750
24879550,1.61793,1750
24889551,1.6245,1726
24899552,1.61542,1726
24909553,1.61574,1776
24919554,1.61106,1776
24929555,1.59119,1736
24939556,1.57998,1736
24949557,1.58583,1750
24959558,1.59407,1750
24969559,1.58734,1762
24979560,1.57952,1762
24989561,1.57778,1750
24999562,1.57251,1750
25009563,1.55784,1720
25019564,1.54895,1720
25029565,1.55918,1718
25039566,1.55346,1718
25049567,1.54803,1728
25059568,1.54321,1728
25069569,1.5368,1742
25079570,1.52923,1742
25089571,1.53048,1712
25099572,1.52889,1712
25109573,1.53034,1722
25119574,1.50615,1722
25129575,1.50965,1750
25139576,1.51346,1750
25149577,1.50078,1736
25159578,1.49663,1736
25169579,1.49227,1740
25179580,1.48301,1740
25189581,1.47798,1698
25199582,1.47227,1698
25209583,1.46403,1742
25219584,1.47315,1742
25229585,1.45942,1736
25239586,1.45604,1736
25249587,1.45161,1744
25259588,1.45732,1744
25269589,1.45043,1742
25279590,1.44001,1742
25289591,1.44698,1722
25299592,1.42711,1722
25309593,1.41865,1710
25319594,1.43147,1710
25329595,1.41137,1746
25339596,1.40655,1746
25349597,1.41936,1730
25359598,1.40206,1730
25369599,1.41271,1740
25379698,1.38943,1740
25389699,1.39303,1704
25399700,1.39673,1704
25409701,1.38262,1714
25419702,1.39177,1714
25429703,1.38722,1708
25439704,1.37805,1708
25449705,1.36433,1698
25459706,1.36803,1698
25469707,1.36559,1716
25479708,1.36558,1716
25489709,1.34645,1714
25499710,1.35632,1714
25509711,1.35616,1728
25519712,1.35178,1728
25529713,1.33597,1722
25539714,1.34771,1722
25549715,1.32539,1716
25559716,1.3353,1716
25569717,1.33619,1694
25579718,1.33867,1694
25589719,1.31878,1722
25599720,1.33321,1722
25609721,1.32471,1720
25619722,1.32663,1720
25629723,1.30682,1694
25639724,1.30459,1694
25649725,1.30764,1716
25659726,1.30309,1716
25669727,1.29595,1708
25679728,1.28939,1708
25689729,1.2988,1684
25699730,1.28667,1684
25709731,1.30283,1696
25719732,1.28039,1696
25729733,1.27977,1686
25739734,1.27759,1686
25749735,1.29292,1648
25759736,1.28846,1648
25769737,1.26944,1694
25779738,1.28354,1694
25789739,1.28088,1648
25799740,1.27147,1648
25809741,1.27212,1708
25819742,1.28323,1708
25829743,1.26604,1708
25839744,1.27675,1708
25849745,1.26955,1690
25859746,1.25746,1690
25869747,1.2549,1692
25879748,1.26701,1692
25889749,1.26225,1708
25899750,1.25526,1708
25909751,1.25434,1708
25919752,1.25761,1708
25929753,1.26587,1698
25939754,1.25576,1698
25949755,1.27073,1682
25959756,1.25576,1682
25969757,1.2666,1682
25979758,1.27324,1682
25989759,1.27372,1690
25999760,1.26817,1690
26009761,1.26136,1682
26019762,1.25253,1682
26029763,1.26162,1684
26039764,1.27465,1684
26049765,1.25975,1682
26059766,1.2665,1682
26069767,1.2726,1648
26079768,1.27863,1648
26089769,1.26106,1688
26099770,1.25848,1688
26109771,1.2741,1690
26119772,1.26447,1690
26129773,1.27263,1648
26139774,1.27606,1648
26149775,1.26479,1686
26159776,1.2868,1686
26169777,1.275,1648
26179778,1.27147,1648
26189779,1.28412,1686
26199780,1.27438,1686
26209970,1.29827,1690
26220253,1.28488,1690
26230254,1.30498,1648
26240257,1.29742,1648
26250258,1.29605,1648
26260259,1.31157,1648
26270260,1.30874,1648
26280261,1.3157,1648
26290262,1.29895,1648
26300263,1.30445,1648
