today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 06:17:42 2019,40867528,656.865,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5534,1212,0,30,28,0.047884,0.124498,-9.66779,0.0148991,0.00106422,0.278827,-9.61875,12.5508,31.8047,-0.0117378,0.278827,
Wed Oct  2 06:17:42 2019,40877529,656.865,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5388,5522,1212,0,6,28,0.0861913,0.143652,-9.60554,0.019156,0.00744957,0.280955,-9.61875,12.5508,31.8047,-0.0117378,0.280955,
Wed Oct  2 06:17:42 2019,40887531,656.865,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5388,5522,1212,0,6,28,0.100556,0.177171,-9.663,0.0170276,0.00851379,0.275634,-9.61875,12.5508,31.8047,-0.0117378,0.275634,
Wed Oct  2 06:17:42 2019,40897532,656.865,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5524,1210,0,6,26,0.110133,0.110133,-9.60075,0.0127707,0.0138349,0.278827,-9.61875,12.5508,31.8047,-0.0117378,0.278827,
Wed Oct  2 06:17:42 2019,40907533,674.373,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5524,1210,0,6,26,0.181959,0.110133,-9.65821,0.0117065,0.0202203,0.285212,-9.61875,12.5508,31.8047,-0.0117378,0.285212,
Wed Oct  2 06:17:42 2019,40917534,674.373,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5520,1206,0,8,12,0.148441,0.124498,-9.69652,0.0138349,0.0244772,0.284148,-9.61875,12.5508,31.8047,-0.0117378,0.284148,
Wed Oct  2 06:17:42 2019,40927535,674.373,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5520,1206,0,8,12,0.177171,0.172383,-9.68215,0.0117065,0.0308625,0.285212,-9.61875,12.5508,31.8047,-0.0117378,0.285212,
Wed Oct  2 06:17:42 2019,40937536,674.373,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5522,1214,0,30,12,0.229843,0.110133,-9.67736,0.0138349,0.0308625,0.284148,-9.61875,12.5508,31.8047,-0.0117378,0.284148,
Wed Oct  2 06:17:42 2019,40947537,657.586,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5522,1214,0,30,12,0.181959,0.11971,-9.72525,0.0117065,0.0351194,0.287341,-9.61875,12.5508,31.8047,-0.0117378,0.287341,
Wed Oct  2 06:17:42 2019,40957538,657.586,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1212,0,30,10,0.21069,0.0670376,-9.72046,0.0117065,0.0319267,0.286276,-9.61875,12.5508,31.8047,-0.0117378,0.286276,
Wed Oct  2 06:17:42 2019,40967539,657.586,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1212,0,30,10,0.282516,0.181959,-9.70131,0.0106422,0.0297983,0.289469,-9.61875,12.5508,31.8047,-0.0117378,0.289469,
Wed Oct  2 06:17:42 2019,40977540,657.586,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1214,0,8,30,0.167594,0.134075,-9.69652,0.0170276,0.0255414,0.287341,-9.61875,12.5508,31.8047,-0.0117378,0.287341,
Wed Oct  2 06:17:42 2019,40987541,657.586,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1214,0,8,30,0.234632,0.138864,-9.76834,0.0234129,0.0180918,0.291597,-9.61875,12.5508,31.8047,-0.0117378,0.291597,
Wed Oct  2 06:17:42 2019,40997542,657.586,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5526,1158,0,8,28,0.153229,0.124498,-10.003,0.0255414,0.00851379,0.293726,-9.61875,12.5508,31.8047,-0.0117378,0.293726,
Wed Oct  2 06:17:42 2019,41007543,657.334,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5526,1158,0,8,28,0.497994,-0.201113,-9.84975,-0.0106422,0.00319267,0.29479,-9.61875,12.5508,31.8047,-0.0117378,0.29479,
Wed Oct  2 06:17:42 2019,41017544,657.334,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5534,1160,16,8,28,0.023942,-0.0526724,-9.65821,-0.0478901,-0.0180918,0.279891,-9.61875,12.5508,31.8047,-0.0117378,0.279891,
Wed Oct  2 06:17:42 2019,41027545,657.334,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5534,1160,16,8,28,0.320823,0.0670376,-9.663,-0.0138349,-0.0266056,0.354387,-9.61875,12.5508,31.8047,-0.0117378,0.354387,
Wed Oct  2 06:17:42 2019,41037546,657.334,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5532,1172,8,8,28,0.105345,0.675165,-9.51935,0.00106422,-0.0542754,0.419304,-9.61875,12.5508,31.8047,-0.0117378,0.419304,
Wed Oct  2 06:17:42 2019,41047547,656.1,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5532,1172,8,8,28,-0.177171,0.244209,-9.14106,0.0649177,-0.00851379,0.345873,-9.61875,12.5508,31.8047,-0.0117378,0.345873,
Wed Oct  2 06:17:42 2019,41057548,656.1,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5354,5536,1168,8,8,28,0.354342,0.215478,-9.44752,0.0361836,-0.0202203,0.368222,-9.61875,12.5508,31.8047,-0.0117378,0.368222,
Wed Oct  2 06:17:42 2019,41067549,656.1,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5354,5536,1168,8,8,28,0.684742,0.464475,-10.0461,0.0148991,-0.0319267,0.489543,-9.61875,12.5508,31.8047,-0.0117378,0.489543,
Wed Oct  2 06:17:42 2019,41077550,656.1,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5526,1178,0,28,10,0.0622492,-0.138864,-9.64384,-0.0127707,-0.0638535,0.487415,-9.61875,12.5508,31.8047,-0.0117378,0.487415,
Wed Oct  2 06:17:42 2019,41087551,656.1,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5526,1178,0,28,10,0.292093,-0.349553,-9.51456,-0.080881,-0.0415047,0.507635,-9.61875,12.5508,31.8047,-0.0117378,0.507635,
Wed Oct  2 06:17:42 2019,41097552,656.1,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5506,1188,0,28,12,0.727837,-0.196325,-10.3717,-0.0893948,-0.0489543,0.587452,-9.61875,12.5508,31.8047,-0.0117378,0.587452,
Wed Oct  2 06:17:42 2019,41107553,655.987,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5506,1188,0,28,12,0.311246,0.258574,-9.60075,-0.0393763,-0.0415047,0.600222,-9.61875,12.5508,31.8047,-0.0117378,0.600222,
Wed Oct  2 06:17:42 2019,41117554,655.987,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5528,1192,0,8,26,0.258574,-0.0143652,-9.31344,0.00532112,-0.0404405,0.614057,-9.61875,12.5508,31.8047,-0.0117378,0.614057,
Wed Oct  2 06:17:42 2019,41127555,655.987,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5528,1192,0,8,26,0.0909797,0.383072,-9.76834,0.019156,-0.0478901,0.655562,-9.61875,12.5508,31.8047,-0.0117378,0.655562,
Wed Oct  2 06:17:42 2019,41137556,655.987,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1190,0,8,28,0.143652,0.584185,-9.78271,0.0361836,-0.0266056,0.669397,-9.61875,12.5508,31.8047,-0.0117378,0.669397,
Wed Oct  2 06:17:42 2019,41147557,657.986,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1190,0,8,28,0.162806,0.445322,-9.73482,0.0510828,-0.0255414,0.698131,-9.61875,12.5508,31.8047,-0.0117378,0.698131,
Wed Oct  2 06:17:42 2019,41157558,657.986,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5360,5528,1186,0,8,28,0.258574,-0.225055,-9.46188,0.0383121,-0.0287341,0.72048,-9.61875,12.5508,31.8047,-0.0117378,0.72048,
Wed Oct  2 06:17:42 2019,41167559,657.986,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5360,5528,1186,0,8,28,0.234632,0.0814029,-9.81144,0.0478901,-0.0372479,0.754535,-9.61875,12.5508,31.8047,-0.0117378,0.754535,
Wed Oct  2 06:17:42 2019,41177560,657.986,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5512,1184,0,30,26,0.0670376,-0.191536,-10.0317,0.0510828,-0.0361836,0.772627,-9.61875,12.5508,31.8047,-0.0117378,0.772627,
