today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 06:24:08 2019,15280443,0,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5392,5528,1214,0,8,28,0.196325,0.0143652,-9.69173,0.00744957,-0.0234129,0.0127707,-16.3875,46.2586,30.0762,1.64406e-40,0.0127707,
Wed Oct  2 06:24:08 2019,15290444,659.645,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5520,1210,0,26,10,0.229843,0.11971,-9.67736,0.00744957,-0.019156,0.0106422,-16.3875,46.2586,30.0762,-1.90735e-06,0.0106422,
Wed Oct  2 06:24:08 2019,15300447,659.645,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5520,1210,0,26,10,0.296881,0.114922,-9.68694,0.0127707,-0.0223487,0.0117065,-16.3875,46.2586,30.0762,-1.90735e-06,0.0117065,
Wed Oct  2 06:24:08 2019,15310448,659.645,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5514,1210,0,8,32,0.282516,-0.0574608,-9.74919,0.0159634,-0.0223487,0.0127707,-16.3875,46.2586,30.0762,-1.90735e-06,0.0127707,
Wed Oct  2 06:24:08 2019,15320449,659.645,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5514,1210,0,8,32,0.248997,-0.0383072,-9.5816,0.00957802,-0.0244772,0.0117065,-16.3875,46.2586,30.0762,-1.90735e-06,0.0117065,
Wed Oct  2 06:24:08 2019,15330450,659.645,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5522,1210,0,6,30,0.234632,0.0430956,-9.59596,0.0106422,-0.0276698,0.0159634,-16.3875,46.2586,30.0762,-1.90735e-06,0.0159634,
Wed Oct  2 06:24:08 2019,15340451,659.715,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5522,1210,0,6,30,0.301669,0.0143652,-9.81144,0.0117065,-0.0234129,0.0180918,-16.3875,46.2586,30.0762,-1.90735e-06,0.0180918,
Wed Oct  2 06:24:08 2019,15350452,659.715,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5400,5540,1214,0,26,28,0.344765,0.129287,-9.70609,0.0127707,-0.0266056,0.0159634,-16.3875,46.2586,30.0762,-1.90735e-06,0.0159634,
Wed Oct  2 06:24:08 2019,15360453,659.715,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5400,5540,1214,0,26,28,0.229843,0.0574608,-9.68694,0.0106422,-0.0266056,0.0170276,-16.3875,46.2586,30.0762,-1.90735e-06,0.0170276,
Wed Oct  2 06:24:08 2019,15370454,659.715,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5526,1210,0,26,28,0.301669,0.0622492,-9.65821,0.0106422,-0.0255414,0.0148991,-16.3875,46.2586,30.0762,-1.90735e-06,0.0148991,
Wed Oct  2 06:24:08 2019,15380455,659.602,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5526,1210,0,26,28,0.292093,0.0430956,-9.61033,0.00957802,-0.0223487,0.0106422,-16.3875,46.2586,30.0762,-1.90735e-06,0.0106422,
Wed Oct  2 06:24:08 2019,15390456,659.602,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5366,5516,1216,0,28,28,0.253785,0.105345,-9.663,0.00638535,-0.0266056,0.0117065,-16.3875,46.2586,30.0762,-1.90735e-06,0.0117065,
Wed Oct  2 06:24:08 2019,15400457,659.602,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5366,5516,1216,0,28,28,0.234632,0.0430956,-9.63427,0.00744957,-0.0202203,0.0138349,-16.3875,46.2586,30.0762,-1.90735e-06,0.0138349,
Wed Oct  2 06:24:08 2019,15410458,659.602,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5532,1210,0,8,28,0.215478,0.0287304,-9.66779,0.00851379,-0.0244772,0.0138349,-16.3875,46.2586,30.0762,-1.90735e-06,0.0138349,
Wed Oct  2 06:24:08 2019,15420459,659.602,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5532,1210,0,8,28,0.258574,0,-9.69652,0.0117065,-0.0223487,0.0138349,-16.3875,46.2586,30.0762,-1.90735e-06,0.0138349,
Wed Oct  2 06:24:08 2019,15430460,659.602,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5522,1212,0,6,28,0.282516,0.0191536,-9.59596,0.00957802,-0.0244772,0.0180918,-16.3875,46.2586,30.0762,-1.90735e-06,0.0180918,
Wed Oct  2 06:24:08 2019,15440461,659.194,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5522,1212,0,6,28,0.129287,0.023942,-9.63427,0.0127707,-0.0255414,0.0148991,-16.3875,46.2586,30.0762,-1.90735e-06,0.0148991,
Wed Oct  2 06:24:08 2019,15450462,659.194,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5390,5532,1212,0,6,28,0.215478,0.047884,-9.56244,0.00851379,-0.0223487,0.0117065,-16.3875,46.2586,30.0762,-1.90735e-06,0.0117065,
Wed Oct  2 06:24:08 2019,15460463,659.194,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5390,5532,1212,0,6,28,0.248997,0.114922,-9.56244,0.0180918,-0.0266056,0.0138349,-16.3875,46.2586,30.0762,-1.90735e-06,0.0138349,
Wed Oct  2 06:24:08 2019,15470464,659.194,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5378,5516,1212,0,6,28,0.263362,0.071826,-9.57681,0.0180918,-0.0266056,0.0180918,-16.3875,46.2586,30.0762,-1.90735e-06,0.0180918,
Wed Oct  2 06:24:08 2019,15480465,659.437,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5378,5516,1212,0,6,28,0.263362,0.124498,-9.69652,0.0106422,-0.0223487,0.0170276,-16.3875,46.2586,30.0762,-1.90735e-06,0.0170276,
Wed Oct  2 06:24:08 2019,15490466,659.437,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5526,1210,0,28,10,0.196325,0.0287304,-9.61511,0.00957802,-0.0297983,0.0138349,-16.3875,46.2586,30.0762,-1.90735e-06,0.0138349,
Wed Oct  2 06:24:08 2019,15500467,659.437,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5526,1210,0,28,10,0.162806,0.0526724,-9.65821,0.0117065,-0.0255414,0.0170276,-16.3875,46.2586,30.0762,-1.90735e-06,0.0170276,
Wed Oct  2 06:24:08 2019,15510468,659.437,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5392,5532,1212,0,8,26,0.21069,-0.0670376,-9.60075,0.0138349,-0.0234129,0.0170276,-16.3875,46.2586,30.0762,-1.90735e-06,0.0170276,
Wed Oct  2 06:24:08 2019,15520469,659.437,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5392,5532,1212,0,8,26,0.143652,0.0191536,-9.55287,0.0117065,-0.0255414,0.0148991,-16.3875,46.2586,30.0762,-1.90735e-06,0.0148991,
Wed Oct  2 06:24:08 2019,15530470,659.437,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5516,1212,0,6,28,0.248997,0.0383072,-9.80665,0.0159634,-0.0266056,0.0148991,-16.3875,46.2586,30.0762,-1.90735e-06,0.0148991,
Wed Oct  2 06:24:08 2019,15540471,658.325,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5516,1212,0,6,28,0.258574,0.0909797,-9.63906,0.0159634,-0.0244772,0.0180918,-16.3875,46.2586,30.0762,-1.90735e-06,0.0180918,
Wed Oct  2 06:24:08 2019,15550472,658.325,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5526,1212,0,30,14,0.191536,0.0430956,-9.59596,0.0117065,-0.0223487,0.0148991,-16.3875,46.2586,30.0762,-1.90735e-06,0.0148991,
Wed Oct  2 06:24:08 2019,15560473,658.325,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5526,1212,0,30,14,0.244209,0.071826,-9.73004,0.0117065,-0.0202203,0.0148991,-16.3875,46.2586,30.0762,-1.90735e-06,0.0148991,
Wed Oct  2 06:24:08 2019,15570474,658.325,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5514,1210,0,28,10,0.134075,0.114922,-9.68215,0.0117065,-0.0244772,0.0138349,-16.3875,46.2586,30.0762,-1.90735e-06,0.0138349,
Wed Oct  2 06:24:08 2019,15580475,659.472,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5514,1210,0,28,10,0.335188,0.0622492,-9.663,0.00957802,-0.0244772,0.0138349,-16.3875,46.2586,30.0762,-0.0117378,0.0138349,
Wed Oct  2 06:24:08 2019,15590476,659.472,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5360,5510,1210,0,6,28,0.253785,0.143652,-9.81144,0.00744957,-0.0223487,0.0127707,-16.3875,46.2586,30.0762,-0.0117378,0.0127707,
Wed Oct  2 06:24:08 2019,15600477,659.472,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5360,5510,1210,0,6,28,0.205901,0.11971,-9.60075,0.0127707,-0.0244772,0.0106422,-16.3875,46.2586,30.0762,-0.0117378,0.0106422,
Wed Oct  2 06:24:08 2019,15610478,659.472,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5390,5522,1212,0,28,10,0.215478,0.071826,-9.62469,0.0117065,-0.0212845,0.0148991,-16.3875,46.2586,30.0762,-0.0117378,0.0148991,
Wed Oct  2 06:24:08 2019,15620479,659.472,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5390,5522,1212,0,28,10,0.143652,0.0622492,-9.56723,0.0106422,-0.0234129,0.0170276,-16.3875,46.2586,30.0762,-0.0117378,0.0170276,
Wed Oct  2 06:24:08 2019,15630480,659.472,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5526,1210,0,26,10,0.325611,0.172383,-9.64863,0.0138349,-0.0180918,0.0138349,-16.3875,46.2586,30.0762,-0.0117378,0.0138349,
Wed Oct  2 06:24:08 2019,15640481,658.777,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5526,1210,0,26,10,0.191536,0.11971,-9.69652,0.0148991,-0.0234129,0.019156,-16.3875,46.2586,30.0762,-1.90735e-06,0.019156,
Wed Oct  2 06:24:08 2019,15650482,658.777,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5512,1212,0,26,10,0.191536,0.0287304,-9.68215,0.0159634,-0.0212845,0.0148991,-16.3875,46.2586,30.0762,-1.90735e-06,0.0148991,
Wed Oct  2 06:24:08 2019,15660483,658.777,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5512,1212,0,26,10,0.23942,0.0957681,-9.62469,0.0170276,-0.0159634,0.0127707,-16.3875,46.2586,30.0762,-1.90735e-06,0.0127707,
Wed Oct  2 06:24:08 2019,15670484,658.777,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5534,1214,0,28,10,0.225055,0.0670376,-9.65821,0.0180918,-0.019156,0.0127707,-16.3875,46.2586,30.0762,-1.90735e-06,0.0127707,
Wed Oct  2 06:24:08 2019,15680485,658.49,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5534,1214,0,28,10,0.177171,0.0861913,-9.64863,0.0138349,-0.019156,0.0106422,-16.3875,46.2586,30.0762,-1.90735e-06,0.0106422,
Wed Oct  2 06:24:08 2019,15690486,658.49,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5378,5532,1212,0,8,28,0.181959,0.0957681,-9.8689,0.019156,-0.0223487,0.00957802,-16.3875,46.2586,30.0762,-1.90735e-06,0.00957802,
Wed Oct  2 06:24:08 2019,15700487,658.49,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5378,5532,1212,0,8,28,0.191536,0.100556,-9.60075,0.0106422,-0.0159634,0.0159634,-16.3875,46.2586,30.0762,-1.90735e-06,0.0159634,
Wed Oct  2 06:24:08 2019,15710488,658.49,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5528,1210,0,26,14,0.23942,0.0574608,-9.73004,0.0106422,-0.0180918,0.0127707,-16.3875,46.2586,30.0762,-1.90735e-06,0.0127707,
Wed Oct  2 06:24:08 2019,15720489,658.49,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5528,1210,0,26,14,0.225055,0.0143652,-9.66779,0.0106422,-0.019156,0.0159634,-16.3875,46.2586,30.0762,-1.90735e-06,0.0159634,
Wed Oct  2 06:24:08 2019,15730490,658.49,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5532,1216,0,8,28,0.196325,0.134075,-9.75398,0.0117065,-0.0148991,0.0159634,-16.3875,46.2586,30.0762,-1.90735e-06,0.0159634,
Wed Oct  2 06:24:08 2019,15740491,657.89,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5372,5532,1216,0,8,28,0.292093,-0.00957681,-9.80665,0.0180918,-0.0180918,0.0180918,-16.3875,46.2586,30.0762,-1.90735e-06,0.0180918,
Wed Oct  2 06:24:08 2019,15750492,657.89,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5406,5526,1212,0,26,10,0.316035,0.047884,-9.68215,0.0148991,-0.0170276,0.0138349,-16.3875,46.2586,30.0762,-1.90735e-06,0.0138349,
Wed Oct  2 06:24:08 2019,15760493,657.89,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5406,5526,1212,0,26,10,0.215478,0.0335188,-9.57202,0.00851379,-0.0159634,0.0159634,-16.3875,46.2586,30.0762,-1.90735e-06,0.0159634,
Wed Oct  2 06:24:08 2019,15770494,657.89,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5528,1210,0,8,30,0.268151,0.0335188,-9.62469,0.0106422,-0.0148991,0.0127707,-16.3875,46.2586,30.0762,-1.90735e-06,0.0127707,
Wed Oct  2 06:24:08 2019,15780495,659.002,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5374,5528,1210,0,8,30,0.215478,0.167594,-9.78271,0.0127707,-0.0234129,0.0170276,-16.3875,46.2586,30.0762,-1.90735e-06,0.0170276,
Wed Oct  2 06:24:08 2019,15790496,659.002,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5522,1210,0,26,10,0.234632,0.100556,-9.57681,0.0159634,-0.019156,0.0180918,-16.3875,46.2586,30.0762,-1.90735e-06,0.0180918,
Wed Oct  2 06:24:08 2019,15800497,659.002,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5522,1210,0,26,10,0.201113,0.0047884,-9.72046,0.0170276,-0.0180918,0.0127707,-16.3875,46.2586,30.0762,-1.90735e-06,0.0127707,
Wed Oct  2 06:24:08 2019,15810498,659.002,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,-1.90735e-06,0.5,-1.19209e-07,5370,5522,1210,0,26,12,0.263362,0.105345,-9.69173,0.0159634,-0.0117065,0.0180918,-16.3875,46.2586,30.0762,-1.90735e-06,0.0180918,
Wed Oct  2 06:24:08 2019,15820499,659.002,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5522,1210,0,26,12,0.215478,0.0335188,-9.59596,0.0127707,-0.0159634,0.00957802,-16.3875,46.2586,30.0762,-1.90735e-06,0.00957802,
