today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Thu Sep 20 21:37:58 2018,8426843,0,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5374,5538,1028,0,30,12,-0.603339,0.0909797,-9.6199,0.00532112,-0.0383121,-0.00744957,20.2605,64.4273,10.9266,1.64159e-40,-0.00744957,
Thu Sep 20 21:37:58 2018,8436844,953.795,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5372,5528,1028,0,18,28,-0.727837,0.0526724,-9.54329,0.00532112,-0.0361836,-0.00744957,20.2605,64.4273,10.9266,-2.38419e-07,-0.00744957,
Thu Sep 20 21:37:58 2018,8446846,953.795,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5372,5528,1028,0,18,28,-0.59855,-0.00957681,-9.63427,0,-0.0446974,-0.00638535,20.2605,64.4273,10.9266,-2.38419e-07,-0.00638535,
Thu Sep 20 21:37:58 2018,8456847,953.795,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5378,5532,1028,0,28,14,-0.612916,0.0766145,-9.59117,0.00319267,-0.0436332,-0.00957802,20.2605,64.4273,10.9266,-2.38419e-07,-0.00957802,
Thu Sep 20 21:37:58 2018,8466849,953.795,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5378,5532,1028,0,28,14,-0.584185,0.124498,-9.50977,0.00638535,-0.0361836,-0.00957802,20.2605,64.4273,10.9266,-2.38419e-07,-0.00957802,
Thu Sep 20 21:37:58 2018,8476850,953.118,1516,1514,1088,1514,1940,1940,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,0.5,5374,5540,1028,0,28,28,-0.641646,0.0670376,-9.51456,0.00744957,-0.0457616,-0.00638535,20.2605,64.4273,10.9266,-2.38419e-07,-0.00638535,
Thu Sep 20 21:37:58 2018,8486852,953.118,1516,1514,1088,1514,1940,1940,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,0.5,5374,5540,1028,0,28,28,-0.59855,0.0766145,-9.51935,0.0042569,-0.042569,-0.00851379,20.2605,64.4273,10.9266,-2.38419e-07,-0.00851379,
Thu Sep 20 21:37:58 2018,8496853,953.118,1516,1514,1088,1514,1940,1940,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,0.5,5382,5534,1028,0,8,28,-0.608127,-0.00957681,-9.45231,0.00532112,-0.0393763,-0.0127707,20.2605,64.4273,10.9266,-2.38419e-07,-0.0127707,
Thu Sep 20 21:37:58 2018,8506854,953.118,1516,1514,1088,1514,1940,1940,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,0.5,5382,5534,1028,0,8,28,-0.646434,0.071826,-9.56244,0.00744957,-0.0372479,-0.00532112,20.2605,65.5102,13.0078,-2.38419e-07,-0.00532112,
Thu Sep 20 21:37:58 2018,8516855,953.118,1516,1514,1088,1514,1940,1940,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,0.5,5382,5526,1028,0,18,28,-0.59855,0.0909797,-9.4954,-0.00106422,-0.042569,-0.0117065,20.2605,65.5102,13.0078,-2.38419e-07,-0.0117065,
