today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 06:34:10 2019,10360880,0,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5528,1212,0,6,28,0.21069,0.181959,-9.61033,0.0127707,-0.0202203,0.0212845,-21.9094,26.3566,31.6318,1.64417e-40,0.0212845,
Wed Oct  2 06:34:10 2019,10370881,659.463,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5528,1212,0,6,28,0.23942,0.143652,-9.66779,0.0148991,-0.0223487,0.019156,-21.9094,26.3566,31.6318,-0.0117378,0.019156,
Wed Oct  2 06:34:10 2019,10380884,659.463,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5514,1212,0,28,28,0.129287,0.148441,-9.68215,0.0148991,-0.0212845,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10390885,659.463,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5514,1212,0,28,28,0.181959,0.0383072,-9.663,0.0117065,-0.0202203,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10400886,659.463,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5516,1214,0,8,28,0.205901,0.153229,-9.70131,0.0159634,-0.0234129,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10410887,659.463,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5516,1214,0,8,28,0.158017,0.229843,-9.57681,0.00957802,-0.0212845,0.0138349,-21.9094,26.3566,31.6318,-0.0117378,0.0138349,
Wed Oct  2 06:34:10 2019,10420888,658.924,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5380,5520,1212,0,28,10,0.148441,0.186748,-9.69173,0.0138349,-0.0212845,0.0117065,-21.9094,26.3566,31.6318,-0.0117378,0.0117065,
Wed Oct  2 06:34:10 2019,10430889,658.924,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5380,5520,1212,0,28,10,0.186748,0.248997,-9.69173,0.0212845,-0.0223487,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10440890,658.924,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5516,1210,0,28,28,0.181959,0.215478,-9.60075,0.0138349,-0.0234129,0.0138349,-21.9094,26.3566,31.6318,-0.0117378,0.0138349,
Wed Oct  2 06:34:10 2019,10450891,658.924,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5516,1210,0,28,28,0.205901,0.181959,-9.68215,0.0170276,-0.0212845,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10460892,659.871,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5532,1210,0,28,10,0.244209,0.177171,-9.59117,0.0127707,-0.019156,0.0127707,-21.9094,26.3566,31.6318,-0.0117378,0.0127707,
Wed Oct  2 06:34:10 2019,10470893,659.871,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5532,1210,0,28,10,0.138864,0.162806,-9.64384,0.0127707,-0.0223487,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10480894,659.871,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5516,1212,0,26,10,0.0909797,0.205901,-9.65342,0.00957802,-0.0212845,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10490895,659.871,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5516,1212,0,26,10,0.272939,0.071826,-9.663,0.0117065,-0.019156,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10500896,659.871,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5514,1210,0,8,28,0.162806,0.143652,-9.68694,0.00851379,-0.0223487,0.019156,-21.9094,26.3566,31.6318,-0.0117378,0.019156,
Wed Oct  2 06:34:10 2019,10510897,659.871,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5514,1210,0,8,28,0.244209,0.153229,-9.60554,0.00851379,-0.019156,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10520898,660.115,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5380,5522,1214,0,28,10,0.110133,0.167594,-9.77313,0.00744957,-0.019156,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10530899,660.115,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5380,5522,1214,0,28,10,0.167594,0.191536,-9.61033,0.0127707,-0.0170276,0.0148991,-21.9094,26.3566,31.6318,-0.0117378,0.0148991,
Wed Oct  2 06:34:10 2019,10540900,660.115,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5516,1212,0,26,30,0.220267,0.172383,-9.60075,0.00744957,-0.0202203,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10550901,660.115,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5516,1212,0,26,30,0.177171,0.253785,-9.65821,0.00532112,-0.019156,0.0138349,-21.9094,26.3566,31.6318,-0.0117378,0.0138349,
Wed Oct  2 06:34:10 2019,10560902,658.359,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5528,1210,0,28,10,0.21069,0.272939,-9.60554,0.0138349,-0.0212845,0.0127707,-21.9094,26.3566,31.6318,-0.0117378,0.0127707,
Wed Oct  2 06:34:10 2019,10570903,658.359,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5528,1210,0,28,10,0.148441,0.248997,-9.65342,0.0127707,-0.019156,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10580904,658.359,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5360,5526,1210,0,26,28,0.234632,0.21069,-9.63427,0.0212845,-0.019156,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10590905,658.359,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5360,5526,1210,0,26,28,0.21069,0.148441,-9.64863,0.0180918,-0.0234129,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10600906,658.359,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5528,1212,0,6,30,0.124498,0.172383,-9.70609,0.019156,-0.0223487,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10610907,658.359,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5528,1212,0,6,30,0.244209,0.148441,-9.60554,0.0148991,-0.0212845,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10620908,659.532,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5526,1214,0,8,28,0.196325,0.172383,-9.61511,0.00957802,-0.0223487,0.019156,-21.9094,26.3566,31.6318,-0.0117378,0.019156,
Wed Oct  2 06:34:10 2019,10630909,659.532,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5526,1214,0,8,28,0.287304,0.162806,-9.63427,0.00957802,-0.0212845,0.0127707,-21.9094,26.3566,31.6318,-0.0117378,0.0127707,
Wed Oct  2 06:34:10 2019,10640910,659.532,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5524,1214,0,8,26,0.201113,0.172383,-9.66779,0.00638535,-0.0170276,0.0127707,-21.9094,26.3566,31.6318,-0.0117378,0.0127707,
Wed Oct  2 06:34:10 2019,10650911,659.532,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5524,1214,0,8,26,0.205901,0.172383,-9.77313,0.0042569,-0.0202203,0.0127707,-21.9094,26.3566,31.6318,-0.0117378,0.0127707,
Wed Oct  2 06:34:10 2019,10660912,658.029,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5522,1214,0,28,10,0.191536,0.201113,-9.59596,-0.00106422,-0.0234129,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10670913,658.029,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5522,1214,0,28,10,0.253785,0.167594,-9.69652,0.00212845,-0.0180918,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10680914,658.029,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5514,1212,0,8,28,0.205901,0.129287,-9.71088,0,-0.0212845,0.0106422,-21.9094,26.3566,31.6318,-0.0117378,0.0106422,
Wed Oct  2 06:34:10 2019,10690915,658.029,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5514,1212,0,8,28,0.205901,0.153229,-9.72525,0.00106422,-0.0212845,0.0212845,-21.9094,26.3566,31.6318,-0.0117378,0.0212845,
Wed Oct  2 06:34:10 2019,10700916,658.029,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5520,1216,0,26,28,0.205901,0.172383,-9.6199,0.00851379,-0.0234129,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10710917,658.029,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5520,1216,0,26,28,0.21069,0.220267,-9.64384,0.00212845,-0.0255414,0.019156,-21.9094,26.3566,31.6318,-0.0117378,0.019156,
Wed Oct  2 06:34:10 2019,10720918,659.159,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5516,1210,0,28,10,0.215478,0.205901,-9.64863,0.00851379,-0.0223487,0.019156,-21.9094,26.3566,31.6318,-0.0117378,0.019156,
Wed Oct  2 06:34:10 2019,10730919,659.159,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5516,1210,0,28,10,0.21069,0.143652,-9.73482,0.00851379,-0.0244772,0.0202203,-21.9094,26.3566,31.6318,-0.0117378,0.0202203,
Wed Oct  2 06:34:10 2019,10740920,659.159,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5522,1210,0,28,14,0.191536,0.191536,-9.72525,0.00957802,-0.0244772,0.0202203,-21.9094,26.3566,31.6318,-0.0117378,0.0202203,
Wed Oct  2 06:34:10 2019,10750921,659.159,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5522,1210,0,28,14,0.100556,0.0957681,-9.70131,0.0106422,-0.0244772,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10760922,659.524,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5526,1210,0,28,10,0.0861913,0.177171,-9.81144,0.00851379,-0.0276698,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10770923,659.524,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5526,1210,0,28,10,0.129287,0.162806,-9.61033,0.0148991,-0.0234129,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10780924,659.524,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5526,1212,0,26,28,0.258574,0.153229,-9.61511,0.0117065,-0.0234129,0.019156,-21.9094,26.3566,31.6318,-0.0117378,0.019156,
Wed Oct  2 06:34:10 2019,10790925,659.524,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5526,1212,0,26,28,0.138864,0.177171,-9.70609,0.0106422,-0.0212845,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10800926,659.524,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5512,1210,0,26,10,0.220267,0.0957681,-9.56723,0.00957802,-0.0223487,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10810927,659.524,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5512,1210,0,26,10,0.167594,0.143652,-9.59117,0.0042569,-0.0170276,0.019156,-21.9094,26.3566,31.6318,-0.0117378,0.019156,
Wed Oct  2 06:34:10 2019,10820928,658.073,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5514,1212,0,26,10,0.23942,0.129287,-9.69652,0.00957802,-0.0202203,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10830929,658.073,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5514,1212,0,26,10,0.105345,0.220267,-9.66779,0.00532112,-0.0180918,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10840930,658.073,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5516,1214,0,8,28,0.21069,0.162806,-9.71088,0.00957802,-0.0202203,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10850931,658.073,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5516,1214,0,8,28,0.177171,0.172383,-9.73482,0.00744957,-0.019156,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10860932,656.917,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5516,1210,0,8,28,0.114922,0.186748,-9.63906,0.00638535,-0.0202203,0.0202203,-21.9094,26.3566,31.6318,-0.0117378,0.0202203,
Wed Oct  2 06:34:10 2019,10870933,656.917,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5516,1210,0,8,28,0.177171,0.153229,-9.75398,0.0127707,-0.0212845,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10880934,656.917,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5356,5522,1212,0,6,30,0.162806,0.191536,-9.52413,0.0106422,-0.0212845,0.0148991,-21.9094,26.3566,31.6318,-0.0117378,0.0148991,
Wed Oct  2 06:34:10 2019,10890935,656.917,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5356,5522,1212,0,6,30,0.167594,0.153229,-9.67736,0.0170276,-0.0223487,0.0212845,-21.9094,26.3566,31.6318,-0.0117378,0.0212845,
Wed Oct  2 06:34:10 2019,10900936,656.917,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5512,1210,0,28,12,0.134075,0.205901,-9.68215,0.0148991,-0.0223487,0.0202203,-21.9094,26.3566,31.6318,-0.0117378,0.0202203,
Wed Oct  2 06:34:10 2019,10910937,656.917,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5512,1210,0,28,12,0.162806,0.138864,-9.77313,0.0159634,-0.0212845,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10920938,657.577,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5514,1214,0,8,28,0.110133,0.0861913,-9.51456,0.0180918,-0.0223487,0.0170276,-21.9094,26.3566,31.6318,-0.0117378,0.0170276,
Wed Oct  2 06:34:10 2019,10930939,657.577,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5514,1214,0,8,28,0.143652,0.0861913,-9.65342,0.0180918,-0.0212845,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10940940,657.577,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5512,1212,0,8,28,0.244209,0.229843,-9.68694,0.0148991,-0.0202203,0.0212845,-21.9094,26.3566,31.6318,-0.0117378,0.0212845,
Wed Oct  2 06:34:10 2019,10950941,657.577,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5512,1212,0,8,28,0.23942,0.124498,-9.61511,0.00957802,-0.0212845,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10960942,657.056,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5534,1212,0,6,28,0.177171,0.114922,-9.65821,0.019156,-0.0180918,0.0180918,-21.9094,26.3566,31.6318,-0.0117378,0.0180918,
Wed Oct  2 06:34:10 2019,10970943,657.056,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5534,1212,0,6,28,0.129287,0.138864,-9.52892,0.0106422,-0.0180918,0.0159634,-21.9094,26.3566,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,10980944,657.056,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5524,1214,0,6,28,0.186748,0.11971,-9.663,0.0180918,-0.0148991,0.0223487,-21.9094,26.3566,31.6318,-0.0117378,0.0223487,
Wed Oct  2 06:34:10 2019,10990945,657.056,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5524,1214,0,6,28,0.244209,0.244209,-9.63906,0.00851379,-0.0202203,0.0159634,-22.2656,27.791,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,11000946,657.056,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5512,1210,0,30,10,0.201113,0.253785,-9.70131,0.0159634,-0.0159634,0.0202203,-22.2656,27.791,31.6318,-0.0117378,0.0202203,
Wed Oct  2 06:34:10 2019,11010947,657.056,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5512,1210,0,30,10,0.234632,0.201113,-9.68215,0.0127707,-0.0148991,0.019156,-22.2656,27.791,31.6318,-0.0117378,0.019156,
Wed Oct  2 06:34:10 2019,11020948,657.812,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1212,0,28,12,0.138864,0.234632,-9.69652,0.0170276,-0.0159634,0.0159634,-22.2656,27.791,31.6318,-0.0117378,0.0159634,
Wed Oct  2 06:34:10 2019,11030949,657.812,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1212,0,28,12,0.196325,0.134075,-9.61033,0.0170276,-0.0170276,0.0127707,-22.2656,27.791,31.6318,-0.0117378,0.0127707,
