today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 05:56:17 2019,8055864,0,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5390,5522,1214,0,28,30,-0.0622492,-0.047884,-9.73482,0.0170276,-0.0138349,0.0170276,4.275,10.7578,32.1504,1.64372e-40,0.0170276,
Wed Oct  2 05:56:17 2019,8065865,652.538,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5390,5522,1214,0,28,30,0.0047884,-0.0622492,-9.60075,0.0138349,-0.0180918,0.0223487,4.275,10.7578,32.1504,-0.00234771,0.0223487,
Wed Oct  2 05:56:17 2019,8075868,652.538,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5374,5536,1216,0,6,28,-0.0287304,-0.00957681,-9.57681,0.0148991,-0.0159634,0.0202203,4.275,10.7578,32.1504,-0.00234771,0.0202203,
Wed Oct  2 05:56:17 2019,8085869,652.538,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5374,5536,1216,0,6,28,-0.0622492,-0.023942,-9.82102,0.0212845,-0.0127707,0.0180918,4.275,10.7578,32.1504,-0.00234771,0.0180918,
Wed Oct  2 05:56:17 2019,8095870,652.538,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5372,5532,1212,0,30,10,-0.023942,-0.0191536,-9.4954,0.0127707,-0.0138349,0.0170276,4.275,10.7578,32.1504,-0.00234771,0.0170276,
Wed Oct  2 05:56:17 2019,8105871,652.538,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5372,5532,1212,0,30,10,-0.0574608,-0.0191536,-9.72046,0.0127707,-0.0170276,0.0159634,4.275,10.7578,32.1504,-0.00234771,0.0159634,
Wed Oct  2 05:56:17 2019,8115872,653.05,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5372,5526,1210,0,28,12,-0.0526724,-0.0814029,-9.63906,0.0127707,-0.0127707,0.0159634,4.275,10.7578,32.1504,-0.00234771,0.0159634,
Wed Oct  2 05:56:17 2019,8125873,653.05,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5372,5526,1210,0,28,12,-0.0191536,-0.023942,-9.73482,0.0106422,-0.0148991,0.0170276,4.275,10.7578,32.1504,-0.00234771,0.0170276,
Wed Oct  2 05:56:17 2019,8135874,653.05,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5374,5524,1210,0,26,10,-0.0766145,-0.0766145,-9.75398,0.0127707,-0.0148991,0.0212845,4.275,10.7578,32.1504,-0.00234771,0.0212845,
Wed Oct  2 05:56:17 2019,8145875,653.05,1513,1516,1088,1513,1940,1940,-0.0469513,-0.093895,0.9,-0.00234771,0.5,0.5,5374,5524,1210,0,26,10,-0.0143652,-0.0383072,-9.72046,0.0117065,-0.0202203,0.0159634,4.275,10.7578,32.1504,-0.00234771,0.0159634,
