today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 06:21:55 2019,12404746,0,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5394,5528,1214,0,28,10,0.143652,0.138864,-9.61033,0.00957802,-0.0138349,0.0159634,-18.7031,18.8262,31.2861,1.64395e-40,0.0159634,
Wed Oct  2 06:21:55 2019,12414747,657.595,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5394,5528,1214,0,28,10,0.143652,0.162806,-9.62469,0.00957802,-0.0138349,0.0127707,-18.7031,18.8262,31.2861,-0.0117378,0.0127707,
Wed Oct  2 06:21:55 2019,12424750,657.595,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5520,1212,0,26,10,0.143652,0.105345,-9.6199,0.00638535,-0.0127707,0.0138349,-18.7031,18.8262,31.2861,-0.0117378,0.0138349,
Wed Oct  2 06:21:55 2019,12434751,657.595,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5520,1212,0,26,10,0.11971,0.162806,-9.75398,0.00319267,-0.00744957,0.0138349,-18.7031,18.8262,31.2861,-0.0117378,0.0138349,
Wed Oct  2 06:21:55 2019,12444755,657.595,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5522,1212,0,26,12,0.167594,0.105345,-9.73961,0.0127707,-0.0127707,0.0138349,-18.7031,18.8262,31.2861,-0.0117378,0.0138349,
Wed Oct  2 06:21:55 2019,12454756,657.595,1513,1515,1088,1513,1940,1514,-0.0469513,-0.0469437,0.9,-0.0117378,0.5,-1.19209e-07,5370,5522,1212,0,26,12,0.186748,0.181959,-9.73961,0.00532112,-0.0138349,0.0170276,-18.7031,18.8262,31.2861,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12464769,657.595,1513,1515,1088,1513,1940,1514,-0.0469513,-0.0469437,0.9,-0.0117378,0.5,-1.19209e-07,5366,5516,1210,0,26,28,0.0909797,0.114922,-9.62469,0.00851379,-0.0159634,0.0170276,-18.7031,18.8262,31.2861,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12474770,658.507,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5516,1210,0,26,28,0.244209,0.167594,-9.6199,0.00744957,-0.0202203,0.0127707,-18.7031,18.8262,31.2861,-0.0117378,0.0127707,
Wed Oct  2 06:21:55 2019,12484771,658.507,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5538,1212,0,26,10,0.167594,0.229843,-9.61511,0.0138349,-0.0223487,0.0212845,-18.7031,18.8262,31.2861,-0.0117378,0.0212845,
Wed Oct  2 06:21:55 2019,12494772,658.507,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5538,1212,0,26,10,0.134075,0.143652,-9.63427,0.00957802,-0.0223487,0.0138349,-18.7031,18.8262,31.2861,-0.0117378,0.0138349,
Wed Oct  2 06:21:55 2019,12504773,659.15,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1212,0,8,28,0.21069,0.201113,-9.69173,0.0180918,-0.0223487,0.0127707,-18.7031,18.8262,31.2861,-0.0117378,0.0127707,
Wed Oct  2 06:21:55 2019,12514774,659.15,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5520,1212,0,8,28,0.138864,0.143652,-9.79228,0.019156,-0.0266056,0.0117065,-18.7031,18.8262,31.2861,-0.0117378,0.0117065,
Wed Oct  2 06:21:55 2019,12524775,659.15,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5362,5524,1214,0,8,30,0.11971,0.143652,-9.73961,0.0170276,-0.0287341,0.0170276,-18.7031,18.8262,31.2861,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12534776,659.15,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5362,5524,1214,0,8,30,0.201113,0.148441,-9.61033,0.0180918,-0.0255414,0.0170276,-18.7031,18.8262,31.2861,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12544777,659.15,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5384,5522,1210,0,28,30,0.167594,0.138864,-9.57202,0.0202203,-0.0244772,0.0170276,-18.7031,18.8262,31.2861,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12554778,659.15,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5384,5522,1210,0,28,30,0.177171,0.129287,-9.663,0.019156,-0.0223487,0.0148991,-18.7031,18.8262,31.2861,-0.0117378,0.0148991,
Wed Oct  2 06:21:55 2019,12564779,659.341,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5528,1210,0,8,28,0.124498,0.172383,-9.6199,0.0127707,-0.019156,0.0202203,-18.7031,18.8262,31.2861,-0.0117378,0.0202203,
Wed Oct  2 06:21:55 2019,12574780,659.341,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5528,1210,0,8,28,0.158017,0.114922,-9.65342,0.0127707,-0.0202203,0.019156,-18.7031,18.8262,31.2861,-0.0117378,0.019156,
Wed Oct  2 06:21:55 2019,12584781,659.341,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5522,1210,0,28,14,0.114922,0.153229,-9.66779,0.0117065,-0.0138349,0.0117065,-18.7031,18.8262,31.2861,-0.0117378,0.0117065,
Wed Oct  2 06:21:55 2019,12594782,659.341,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5366,5522,1210,0,28,14,0.225055,0.0574608,-9.70131,0.00638535,-0.0106422,0.0127707,-18.7031,18.8262,31.2861,-0.0117378,0.0127707,
Wed Oct  2 06:21:55 2019,12604783,658.759,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5524,1214,0,8,30,0.167594,0.258574,-9.53371,0.0042569,-0.0138349,0.0180918,-18.7031,18.8262,31.2861,-0.0117378,0.0180918,
Wed Oct  2 06:21:55 2019,12614784,658.759,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5392,5524,1214,0,8,30,0.181959,0.110133,-9.70131,0.00106422,-0.0148991,0.0170276,-18.7031,18.8262,31.2861,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12624785,658.759,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5526,1212,0,6,28,0.186748,0.110133,-9.50977,0.00106422,-0.0127707,0.0180918,-16.7438,18.2883,32.8418,-0.0117378,0.0180918,
Wed Oct  2 06:21:55 2019,12634786,658.759,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5526,1212,0,6,28,0.129287,0.234632,-9.69173,0.00638535,-0.0106422,0.0170276,-16.7438,18.2883,32.8418,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12644787,658.759,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5394,5522,1212,0,6,28,0.201113,0.205901,-9.65821,0,-0.0148991,0.0148991,-16.7438,18.2883,32.8418,-0.0117378,0.0148991,
Wed Oct  2 06:21:55 2019,12654788,658.759,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5394,5522,1212,0,6,28,0.181959,0.129287,-9.57681,0.00851379,-0.0159634,0.0138349,-16.7438,18.2883,32.8418,-0.0117378,0.0138349,
Wed Oct  2 06:21:55 2019,12664789,658.69,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5522,1214,0,8,26,0.0957681,0.100556,-9.60554,0.0127707,-0.019156,0.0180918,-16.7438,18.2883,32.8418,-0.0117378,0.0180918,
Wed Oct  2 06:21:55 2019,12674790,658.69,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5368,5522,1214,0,8,26,0.201113,0.129287,-9.5816,0.0117065,-0.0202203,0.019156,-16.7438,18.2883,32.8418,-0.0117378,0.019156,
Wed Oct  2 06:21:55 2019,12684791,658.69,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5514,1212,0,28,26,0.215478,0.201113,-9.56244,0.0159634,-0.0276698,0.019156,-16.7438,18.2883,32.8418,-0.0117378,0.019156,
Wed Oct  2 06:21:55 2019,12694792,658.69,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5514,1212,0,28,26,0.191536,0.181959,-9.61511,0.019156,-0.0244772,0.0202203,-16.7438,18.2883,32.8418,-0.0117378,0.0202203,
Wed Oct  2 06:21:55 2019,12704793,658.716,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5396,5532,1214,0,28,26,0.148441,0.0526724,-9.73482,0.019156,-0.032991,0.0148991,-16.7438,18.2883,32.8418,-0.0117378,0.0148991,
Wed Oct  2 06:21:55 2019,12714794,658.716,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5396,5532,1214,0,28,26,0.167594,0.181959,-9.51456,0.0202203,-0.0255414,0.0159634,-16.7438,18.2883,32.8418,-0.0117378,0.0159634,
Wed Oct  2 06:21:55 2019,12724795,658.716,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5524,1212,0,28,12,0.134075,0.162806,-9.70131,0.0223487,-0.0308625,0.0159634,-16.7438,18.2883,32.8418,-0.0117378,0.0159634,
Wed Oct  2 06:21:55 2019,12734796,658.716,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5372,5524,1212,0,28,12,0.181959,0.105345,-9.61511,0.0127707,-0.0287341,0.0202203,-16.7438,18.2883,32.8418,-0.0117378,0.0202203,
Wed Oct  2 06:21:55 2019,12744797,658.716,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5528,1212,0,8,28,0.158017,0.153229,-9.77792,0.0148991,-0.0266056,0.0170276,-16.7438,18.2883,32.8418,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12754798,658.716,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5528,1212,0,8,28,0.201113,0.110133,-9.52413,0.0138349,-0.0276698,0.0159634,-18.1688,21.157,32.8418,-0.0117378,0.0159634,
Wed Oct  2 06:21:55 2019,12764799,659.002,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5388,5536,1212,0,30,12,0.110133,0.225055,-9.70131,0.0170276,-0.0244772,0.0212845,-18.1688,21.157,32.8418,-0.0117378,0.0212845,
Wed Oct  2 06:21:55 2019,12774800,659.002,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5388,5536,1212,0,30,12,0.129287,0.186748,-9.77792,0.0117065,-0.0223487,0.0159634,-18.1688,21.157,32.8418,-0.0117378,0.0159634,
Wed Oct  2 06:21:55 2019,12784801,659.002,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5362,5524,1210,0,8,28,0.191536,0.153229,-9.65342,0.00532112,-0.0234129,0.0170276,-18.1688,21.157,32.8418,-0.0117378,0.0170276,
Wed Oct  2 06:21:55 2019,12794802,659.002,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5362,5524,1210,0,8,28,0.11971,0.0574608,-9.68215,0.00744957,-0.0212845,0.0159634,-18.1688,21.157,32.8418,-0.0117378,0.0159634,
Wed Oct  2 06:21:55 2019,12804803,659.819,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5514,1208,0,28,30,0.177171,0.181959,-9.64384,0,-0.019156,0.0180918,-18.1688,21.157,32.8418,-0.0117378,0.0180918,
Wed Oct  2 06:21:55 2019,12814804,659.819,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5514,1208,0,28,30,0.134075,0.138864,-9.64863,0.0042569,-0.0180918,0.0202203,-18.1688,21.157,32.8418,-0.0117378,0.0202203,
Wed Oct  2 06:21:55 2019,12824805,659.819,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5526,1214,0,28,28,0.201113,0.220267,-9.63906,0.00532112,-0.0202203,0.0180918,-18.1688,21.157,32.8418,-0.0117378,0.0180918,
Wed Oct  2 06:21:55 2019,12834806,659.819,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5526,1214,0,28,28,0.191536,0.11971,-9.79228,0.00532112,-0.0180918,0.0234129,-18.1688,21.157,32.8418,-0.0117378,0.0234129,
Wed Oct  2 06:21:55 2019,12844807,659.819,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5512,1210,0,28,12,0.201113,0.258574,-9.67736,0.0148991,-0.0234129,0.0255414,-18.1688,21.157,32.8418,-0.0117378,0.0255414,
Wed Oct  2 06:21:55 2019,12854808,659.819,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5370,5512,1210,0,28,12,0.11971,0.110133,-9.5816,0.00744957,-0.0234129,0.0159634,-18.1688,21.157,32.8418,-0.0117378,0.0159634,
Wed Oct  2 06:21:55 2019,12864809,657.829,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5526,1212,0,8,28,0.0766145,0.0957681,-9.76355,0.0159634,-0.0234129,0.0138349,-18.1688,21.157,32.8418,-0.0117378,0.0138349,
Wed Oct  2 06:21:55 2019,12874810,657.829,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5526,1212,0,8,28,0.215478,0.196325,-9.7444,0.0138349,-0.0266056,0.0148991,-18.1688,21.157,32.8418,-0.0117378,0.0148991,
