today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 06:05:51 2019,8440431,0,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5396,5538,1214,0,28,12,0.0574608,0.0143652,-9.64863,0.0148991,-0.0234129,0.0148991,-14.7844,15.5988,30.9404,1.64372e-40,0.0148991,
Wed Oct  2 06:05:51 2019,8450432,655.092,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5396,5538,1214,0,28,12,0.0861913,0,-9.63427,0.0117065,-0.0223487,0.00744957,-14.7844,15.5988,30.9404,-3.8147e-06,0.00744957,
Wed Oct  2 06:05:51 2019,8460436,655.092,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5380,5526,1212,0,28,28,0.148441,0.0287304,-9.68694,0.0117065,-0.0255414,0.00957802,-14.7844,15.5988,30.9404,-3.8147e-06,0.00957802,
Wed Oct  2 06:05:51 2019,8470437,655.092,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5388,5524,1212,0,28,10,0.071826,-0.0383072,-9.71088,0.0106422,-0.0212845,0.00638535,-14.7844,15.5988,30.9404,-3.8147e-06,0.00638535,
Wed Oct  2 06:05:51 2019,8480438,655.092,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5388,5524,1212,0,28,10,0.100556,0.0574608,-9.77313,0.00851379,-0.0223487,0.00638535,-14.7844,15.5988,30.9404,-3.8147e-06,0.00638535,
Wed Oct  2 06:05:51 2019,8490439,655.092,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5382,5532,1212,0,8,28,0.110133,-0.00957681,-9.6199,0.00851379,-0.0212845,0.0117065,-14.7844,15.5988,30.9404,-3.8147e-06,0.0117065,
Wed Oct  2 06:05:51 2019,8500440,655.831,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5382,5532,1212,0,8,28,0.0670376,0.0670376,-9.51935,0.0138349,-0.0255414,0.0138349,-14.7844,15.5988,30.9404,-3.8147e-06,0.0138349,
Wed Oct  2 06:05:51 2019,8510441,655.831,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5380,5520,1208,0,8,28,0.0861913,0.0143652,-9.7444,0.00851379,-0.0244772,0.00744957,-14.7844,15.5988,30.9404,-3.8147e-06,0.00744957,
Wed Oct  2 06:05:51 2019,8520442,655.831,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5380,5520,1208,0,8,28,0.138864,-0.0814029,-9.73482,0.0159634,-0.0202203,0.0106422,-14.7844,15.5988,30.9404,-3.8147e-06,0.0106422,
Wed Oct  2 06:05:51 2019,8530443,655.831,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5384,5528,1210,0,8,28,0.0574608,-0.047884,-9.68694,0.0106422,-0.0255414,0.00638535,-14.7844,15.5988,30.9404,-3.8147e-06,0.00638535,
Wed Oct  2 06:05:51 2019,8540444,653.919,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5384,5528,1210,0,8,28,0.124498,-0.0526724,-9.69173,0.0117065,-0.0234129,0.0106422,-14.7844,15.5988,30.9404,-3.8147e-06,0.0106422,
Wed Oct  2 06:05:51 2019,8550445,653.919,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5384,5528,1210,0,8,28,0.0622492,0.0574608,-9.65821,0.0127707,-0.0212845,0.00957802,-14.7844,15.5988,30.9404,-3.8147e-06,0.00957802,
Wed Oct  2 06:05:51 2019,8560446,653.919,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5378,5526,1210,0,28,28,0.134075,-0.047884,-9.57202,0.0117065,-0.0244772,0.00638535,-14.7844,15.5988,30.9404,-3.8147e-06,0.00638535,
Wed Oct  2 06:05:51 2019,8570447,653.919,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5384,5534,1210,0,8,28,0.100556,0.134075,-9.59117,0.00957802,-0.0223487,0.00638535,-14.7844,15.5988,30.9404,-3.8147e-06,0.00638535,
Wed Oct  2 06:05:51 2019,8580448,653.919,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5384,5534,1210,0,8,28,0.0335188,-0.0574608,-9.66779,-0.00106422,-0.0244772,0.0138349,-14.7844,15.5988,30.9404,-3.8147e-06,0.0138349,
Wed Oct  2 06:05:51 2019,8590449,653.919,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5378,5502,1144,0,6,26,0.11971,-0.100556,-9.68694,-0.0212845,-0.0287341,-0.0106422,-14.7844,15.5988,30.9404,-3.8147e-06,-0.0106422,
Wed Oct  2 06:05:51 2019,8600450,655.362,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5378,5502,1144,0,6,26,0.0670376,0.325611,-9.84975,-0.0297983,-0.0319267,-0.00638535,-14.7844,15.5988,30.9404,-3.8147e-06,-0.00638535,
Wed Oct  2 06:05:51 2019,8610451,655.362,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5350,5526,1136,22,8,28,0.277727,0.0861913,-9.663,0.00638535,-0.0244772,0.0117065,-14.7844,15.5988,30.9404,-3.8147e-06,0.0117065,
Wed Oct  2 06:05:51 2019,8620452,655.362,1513,1516,1508,1514,1940,1514,-0.0469513,-0.093895,1.39296,-3.8147e-06,0.5,-1.19209e-07,5350,5526,1136,22,8,28,-0.320823,0.0814029,-9.31344,0.0446974,-0.0266056,-0.0649177,-14.7844,15.5988,30.9404,-3.8147e-06,-0.0649177,
