today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Thu Oct  3 04:17:58 2019,8555276,0,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5394,5524,1210,0,28,10,-0.191536,0.071826,-9.67736,0.0170276,-0.019156,0.0117065,-21.375,26.8945,31.459,1.64417e-40,0.0117065,
Thu Oct  3 04:17:58 2019,8565277,924.27,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5394,5524,1210,0,28,10,-0.0766145,0.0047884,-9.66779,0.0180918,-0.0170276,0.0127707,-21.375,26.8945,31.459,0.05,0.0127707,
Thu Oct  3 04:17:58 2019,8575280,924.27,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5394,5524,1210,0,28,10,-0.0622492,-0.00957681,-9.68694,0.0106422,-0.019156,0.0106422,-21.375,26.8945,31.459,0.05,0.0106422,
Thu Oct  3 04:17:58 2019,8585281,924.27,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5360,5522,1214,0,26,10,-0.124498,0.0383072,-9.63427,0.0106422,-0.019156,0.0106422,-21.375,26.8945,31.459,0.05,0.0106422,
Thu Oct  3 04:17:58 2019,8595282,924.27,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5360,5522,1214,0,26,10,-0.0670376,0.00957681,-9.68694,0.0148991,-0.0223487,0.0127707,-21.375,26.8945,31.459,0.05,0.0127707,
Thu Oct  3 04:17:58 2019,8605283,924.27,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5382,5528,1214,0,6,28,-0.0287304,0.0574608,-9.69652,0.0159634,-0.019156,0.0117065,-21.375,26.8945,31.459,0.05,0.0117065,
Thu Oct  3 04:17:58 2019,8615284,922.819,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5382,5528,1214,0,6,28,-0.0335188,0.0814029,-9.6199,0.0148991,-0.019156,0.0106422,-21.375,26.8945,31.459,0.05,0.0106422,
Thu Oct  3 04:17:58 2019,8625285,922.819,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5372,5526,1212,0,8,28,-0.0861913,0.0670376,-9.663,0.0106422,-0.0170276,0.0106422,-21.375,26.8945,31.459,0.05,0.0106422,
Thu Oct  3 04:17:58 2019,8635286,922.819,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5374,5524,1214,0,26,12,-0.100556,0.0143652,-9.72525,0.0170276,-0.019156,0.0127707,-21.375,26.8945,31.459,0.05,0.0127707,
Thu Oct  3 04:17:58 2019,8645287,922.819,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5374,5524,1214,0,26,12,-0.0814029,0.0574608,-9.663,0.0180918,-0.019156,0.0138349,-21.375,26.8945,31.459,0.05,0.0138349,
