today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 06:13:18 2019,14187894,0,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5394,5536,1210,0,26,10,0.00957681,0.0526724,-9.59596,0.00744957,-0.0127707,0.0106422,0.35625,8.24766,31.1133,1.64384e-40,0.0106422,
Wed Oct  2 06:13:18 2019,14197895,658.021,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5388,5528,1210,0,28,10,0.0766145,0.0861913,-9.663,0.019156,-0.0127707,0.0148991,0.35625,8.24766,31.1133,-0.0117378,0.0148991,
Wed Oct  2 06:13:18 2019,14207898,658.021,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5388,5528,1210,0,28,10,0.0143652,0.0814029,-9.62469,0.0127707,-0.0106422,0.0170276,0.35625,8.24766,31.1133,-0.0117378,0.0170276,
Wed Oct  2 06:13:18 2019,14217899,658.021,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5388,5528,1210,0,28,10,-0.0191536,0.0861913,-9.68694,0.0159634,-0.0106422,0.0148991,0.35625,8.24766,31.1133,-0.0117378,0.0148991,
Wed Oct  2 06:13:18 2019,14227900,658.021,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5384,5528,1212,0,24,10,0.0191536,0.0909797,-9.68215,0.0138349,-0.0148991,0.0170276,0.35625,8.24766,31.1133,-0.0117378,0.0170276,
Wed Oct  2 06:13:18 2019,14237901,658.021,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5384,5528,1212,0,24,10,0.0622492,0.0383072,-9.63427,0.0127707,-0.00744957,0.0127707,0.35625,8.24766,31.1133,-0.0117378,0.0127707,
Wed Oct  2 06:13:18 2019,14247902,656.083,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5516,1210,0,26,28,-0.00957681,0.0957681,-9.73004,0.0117065,-0.0106422,0.0170276,0.35625,8.24766,31.1133,-0.0117378,0.0170276,
Wed Oct  2 06:13:18 2019,14257903,656.083,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5374,5516,1210,0,26,28,0.0047884,0.0957681,-9.67736,0.0117065,-0.0117065,0.0170276,0.35625,8.24766,31.1133,-0.0117378,0.0170276,
Wed Oct  2 06:13:18 2019,14267904,656.083,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5396,5528,1216,0,28,28,0.0430956,0.134075,-9.663,0.00744957,-0.00532112,0.0159634,0.35625,8.24766,31.1133,-0.0117378,0.0159634,
Wed Oct  2 06:13:18 2019,14277905,656.083,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.0117378,0.5,-1.19209e-07,5378,5514,1210,0,26,10,0.0622492,0.0574608,-9.663,0.0148991,-0.00851379,0.0159634,0.35625,8.24766,31.1133,-0.0117378,0.0159634,
