today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Thu Sep 20 21:35:15 2018,8844805,0,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5378,5526,1028,2,28,10,-0.732626,0,-9.54329,0.00638535,-0.0372479,0.00212845,22.2328,63.1641,11.7938,1.64159e-40,0.00212845,
Thu Sep 20 21:35:15 2018,8854806,957.766,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5322,5526,1028,0,8,30,-0.593762,-0.100556,-9.51456,0.00744957,-0.0446974,0.00212845,22.2328,63.1641,11.7938,-2.38419e-07,0.00212845,
Thu Sep 20 21:35:15 2018,8864808,957.766,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5322,5526,1028,0,8,30,-0.56982,0.071826,-9.43794,0,-0.0404405,-0,22.2328,63.1641,11.7938,-2.38419e-07,-0,
Thu Sep 20 21:35:15 2018,8874809,957.766,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5368,5528,1028,0,8,28,-0.670376,0.0143652,-9.43315,0,-0.0393763,-0.00212845,22.2328,63.1641,11.7938,-2.38419e-07,-0.00212845,
Thu Sep 20 21:35:15 2018,8884810,957.766,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5368,5528,1028,0,8,28,-0.521936,0,-9.54329,0.00212845,-0.0361836,-0.00319267,22.2328,63.1641,11.7938,-2.38419e-07,-0.00319267,
Thu Sep 20 21:35:15 2018,8894811,957.766,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5388,5546,1028,0,8,30,-0.636858,0.0335188,-9.4954,0.00106422,-0.0404405,-0.00319267,22.2328,63.1641,11.7938,-2.38419e-07,-0.00319267,
Thu Sep 20 21:35:15 2018,8904812,955.69,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5388,5546,1028,0,8,30,-0.636858,0.0814029,-9.45231,0.00212845,-0.042569,0.00106422,22.2328,63.1641,11.7938,-2.38419e-07,0.00106422,
Thu Sep 20 21:35:15 2018,8914813,955.69,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5374,5528,1028,0,30,28,-0.574608,0.0287304,-9.50498,0.00532112,-0.0393763,-0,22.2328,63.1641,11.7938,-2.38419e-07,-0,
Thu Sep 20 21:35:15 2018,8924814,955.69,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5374,5528,1028,0,30,28,-0.641646,-0.0383072,-9.71567,0.0042569,-0.0372479,0.00106422,22.2328,63.1641,11.7938,-2.38419e-07,0.00106422,
Thu Sep 20 21:35:15 2018,8934815,955.69,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5378,5532,1028,0,8,28,-0.68953,-0.0191536,-9.68694,0.00212845,-0.0393763,-0.00212845,22.2328,63.1641,11.7938,-2.38419e-07,-0.00212845,
Thu Sep 20 21:35:15 2018,8944816,955.194,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5378,5532,1028,0,8,28,-0.675165,-0.0383072,-9.44752,-0.00106422,-0.0372479,0.00106422,22.2328,63.1641,11.7938,-2.38419e-07,0.00106422,
Thu Sep 20 21:35:15 2018,8954817,955.194,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5360,5546,1028,0,30,12,-0.675165,0.0191536,-9.5816,0,-0.0393763,-0.0042569,22.2328,63.1641,11.7938,-2.38419e-07,-0.0042569,
Thu Sep 20 21:35:15 2018,8964818,955.194,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5360,5546,1028,0,30,12,-0.612916,0.0383072,-9.55287,-0.0106422,-0.0361836,-0,22.2328,63.1641,11.7938,-2.38419e-07,-0,
Thu Sep 20 21:35:15 2018,8974819,955.194,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5368,5526,1028,2,28,12,-0.675165,0.0143652,-9.4954,0,-0.0340552,0.00106422,22.2328,63.1641,11.7938,-2.38419e-07,0.00106422,
Thu Sep 20 21:35:15 2018,8984820,955.194,1516,1514,1088,1514,1940,1514,0.093895,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5368,5526,1028,2,28,12,-0.555455,0.11971,-9.49062,0.00106422,-0.0361836,-0.00106422,22.2328,63.1641,11.7938,-2.38419e-07,-0.00106422,
