today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Thu Oct  3 04:25:37 2019,12465617,0,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5384,5532,1212,0,28,12,-0.124498,0.0191536,-9.87369,0.0127707,-0.0212845,0.0148991,-20.3063,25.4602,31.8047,1.64047e-40,0.0148991,
Thu Oct  3 04:25:37 2019,12475618,925.799,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5384,5532,1212,0,28,12,-0.0909797,0.0574608,-9.72046,0.00744957,-0.0212845,0.0159634,-20.3063,25.4602,31.8047,0.05,0.0159634,
Thu Oct  3 04:25:37 2019,12485621,925.799,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5384,5532,1212,0,28,12,-0.129287,0.0143652,-9.61033,0.0148991,-0.0244772,0.0170276,-20.3063,25.4602,31.8047,0.05,0.0170276,
Thu Oct  3 04:25:37 2019,12495622,925.799,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5380,5526,1212,0,28,12,-0.023942,0.0957681,-9.69173,0.0148991,-0.0180918,0.0159634,-20.3063,25.4602,31.8047,0.05,0.0159634,
Thu Oct  3 04:25:37 2019,12505623,925.799,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5380,5526,1212,0,28,12,-0.124498,0.0909797,-9.73961,0.0138349,-0.0212845,0.019156,-19.0594,25.6395,32.6689,0.05,0.019156,
Thu Oct  3 04:25:37 2019,12515624,925.799,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5512,1210,0,28,10,-0.129287,0.0430956,-9.68694,0.0138349,-0.0212845,0.0170276,-19.0594,25.6395,32.6689,0.05,0.0170276,
Thu Oct  3 04:25:37 2019,12525625,923.783,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5512,1210,0,28,10,-0.0574608,0.047884,-9.70609,0.0106422,-0.0223487,0.0170276,-19.0594,25.6395,32.6689,0.05,0.0170276,
Thu Oct  3 04:25:37 2019,12535626,923.783,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5524,1210,0,18,30,-0.148441,0.0191536,-9.61033,0.0170276,-0.0212845,0.0148991,-19.0594,25.6395,32.6689,0.05,0.0148991,
Thu Oct  3 04:25:37 2019,12545627,923.783,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5372,5528,1210,0,26,10,-0.201113,0.071826,-9.68215,0.0159634,-0.0212845,0.0159634,-19.0594,25.6395,32.6689,0.05,0.0159634,
Thu Oct  3 04:25:37 2019,12555628,923.783,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5372,5528,1210,0,26,10,-0.0766145,0.0335188,-9.66779,0.0127707,-0.019156,0.0170276,-19.0594,25.6395,32.6689,0.05,0.0170276,
Thu Oct  3 04:25:37 2019,12565629,923.627,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5372,5528,1210,0,26,10,-0.129287,-0.0335188,-9.70131,0.0106422,-0.0244772,0.0159634,-19.0594,25.6395,32.6689,0.05,0.0159634,
Thu Oct  3 04:25:37 2019,12575630,923.627,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5528,1212,0,28,10,-0.138864,0.0191536,-9.72046,0.00957802,-0.0244772,0.0180918,-19.0594,25.6395,32.6689,0.05,0.0180918,
Thu Oct  3 04:25:37 2019,12585631,923.627,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5528,1212,0,28,10,-0.143652,-0.00957681,-9.59117,0.00957802,-0.0244772,0.0138349,-19.0594,25.6395,32.6689,0.05,0.0138349,
Thu Oct  3 04:25:37 2019,12595632,923.627,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5514,1210,0,26,12,-0.0909797,0.0287304,-9.5385,0.0138349,-0.019156,0.0170276,-19.0594,25.6395,32.6689,0.05,0.0170276,
Thu Oct  3 04:25:37 2019,12605633,923.627,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5514,1210,0,26,12,-0.172383,0.0526724,-9.65342,0.00957802,-0.0223487,0.0138349,-19.0594,25.6395,32.6689,0.05,0.0138349,
Thu Oct  3 04:25:37 2019,12615634,923.627,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5526,1214,0,30,10,-0.148441,0.0957681,-9.69652,0.00957802,-0.0223487,0.0117065,-19.0594,25.6395,32.6689,0.05,0.0117065,
Thu Oct  3 04:25:37 2019,12625635,924.539,1513,1516,1088,1514,1940,1514,-0.0469513,-0.093895,0.9,0.05,0.5,-1.19209e-07,5370,5526,1214,0,30,10,-0.129287,0.177171,-9.64384,0.0106422,-0.0223487,0.0138349,-19.5938,25.8188,32.8418,0.05,0.0138349,
