today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Thu Sep 20 22:16:35 2018,9994122,0,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5382,5526,1028,0,30,28,-0.636858,-0.0622492,-9.56723,0.00851379,-0.0404405,-0.0042569,23.1293,64.7883,12.6609,1.64159e-40,-0.0042569,
Thu Sep 20 22:16:35 2018,10004123,945.35,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5346,5526,1026,0,28,28,-0.632069,0.0335188,-9.50498,0.0042569,-0.0351194,-0.0042569,23.1293,64.7883,12.6609,-2.38419e-07,-0.0042569,
Thu Sep 20 22:16:35 2018,10014126,945.35,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5346,5526,1026,0,28,28,-0.665588,-0.0383072,-9.49062,0.00532112,-0.0393763,-0.00638535,23.1293,64.7883,12.6609,-2.38419e-07,-0.00638535,
Thu Sep 20 22:16:35 2018,10024127,945.35,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5370,5534,1028,2,28,28,-0.622492,-0.00957681,-9.70609,0.00106422,-0.0404405,-0.00319267,22.4121,64.7883,11.9672,-2.38419e-07,-0.00319267,
Thu Sep 20 22:16:35 2018,10034128,945.35,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5370,5534,1028,2,28,28,-0.588974,-0.00957681,-9.6199,0.00319267,-0.0415047,-0.00638535,22.4121,64.7883,11.9672,-2.38419e-07,-0.00638535,
Thu Sep 20 22:16:35 2018,10044129,945.35,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5370,5546,1028,0,28,28,-0.665588,0.0335188,-9.64863,-0.00106422,-0.0372479,-0.00532112,22.4121,64.7883,11.9672,-2.38419e-07,-0.00532112,
Thu Sep 20 22:16:35 2018,10054130,944.455,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5370,5546,1028,0,28,28,-0.593762,-0.124498,-9.51456,0,-0.0404405,-0.0042569,22.4121,64.7883,11.9672,-2.38419e-07,-0.0042569,
Thu Sep 20 22:16:35 2018,10064131,944.455,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5378,5526,1028,0,28,28,-0.560243,-0.0861913,-9.42837,-0.00319267,-0.0404405,-0.00744957,22.4121,64.7883,11.9672,-2.38419e-07,-0.00744957,
Thu Sep 20 22:16:35 2018,10074132,944.455,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5378,5526,1028,0,28,28,-0.550666,0.0670376,-9.55765,-0.00532112,-0.0393763,-0.00532112,22.4121,64.7883,11.9672,-2.38419e-07,-0.00532112,
Thu Sep 20 22:16:35 2018,10084133,944.455,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5374,5534,1028,0,28,30,-0.550666,0.0143652,-9.61033,0.00212845,-0.0372479,-0.0042569,22.4121,64.7883,11.9672,-2.38419e-07,-0.0042569,
Thu Sep 20 22:16:35 2018,10094134,947.244,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5374,5534,1028,0,28,30,-0.608127,-0.047884,-9.54808,0,-0.0383121,-0.00638535,22.4121,64.7883,11.9672,-2.38419e-07,-0.00638535,
Thu Sep 20 22:16:35 2018,10104135,947.244,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5362,5538,1028,0,30,28,-0.579397,0.0670376,-9.65821,0.00212845,-0.0415047,-0.00212845,22.4121,64.7883,11.9672,-2.38419e-07,-0.00212845,
Thu Sep 20 22:16:35 2018,10114136,947.244,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5362,5538,1028,0,30,28,-0.627281,-0.0047884,-9.55287,0.00638535,-0.0404405,-0.00532112,22.4121,64.7883,11.9672,-2.38419e-07,-0.00532112,
Thu Sep 20 22:16:35 2018,10124137,947.244,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5372,5528,1028,0,28,28,-0.612916,0.0909797,-9.65342,0.00957802,-0.0436332,-0.00532112,22.4121,64.7883,11.9672,-2.38419e-07,-0.00532112,
Thu Sep 20 22:16:35 2018,10134138,947.244,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5372,5528,1028,0,28,28,-0.531513,-0.0526724,-9.52892,0.00212845,-0.0404405,-0.00638535,22.4121,64.7883,11.9672,-2.38419e-07,-0.00638535,
Thu Sep 20 22:16:35 2018,10144139,947.244,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5374,5512,1028,2,30,28,-0.641646,0.0287304,-9.50019,0.0106422,-0.0404405,-0.00319267,22.4121,64.7883,11.9672,-2.38419e-07,-0.00319267,
Thu Sep 20 22:16:35 2018,10154140,946.592,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5374,5512,1028,2,30,28,-0.574608,0.0335188,-9.56723,0.0042569,-0.0351194,-0.00532112,22.4121,64.7883,11.9672,-2.38419e-07,-0.00532112,
Thu Sep 20 22:16:35 2018,10164141,946.592,1517,1514,1088,1514,1940,1514,0.140839,7.62939e-06,0.9,-2.38419e-07,0.5,-1.19209e-07,5370,5524,1028,0,28,28,-0.622492,-0.047884,-9.53371,0.00851379,-0.0383121,-0.00532112,22.4121,64.7883,11.9672,-2.38419e-07,-0.00532112,
