today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 06:17:19 2019,17886357,0,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5392,5536,1210,0,6,28,0.205901,0.0957681,-9.7444,0.0223487,-0.0212845,0.0180918,-23.6906,33.1699,31.2861,1.64395e-40,0.0180918,
Wed Oct  2 06:17:19 2019,17896358,657.656,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5372,5522,1210,0,8,28,0.253785,0.0957681,-9.70131,0.0180918,-0.0212845,0.0170276,-23.6906,33.1699,31.2861,-0.0117378,0.0170276,
Wed Oct  2 06:17:19 2019,17906366,657.656,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5372,5522,1210,0,8,28,0.296881,0.0909797,-9.45231,0.0148991,-0.0223487,0.0127707,-23.6906,33.1699,31.2861,-0.0117378,0.0127707,
Wed Oct  2 06:17:19 2019,17916367,657.656,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5374,5514,1212,0,8,28,0.248997,0.129287,-9.70131,0.0106422,-0.0202203,0.0148991,-23.6906,33.1699,31.2861,-0.0117378,0.0148991,
Wed Oct  2 06:17:19 2019,17926368,657.656,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5374,5514,1212,0,8,28,0.191536,0.134075,-9.64863,0.0138349,-0.0202203,0.00532112,-23.6906,33.1699,31.2861,-0.0117378,0.00532112,
Wed Oct  2 06:17:19 2019,17936369,657.656,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5394,5524,1212,0,28,14,0.229843,0.134075,-9.72046,0.00744957,-0.0117065,0.0180918,-23.6906,33.1699,31.2861,-0.0117378,0.0180918,
Wed Oct  2 06:17:19 2019,17946370,659.254,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5394,5524,1212,0,28,14,0.268151,0.114922,-9.67736,0.0127707,-0.0170276,0.00957802,-23.6906,33.1699,31.2861,-0.0117378,0.00957802,
Wed Oct  2 06:17:19 2019,17956371,659.254,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5380,5516,1210,0,8,28,0.148441,0.0814029,-9.73961,0.0106422,-0.0138349,0.019156,-23.6906,33.1699,31.2861,-0.0117378,0.019156,
Wed Oct  2 06:17:19 2019,17966372,659.254,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5380,5516,1210,0,8,28,0.287304,0.110133,-9.72046,0.00957802,-0.019156,0.0148991,-23.6906,33.1699,31.2861,-0.0117378,0.0148991,
Wed Oct  2 06:17:19 2019,17976373,659.254,1513,1516,1665,1513,1940,1514,-0.0469513,-0.093895,1.57723,-0.0117378,0.5,-1.19209e-07,5372,5520,1212,0,28,10,0.205901,0.100556,-9.62469,0.00851379,-0.0138349,0.00957802,-23.6906,33.1699,31.2861,-0.0117378,0.00957802,
