today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Wed Oct  2 05:47:24 2019,10979742,0,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5392,5526,1214,0,28,30,0.0622492,-0.143652,-9.5816,0.00212845,-0.0415047,-0.163891,18.1688,17.5711,32.1504,1.64372e-40,-0.163891,
Wed Oct  2 05:47:24 2019,10989743,649.922,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5374,5526,1212,0,26,10,0.0622492,-0.110133,-9.39964,-0.00106422,-0.042569,-0.170276,18.1688,17.5711,32.1504,-0.00234771,-0.170276,
Wed Oct  2 05:47:24 2019,10999746,649.922,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5374,5526,1212,0,26,10,-0.00957681,-0.11971,-9.72046,-0.00212845,-0.0436332,-0.166019,18.1688,17.5711,32.1504,-0.00234771,-0.166019,
Wed Oct  2 05:47:24 2019,11009747,649.922,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5374,5514,1212,0,8,30,0.0335188,-0.153229,-9.663,-0.0042569,-0.0468259,-0.164955,18.1688,17.5711,32.1504,-0.00234771,-0.164955,
Wed Oct  2 05:47:24 2019,11019748,649.922,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5374,5514,1212,0,8,30,0.0957681,-0.215478,-9.59117,-0.00212845,-0.0489543,-0.162826,18.1688,17.5711,32.1504,-0.00234771,-0.162826,
Wed Oct  2 05:47:24 2019,11029749,649.922,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5370,5528,1212,0,28,28,0.047884,-0.215478,-9.71088,0.00319267,-0.052147,-0.170276,18.1688,17.5711,32.1504,-0.00234771,-0.170276,
Wed Oct  2 05:47:24 2019,11039750,650.452,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5370,5528,1212,0,28,28,0.0526724,-0.234632,-9.72525,0.00106422,-0.0542754,-0.166019,18.1688,17.5711,32.1504,-0.00234771,-0.166019,
Wed Oct  2 05:47:24 2019,11049751,650.452,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5374,5526,1210,0,28,12,0.0047884,-0.263362,-9.73004,0.00106422,-0.0542754,-0.163891,18.1688,17.5711,32.1504,-0.00234771,-0.163891,
Wed Oct  2 05:47:24 2019,11059752,650.452,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5374,5526,1210,0,28,12,-0.023942,-0.138864,-9.67736,0.00319267,-0.0542754,-0.158569,18.1688,17.5711,32.1504,-0.00234771,-0.158569,
Wed Oct  2 05:47:24 2019,11069753,650.452,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5372,5516,1216,0,28,14,-0.0383072,-0.11971,-9.64863,0,-0.061725,-0.162826,18.1688,17.5711,32.1504,-0.00234771,-0.162826,
Wed Oct  2 05:47:24 2019,11079754,649.427,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5372,5516,1216,0,28,14,0.0191536,-0.172383,-9.76834,0,-0.0627892,-0.155377,18.1688,17.5711,32.1504,-0.00234771,-0.155377,
Wed Oct  2 05:47:24 2019,11089755,649.427,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5380,5514,1214,0,28,10,-0.124498,-0.148441,-9.62469,0.0042569,-0.0649177,-0.161762,18.1688,17.5711,32.1504,-0.00234771,-0.161762,
Wed Oct  2 05:47:24 2019,11099756,649.427,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5380,5514,1214,0,28,10,-0.114922,-0.0909797,-9.69652,0.00212845,-0.0627892,-0.157505,18.1688,17.5711,32.1504,-0.00234771,-0.157505,
Wed Oct  2 05:47:24 2019,11109757,649.427,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5372,5526,1212,0,28,10,-0.143652,-0.148441,-9.55287,0.00319267,-0.061725,-0.153248,18.1688,17.5711,32.1504,-0.00234771,-0.153248,
Wed Oct  2 05:47:24 2019,11119758,649.427,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5372,5526,1212,0,28,10,-0.138864,-0.177171,-9.75398,0.00957802,-0.061725,-0.153248,18.1688,17.5711,32.1504,-0.00234771,-0.153248,
Wed Oct  2 05:47:24 2019,11129759,649.427,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5372,5516,1210,0,6,30,-0.0383072,-0.0957681,-9.64384,0.0117065,-0.0627892,-0.155377,18.1688,17.5711,32.1504,-0.00234771,-0.155377,
Wed Oct  2 05:47:24 2019,11139760,648.906,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5372,5516,1210,0,6,30,-0.153229,-0.277727,-9.73004,0.00319267,-0.0553397,-0.152184,18.1688,17.5711,32.1504,-0.00234771,-0.152184,
Wed Oct  2 05:47:24 2019,11149761,648.906,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5374,5524,1214,0,28,12,-0.172383,-0.143652,-9.57202,-0.00106422,-0.0553397,-0.156441,18.1688,17.5711,32.1504,-0.00234771,-0.156441,
Wed Oct  2 05:47:24 2019,11159762,648.906,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5374,5524,1214,0,28,12,-0.201113,-0.129287,-9.71088,-0.00212845,-0.0532112,-0.150056,18.1688,17.5711,32.1504,-0.00234771,-0.150056,
Wed Oct  2 05:47:24 2019,11169763,648.906,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5378,5528,1210,0,6,30,-0.225055,-0.124498,-9.65342,0.00212845,-0.0500185,-0.153248,18.1688,17.5711,32.1504,-0.00234771,-0.153248,
Wed Oct  2 05:47:24 2019,11179764,650.035,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5378,5528,1210,0,6,30,-0.287304,-0.0814029,-9.64384,0.00638535,-0.0457616,-0.153248,18.1688,17.5711,32.1504,-0.00234771,-0.153248,
Wed Oct  2 05:47:24 2019,11189765,650.035,1513,1516,1088,1513,1940,1514,-0.0469513,-0.093895,0.9,-0.00234771,0.5,-1.19209e-07,5380,5512,1210,0,28,10,-0.138864,-0.0814029,-9.68215,0.0042569,-0.0468259,-0.152184,18.1688,17.5711,32.1504,-0.00234771,-0.152184,
