today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],YAW_CMD, YAW_MEAS
Sun Feb 18 05:19:22 2018,8566590,0,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,5024,2992,1050,0,30,14,0.0430956,0.0622492,-10.228,0.00851379,-0.00957802,0.019156,9.16113,16.8234,41.1023,1.64316e-40,0.019156,
Sun Feb 18 05:19:22 2018,8576591,755.364,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,5006,2994,1050,0,8,32,0,0.0335188,-10.343,0.00212845,-0.0106422,0.0202203,9.16113,16.8234,41.1023,0.055,0.0202203,
Sun Feb 18 05:19:22 2018,8586594,755.364,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,5006,2994,1050,0,8,32,-0.0143652,0.105345,-10.3094,0.00744957,-0.0138349,0.0212845,9.16113,16.8234,41.1023,0.055,0.0212845,
Sun Feb 18 05:19:22 2018,8596595,755.364,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,4984,2980,1048,0,8,32,-0.023942,0.153229,-10.343,0.0106422,-0.0170276,0.0159634,9.16113,16.8234,41.1023,0.055,0.0159634,
Sun Feb 18 05:19:22 2018,8606596,755.364,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,4984,2980,1048,0,8,32,0.0047884,0.0909797,-10.2711,0.0170276,-0.0127707,0.0234129,9.16113,16.8234,41.1023,0.055,0.0234129,
Sun Feb 18 05:19:22 2018,8616597,755.364,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,4986,2978,1046,0,32,14,0.0766145,0.0622492,-10.4818,0.0117065,-0.019156,0.0180918,9.16113,16.8234,41.1023,0.055,0.0180918,
Sun Feb 18 05:19:22 2018,8626598,754.13,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,4986,2978,1046,0,32,14,0.0622492,0.0383072,-10.5153,0.0180918,-0.0180918,0.019156,9.16113,16.8234,41.1023,0.055,0.019156,
Sun Feb 18 05:19:22 2018,8636599,754.13,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,4986,2982,1050,0,30,12,0.00957681,0.0143652,-10.4627,0.0117065,-0.0180918,0.0170276,9.16113,16.8234,41.1023,0.055,0.0170276,
Sun Feb 18 05:19:22 2018,8646600,754.13,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,4986,2982,1050,0,30,12,0.0622492,-0.023942,-10.4196,0.0106422,-0.0180918,0.0180918,9.16113,16.8234,41.1023,0.055,0.0180918,
Sun Feb 18 05:19:22 2018,8656601,754.13,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,0.055,0.5,-1.19209e-07,4980,2978,1046,0,30,14,-0.0143652,0.0335188,-10.2663,0.00638535,-0.0170276,0.0159634,9.16113,16.8234,41.1023,0.055,0.0159634,
