Time,Strain
22.393,529.279
22.393,529.042
22.394,529.916
22.395,529.49
22.395,529.9
22.395,529.404
22.396,530.019
22.396,530.143
22.397,529.177
22.398,529.835
22.398,530.354
22.398,530.3
22.399,530.257
22.399,529.787
22.4,530.316
22.401,530.489
22.401,529.776
22.401,531.142
22.402,530.192
22.402,528.642
22.403,530.073
22.404,530.591
22.404,530.71
22.404,529.463
22.405,530.532
22.405,529.484
22.406,530.446
22.407,530.467
22.407,530.872
22.407,530.678
22.408,530.041
22.409,530.554
22.409,530.516
22.41,529.895
22.41,529.015
22.41,530.527
22.411,531.412
22.412,529.641
22.412,530.397
22.413,529.592
22.413,530.008
22.413,530.856
22.414,530.564
22.415,529.328
22.415,529.538
22.416,530.338
22.416,531.239
22.416,529.128
22.417,530.419
22.418,530.208
22.418,530.699
22.419,531.007
22.419,530.764
22.419,530.58
22.42,531.083
22.421,530.753
22.421,530.737
22.422,529.997
22.422,530.527
22.422,530.829
22.423,530.37
22.424,530.154
22.424,530.867
22.424,530.1
22.425,531.002
22.425,530.915
22.426,531.083
22.427,530.769
22.427,529.911
22.427,530.494
22.428,530.877
22.428,529.997
22.429,530.456
22.43,531.315
22.43,530.289
22.43,531.439
22.431,531.061
22.431,530.467
22.432,531.072
22.433,530.5
22.433,531.326
22.433,531.542
22.434,530.872
22.434,531.099
22.435,531.99
22.436,531.569
22.436,530.451
22.436,531.126
22.437,531.353
22.437,531.115
22.438,530.845
22.439,531.158
22.439,531.52
22.439,530.867
22.44,531.412
22.441,531.147
22.441,531.185
22.442,531.05
22.442,531.714
22.442,532.249
22.443,530.996
22.444,530.354
22.444,532.006
22.445,530.791
22.445,530.894
22.445,530.991
22.446,530.521
22.447,531.25
22.447,531.363
22.448,531.434
22.448,531.752
22.448,532.697
22.449,531.86
22.45,531.471
22.45,531.784
22.451,530.44
22.451,531.968
22.451,532.411
22.452,531.882
22.453,531.439
22.453,532.033
22.453,531.158
22.454,531.542
22.454,531.531
22.455,531.757
22.456,531.293
22.456,531.455
22.456,531.973
22.457,532.054
22.457,531.412
22.458,532.038
22.459,531.131
22.459,531.002
22.459,531.606
22.46,530.964
22.46,532.216
22.461,532.654
22.462,533.032
22.462,532.907
22.462,530.651
22.463,532.076
22.463,531.957
22.464,531.482
22.465,531.693
22.465,531.412
22.465,531.299
22.466,532.081
22.466,532.756
22.467,532.918
22.468,531.552
22.468,532.789
22.468,532.746
22.469,531.288
22.47,532.395
22.47,532.373
22.471,531.434
22.471,531.946
22.471,531.655
22.472,531.255
22.473,532.184
22.473,531.806
22.474,531.709
22.474,531.579
22.474,532.238
22.475,532.692
22.476,532.087
22.476,532.551
22.477,531.077
22.477,532.049
22.477,532.351
22.478,532.535
22.479,531.677
22.479,531.941
22.48,531.903
22.48,532.006
22.48,532.373
22.481,532.287
22.482,532.632
22.482,531.946
22.483,531.633
22.483,532.098
22.483,532.756
22.484,531.763
22.485,532.249
22.485,533.102
22.485,532.567
22.486,531.892
22.486,532.994
22.487,532.648
22.488,531.774
22.488,531.892
22.488,532.173
22.489,531.569
22.489,532.729
22.49,532.184
22.491,533.015
22.491,533.096
22.491,531.434
22.492,531.909
22.492,532.87
22.493,532.827
22.494,531.849
22.494,532.988
22.494,532.513
22.495,531.946
22.495,532.54
22.496,532.254
22.497,532.459
22.497,531.892
22.497,532.351
22.498,532.854
22.498,532.519
22.499,532.33
22.5,531.779
22.5,533.129
22.5,531.655
22.501,532.449
22.502,532.54
22.502,533.858
22.503,531.774
22.503,533.264
22.503,533.312
22.504,533.561
22.505,533.307
22.505,532.443
22.506,532.692
22.506,532.756
22.506,532.26
22.507,532.411
22.508,532.848
22.508,532.735
22.509,533.356
22.509,533.555
22.509,533.863
22.51,532.465
22.511,533.523
22.511,534.484
22.512,533.005
22.512,532.843
22.512,533.102
22.513,534.225
22.514,533.221
22.514,534.144
22.514,533.231
22.515,533.167
22.515,532.762
22.516,533.356
22.517,533.296
22.517,532.821
22.517,533.474
22.518,534.392
22.518,534.441
22.519,533.026
22.52,533.469
22.52,533.885
22.52,533.199
22.521,534.641
22.521,532.907
22.522,534.776
22.523,533.339
22.523,533.442
22.523,533.118
22.524,533.037
22.524,533.08
22.525,533.123
22.526,534.074
22.526,533.971
22.526,533.258
22.527,533.593
22.527,535.11
22.528,533.696
22.529,533.528
22.529,534.068
22.529,533.906
22.53,533.269
22.53,534.09
22.531,533.993
22.532,533.512
22.532,533.653
22.532,533.658
22.533,534.236
22.534,533.744
22.534,534.36
22.535,533.804
22.535,534.797
22.535,534.187
22.536,533.642
22.537,534.894
22.537,534.182
22.538,533.647
22.538,533.955
22.538,533.512
22.539,534.263
22.54,533.712
22.54,533.977
22.541,534.041
22.541,533.167
22.541,533.869
22.542,534.128
22.543,535.073
22.543,534.171
22.544,533.534
22.544,534.511
22.544,534.63
22.545,534.921
22.546,534.668
22.546,534.587
22.547,533.998
22.547,534.608
22.547,534.592
22.548,533.312
22.549,535.386
22.549,534.668
22.549,534.635
22.55,535.208
22.55,534.765
22.551,534.106
22.552,534.749
22.552,535.764
22.552,533.744
22.553,535.256
22.553,534.122
22.554,534.732
22.555,534.657
22.555,534.857
22.555,534.344
22.556,534.738
22.556,534.722
22.557,534.905
22.558,534.997
22.558,534.938
22.558,533.842
22.559,535.656
22.559,535.229
22.56,532.783
22.561,534.835
22.561,535.494
22.561,534.603
22.562,534.808
22.562,535.656
22.563,533.82
22.564,534.981
22.564,535.137
22.564,534.651
22.565,535.256
22.566,535.488
22.566,535.472
22.567,535.159
22.567,535.483
22.567,535.202
22.568,535.127
22.569,536.196
22.569,534.187
22.57,534.592
22.57,535.764
22.57,534.824
22.571,535.585
22.572,535.958
22.572,536.066
22.573,534.138
22.573,536.217
22.573,535.58
22.574,534.149
22.575,535.51
22.575,535.261
22.576,535.796
22.576,534.862
22.576,534.408
22.577,535.083
22.578,536.676
22.578,535.656
22.578,535.953
22.579,534.921
22.579,535.677
22.58,536.142
22.581,535.369
22.581,535.666
22.581,534.754
22.582,534.7
22.582,534.646
22.583,535.008
22.584,534.965
22.584,534.873
22.584,535.974
22.585,536.514
22.585,535.742
22.586,535.947
22.587,536.05
22.587,535.715
22.587,535.65
22.588,535.375
22.588,535.094
22.589,534.673
22.59,534.959
22.59,536.082
22.59,535.191
22.591,535.812
22.591,535.758
22.592,534.619
22.593,536.39
22.593,535.407
22.593,534.808
22.594,536.6
22.595,536.277
22.595,535.834
22.596,535.618
22.596,534.641
22.596,535.245
22.597,536.093
22.598,536.449
22.598,535.105
22.599,535.494
22.599,535.731
22.599,535.65
22.6,535.423
22.601,536.201
22.601,536.514
22.602,536.044
22.602,535.839
22.602,535.445
22.603,535.888
22.604,535.769
22.604,536.476
22.605,536.773
22.605,536.698
22.605,535.899
22.606,535.823
22.607,536.32
22.607,536.228
22.608,535.396
22.608,535.456
22.608,536.557
22.609,536.579
22.61,536.179
22.61,535.299
22.611,535.839
22.611,536.331
22.611,535.791
22.612,536.331
22.613,536.125
22.613,535.731
22.613,535.796
22.614,535.92
22.614,535.737
22.615,536.125
22.616,535.882
22.616,536.088
22.616,535.882
22.617,536.903
22.617,536.152
22.618,535.774
22.619,537.815
22.619,536.439
22.619,535.866
22.62,536.714
22.62,535.861
22.621,536.298
22.622,536.995
22.622,536.028
22.622,535.639
22.623,536.055
22.623,536.784
22.624,536.509
22.625,536.082
22.625,535.818
22.625,535.456
22.626,536.676
22.627,536.789
22.627,535.321
22.628,537.059
22.628,536.341
22.628,535.818
22.629,536.865
22.63,536.914
22.63,536.066
22.631,536.725
22.631,536.304
22.631,535.704
22.632,535.731
22.633,536.816
22.633,537.481
22.634,537.119
22.634,536.681
22.634,536.768
22.635,537.481
22.636,536.638
22.636,536.525
22.637,537.977
22.637,537.319
22.637,537.783
22.638,538.069
22.639,537.329
22.639,536.422
22.64,537.292
22.64,537.367
22.64,537.394
22.641,538.69
22.642,536.789
22.642,537
22.642,537.491
22.643,536.811
22.643,535.882
22.644,536.552
22.645,538.307
22.645,537.157
22.645,537.583
22.646,537.702
22.646,537.804
22.647,537.831
22.648,537.988
22.648,537.599
22.648,538.479
22.649,537.972
22.649,536.611
22.65,537.443
22.651,536.638
22.651,537.799
22.651,538.377
22.652,537.966
22.652,537.723
22.653,537.643
22.654,538.517
22.654,538.085
22.654,538.08
22.655,538.776
22.655,538.042
22.656,538.398
22.657,538.339
22.657,538.517
22.657,537.092
22.658,537.68
22.659,537.869
22.659,538.76
22.66,538.766
22.66,537.75
22.66,538.334
22.661,539.797
22.662,538.101
22.662,537.437
22.663,537.664
22.663,538.55
22.663,538.193
22.664,537.103
22.665,537.826
22.665,538.96
22.666,538.101
22.666,538.307
22.666,538.166
22.667,538.863
22.668,537.983
22.668,538.436
22.669,539.057
22.669,538.798
22.669,537.734
22.67,539.5
22.671,538.296
22.671,539.278
22.672,538.226
22.672,537.729
22.672,539.073
22.673,538.706
22.674,538.863
22.674,538.047
22.674,537.448
22.675,538.56
22.675,538.712
22.676,538.879
22.677,538.388
22.677,538.209
22.677,538.177
22.678,538.247
22.678,537.761
22.679,538.458
22.68,538.555
22.68,538.317
22.68,538.868
22.681,537.842
22.681,538.301
22.682,538.971
22.683,538.145
22.683,538.301
22.683,538.717
22.684,538.49
22.684,538.879
22.685,539.068
22.686,539.613
22.686,538.55
22.686,538.231
22.687,539.435
22.687,539.624
22.688,538.803
22.689,539.559
22.689,539.494
22.689,538.571
22.69,539.5
22.691,538.253
22.691,539.521
22.692,538.965
22.692,538.733
22.692,539.278
22.693,538.577
22.694,538.566
22.694,539.273
22.695,540.007
22.695,538.301
22.695,538.501
22.696,539.629
22.697,539.16
22.697,539.613
22.698,539.478
22.698,539.041
22.698,538.863
22.699,539.127
22.7,540.99
22.7,539.824
22.701,539.408
22.701,538.382
22.701,539.673
22.702,540.45
22.703,538.042
22.703,539.97
22.703,540.142
22.704,540.115
22.704,539.257
22.705,539.818
22.706,539.073
22.706,540.277
22.706,539.149
22.707,539.214
22.707,539.089
22.708,540.078
22.709,541.465
22.709,540.574
22.709,541.076
22.71,540.374
22.71,540.817
22.711,541.26
22.712,540.385
22.712,540.59
22.712,540.293
22.713,540.164
22.713,539.289
22.714,539.138
22.715,540.105
22.715,539.878
22.715,539.127
22.716,539.921
22.716,539.91
22.717,540.045
22.718,540.607
22.718,540.488
22.718,541.568
22.719,540.396
22.72,539.748
22.72,540.412
22.721,540.013
22.721,540.655
22.721,541.141
22.722,540.893
22.723,539.473
22.723,540.094
22.724,540.132
22.724,539.943
22.724,540.326
22.725,541.314
22.726,541.26
22.726,540.634
22.727,539.435
22.727,539.575
22.727,541.584
22.728,540.142
22.729,540.164
22.729,539.921
22.73,540.374
22.73,541.292
22.73,540.855
22.731,540.347
22.732,540.445
22.732,541.535
22.733,540.655
22.733,540.752
22.733,541.444
22.734,540.304
22.735,540.99
22.735,541.125
22.736,540.677
22.736,540.779
22.736,541.271
22.737,541.066
22.738,542.054
22.738,541.449
22.738,540.083
22.739,540.558
22.739,541.411
22.74,540.704
22.741,540.839
22.741,540.358
22.741,540.563
22.742,540.261
22.742,540.304
22.743,540.86
22.744,540.126
22.744,540.882
22.744,541.967
22.745,540.828
22.745,540.477
22.746,540.536
22.747,540.752
22.747,540.326
22.747,540.326
22.748,540.731
22.748,541.427
22.749,541.017
22.75,540.639
22.75,540.256
22.75,541.006
22.751,540.623
22.752,541.524
22.752,542.28
22.753,540.288
22.753,540.893
22.753,541.438
22.754,541.735
22.755,541.033
22.755,540.796
22.756,541.476
22.756,541.438
22.756,541.147
22.757,541.719
22.758,541.643
22.758,540.65
22.759,541.471
22.759,541.514
22.759,541.363
22.76,540.509
22.761,541.773
22.761,541.724
22.762,541.573
22.762,542.297
22.762,541.19
22.763,541.217
22.764,541.584
22.764,541.454
22.765,541.584
22.765,541.168
22.765,541.913
22.766,541.492
22.767,542.264
22.767,541.956
22.767,541.417
22.768,542.75
22.768,543.144
22.769,541.735
22.77,541.762
22.77,542.491
22.77,541.471
22.771,542.432
22.771,542.237
22.772,542.469
22.773,542.874
22.773,542.513
22.773,541.978
22.774,541.74
22.774,542.502
22.775,542.502
22.776,542.648
22.776,542.486
22.776,542.318
22.777,542.021
22.777,542.804
22.778,542.729
22.779,541.946
22.779,541.962
22.779,542.642
22.78,542.334
22.78,542.702
22.781,542.89
22.782,542.783
22.782,542.523
22.782,542.248
22.783,541.908
22.784,543.236
22.784,542.156
22.785,542.68
22.785,543.317
22.785,543.166
22.786,541.4
22.787,543.873
22.787,543.468
22.788,543.339
22.788,543.787
22.788,542.572
22.789,543.074
22.79,543.29
22.79,543.209
22.791,542.885
22.791,543.668
22.791,543.7
22.792,542.658
22.793,543.403
22.793,544.251
22.794,542.307
22.794,543.609
22.794,544.348
22.795,542.772
22.796,542.88
22.796,544.008
22.797,543.344
22.797,542.853
22.797,543.052
22.798,544.283
22.799,543.101
22.799,543.209
22.799,543.673
22.8,544.014
22.8,543.895
22.801,543.852
22.802,544.175
22.802,544.186
22.802,543.933
22.803,543.479
22.803,544.262
22.804,543.387
22.805,543.609
22.805,544.991
22.805,544.213
22.806,544.332
22.806,544.111
22.807,544.192
22.808,544.1
22.808,544.58
22.808,543.69
22.809,544.753
22.809,544.348
22.81,544.229
22.811,544.024
22.811,545.147
22.811,543.781
22.812,544.478
22.812,544.035
22.813,543.949
22.814,543.798
22.814,543.771
22.814,544.057
22.815,544.062
22.816,544.062
22.816,544.624
22.817,544.494
22.817,544.289
22.817,544.321
22.818,544.559
22.819,545.903
22.819,544.769
22.82,544.634
22.82,544.856
22.82,544.829
22.821,544.904
22.822,544.764
22.822,544.98
22.823,545.612
22.823,545.639
22.823,545.045
22.824,545.228
22.825,545.428
22.825,544.888
22.826,544.58
22.826,545.45
22.826,545.299
22.827,543.965
22.828,546.719
22.828,545.131
22.828,544.656
22.829,545.482
22.829,544.591
22.83,544.678
22.831,545.973
22.831,545.919
22.831,545.099
22.832,545.531
22.832,546.648
22.833,545.811
22.834,546.135
22.834,544.958
22.834,545.234
22.835,546.103
22.835,546.411
22.836,545.547
22.837,546.238
22.837,545.747
22.837,545.444
22.838,546.254
22.838,545.617
22.839,546.859
22.84,546.135
22.84,546.108
22.84,546.465
22.841,545.73
22.841,546.2
22.842,545.968
22.843,546.983
22.843,546.773
22.843,546.141
22.844,547.242
22.845,547.118
22.845,546.53
22.846,545.93
22.846,546.675
22.846,546.184
22.847,545.952
22.848,547.971
22.848,547.518
22.849,546.756
22.849,546.584
22.849,546.956
22.85,547.588
22.851,546.935
22.851,545.86
22.852,547.361
22.852,547.901
22.852,546.638
22.853,547.372
22.854,547.944
22.854,548.538
22.855,548.198
22.855,547.998
22.855,548.441
22.856,547.89
22.857,548.279
22.857,547.561
22.858,548.349
22.858,547.82
22.858,547.852
22.859,548.355
22.86,548.328
22.86,548.031
22.861,547.572
22.861,549.154
22.861,547.75
22.862,548.257
22.863,548.527
22.863,547.658
22.863,548.938
22.864,549.397
22.864,548.938
22.865,549.37
22.866,550.277
22.866,549.143
22.866,549.893
22.867,549.418
22.867,549.834
22.868,550.223
22.869,550.833
22.869,549.969
22.869,549.321
22.87,550.298
22.87,549.904
22.871,550.979
22.872,551.335
22.872,551.632
22.872,550.347
22.873,551.794
22.873,550.719
22.874,551.216
22.875,550.584
22.875,550.649
22.875,550.633
22.876,550.682
22.877,550.466
22.877,550.185
22.878,550.455
22.878,550.898
22.878,550.568
22.879,550.968
22.88,550.865
22.88,551.27
22.881,550.86
22.881,551.043
22.881,551.06
22.882,550.617
22.883,551.664
22.883,551.033
22.884,551.254
22.884,551.092
22.884,550.476
22.885,552.458
22.886,551.529
22.886,550.147
22.887,551.999
22.887,551.022
22.887,551.599
22.888,551.189
22.889,551.081
22.889,551.421
22.89,551.383
22.89,550.655
22.89,551.481
22.891,551.416
22.892,551.394
22.892,551.605
22.892,552.496
22.893,551.61
22.893,550.59
22.894,551.751
22.895,551.913
22.895,550.984
22.895,551.421
22.896,551.837
22.896,552.858
22.897,551.999
22.898,551.686
22.898,551.616
22.898,551.729
22.899,552.847
22.899,552.744
22.9,551.778
22.901,552.193
22.901,552.442
22.901,552.177
22.902,553.036
22.902,552.123
22.903,552.215
22.904,552.409
22.904,551.621
22.904,552.463
22.905,552.415
22.905,552.885
22.906,553.181
22.907,551.81
22.907,552.21
22.907,552.42
22.908,551.643
22.909,551.718
22.909,552.35
22.91,552.42
22.91,552.631
22.91,551.335
22.911,552.582
22.912,551.729
22.912,551.189
22.913,552.49
22.913,551.999
22.913,551.761
22.914,551.686
22.915,552.782
22.915,552.247
22.916,552.701
22.916,553.095
22.916,552.431
22.917,552.739
22.918,552.852
22.918,552.161
22.919,552.571
22.919,551.778
22.919,551.999
22.92,553.522
22.921,552.453
22.921,551.772
22.922,552.593
22.922,552.604
22.922,552.685
22.923,553.268
22.924,552.798
22.924,553.478
22.924,551.319
22.925,553.505
22.925,553.149
22.926,552.463
22.927,553.565
22.927,552.301
22.927,552.031
22.928,552.436
22.928,551.389
22.929,552.015
22.93,552.836
22.93,552.561
22.93,553.073
22.931,552.933
22.931,551.94
22.932,553.619
22.933,551.691
22.933,552.965
22.933,553.268
22.934,552.831
22.934,552.177
22.935,553.273
22.936,552.82
22.936,551.788
22.936,552.372
22.937,553.408
22.937,552.042
22.938,552.296
22.939,552.717
22.939,552.361
22.939,551.869
22.94,551.848
22.941,551.481
22.941,551.999
22.942,552.615
22.942,551.724
22.942,553.532
22.943,552.814
22.944,550.611
