Time - Displacement	Amplitude - Displacement	Time - Accel	Amplitude - Accel	Time - Force	Amplitude - Force
0	1.61444	0	1.8039	0	3.6616
0.000488	1.61417	0.000488	1.8042	0.000488	3.66187
0.000977	1.61393	0.000977	1.80397	0.000977	3.66181
0.001465	1.61387	0.001465	1.80363	0.001465	3.66154
0.001953	1.61369	0.001953	1.8044	0.001953	3.66165
0.002441	1.61334	0.002441	1.80389	0.002441	3.66215
0.00293	1.61336	0.00293	1.80506	0.00293	3.66137
0.003418	1.61319	0.003418	1.80569	0.003418	3.66167
0.003906	1.61328	0.003906	1.80562	0.003906	3.66175
0.004395	1.61309	0.004395	1.80596	0.004395	3.6609
0.004883	1.61299	0.004883	1.80753	0.004883	3.66169
0.005371	1.61315	0.005371	1.80773	0.005371	3.66079
0.005859	1.6131	0.005859	1.80892	0.005859	3.66049
0.006348	1.61323	0.006348	1.80944	0.006348	3.66098
0.006836	1.61309	0.006836	1.81052	0.006836	3.66069
0.007324	1.61315	0.007324	1.81134	0.007324	3.65985
0.007812	1.61307	0.007812	1.81255	0.007812	3.66032
0.008301	1.61313	0.008301	1.81305	0.008301	3.65993
0.008789	1.61338	0.008789	1.81337	0.008789	3.66014
0.009277	1.61345	0.009277	1.81361	0.009277	3.6602
0.009766	1.61351	0.009766	1.8129	0.009766	3.65993
0.010254	1.6132	0.010254	1.81281	0.010254	3.65988
0.010742	1.61334	0.010742	1.81211	0.010742	3.65924
0.01123	1.61323	0.01123	1.81216	0.01123	3.65913
0.011719	1.61323	0.011719	1.81221	0.011719	3.65933
0.012207	1.61329	0.012207	1.81185	0.012207	3.65864
0.012695	1.61327	0.012695	1.81086	0.012695	3.65887
0.013184	1.61324	0.013184	1.80992	0.013184	3.65932
0.013672	1.61324	0.013672	1.80942	0.013672	3.65916
0.01416	1.61304	0.01416	1.80874	0.01416	3.65859
0.014648	1.61322	0.014648	1.80808	0.014648	3.6581
0.015137	1.61301	0.015137	1.80788	0.015137	3.65831
0.015625	1.61305	0.015625	1.80692	0.015625	3.6583
0.016113	1.61304	0.016113	1.80646	0.016113	3.65796
0.016602	1.61308	0.016602	1.80625	0.016602	3.65888
0.01709	1.61298	0.01709	1.80582	0.01709	3.65778
0.017578	1.6128	0.017578	1.80596	0.017578	3.65802
0.018066	1.61291	0.018066	1.80563	0.018066	3.65795
0.018555	1.61267	0.018555	1.80601	0.018555	3.65787
0.019043	1.61274	0.019043	1.80646	0.019043	3.6568
0.019531	1.61279	0.019531	1.8066	0.019531	3.6569
0.02002	1.6125	0.02002	1.80773	0.02002	3.6567
0.020508	1.61281	0.020508	1.80836	0.020508	3.65674
0.020996	1.6128	0.020996	1.80785	0.020996	3.65723
0.021484	1.61273	0.021484	1.80829	0.021484	3.65604
0.021973	1.61271	0.021973	1.80846	0.021973	3.65619
0.022461	1.61289	0.022461	1.80751	0.022461	3.65583
0.022949	1.61321	0.022949	1.80717	0.022949	3.65627
0.023437	1.61296	0.023437	1.80713	0.023437	3.65646
0.023926	1.61307	0.023926	1.80662	0.023926	3.6559
0.024414	1.61309	0.024414	1.80609	0.024414	3.65593
0.024902	1.61323	0.024902	1.80486	0.024902	3.65582
0.025391	1.61329	0.025391	1.80435	0.025391	3.65526
0.025879	1.61335	0.025879	1.80438	0.025879	3.65523
0.026367	1.61308	0.026367	1.80381	0.026367	3.65489
0.026855	1.61324	0.026855	1.80243	0.026855	3.65479
0.027344	1.61333	0.027344	1.80061	0.027344	3.65447
0.027832	1.61321	0.027832	1.80043	0.027832	3.65362
0.02832	1.61325	0.02832	1.79982	0.02832	3.65411
0.028809	1.61326	0.028809	1.79898	0.028809	3.65423
0.029297	1.61309	0.029297	1.79864	0.029297	3.65351
0.029785	1.61325	0.029785	1.79787	0.029785	3.65333
0.030273	1.61306	0.030273	1.79791	0.030273	3.65327
0.030762	1.61325	0.030762	1.79807	0.030762	3.65323
0.03125	1.61285	0.03125	1.79834	0.03125	3.65323
0.031738	1.61291	0.031738	1.79957	0.031738	3.65296
0.032227	1.61299	0.032227	1.80119	0.032227	3.65286
0.032715	1.61308	0.032715	1.80257	0.032715	3.65176
0.033203	1.61291	0.033203	1.80502	0.033203	3.65223
0.033691	1.61269	0.033691	1.80626	0.033691	3.65152
0.03418	1.61281	0.03418	1.80814	0.03418	3.65147
0.034668	1.61246	0.034668	1.81011	0.034668	3.65172
0.035156	1.61232	0.035156	1.81139	0.035156	3.65149
0.035645	1.61214	0.035645	1.81352	0.035645	3.65086
0.036133	1.61235	0.036133	1.81554	0.036133	3.64978
0.036621	1.61199	0.036621	1.81933	0.036621	3.65076
0.037109	1.61203	0.037109	1.82249	0.037109	3.64986
0.037598	1.61215	0.037598	1.82582	0.037598	3.64931
0.038086	1.61171	0.038086	1.83026	0.038086	3.64898
0.038574	1.6118	0.038574	1.83498	0.038574	3.64889
0.039062	1.6115	0.039062	1.84061	0.039062	3.64978
0.039551	1.61164	0.039551	1.84419	0.039551	3.64821
0.040039	1.61165	0.040039	1.84615	0.040039	3.64824
0.040527	1.61157	0.040527	1.84789	0.040527	3.64816
0.041016	1.61148	0.041016	1.8481	0.041016	3.64748
0.041504	1.6113	0.041504	1.84859	0.041504	3.64736
0.041992	1.61112	0.041992	1.84878	0.041992	3.64668
0.04248	1.61093	0.04248	1.84703	0.04248	3.64649
0.042969	1.61086	0.042969	1.8434	0.042969	3.64631
0.043457	1.61083	0.043457	1.84011	0.043457	3.64565
0.043945	1.61076	0.043945	1.83527	0.043945	3.64576
0.044434	1.61043	0.044434	1.82957	0.044434	3.64516
0.044922	1.61045	0.044922	1.82351	0.044922	3.64485
0.04541	1.61061	0.04541	1.818	0.04541	3.64417
0.045898	1.61092	0.045898	1.81228	0.045898	3.64358
0.046387	1.61087	0.046387	1.80709	0.046387	3.64337
0.046875	1.611	0.046875	1.80321	0.046875	3.64264
0.047363	1.61085	0.047363	1.80013	0.047363	3.64227
0.047852	1.61071	0.047852	1.79873	0.047852	3.64143
0.04834	1.61081	0.04834	1.79735	0.04834	3.64096
0.048828	1.61098	0.048828	1.7966	0.048828	3.64046
0.049316	1.61085	0.049316	1.79758	0.049316	3.64028
0.049805	1.61093	0.049805	1.79956	0.049805	3.63954
0.050293	1.61085	0.050293	1.80101	0.050293	3.63895
0.050781	1.61052	0.050781	1.80273	0.050781	3.6387
0.05127	1.61092	0.05127	1.805	0.05127	3.63807
0.051758	1.61126	0.051758	1.80864	0.051758	3.63759
0.052246	1.61097	0.052246	1.81406	0.052246	3.63693
0.052734	1.61089	0.052734	1.81895	0.052734	3.63658
0.053223	1.61115	0.053223	1.82231	0.053223	3.63512
0.053711	1.61083	0.053711	1.82701	0.053711	3.63452
0.054199	1.61084	0.054199	1.83049	0.054199	3.63486
0.054687	1.61093	0.054687	1.83489	0.054687	3.63377
0.055176	1.61071	0.055176	1.83837	0.055176	3.63285
0.055664	1.61094	0.055664	1.84082	0.055664	3.63349
0.056152	1.61131	0.056152	1.84407	0.056152	3.63207
0.056641	1.61098	0.056641	1.84837	0.056641	3.63116
0.057129	1.61087	0.057129	1.85071	0.057129	3.63063
0.057617	1.61076	0.057617	1.85148	0.057617	3.63008
0.058105	1.61088	0.058105	1.84998	0.058105	3.62912
0.058594	1.61098	0.058594	1.84885	0.058594	3.62848
0.059082	1.61095	0.059082	1.84802	0.059082	3.62734
0.05957	1.61122	0.05957	1.84672	0.05957	3.62621
0.060059	1.61114	0.060059	1.84511	0.060059	3.62589
0.060547	1.61048	0.060547	1.84335	0.060547	3.62459
0.061035	1.60987	0.061035	1.84193	0.061035	3.62426
0.061523	1.60759	0.061523	1.84002	0.061523	3.62294
0.062012	1.60794	0.062012	1.84119	0.062012	3.62163
0.0625	1.60688	0.0625	1.84711	0.0625	3.62145
0.062988	1.60758	0.062988	1.85153	0.062988	3.62022
0.063477	1.60752	0.063477	1.8539	0.063477	3.61942
0.063965	1.60645	0.063965	1.85278	0.063965	3.61872
0.064453	1.60831	0.064453	1.85052	0.064453	3.61715
0.064941	1.60898	0.064941	1.84893	0.064941	3.61715
0.06543	1.60712	0.06543	1.84751	0.06543	3.61605
0.065918	1.60903	0.065918	1.84664	0.065918	3.61529
0.066406	1.60719	0.066406	1.84393	0.066406	3.61445
0.066895	1.60731	0.066895	1.84028	0.066895	3.61461
0.067383	1.60944	0.067383	1.83525	0.067383	3.61329
0.067871	1.60706	0.067871	1.83084	0.067871	3.61213
0.068359	1.60767	0.068359	1.82842	0.068359	3.61154
0.068848	1.60773	0.068848	1.82756	0.068848	3.61017
0.069336	1.60851	0.069336	1.82644	0.069336	3.60853
0.069824	1.60857	0.069824	1.82511	0.069824	3.60722
0.070312	1.60929	0.070312	1.82345	0.070312	3.60607
0.070801	1.6097	0.070801	1.82202	0.070801	3.60543
0.071289	1.61074	0.071289	1.82267	0.071289	3.60415
0.071777	1.6094	0.071777	1.82374	0.071777	3.60211
0.072266	1.60902	0.072266	1.82387	0.072266	3.60075
0.072754	1.60916	0.072754	1.82539	0.072754	3.59883
0.073242	1.6101	0.073242	1.82686	0.073242	3.59886
0.07373	1.61142	0.07373	1.82893	0.07373	3.59723
0.074219	1.61076	0.074219	1.83212	0.074219	3.59475
0.074707	1.61148	0.074707	1.83568	0.074707	3.59345
0.075195	1.61129	0.075195	1.83023	0.075195	3.59305
0.075684	1.61365	0.075684	1.82794	0.075684	3.59145
0.076172	1.6116	0.076172	1.82404	0.076172	3.59044
0.07666	1.61122	0.07666	1.82473	0.07666	3.58872
0.077148	1.61159	0.077148	1.82656	0.077148	3.58779
0.077637	1.6109	0.077637	1.83131	0.077637	3.58567
0.078125	1.61261	0.078125	1.8385	0.078125	3.58508
0.078613	1.61253	0.078613	1.84928	0.078613	3.58448
0.079102	1.61143	0.079102	1.86024	0.079102	3.58191
0.07959	1.61398	0.07959	1.87084	0.07959	3.58027
0.080078	1.61549	0.080078	1.88303	0.080078	3.57982
0.080566	1.61494	0.080566	1.89406	0.080566	3.57717
0.081055	1.61313	0.081055	1.90529	0.081055	3.57481
0.081543	1.61407	0.081543	1.91352	0.081543	3.57192
0.082031	1.61386	0.082031	1.9201	0.082031	3.57111
0.08252	1.61423	0.08252	1.92217	0.08252	3.56974
0.083008	1.61417	0.083008	1.92216	0.083008	3.56629
0.083496	1.61337	0.083496	1.91857	0.083496	3.56423
0.083984	1.61401	0.083984	1.91369	0.083984	3.56198
0.084473	1.61157	0.084473	1.90537	0.084473	3.56109
0.084961	1.61294	0.084961	1.89682	0.084961	3.56018
0.085449	1.61521	0.085449	1.88622	0.085449	3.55831
0.085937	1.61595	0.085937	1.87517	0.085937	3.55677
0.086426	1.61511	0.086426	1.86428	0.086426	3.55531
0.086914	1.61371	0.086914	1.85321	0.086914	3.55308
0.087402	1.61613	0.087402	1.8443	0.087402	3.5512
0.087891	1.61511	0.087891	1.83733	0.087891	3.54974
0.088379	1.61489	0.088379	1.83141	0.088379	3.54812
0.088867	1.61762	0.088867	1.82725	0.088867	3.54525
0.089355	1.61592	0.089355	1.82581	0.089355	3.54347
0.089844	1.6169	0.089844	1.82492	0.089844	3.54146
0.090332	1.61766	0.090332	1.82703	0.090332	3.53904
0.09082	1.61729	0.09082	1.82855	0.09082	3.53694
0.091309	1.61706	0.091309	1.83209	0.091309	3.53486
0.091797	1.61825	0.091797	1.83554	0.091797	3.53208
0.092285	1.62083	0.092285	1.83997	0.092285	3.52991
0.092773	1.62034	0.092773	1.84544	0.092773	3.52686
0.093262	1.61889	0.093262	1.85037	0.093262	3.52434
0.09375	1.61932	0.09375	1.85709	0.09375	3.52144
0.094238	1.61942	0.094238	1.86325	0.094238	3.51733
0.094727	1.62046	0.094727	1.86893	0.094727	3.51494
0.095215	1.62072	0.095215	1.87474	0.095215	3.51203
0.095703	1.61934	0.095703	1.88125	0.095703	3.50833
0.096191	1.62053	0.096191	1.88772	0.096191	3.50652
0.09668	1.61932	0.09668	1.89328	0.09668	3.50405
0.097168	1.62237	0.097168	1.89857	0.097168	3.50056
0.097656	1.621	0.097656	1.90363	0.097656	3.49894
0.098145	1.62148	0.098145	1.9085	0.098145	3.49634
0.098633	1.62229	0.098633	1.9135	0.098633	3.49352
0.099121	1.62197	0.099121	1.9168	0.099121	3.48989
0.099609	1.62264	0.099609	1.91825	0.099609	3.48916
0.100098	1.62332	0.100098	1.91799	0.100098	3.48677
0.100586	1.624	0.100586	1.91531	0.100586	3.48329
0.101074	1.62418	0.101074	1.91221	0.101074	3.48047
0.101562	1.62129	0.101562	1.90863	0.101562	3.47824
0.102051	1.62451	0.102051	1.9019	0.102051	3.47579
0.102539	1.6256	0.102539	1.89587	0.102539	3.47368
0.103027	1.62601	0.103027	1.88916	0.103027	3.47064
0.103516	1.62627	0.103516	1.88243	0.103516	3.46638
0.104004	1.62664	0.104004	1.87509	0.104004	3.46271
0.104492	1.62682	0.104492	1.86687	0.104492	3.45941
0.10498	1.62876	0.10498	1.86027	0.10498	3.4553
0.105469	1.62744	0.105469	1.85502	0.105469	3.45026
0.105957	1.62642	0.105957	1.8513	0.105957	3.44625
0.106445	1.62856	0.106445	1.84786	0.106445	3.44211
0.106934	1.63111	0.106934	1.84569	0.106934	3.43813
0.107422	1.63132	0.107422	1.84529	0.107422	3.43414
0.10791	1.62995	0.10791	1.84739	0.10791	3.42944
0.108398	1.63229	0.108398	1.84935	0.108398	3.42583
0.108887	1.6307	0.108887	1.85233	0.108887	3.42293
0.109375	1.63337	0.109375	1.85413	0.109375	3.42048
0.109863	1.63034	0.109863	1.85653	0.109863	3.41695
0.110352	1.63303	0.110352	1.86119	0.110352	3.41316
0.11084	1.63245	0.11084	1.8656	0.11084	3.40905
0.111328	1.63433	0.111328	1.87202	0.111328	3.40571
0.111816	1.63325	0.111816	1.87872	0.111816	3.40269
0.112305	1.63641	0.112305	1.88233	0.112305	3.39886
0.112793	1.63685	0.112793	1.88584	0.112793	3.39558
0.113281	1.63703	0.113281	1.89382	0.113281	3.39144
0.11377	1.63799	0.11377	1.90477	0.11377	3.38785
0.114258	1.63744	0.114258	1.91317	0.114258	3.38406
0.114746	1.63875	0.114746	1.91768	0.114746	3.38016
0.115234	1.63939	0.115234	1.92103	0.115234	3.37567
0.115723	1.64062	0.115723	1.92441	0.115723	3.37132
0.116211	1.63988	0.116211	1.93132	0.116211	3.36666
0.116699	1.63933	0.116699	1.94479	0.116699	3.36211
0.117187	1.64025	0.117187	1.95827	0.117187	3.35691
0.117676	1.64069	0.117676	1.96242	0.117676	3.35069
0.118164	1.64087	0.118164	1.96107	0.118164	3.34551
0.118652	1.64228	0.118652	1.96976	0.118652	3.34109
0.119141	1.64354	0.119141	1.98035	0.119141	3.33574
0.119629	1.6432	0.119629	1.97694	0.119629	3.32895
