today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2], pitch1
Mon Feb  5 11:25:14 2018,18664460,742.921,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,16,1192,0,64,24,0.0957681,0.234632,-10.2759,0.00638535,-0.0202203,0.00744957,-29.5576,24.4547,47.4258,-0.533823,
Mon Feb  5 11:25:14 2018,18674461,742.921,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,16,1192,0,64,24,0.0526724,0.177171,-10.2089,0,-0.0148991,0.0117065,-29.5576,24.4547,47.4258,-0.295569,
Mon Feb  5 11:25:14 2018,18684462,742.921,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1192,0,62,24,0.00957681,0.196325,-10.2999,0.00212845,-0.0180918,0.00744957,-29.5576,24.4547,47.4258,-0.0532639,
Mon Feb  5 11:25:14 2018,18694463,745.563,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1192,0,62,24,0.0861913,0.292093,-10.1993,0.00212845,-0.0148991,0.00744957,-29.5576,24.4547,47.4258,-0.48398,
Mon Feb  5 11:25:14 2018,18704464,745.563,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1202,0,16,62,0.071826,0.196325,-10.2663,0.00212845,-0.0180918,0.00851379,-29.5576,24.4547,47.4258,-0.400777,
Mon Feb  5 11:25:14 2018,18714465,745.563,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1202,0,16,62,0.114922,0.181959,-10.2424,0.00106422,-0.0180918,0.0117065,-29.5576,24.4547,47.4258,-0.642742,
Mon Feb  5 11:25:14 2018,18724466,745.563,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,8,1214,0,62,24,0.0622492,0.186748,-10.3477,0.00319267,-0.0148991,0.0117065,-29.5576,24.4547,47.4258,-0.344616,
Mon Feb  5 11:25:14 2018,18734467,742.982,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,8,1214,0,62,24,0.105345,0.138864,-10.2568,0.00212845,-0.0148991,0.0106422,-29.5576,24.4547,47.4258,-0.588397,
Mon Feb  5 11:25:14 2018,18744468,742.982,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,14,1206,0,60,62,0.0766145,0.143652,-10.2185,0,-0.0202203,0.0042569,-29.5576,24.4547,47.4258,-0.429534,
Mon Feb  5 11:25:14 2018,18754469,742.982,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4942,14,1206,0,60,62,0.0957681,0.148441,-10.2951,0.00638535,-0.019156,0.00957802,-29.5576,24.4547,47.4258,-0.532913,
Mon Feb  5 11:25:14 2018,18764470,742.982,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,14,1212,0,62,22,-0.0670376,0.153229,-10.2855,0.00106422,-0.0127707,0.0117065,-29.5576,24.4547,47.4258,0.373389,
Mon Feb  5 11:25:14 2018,18774471,742.982,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,14,1212,0,62,22,0.0526724,0.134075,-10.343,0.00638535,-0.0127707,0.00638535,-29.5576,24.4547,47.4258,-0.291757,
Mon Feb  5 11:25:14 2018,18784472,742.982,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,14,1214,0,16,24,0.0430956,0.229843,-10.1706,0.00106422,-0.00957802,0.0106422,-29.5576,24.4547,47.4258,-0.242715,
Mon Feb  5 11:25:14 2018,18794473,745.067,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4946,14,1214,0,16,24,-0.00957681,0.148441,-10.4387,0.0042569,-0.0148991,0.0106422,-29.5576,24.4547,47.4258,0.0525596,
Mon Feb  5 11:25:14 2018,18804474,745.067,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,16,1214,0,16,60,0.0335188,0.124498,-10.319,0.00212845,-0.0148991,0.00957802,-29.5576,24.4547,47.4258,-0.186097,
Mon Feb  5 11:25:14 2018,18814475,745.067,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,16,1214,0,16,60,0.0335188,0.21069,-10.3238,0,-0.0117065,0.00744957,-29.5576,24.4547,47.4258,-0.185986,
Mon Feb  5 11:25:14 2018,18824476,745.067,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,14,1208,0,16,62,0.0383072,0.162806,-10.2089,0.00106422,-0.0148991,0.00957802,-29.5576,24.4547,47.4258,-0.214965,
Mon Feb  5 11:25:14 2018,18834477,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,14,1208,0,16,62,0.138864,0.201113,-10.2185,0.00212845,-0.0202203,0.0138349,-30.0762,23.2406,44.5969,-0.778423,
Mon Feb  5 11:25:14 2018,18844478,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1210,0,62,58,0.071826,0.186748,-10.4004,0.00319267,-0.0127707,0.00638535,-30.0762,23.2406,44.5969,-0.395619,
Mon Feb  5 11:25:14 2018,18854479,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1210,0,62,58,0.11971,0.167594,-10.3142,0,-0.0117065,0.0117065,-30.0762,23.2406,44.5969,-0.664875,
Mon Feb  5 11:25:14 2018,18864480,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1206,0,62,24,0.0335188,0.196325,-10.2089,0.00319267,-0.0138349,0.00638535,-30.0762,23.2406,44.5969,-0.188084,
Mon Feb  5 11:25:14 2018,18874481,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1206,0,62,24,0.0335188,0.105345,-10.2328,0.00744957,-0.0148991,0.0117065,-30.0762,23.2406,44.5969,-0.187669,
Mon Feb  5 11:25:14 2018,18884482,744.529,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1210,0,16,60,0.0574608,0.129287,-10.07,0.00319267,-0.019156,0.0106422,-30.0762,23.2406,44.5969,-0.326907,
Mon Feb  5 11:25:14 2018,18894483,743.156,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1210,0,16,60,0.0430956,0.220267,-10.2663,0,-0.0138349,0.0106422,-30.0762,23.2406,44.5969,-0.240457,
Mon Feb  5 11:25:14 2018,18904484,743.156,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,14,1208,0,16,58,0.0383072,0.100556,-10.2951,0.00744957,-0.0170276,0.00319267,-30.0762,23.2406,44.5969,-0.213182,
Mon Feb  5 11:25:14 2018,18914485,743.156,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,14,1208,0,16,58,0.0191536,0.0574608,-10.1801,0.00851379,-0.0159634,0.0042569,-30.0762,23.2406,44.5969,-0.107798,
Mon Feb  5 11:25:14 2018,18924486,743.156,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1204,0,16,58,0.0670376,0.11971,-10.2855,0.00532112,-0.0148991,0.0138349,-30.0762,23.2406,44.5969,-0.373406,
Mon Feb  5 11:25:14 2018,18934487,745.867,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1204,0,16,58,0.0622492,0.220267,-10.2089,-0.00106422,-0.0148991,0.0127707,-30.0762,23.2406,44.5969,-0.349279,
Mon Feb  5 11:25:14 2018,18944488,745.867,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1202,0,16,58,0.071826,0.191536,-10.319,0.00638535,-0.0127707,0.00532112,-30.0762,23.2406,44.5969,-0.398735,
Mon Feb  5 11:25:14 2018,18954489,745.867,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1202,0,16,58,0.0526724,0.229843,-10.2807,0.0042569,-0.0106422,0.00638535,-30.0762,23.2406,44.5969,-0.293475,
Mon Feb  5 11:25:14 2018,18964490,745.867,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,16,1204,0,16,60,0.0383072,0.21069,-10.2424,0.0042569,-0.0138349,0.00851379,-30.0762,23.2406,44.5969,-0.214244,
Mon Feb  5 11:25:14 2018,18974491,745.867,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,16,1204,0,16,60,0.138864,0.268151,-10.2041,0.00532112,-0.0148991,0.00851379,-30.0762,23.2406,44.5969,-0.7794,
Mon Feb  5 11:25:14 2018,18984492,745.867,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1212,0,16,58,0.181959,0.134075,-10.3573,0.00106422,-0.0170276,0.0106422,-30.0762,23.2406,44.5969,-1.0064,
Mon Feb  5 11:25:14 2018,18994493,744.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1212,0,16,58,0.0766145,0.215478,-10.3717,0.00106422,-0.0170276,0.00638535,-30.0762,23.2406,44.5969,-0.423139,
Mon Feb  5 11:25:14 2018,19004494,744.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,12,1202,0,66,24,0.0574608,0.215478,-10.2185,-0.00106422,-0.0117065,0.0106422,-30.0762,23.2406,44.5969,-0.322113,
Mon Feb  5 11:25:14 2018,19014495,744.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,12,1202,0,66,24,0.0814029,0.248997,-10.2568,0.00106422,-0.0234129,0.0042569,-30.0762,23.2406,44.5969,-0.454585,
Mon Feb  5 11:25:14 2018,19024496,744.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,66,60,0.023942,0.205901,-10.2903,0.00532112,-0.0159634,0.00851379,-30.0762,23.2406,44.5969,-0.133281,
Mon Feb  5 11:25:14 2018,19034497,742.66,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,66,60,-0.0335188,0.201113,-10.1945,0.00212845,-0.0138349,0.00319267,-30.0762,23.2406,44.5969,0.188347,
Mon Feb  5 11:25:14 2018,19044498,742.66,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,12,1204,0,16,24,0.0047884,0.177171,-10.0892,0.00638535,-0.0170276,0.0148991,-30.0762,23.2406,44.5969,-0.0271889,
Mon Feb  5 11:25:14 2018,19054499,742.66,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,12,1204,0,16,24,0.0287304,0.129287,-10.1562,0.00106422,-0.0159634,0.0042569,-30.0762,23.2406,44.5969,-0.162068,
Mon Feb  5 11:25:14 2018,19064500,742.66,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1202,0,16,24,0.0143652,0.167594,-10.2807,0.0042569,-0.0148991,0.00851379,-30.0762,23.2406,44.5969,-0.0800486,
Mon Feb  5 11:25:14 2018,19074501,742.66,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1202,0,16,24,0.105345,0.196325,-10.252,-0.00319267,-0.0148991,0.00957802,-30.0762,23.2406,44.5969,-0.588618,
Mon Feb  5 11:25:14 2018,19084502,742.66,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,16,1204,0,62,62,0.100556,0.196325,-10.3238,-0.00106422,-0.0170276,0.00532112,-30.0762,23.2406,44.5969,-0.557957,
Mon Feb  5 11:25:14 2018,19094503,744.468,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,16,1204,0,62,62,0.0383072,0.215478,-10.3238,0.00212845,-0.0117065,0.0117065,-30.0762,23.2406,44.5969,-0.212553,
Mon Feb  5 11:25:14 2018,19104504,744.468,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,60,0.071826,0.148441,-10.3669,0.00106422,-0.0159634,0.00957802,-30.0762,23.2406,44.5969,-0.396921,
Mon Feb  5 11:25:14 2018,19114505,744.468,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,60,0.071826,0.205901,-10.2041,0.0042569,-0.0117065,0.00638535,-30.0762,23.2406,44.5969,-0.403213,
Mon Feb  5 11:25:14 2018,19124506,744.468,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,60,0.0191536,0.143652,-10.2424,-0.00106422,-0.0170276,0.00532112,-30.0762,23.2406,44.5969,-0.107134,
Mon Feb  5 11:25:14 2018,19134507,741.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,60,0.071826,0.167594,-10.1658,0,-0.0212845,0.0117065,-30.0762,23.2406,44.5969,-0.40476,
Mon Feb  5 11:25:14 2018,19144508,741.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,16,1202,0,66,24,0.0909797,0.158017,-10.41,0.00106422,-0.0202203,0.0106422,-30.0762,23.2406,44.5969,-0.500675,
Mon Feb  5 11:25:14 2018,19154509,741.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,16,1202,0,66,24,0.0383072,0.21069,-10.2328,0.00106422,-0.0127707,0.00744957,-30.0762,23.2406,44.5969,-0.214444,
Mon Feb  5 11:25:14 2018,19164510,741.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,16,1202,0,16,60,0.0957681,0.191536,-10.2568,0.00319267,-0.0159634,0.00744957,-30.0762,23.2406,44.5969,-0.534866,
Mon Feb  5 11:25:14 2018,19174511,741.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,16,1202,0,16,60,0.0622492,0.153229,-10.1849,0.00212845,-0.0159634,0.0127707,-30.0762,23.2406,44.5969,-0.350142,
Mon Feb  5 11:25:14 2018,19184512,741.983,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4918,16,1210,0,64,24,0.0957681,0.181959,-10.2951,0.00319267,-0.019156,0.00744957,-30.0762,23.2406,44.5969,-0.532885,
Mon Feb  5 11:25:14 2018,19194513,746.284,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4918,16,1210,0,64,24,0.100556,0.167594,-10.252,0.00212845,-0.0170276,0.0042569,-30.0762,23.2406,44.5969,-0.561893,
Mon Feb  5 11:25:14 2018,19204514,746.284,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1210,0,62,22,0.0383072,0.21069,-10.2328,0.00319267,-0.0138349,0.0106422,-29.0391,22.5469,45.5953,-0.214444,
Mon Feb  5 11:25:14 2018,19214515,746.284,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1210,0,62,22,-0.0287304,0.143652,-10.319,0.00212845,-0.0180918,0.00957802,-29.0391,22.5469,45.5953,0.159508,
Mon Feb  5 11:25:14 2018,19224516,746.284,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,12,1202,0,62,62,0.105345,0.162806,-10.3046,0.00212845,-0.0170276,0.00851379,-29.0391,22.5469,45.5953,-0.585644,
Mon Feb  5 11:25:14 2018,19234590,746.284,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,12,1202,0,62,62,0.0574608,0.277727,-10.3669,-0.00106422,-0.0170276,0.00638535,-29.0391,22.5469,45.5953,-0.317458,
Mon Feb  5 11:25:14 2018,19244591,744.372,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1208,0,62,24,0.100556,0.153229,-10.2663,0.00319267,-0.0148991,0.00957802,-29.0391,22.5469,45.5953,-0.561119,
Mon Feb  5 11:25:14 2018,19254594,744.372,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1208,0,62,24,0.0047884,0.244209,-10.3765,0.0042569,-0.0170276,0.00744957,-29.0391,22.5469,45.5953,-0.0264328,
Mon Feb  5 11:25:14 2018,19264595,744.372,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,14,1202,0,62,60,0,0.0814029,-10.2041,0,-0.0148991,0.00957802,-29.0391,22.5469,45.5953,-0,
Mon Feb  5 11:25:14 2018,19274596,744.372,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,14,1202,0,62,60,0.148441,0.196325,-10.1514,0.00212845,-0.019156,0.00957802,-29.0391,22.5469,45.5953,-0.837599,
Mon Feb  5 11:25:14 2018,19284597,744.372,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,14,1204,0,62,62,0.0383072,0.201113,-10.2185,0.00106422,-0.00957802,0.00744957,-29.0391,22.5469,45.5953,-0.214749,
Mon Feb  5 11:25:14 2018,19294598,744.989,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,14,1204,0,62,62,0.105345,0.177171,-10.4866,0.00532112,-0.0180918,0.00957802,-29.0391,22.5469,45.5953,-0.575473,
Mon Feb  5 11:25:14 2018,19304599,744.989,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1206,0,16,58,0.0335188,0.234632,-10.2472,0.00638535,-0.0138349,0.00851379,-29.0391,22.5469,45.5953,-0.187366,
Mon Feb  5 11:25:14 2018,19314600,744.989,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1206,0,16,58,0.110133,0.181959,-10.2711,0.00532112,-0.0127707,0.00851379,-29.0391,22.5469,45.5953,-0.61424,
Mon Feb  5 11:25:14 2018,19324601,744.989,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,60,0.11971,0.253785,-10.2185,-0.00106422,-0.0170276,0.0117065,-29.0391,22.5469,45.5953,-0.670988,
Mon Feb  5 11:25:14 2018,19334602,744.477,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,16,60,0.0143652,0.167594,-10.3956,0.0042569,-0.0202203,0.00744957,-29.0391,22.5469,45.5953,-0.0791639,
Mon Feb  5 11:25:14 2018,19344603,744.477,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1202,0,16,58,0.023942,0.172383,-10.2663,0.0042569,-0.0159634,0.0127707,-29.0391,22.5469,45.5953,-0.1336,
Mon Feb  5 11:25:14 2018,19354604,744.477,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1202,0,16,58,0.0861913,0.143652,-10.1945,-0.00106422,-0.0148991,0.00851379,-29.0391,22.5469,45.5953,-0.484358,
Mon Feb  5 11:25:14 2018,19364605,744.477,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1210,0,64,24,0.229843,0.162806,-10.2759,0.00106422,-0.0202203,0.0042569,-29.0391,22.5469,45.5953,-1.28117,
Mon Feb  5 11:25:14 2018,19374606,744.477,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1210,0,64,24,0.0335188,0.177171,-10.2999,-0.00106422,-0.019156,0.00851379,-29.0391,22.5469,45.5953,-0.186429,
Mon Feb  5 11:25:14 2018,19384607,744.477,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,18,58,0.0383072,0.181959,-10.3142,0.00106422,-0.0159634,0.00851379,-29.0391,22.5469,45.5953,-0.212764,
Mon Feb  5 11:25:14 2018,19394608,743.729,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1202,0,18,58,0.0814029,0.191536,-10.2951,0.00106422,-0.0212845,0.00319267,-29.0391,22.5469,45.5953,-0.452949,
Mon Feb  5 11:25:14 2018,19404609,743.729,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,12,1202,0,16,24,0.0814029,0.201113,-10.3094,0.00212845,-0.0170276,0.00851379,-29.0391,22.5469,45.5953,-0.45231,
Mon Feb  5 11:25:14 2018,19414610,743.729,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,12,1202,0,16,24,0.0574608,0.21069,-10.1801,0.00319267,-0.0148991,0.00851379,-29.0391,22.5469,45.5953,-0.323328,
Mon Feb  5 11:25:14 2018,19424611,743.729,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1202,0,62,24,0.177171,0.287304,-10.137,0.0042569,-0.0148991,0.00957802,-29.0391,22.5469,45.5953,-1.00089,
Mon Feb  5 11:25:14 2018,19434612,744.954,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1202,0,62,24,0.0814029,0.248997,-10.1227,0.00212845,-0.0170276,0.0106422,-29.0391,22.5469,45.5953,-0.460602,
Mon Feb  5 11:25:14 2018,19444613,744.954,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,14,1208,0,16,58,0.0814029,0.129287,-10.4291,0,-0.0117065,0.0106422,-29.0391,22.5469,45.5953,-0.447169,
Mon Feb  5 11:25:14 2018,19454614,744.954,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,14,1208,0,16,58,0.124498,0.181959,-10.2615,0,-0.0170276,0.00957802,-29.0391,22.5469,45.5953,-0.694999,
Mon Feb  5 11:25:14 2018,19464615,744.954,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1206,0,62,58,0.0574608,0.191536,-10.2759,0.00319267,-0.0159634,0.00532112,-29.0391,22.5469,45.5953,-0.320327,
Mon Feb  5 11:25:14 2018,19474616,744.954,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1206,0,62,58,0.0383072,0.191536,-10.1658,0.00319267,-0.0170276,0.0127707,-29.0391,22.5469,45.5953,-0.215866,
Mon Feb  5 11:25:14 2018,19484617,744.954,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,16,1202,0,16,60,0.0383072,0.234632,-10.252,0.00532112,-0.0138349,0.00851379,-29.0391,22.5469,45.5953,-0.214033,
Mon Feb  5 11:25:14 2018,19494618,745.241,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,16,1202,0,16,60,0.0909797,0.177171,-10.3908,0.00638535,-0.0170276,0.00957802,-29.0391,22.5469,45.5953,-0.501582,
Mon Feb  5 11:25:14 2018,19504619,745.241,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1202,0,62,60,0.0814029,0.220267,-10.3142,0.00638535,-0.0170276,0.0106422,-29.0391,22.5469,45.5953,-0.452083,
Mon Feb  5 11:25:14 2018,19514620,745.241,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1202,0,62,60,0.100556,0.205901,-10.3382,0.00532112,-0.0138349,0.0042569,-29.0391,22.5469,45.5953,-0.557172,
Mon Feb  5 11:25:14 2018,19524621,745.241,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1210,0,62,24,0.0430956,0.124498,-10.2711,0.00106422,-0.0138349,0.00638535,-29.0391,22.5469,45.5953,-0.240383,
Mon Feb  5 11:25:14 2018,19534622,742.695,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1210,0,62,24,0.0861913,0.153229,-10.2759,0.00319267,-0.0138349,0.00638535,-29.0391,22.5469,45.5953,-0.480515,
Mon Feb  5 11:25:14 2018,19544623,742.695,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1204,0,16,24,0.0957681,0.153229,-10.252,0.00532112,-0.019156,0.0138349,-29.0391,22.5469,45.5953,-0.535149,
Mon Feb  5 11:25:14 2018,19554624,742.695,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,12,1204,0,16,24,0.071826,0.105345,-10.2472,0.00532112,-0.019156,0.0042569,-29.0391,22.5469,45.5953,-0.401578,
Mon Feb  5 11:25:14 2018,19564625,742.695,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1208,0,16,60,0.071826,0.196325,-10.2759,-0.00319267,-0.0170276,0.00957802,-29.0391,22.5469,45.5953,-0.400404,
Mon Feb  5 11:25:14 2018,19574626,742.695,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1208,0,16,60,0.071826,0.234632,-10.2089,-0.00532112,-0.0117065,0.00851379,-29.0391,22.5469,45.5953,-0.403,
Mon Feb  5 11:25:14 2018,19584627,742.695,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1206,0,16,24,0.0622492,0.196325,-10.1993,0.00106422,-0.0148991,0.00851379,-30.4219,21.1594,44.2641,-0.349623,
Mon Feb  5 11:25:14 2018,19594628,742.33,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1206,0,16,24,0.0191536,0.205901,-10.2999,0.00319267,-0.0180918,0.0106422,-30.4219,21.1594,44.2641,-0.106526,
Mon Feb  5 11:25:14 2018,19604629,742.33,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,16,1208,0,62,62,0.0622492,0.205901,-10.2615,-0.00212845,-0.0148991,0.00638535,-30.4219,21.1594,44.2641,-0.347497,
Mon Feb  5 11:25:14 2018,19614630,742.33,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,16,1208,0,62,62,0.0766145,0.177171,-10.2041,0.00532112,-0.0212845,0.00851379,-30.4219,21.1594,44.2641,-0.430116,
