today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2], pitch1
Mon Feb  5 11:25:14 2018,11803772,742.939,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,14,1204,0,64,24,0.0191536,0.11971,-10.2089,0.0042569,-0.0180918,0.00638535,-29.2119,23.7609,45.4289,-0.107489,
Mon Feb  5 11:25:14 2018,11813773,742.939,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,14,1204,0,64,24,0.0766145,0.129287,-10.3142,0.00638535,-0.0180918,0.00851379,-29.2119,23.7609,45.4289,-0.425554,
Mon Feb  5 11:25:14 2018,11823774,742.939,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,14,1212,0,16,60,0.148441,0.191536,-10.1658,0.00532112,-0.0159634,0.0106422,-29.2119,23.7609,45.4289,-0.836424,
Mon Feb  5 11:25:14 2018,11833775,744.155,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,14,1212,0,16,60,0.11971,0.196325,-10.2711,0,-0.0106422,0.0042569,-29.2119,23.7609,45.4289,-0.667631,
Mon Feb  5 11:25:14 2018,11843776,744.155,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,12,1210,0,16,60,-0.0143652,0.114922,-10.2089,0.0042569,-0.0148991,0.00744957,-29.2119,23.7609,45.4289,0.0806174,
Mon Feb  5 11:25:14 2018,11853777,744.155,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,12,1210,0,16,60,0.105345,0.244209,-10.3046,0.00212845,-0.0202203,0.0042569,-29.2119,23.7609,45.4289,-0.585553,
Mon Feb  5 11:25:14 2018,11863778,744.155,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,14,1206,0,16,24,0.0526724,0.162806,-10.1083,0.00319267,-0.0159634,0.0117065,-29.2119,23.7609,45.4289,-0.298515,
Mon Feb  5 11:25:14 2018,11873779,744.155,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,14,1206,0,16,24,0.0766145,0.191536,-10.319,0.00319267,-0.0159634,0.00957802,-29.2119,23.7609,45.4289,-0.425317,
Mon Feb  5 11:25:14 2018,11883780,744.155,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,14,1204,0,64,24,0.0526724,0.215478,-10.3094,0.00744957,-0.0180918,0.0127707,-29.2119,23.7609,45.4289,-0.292666,
Mon Feb  5 11:25:14 2018,11893781,743.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,14,1204,0,64,24,-0.0335188,0.181959,-10.2472,0.0042569,-0.0117065,0.00851379,-29.2119,23.7609,45.4289,0.187386,
Mon Feb  5 11:25:14 2018,11903782,743.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4924,12,1208,0,16,60,0.11971,0.225055,-10.2424,-0.00212845,-0.0148991,0.00744957,-29.2119,23.7609,45.4289,-0.669464,
Mon Feb  5 11:25:14 2018,11913783,743.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4924,12,1208,0,16,60,0.0287304,0.167594,-10.228,0.0042569,-0.0180918,0.00851379,-29.2119,23.7609,45.4289,-0.160921,
Mon Feb  5 11:25:14 2018,11923784,743.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4930,12,1204,0,64,24,0.0957681,0.158017,-10.3717,0.00744957,-0.0138349,0.00638535,-29.2119,23.7609,45.4289,-0.52897,
Mon Feb  5 11:25:14 2018,11933785,743.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4930,12,1204,0,64,24,0.0526724,0.229843,-10.2089,0.00319267,-0.019156,0.00851379,-29.2119,23.7609,45.4289,-0.295539,
Mon Feb  5 11:25:14 2018,11943786,743.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1208,0,16,62,0.0430956,0.177171,-10.1706,0.00744957,-0.0138349,0.0106422,-29.2119,23.7609,45.4289,-0.24274,
Mon Feb  5 11:25:14 2018,11953787,743.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1208,0,16,62,0.0814029,0.153229,-10.1945,0,-0.0138349,0.0042569,-29.2119,23.7609,45.4289,-0.457444,
Mon Feb  5 11:25:14 2018,11963788,743.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1202,0,18,60,0.0861913,0.201113,-10.2951,0,-0.0170276,0.00851379,-29.2119,23.7609,45.4289,-0.479583,
Mon Feb  5 11:25:14 2018,11973789,743.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1202,0,18,60,0.0191536,0.220267,-10.3334,0.0042569,-0.0159634,0.00744957,-29.2119,23.7609,45.4289,-0.106177,
Mon Feb  5 11:25:14 2018,11983790,743.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,14,1210,0,16,60,0.0957681,0.220267,-10.4052,0.00106422,-0.0117065,0.00744957,-31.2861,21.3328,45.7617,-0.52721,
Mon Feb  5 11:25:14 2018,11993791,744.468,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,14,1210,0,16,60,0.0909797,0.248997,-10.2807,0,-0.0180918,0.0042569,-31.2861,21.3328,45.7617,-0.50688,
Mon Feb  5 11:25:14 2018,12003792,744.468,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1206,0,16,58,0.0335188,0.143652,-10.1801,0.00106422,-0.0138349,0.00744957,-31.2861,21.3328,45.7617,-0.188631,
Mon Feb  5 11:25:14 2018,12013793,744.468,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,12,1206,0,16,58,0.124498,0.220267,-10.137,0.00106422,-0.0117065,0.00851379,-31.2861,21.3328,45.7617,-0.703478,
Mon Feb  5 11:25:14 2018,12023794,744.468,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1202,0,66,24,0.167594,0.172383,-10.2232,0.00319267,-0.0138349,0.00638535,-31.2861,21.3328,45.7617,-0.939058,
Mon Feb  5 11:25:14 2018,12033795,742.209,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1202,0,66,24,0.0430956,0.153229,-10.319,0.00212845,-0.0202203,0.00744957,-31.2861,21.3328,45.7617,-0.239259,
Mon Feb  5 11:25:14 2018,12043796,742.209,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,12,1206,0,64,24,0.0191536,0.181959,-10.2424,0.00532112,-0.0159634,0.00957802,-31.2861,21.3328,45.7617,-0.107128,
Mon Feb  5 11:25:14 2018,12053797,742.209,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,12,1206,0,64,24,0.100556,0.186748,-10.2137,0.00319267,-0.0180918,0.0106422,-31.2861,21.3328,45.7617,-0.563981,
Mon Feb  5 11:25:14 2018,12063798,742.209,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,8,1202,0,16,24,0.0526724,0.196325,-10.3813,-0.00212845,-0.0180918,0.00744957,-31.2861,21.3328,45.7617,-0.290653,
Mon Feb  5 11:25:14 2018,12073799,742.209,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,8,1202,0,16,24,0,0.186748,-10.2807,0.00638535,-0.0159634,0.00638535,-31.2861,21.3328,45.7617,-0,
Mon Feb  5 11:25:14 2018,12083800,742.209,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1202,0,16,62,0.0622492,0.196325,-10.1993,0.00319267,-0.0117065,0.00638535,-31.2861,21.3328,45.7617,-0.349623,
Mon Feb  5 11:25:14 2018,12093801,742.122,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1202,0,16,62,0.110133,0.191536,-10.3238,0,-0.0148991,0.00957802,-31.2861,21.3328,45.7617,-0.611098,
Mon Feb  5 11:25:14 2018,12103802,742.122,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,12,1208,0,62,60,-0.0287304,0.258574,-10.161,-0.00212845,-0.0159634,0.00851379,-29.3848,21.1594,45.9281,0.161952,
Mon Feb  5 11:25:14 2018,12113803,742.122,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,12,1208,0,62,60,0.105345,0.196325,-10.2711,0.00212845,-0.0170276,0.0106422,-29.3848,21.1594,45.9281,-0.587521,
Mon Feb  5 11:25:14 2018,12123804,742.122,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1202,0,16,60,0.148441,0.177171,-10.3286,0.00319267,-0.0180918,0.00638535,-29.3848,21.1594,45.9281,-0.823266,
Mon Feb  5 11:25:14 2018,12133805,743.634,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1202,0,16,60,0.0861913,0.201113,-10.2759,0.00212845,-0.0138349,0.0117065,-29.3848,21.1594,45.9281,-0.480476,
Mon Feb  5 11:25:14 2018,12143806,743.634,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,14,1210,0,16,24,0.110133,0.143652,-10.252,0.00638535,-0.0170276,0.00532112,-29.3848,21.1594,45.9281,-0.615424,
Mon Feb  5 11:25:14 2018,12153807,743.634,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,14,1210,0,16,24,0.138864,0.172383,-10.2472,0.0042569,-0.0138349,0.00532112,-29.3848,21.1594,45.9281,-0.776281,
Mon Feb  5 11:25:14 2018,12163808,743.634,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,14,1210,0,62,24,-0.0287304,0.129287,-10.2759,0.00212845,-0.0106422,0.00638535,-29.3848,21.1594,45.9281,0.16018,
Mon Feb  5 11:25:14 2018,12173809,743.634,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,14,1210,0,62,24,0.153229,0.21069,-10.2759,0.00532112,-0.0148991,0.00744957,-29.3848,21.1594,45.9281,-0.854121,
Mon Feb  5 11:25:14 2018,12183810,743.634,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,12,1194,0,62,24,0.110133,0.21069,-10.252,0,-0.0202203,0.00957802,-29.3848,21.1594,45.9281,-0.615355,
Mon Feb  5 11:25:14 2018,12193811,742.495,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,12,1194,0,62,24,0.0191536,0.220267,-10.1562,0.0042569,-0.0138349,0.00638535,-29.3848,21.1594,45.9281,-0.108029,
Mon Feb  5 11:25:14 2018,12203812,742.495,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,12,1208,0,16,22,0.100556,0.148441,-10.0892,0.00638535,-0.0180918,0.0127707,-29.3848,21.1594,45.9281,-0.570974,
Mon Feb  5 11:25:14 2018,12213813,742.495,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,12,1208,0,16,22,0.00957681,0.196325,-10.2615,0.00319267,-0.0170276,0.0117065,-29.3848,21.1594,45.9281,-0.0534627,
Mon Feb  5 11:25:14 2018,12223814,742.495,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,14,1206,0,62,24,0.0383072,0.191536,-10.3525,0.00319267,-0.0180918,0.00744957,-29.3848,21.1594,45.9281,-0.211973,
Mon Feb  5 11:25:14 2018,12233815,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,14,1206,0,62,24,-0.0574608,0.201113,-10.4435,0.00744957,-0.0159634,0.00851379,-29.3848,21.1594,45.9281,0.315183,
Mon Feb  5 11:25:14 2018,12243816,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4916,14,1204,0,62,24,0.0335188,0.177171,-10.3621,0.00319267,-0.0148991,0.00744957,-29.3848,21.1594,45.9281,-0.18531,
Mon Feb  5 11:25:14 2018,12253817,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4916,14,1204,0,62,24,0.205901,0.162806,-10.3238,-0.00212845,-0.0117065,0.0127707,-29.3848,21.1594,45.9281,-1.14243,
Mon Feb  5 11:25:14 2018,12263818,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4924,16,1210,0,60,24,0.0766145,0.234632,-10.3382,0.00532112,-0.0159634,0.00744957,-29.3848,21.1594,45.9281,-0.424493,
Mon Feb  5 11:25:14 2018,12273819,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4924,16,1210,0,60,24,0.110133,0.172383,-10.1897,0.0042569,-0.019156,0.00638535,-29.3848,21.1594,45.9281,-0.619156,
Mon Feb  5 11:25:14 2018,12283820,742.026,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,12,1206,0,16,24,0.110133,0.21069,-10.2807,0.00212845,-0.0148991,0.00744957,-29.3848,21.1594,45.9281,-0.613636,
Mon Feb  5 11:25:14 2018,12293821,744.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,12,1206,0,16,24,0.100556,0.248997,-10.2424,0.00319267,-0.0148991,0.00744957,-29.3848,21.1594,45.9281,-0.562327,
Mon Feb  5 11:25:14 2018,12303822,744.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,12,1206,0,16,24,0.0287304,0.167594,-10.4148,0.00532112,-0.0180918,0.00744957,-29.3848,21.1594,45.9281,-0.158036,
Mon Feb  5 11:25:14 2018,12313823,744.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,12,1206,0,16,24,0.0766145,0.124498,-10.2615,0.0042569,-0.0159634,0.0106422,-29.3848,21.1594,45.9281,-0.427741,
Mon Feb  5 11:25:14 2018,12323824,744.294,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,14,1214,0,60,22,0.0574608,0.172383,-10.2328,0,-0.0159634,0.00532112,-29.3848,21.1594,45.9281,-0.321687,
Mon Feb  5 11:25:14 2018,12333825,743.251,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,14,1214,0,60,22,0.0622492,0.215478,-10.2807,0.00638535,-0.0170276,0.00957802,-29.3848,21.1594,45.9281,-0.346843,
Mon Feb  5 11:25:14 2018,12343826,743.251,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,12,1210,0,62,24,0.114922,0.258574,-10.2568,-0.00212845,-0.0159634,0.0106422,-29.3848,21.1594,45.9281,-0.641739,
Mon Feb  5 11:25:14 2018,12353827,743.251,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,12,1210,0,62,24,0.0287304,0.0861913,-10.386,0.00106422,-0.0127707,0.00851379,-29.9033,22.7203,45.0961,-0.158489,
Mon Feb  5 11:25:14 2018,12363828,743.251,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1206,0,16,66,0.0861913,0.258574,-10.3334,0.00532112,-0.019156,0.00957802,-29.9033,22.7203,45.0961,-0.477747,
Mon Feb  5 11:25:14 2018,12373829,743.251,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1206,0,16,66,0.0335188,0.167594,-10.2328,0.00212845,-0.0138349,0.00638535,-29.9033,22.7203,45.0961,-0.187653,
Mon Feb  5 11:25:14 2018,12383830,743.251,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1204,0,16,24,0.0191536,0.201113,-10.3382,0,-0.0159634,0.00638535,-29.9033,22.7203,45.0961,-0.106132,
Mon Feb  5 11:25:14 2018,12393831,743.747,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1204,0,16,24,0.110133,0.220267,-10.3286,0.00319267,-0.0148991,0.00744957,-29.9033,22.7203,45.0961,-0.61078,
Mon Feb  5 11:25:14 2018,12403832,743.747,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,14,1212,0,62,22,0.0766145,0.172383,-10.2328,0.00744957,-0.0127707,0.00957802,-29.9033,22.7203,45.0961,-0.428912,
Mon Feb  5 11:25:14 2018,12413833,743.747,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,14,1212,0,62,22,0.0814029,0.21069,-10.1993,0,-0.0148991,0.00638535,-29.9033,22.7203,45.0961,-0.457183,
Mon Feb  5 11:25:14 2018,12423834,743.747,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,12,1206,0,62,24,0.0574608,0.205901,-10.1227,0.00106422,-0.0138349,0.00957802,-29.9033,22.7203,45.0961,-0.325165,
Mon Feb  5 11:25:14 2018,12433835,742.435,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,12,1206,0,62,24,0.0143652,0.172383,-10.2855,0.0042569,-0.0170276,0.00744957,-29.9033,22.7203,45.0961,-0.0800108,
Mon Feb  5 11:25:14 2018,12443836,742.435,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,16,1204,0,16,66,0.0909797,0.234632,-10.3334,0.00319267,-0.0138349,0.00957802,-29.9033,22.7203,45.0961,-0.504315,
Mon Feb  5 11:25:14 2018,12453837,742.435,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,16,1204,0,16,66,0.023942,0.263362,-10.2711,0.00212845,-0.0180918,0.0117065,-29.9033,22.7203,45.0961,-0.133512,
Mon Feb  5 11:25:14 2018,12463838,742.435,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1202,0,18,66,0.0814029,0.134075,-10.1466,0.00212845,-0.0170276,0.00851379,-29.9033,22.7203,45.0961,-0.459614,
Mon Feb  5 11:25:14 2018,12473839,742.435,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,12,1202,0,18,66,0.0335188,0.167594,-10.2185,0,-0.0180918,0.00957802,-29.9033,22.7203,45.0961,-0.187917,
Mon Feb  5 11:25:14 2018,12483840,742.435,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,16,1208,0,16,62,0.100556,0.181959,-10.3669,-0.00106422,-0.0127707,0.00957802,-29.9033,22.7203,45.0961,-0.555653,
Mon Feb  5 11:25:14 2018,12493841,742.4,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,16,1208,0,16,62,0.114922,0.263362,-10.2903,0.0042569,-0.0148991,0.00957802,-29.9033,22.7203,45.0961,-0.639642,
Mon Feb  5 11:25:14 2018,12503842,742.4,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,16,1200,0,16,62,0.0766145,0.201113,-10.1945,0.00319267,-0.0148991,0.0127707,-29.9033,22.7203,45.0961,-0.430501,
Mon Feb  5 11:25:14 2018,12513843,742.4,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,16,1200,0,16,62,0.0861913,0.153229,-10.2855,0.00106422,-0.0138349,0.00532112,-29.9033,22.7203,45.0961,-0.480068,
Mon Feb  5 11:25:14 2018,12523844,742.4,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,14,1202,0,16,62,0.124498,0.229843,-10.2424,-0.00106422,-0.0202203,0.00957802,-29.9033,22.7203,45.0961,-0.696233,
Mon Feb  5 11:25:14 2018,12533845,741.844,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,14,1202,0,16,62,0.148441,0.201113,-10.2568,0.00638535,-0.0148991,0.00851379,-29.9033,22.7203,45.0961,-0.828994,
Mon Feb  5 11:25:14 2018,12543846,741.844,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,16,1206,0,66,60,0.0430956,0.129287,-10.3334,0.00212845,-0.0170276,0.00957802,-29.9033,22.7203,45.0961,-0.238934,
Mon Feb  5 11:25:14 2018,12553847,741.844,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,16,1206,0,66,60,0.100556,0.215478,-10.2089,-0.00106422,-0.0148991,0.0042569,-29.9033,22.7203,45.0961,-0.564214,
Mon Feb  5 11:25:14 2018,12563848,741.844,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,14,1202,0,64,24,0.138864,0.191536,-10.2568,0.00319267,-0.0148991,0.00744957,-29.9033,22.7203,45.0961,-0.775531,
Mon Feb  5 11:25:14 2018,12573849,741.844,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,14,1202,0,64,24,0.0766145,0.205901,-10.2999,0.0042569,-0.0138349,0.0106422,-29.9033,22.7203,45.0961,-0.426096,
Mon Feb  5 11:25:14 2018,12583850,741.844,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1206,0,16,60,0.0574608,0.124498,-10.1993,-0.00212845,-0.0170276,0.00851379,-29.9033,22.7203,45.0961,-0.322766,
Mon Feb  5 11:25:14 2018,12593851,742.713,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1206,0,16,60,0.0766145,0.181959,-10.2185,0.00319267,-0.0138349,0.0127707,-29.9033,22.7203,45.0961,-0.429508,
Mon Feb  5 11:25:14 2018,12603852,742.713,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4916,12,1210,0,16,58,0.0430956,0.196325,-10.2999,0.00106422,-0.0180918,0.0042569,-29.9033,22.7203,45.0961,-0.239686,
Mon Feb  5 11:25:14 2018,12613853,742.713,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4916,12,1210,0,16,58,0.134075,0.191536,-10.2711,0.00532112,-0.0148991,0.00638535,-29.9033,22.7203,45.0961,-0.747745,
Mon Feb  5 11:25:14 2018,12623854,742.713,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1204,0,66,24,0.0430956,0.167594,-10.2568,0.0042569,-0.0138349,0.00851379,-29.9033,22.7203,45.0961,-0.240705,
Mon Feb  5 11:25:14 2018,12633855,740.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,12,1204,0,66,24,0.0670376,0.177171,-10.1897,0.00319267,-0.0159634,0.00638535,-29.9033,22.7203,45.0961,-0.376884,
Mon Feb  5 11:25:14 2018,12643856,740.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1200,0,64,60,0.0430956,0.196325,-10.3621,0.00212845,-0.0159634,0.00638535,-29.9033,22.7203,45.0961,-0.238247,
Mon Feb  5 11:25:14 2018,12653857,740.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1200,0,64,60,0.100556,0.258574,-10.2759,0.00212845,-0.0138349,0.00638535,-29.9033,22.7203,45.0961,-0.560481,
Mon Feb  5 11:25:14 2018,12663858,740.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1210,0,62,60,0.0957681,0.153229,-10.2759,-0.00106422,-0.0159634,0.0117065,-29.9033,22.7203,45.0961,-0.533903,
Mon Feb  5 11:25:14 2018,12673859,740.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1210,0,62,60,0.100556,0.220267,-10.2711,0,-0.0159634,0.00744957,-29.9033,22.7203,45.0961,-0.560791,
Mon Feb  5 11:25:14 2018,12683860,740.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1202,0,62,24,0.0766145,0.220267,-10.1562,0.00319267,-0.0138349,0.00744957,-29.9033,22.7203,45.0961,-0.432107,
Mon Feb  5 11:25:14 2018,12693861,742.061,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1202,0,62,24,0.0670376,0.186748,-10.3382,0,-0.0148991,0.00638535,-29.9033,22.7203,45.0961,-0.371468,
Mon Feb  5 11:25:14 2018,12703862,742.061,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1200,0,62,24,0.114922,0.220267,-10.2185,0.00532112,-0.0180918,0.00744957,-29.9033,22.7203,45.0961,-0.644199,
Mon Feb  5 11:25:14 2018,12713863,742.061,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,12,1200,0,62,24,0.0335188,0.244209,-10.3477,0.00212845,-0.0138349,0.00638535,-29.9033,22.7203,45.0961,-0.185543,
Mon Feb  5 11:25:14 2018,12723864,742.061,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1206,0,62,60,0.0287304,0.215478,-10.2232,0.00319267,-0.0148991,0.00851379,-29.9033,22.7203,45.0961,-0.160982,
Mon Feb  5 11:25:14 2018,12733865,740.167,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,14,1206,0,62,60,0.0622492,0.124498,-10.2855,0.00212845,-0.0138349,0.00744957,-30.0762,21.8531,45.9281,-0.346733,
Mon Feb  5 11:25:14 2018,12743866,740.167,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,14,1210,0,62,60,0.138864,0.172383,-10.2137,0,-0.0148991,0.00744957,-30.0762,21.8531,45.9281,-0.778827,
Mon Feb  5 11:25:14 2018,12753867,740.167,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,14,1210,0,62,60,0.0622492,0.172383,-10.2999,0.00319267,-0.0170276,0.00851379,-30.0762,21.8531,45.9281,-0.346226,
