today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2], pitch1, pitch2
Mon Feb  5 12:08:47 2018,13006984,757.918,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,14,1196,0,58,24,4.11803,-0.991199,-9.42837,-0.125578,0.032991,0.0361836,-48.5713,50.8172,29.4539,-23.479,16.6119,
Mon Feb  5 12:08:47 2018,13016985,757.918,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,14,1202,0,58,22,4.13239,-1.08697,-9.31823,-0.139413,0.0276698,0.0415047,-48.5713,50.8172,29.4539,-23.7729,16.6293,
Mon Feb  5 12:08:47 2018,13026986,757.918,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,14,1202,0,58,22,4.07493,-1.01514,-9.20331,-0.156441,0.0159634,0.0468259,-48.5713,50.8172,29.4539,-23.7542,16.6418,
Mon Feb  5 12:08:47 2018,13036987,757.918,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,14,1200,0,16,24,4.15155,-0.876278,-9.23683,-0.167083,0.0159634,0.0393763,-48.5713,50.8172,29.4539,-24.106,16.6509,
Mon Feb  5 12:08:47 2018,13046988,758.283,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,14,1200,0,16,24,4.22816,-0.909797,-9.14106,-0.164955,0.0148991,0.0393763,-48.5713,50.8172,29.4539,-24.7153,16.6597,
Mon Feb  5 12:08:47 2018,13056989,758.283,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1200,0,16,24,4.40054,-1.02951,-9.17458,-0.167083,0.00957802,0.0404405,-48.5713,50.8172,29.4539,-25.485,16.6668,
Mon Feb  5 12:08:47 2018,13066990,758.283,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1200,0,16,24,4.32872,-0.847547,-9.15064,-0.172404,0.0042569,0.0351194,-48.5713,50.8172,29.4539,-25.2221,16.6707,
Mon Feb  5 12:08:47 2018,13076991,758.283,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,8,1192,0,58,24,4.2521,-0.761356,-9.31344,-0.162826,0.00744957,0.0372479,-48.5713,50.8172,29.4539,-24.4673,16.6741,
Mon Feb  5 12:08:47 2018,13086992,758.283,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,8,1192,0,58,24,4.16591,-0.833182,-9.37569,-0.150056,0.0138349,0.0340552,-48.5713,50.8172,29.4539,-23.8735,16.6802,
Mon Feb  5 12:08:47 2018,13096993,758.283,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,16,1190,0,58,24,4.13718,-0.962469,-9.51456,-0.146863,0.0159634,0.0404405,-48.5713,50.8172,29.4539,-23.3942,16.6887,
Mon Feb  5 12:08:47 2018,13106994,759.37,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,16,1190,0,58,24,4.03184,-0.92895,-9.40442,-0.141542,0.00744957,0.0500185,-48.5713,50.8172,29.4539,-23.1051,16.6954,
Mon Feb  5 12:08:47 2018,13116995,759.37,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4872,16,1208,0,58,68,4.05099,-0.866701,-9.39006,-0.134092,-0.00532112,0.0500185,-48.5713,50.8172,29.4539,-23.2477,16.696,
Mon Feb  5 12:08:47 2018,13126996,759.37,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4872,16,1208,0,58,68,4.00789,-0.818817,-9.25598,-0.142606,-0.0106422,0.0457616,-48.5713,50.8172,29.4539,-23.3316,16.6914,
Mon Feb  5 12:08:47 2018,13136997,759.37,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,16,1204,0,16,66,4.19464,-0.756568,-9.19852,-0.152184,-0.0244772,0.0436332,-48.5713,50.8172,29.4539,-24.4407,16.6814,
Mon Feb  5 12:08:47 2018,13146999,758.796,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,16,1204,0,16,66,4.32872,-0.708684,-9.05966,-0.157505,-0.0372479,0.0404405,-48.5713,50.8172,29.4539,-25.4706,16.6637,
Mon Feb  5 12:08:47 2018,13157000,758.796,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,16,1206,0,16,66,4.458,-0.713472,-9.05966,-0.17134,-0.0351194,0.0404405,-48.5713,50.8172,29.4539,-26.1304,16.643,
Mon Feb  5 12:08:47 2018,13167001,758.796,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,16,1206,0,16,66,4.35266,-0.617704,-9.11712,-0.188368,-0.0308625,0.0404405,-48.5713,50.8172,29.4539,-25.4696,16.6241,
Mon Feb  5 12:08:47 2018,13177002,758.796,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,12,1204,0,16,62,4.30477,-0.47884,-9.36133,-0.197946,-0.0234129,0.0361836,-48.5713,50.8172,29.4539,-24.6668,16.6085,
Mon Feb  5 12:08:47 2018,13187003,758.796,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,12,1204,0,16,62,4.17549,-0.656011,-9.39485,-0.207524,-0.0180918,0.0319267,-48.5713,50.8172,29.4539,-23.9108,16.5966,
Mon Feb  5 12:08:47 2018,13197004,758.796,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1192,0,62,24,3.99832,-0.756568,-9.53371,-0.217102,-0.0244772,0.0266056,-48.5713,50.8172,29.4539,-22.6885,16.5844,
Mon Feb  5 12:08:47 2018,13207005,757.275,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1192,0,62,24,4.08451,-0.718261,-9.46667,-0.216038,-0.0287341,0.0319267,-48.5713,50.8172,29.4539,-23.2786,16.5692,
Mon Feb  5 12:08:47 2018,13217006,757.275,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,16,1198,0,16,62,4.05578,-0.550666,-9.22246,-0.208588,-0.0415047,0.0212845,-48.5713,50.8172,29.4539,-23.701,16.5491,
Mon Feb  5 12:08:47 2018,13227007,757.275,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,16,1198,0,16,62,4.10845,-0.560243,-9.22246,-0.194753,-0.0500185,0.0170276,-48.5713,50.8172,29.4539,-23.973,16.5229,
Mon Feb  5 12:08:47 2018,13237008,757.275,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,16,1192,0,16,60,4.21858,-0.411803,-9.40442,-0.185175,-0.0564039,0.0138349,-48.5713,50.8172,29.4539,-24.1393,16.4924,
Mon Feb  5 12:08:47 2018,13247009,758.892,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,16,1192,0,16,60,4.28083,-0.344765,-9.32302,-0.162826,-0.0446974,0.0159634,-48.5713,50.8172,29.4539,-24.6482,16.4634,
Mon Feb  5 12:08:47 2018,13257010,758.892,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4836,18,1200,0,62,24,4.20901,-0.411803,-9.57202,-0.14367,-0.032991,0.0244772,-48.5713,50.8172,29.4539,-23.7165,16.4411,
Mon Feb  5 12:08:47 2018,13267011,758.892,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4836,18,1200,0,62,24,4.15155,-0.497994,-9.51456,-0.122386,-0.0138349,0.0383121,-48.5713,50.8172,29.4539,-23.5447,16.4277,
Mon Feb  5 12:08:47 2018,13277012,758.892,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1200,0,60,24,3.99832,-0.497994,-9.6199,-0.108551,-0.0042569,0.0404405,-48.5713,50.8172,29.4539,-22.5421,16.4225,
Mon Feb  5 12:08:47 2018,13287013,758.892,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1200,0,60,24,3.96959,-0.502782,-9.6199,-0.111744,-0.00212845,0.0404405,-48.5713,50.8172,29.4539,-22.3956,16.4207,
Mon Feb  5 12:08:47 2018,13297014,758.892,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,16,1198,0,58,24,3.86424,-0.59855,-9.51935,-0.104294,-0.0159634,0.0393763,-48.5713,50.8172,29.4539,-22.0546,16.4155,
Mon Feb  5 12:08:47 2018,13307015,758.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,16,1198,0,58,24,4.03184,-0.59855,-9.27035,-0.110679,-0.0223487,0.0383121,-48.5713,50.8172,29.4539,-23.4615,16.4046,
Mon Feb  5 12:08:47 2018,13317016,758.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1198,0,16,62,4.13239,-0.560243,-9.13627,-0.117065,-0.0308625,0.0372479,-48.5713,50.8172,29.4539,-24.2972,16.3893,
Mon Feb  5 12:08:47 2018,13327017,758.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1198,0,16,62,4.19943,-0.550666,-9.23683,-0.125578,-0.0351194,0.0383121,-48.5713,50.8172,29.4539,-24.4102,16.3704,
Mon Feb  5 12:08:47 2018,13337018,758.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,16,1208,0,16,24,4.2952,-0.464475,-9.29429,-0.152184,-0.032991,0.0393763,-48.5713,50.8172,29.4539,-24.776,16.3509,
Mon Feb  5 12:08:47 2018,13347019,757.71,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,16,1208,0,16,24,4.35266,-0.296881,-9.20331,-0.168147,-0.0266056,0.0478901,-48.5713,50.8172,29.4539,-25.3001,16.3338,
Mon Feb  5 12:08:47 2018,13357020,757.71,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,14,1196,0,16,62,4.22337,-0.512359,-9.43794,-0.188368,-0.019156,0.0574681,-49.4355,48.2156,28.6219,-24.0766,16.3207,
Mon Feb  5 12:08:47 2018,13367021,757.71,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,14,1196,0,16,62,4.13718,-0.636858,-9.50019,-0.222423,0.00319267,0.0574681,-49.4355,48.2156,28.6219,-23.4854,16.3161,
Mon Feb  5 12:08:47 2018,13377022,757.71,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,16,1200,0,16,62,3.84509,-0.703895,-9.8689,-0.249028,0.0297983,0.0478901,-49.4355,48.2156,28.6219,-21.2376,16.3256,
Mon Feb  5 12:08:47 2018,13387023,757.71,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,16,1200,0,16,62,3.92649,-0.56982,-9.77313,-0.289469,0.042569,0.0372479,-49.4355,48.2156,28.6219,-21.8549,16.3463,
Mon Feb  5 12:08:47 2018,13397024,757.71,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,14,1200,0,62,62,3.81157,-0.277727,-9.85453,-0.312882,0.0404405,0.0404405,-49.4355,48.2156,28.6219,-21.138,16.3701,
Mon Feb  5 12:08:47 2018,13407025,757.953,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,14,1200,0,62,62,3.87382,-0.339977,-9.6199,-0.317139,0.0553397,0.0255414,-49.4355,48.2156,28.6219,-21.9217,16.3975,
Mon Feb  5 12:08:47 2018,13417026,757.953,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,14,1196,0,60,24,4.07972,-0.339977,-9.45231,-0.328845,0.0627892,0.0308625,-49.4355,48.2156,28.6219,-23.3321,16.4314,
Mon Feb  5 12:08:47 2018,13427027,757.953,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,14,1196,0,60,24,4.31435,-0.071826,-9.43794,-0.328845,0.0734315,0.0478901,-49.4355,48.2156,28.6219,-24.5659,16.4704,
Mon Feb  5 12:08:47 2018,13437028,757.953,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1198,0,58,62,4.25689,0.023942,-9.52413,-0.311818,0.0904591,0.0638535,-49.4355,48.2156,28.6219,-24.0826,16.5174,
Mon Feb  5 12:08:47 2018,13447029,758.214,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1198,0,58,62,4.21379,0.0143652,-9.46188,-0.288405,0.106422,0.0723673,-49.4355,48.2156,28.6219,-24.0055,16.5738,
Mon Feb  5 12:08:47 2018,13457030,758.214,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4858,14,1202,0,58,24,4.19464,-0.0957681,-9.43794,-0.284148,0.119193,0.0744957,-49.4355,48.2156,28.6219,-23.9614,16.6384,
Mon Feb  5 12:08:47 2018,13467031,758.214,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4858,14,1202,0,58,24,4.04141,0.282516,-9.47146,-0.261799,0.106422,0.0627892,-49.4355,48.2156,28.6219,-23.0984,16.703,
Mon Feb  5 12:08:47 2018,13477032,758.214,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,16,1198,0,58,24,3.95043,-0.354342,-9.5385,-0.22668,0.0968444,0.0383121,-49.4355,48.2156,28.6219,-22.4833,16.7613,
Mon Feb  5 12:08:47 2018,13487033,758.214,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,16,1198,0,58,24,4.04141,-0.78051,-9.44752,-0.256478,0.0957802,0.0510828,-49.4355,48.2156,28.6219,-23.0896,16.8164,
Mon Feb  5 12:08:47 2018,13497034,758.214,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4858,14,1196,0,58,24,4.22337,-0.201113,-9.26077,-0.256478,0.100037,0.0681104,-49.4355,48.2156,28.6219,-24.5102,16.8725,
Mon Feb  5 12:08:47 2018,13507035,758.44,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4858,14,1196,0,58,24,4.36702,0.134075,-9.57202,-0.224551,0.105358,0.0606608,-49.4355,48.2156,28.6219,-24.5217,16.9314,
Mon Feb  5 12:08:47 2018,13517036,758.44,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,12,1200,0,16,62,4.46758,0.234632,-9.49062,-0.217102,0.12345,0.0681104,-49.4355,48.2156,28.6219,-25.2013,16.9969,
Mon Feb  5 12:08:47 2018,13527037,758.44,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,12,1200,0,16,62,4.31914,0.0766145,-9.36133,-0.213909,0.136221,0.0744957,-49.4355,48.2156,28.6219,-24.767,17.0713,
Mon Feb  5 12:08:47 2018,13537038,758.44,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,16,1196,0,16,62,4.14676,-0.0814029,-9.38048,-0.214973,0.1309,0.0734315,-49.4355,48.2156,28.6219,-23.8476,17.1479,
Mon Feb  5 12:08:47 2018,13547039,758.944,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,16,1196,0,16,62,4.22337,-0.047884,-9.23683,-0.217102,0.126643,0.0734315,-49.4355,48.2156,28.6219,-24.5711,17.2216,
Mon Feb  5 12:08:47 2018,13557040,758.944,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,16,1202,0,60,26,4.2952,0.153229,-9.30866,-0.220294,0.116,0.0595966,-49.4355,48.2156,28.6219,-24.7666,17.2911,
Mon Feb  5 12:08:47 2018,13567041,758.944,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,16,1202,0,60,26,4.38139,-0.0622492,-9.30866,-0.210716,0.10323,0.0415047,-49.4355,48.2156,28.6219,-25.2049,17.3539,
Mon Feb  5 12:08:47 2018,13577042,758.944,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,16,1202,0,16,64,4.10366,-0.708684,-9.50019,-0.190496,0.129835,0.00106422,-49.4355,48.2156,28.6219,-23.3044,17.4207,
Mon Feb  5 12:08:47 2018,13587043,758.944,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,16,1202,0,16,64,4.09887,-0.90022,-9.64863,-0.210716,0.152184,-0.042569,-49.4355,48.2156,28.6219,-22.9272,17.5015,
Mon Feb  5 12:08:47 2018,13597044,758.944,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,20,1200,0,58,60,4.0462,-0.0287304,-9.74919,-0.220294,0.145799,-0.0510828,-49.4355,48.2156,28.6219,-22.5398,17.5869,
Mon Feb  5 12:08:47 2018,13607045,758.049,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,20,1200,0,58,60,4.14676,0.469264,-9.6199,-0.177725,0.142606,-0.0638535,-50.4727,46.8281,28.2891,-23.2942,17.6695,
Mon Feb  5 12:08:47 2018,13617046,758.049,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4762,16,1184,0,16,60,4.41491,0.215478,-9.41879,-0.147927,0.152184,-0.0553397,-50.4727,46.8281,28.2891,-25.1083,17.7539,
Mon Feb  5 12:08:47 2018,13627047,758.049,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4762,16,1184,0,16,60,4.66869,0.708684,-9.26556,-0.160698,0.173469,-0.00957802,-50.4727,46.8281,28.2891,-26.6753,17.8472,
Mon Feb  5 12:08:47 2018,13637048,758.049,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,16,1202,0,16,60,4.59687,1.26893,-9.42837,-0.1309,0.201138,0.0234129,-50.4727,46.8281,28.2891,-25.7899,17.9546,
Mon Feb  5 12:08:47 2018,13647049,759.474,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,16,1202,0,16,60,4.55377,0.790087,-9.40442,-0.0872664,0.223487,0.0361836,-50.4727,46.8281,28.2891,-25.7581,18.0762,
Mon Feb  5 12:08:47 2018,13657050,759.474,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,18,1194,0,62,26,4.27126,0.287304,-9.43315,-0.0893948,0.228808,0.0542754,-50.4727,46.8281,28.2891,-24.3507,18.2058,
Mon Feb  5 12:08:47 2018,13667051,759.474,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,18,1194,0,62,26,4.76446,0.45011,-9.59596,-0.106422,0.225616,0.0681104,-50.4727,46.8281,28.2891,-26.3797,18.336,
Mon Feb  5 12:08:47 2018,13677052,759.474,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1196,0,60,24,4.38139,0.708684,-9.31344,-0.0925875,0.222423,0.061725,-50.4727,46.8281,28.2891,-25.1304,18.4643,
Mon Feb  5 12:08:47 2018,13687053,759.474,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1196,0,60,24,4.34308,0.138864,-9.16022,-0.0734315,0.23945,0.0649177,-50.4727,46.8281,28.2891,-25.3642,18.5966,
Mon Feb  5 12:08:47 2018,13697054,759.474,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,12,1202,0,16,58,4.35266,0.0574608,-8.93995,-0.094716,0.217102,0.0755599,-50.4727,46.8281,28.2891,-25.9599,18.7274,
Mon Feb  5 12:08:47 2018,13707055,759.439,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,12,1202,0,16,58,4.21379,0.344765,-8.96389,-0.0936517,0.220294,0.0862022,-50.4727,46.8281,28.2891,-25.1612,18.8527,
Mon Feb  5 12:08:47 2018,13717056,759.439,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1190,0,16,60,4.43406,0.383072,-9.31344,-0.0798168,0.203267,0.0904591,-50.4727,46.8281,28.2891,-25.44,18.9741,
Mon Feb  5 12:08:47 2018,13727057,759.439,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1190,0,16,60,4.54898,0.225055,-9.50977,-0.0723673,0.19901,0.0883306,-50.4727,46.8281,28.2891,-25.5578,19.0893,
Mon Feb  5 12:08:47 2018,13737058,759.439,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4836,18,1200,0,16,60,4.64954,0.258574,-9.52413,-0.0734315,0.214973,0.0883306,-50.4727,46.8281,28.2891,-26.0126,19.2079,
Mon Feb  5 12:08:47 2018,13747059,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4836,18,1200,0,16,60,4.66869,0.354342,-9.28471,-0.0606608,0.224551,0.0851379,-50.4727,46.8281,28.2891,-26.6782,19.3338,
Mon Feb  5 12:08:47 2018,13757060,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,16,1204,0,16,60,4.7501,0.167594,-9.04529,-0.0446974,0.240515,0.094716,-50.4727,46.8281,28.2891,-27.702,19.4671,
Mon Feb  5 12:08:47 2018,13767063,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,16,1204,0,16,60,4.79319,0.153229,-9.18895,-0.0404405,0.253285,0.10323,-50.4727,46.8281,28.2891,-27.5444,19.6085,
Mon Feb  5 12:08:47 2018,13777064,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,16,1200,0,16,60,4.72615,0.0574608,-9.14585,-0.0223487,0.2469,0.104294,-50.4727,46.8281,28.2891,-27.3274,19.7518,
Mon Feb  5 12:08:47 2018,13787065,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,16,1200,0,16,60,4.78362,0.0766145,-9.15064,-0.0170276,0.241579,0.0936517,-50.4727,46.8281,28.2891,-27.5981,19.8918,
Mon Feb  5 12:08:47 2018,13797066,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,14,1200,0,16,58,4.74052,0.0766145,-9.03093,-0.0202203,0.228808,0.0904591,-50.4727,46.8281,28.2891,-27.6951,20.0265,
Mon Feb  5 12:08:47 2018,13807067,757.275,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,14,1200,0,16,58,4.86023,0.0526724,-8.76757,-0.019156,0.208588,0.0872664,-50.4727,46.8281,28.2891,-29.001,20.1518,
Mon Feb  5 12:08:47 2018,13817068,757.275,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,16,1200,0,64,58,5.09965,-0.023942,-8.53294,-0.0297983,0.177725,0.0840737,-50.4727,46.8281,28.2891,-30.8643,20.2625,
Mon Feb  5 12:08:47 2018,13827069,757.275,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,16,1200,0,64,58,5.12359,0.0814029,-8.40365,-0.0468259,0.141542,0.0872664,-50.4727,46.8281,28.2891,-31.3689,20.3539,
Mon Feb  5 12:08:47 2018,13837070,757.275,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,18,1196,0,16,60,5.00388,0.277727,-8.2169,-0.0606608,0.109615,0.0851379,-50.4727,46.8281,28.2891,-31.3258,20.4259,
Mon Feb  5 12:08:47 2018,13847071,758.396,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,18,1196,0,16,60,5.01825,0.129287,-8.35098,-0.071303,0.0851379,0.0734315,-50.4727,46.8281,28.2891,-30.9994,20.4817,
Mon Feb  5 12:08:47 2018,13857072,758.396,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,16,1202,0,16,26,5.13317,-0.0574608,-8.28873,-0.0936517,0.0691746,0.0574681,-50.6455,48.7359,24.7945,-31.7691,20.5259,
Mon Feb  5 12:08:47 2018,13867073,758.396,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,16,1202,0,16,26,5.20499,-0.0526724,-8.66701,-0.104294,0.0574681,0.042569,-50.6455,48.7359,24.7945,-30.9866,20.5622,
Mon Feb  5 12:08:47 2018,13877074,758.396,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4858,16,1194,0,64,62,5.10444,0.0909797,-8.5904,-0.106422,0.0468259,0.0138349,-50.6455,48.7359,24.7945,-30.7175,20.5921,
Mon Feb  5 12:08:47 2018,13887075,758.396,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4858,16,1194,0,64,62,5.09486,-0.0143652,-8.70053,-0.094716,0.0276698,-0.0042569,-50.6455,48.7359,24.7945,-30.3524,20.6134,
Mon Feb  5 12:08:47 2018,13897076,758.396,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,18,1198,0,62,60,4.98952,-0.0430956,-8.66222,-0.0755599,0.00957802,-0.0170276,-50.6455,48.7359,24.7945,-29.942,20.6241,
Mon Feb  5 12:08:47 2018,13907077,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4854,18,1198,0,62,60,4.91769,-0.0861913,-8.73884,-0.0553397,-0.0255414,-0.0297983,-50.6455,48.7359,24.7945,-29.367,20.6195,
Mon Feb  5 12:08:47 2018,13917078,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1192,0,62,24,4.87459,0.153229,-8.70532,-0.0340552,-0.0564039,-0.0446974,-50.6455,48.7359,24.7945,-29.2431,20.596,
Mon Feb  5 12:08:47 2018,13927079,759.057,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,16,1192,0,62,24,5.01825,0.287304,-8.68616,0.00744957,-0.0851379,-0.0681104,-50.6455,48.7359,24.7945,-30.0027,20.5555,
