today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2], pitch1, pitch2
Mon Feb  5 12:15:53 2018,18552075,757.927,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,14,1192,0,16,60,0.0861913,0.191536,-10.2759,0.00319267,-0.0148991,0.00638535,-34.0518,41.1047,42.4336,-0.480485,-11.6506,
Mon Feb  5 12:15:53 2018,18562076,757.927,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4848,14,1192,0,16,60,0.0574608,0.263362,-10.2903,0.0042569,-0.0117065,0.00957802,-34.0518,41.1047,42.4336,-0.319831,-11.6582,
Mon Feb  5 12:15:53 2018,18572077,757.927,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,14,1194,0,16,60,0.071826,0.258574,-10.3046,0.00851379,-0.0117065,0.00532112,-34.0518,41.1047,42.4336,-0.399234,-11.6649,
Mon Feb  5 12:15:53 2018,18582078,757.927,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,14,1194,0,16,60,-0.0526724,0.205901,-10.3094,0.0042569,-0.0106422,0.00744957,-32.8418,40.9313,43.5984,0.292672,-11.6713,
Mon Feb  5 12:15:53 2018,18592079,757.927,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,14,1194,0,16,60,0.00957681,0.191536,-10.4866,0.0042569,-0.0127707,0.0117065,-32.8418,40.9313,43.5984,-0.0523162,-11.678,
Mon Feb  5 12:15:53 2018,18602080,757.927,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4840,14,1196,0,62,24,0.0335188,0.134075,-10.2041,0.00106422,-0.0180918,0.0042569,-32.8418,40.9313,43.5984,-0.188191,-11.6869,
Mon Feb  5 12:15:53 2018,18612081,758.761,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1200,0,16,60,-0.023942,0.167594,-10.1754,0.00106422,-0.0159634,0.00851379,-32.8418,40.9313,43.5984,0.134795,-11.6966,
Mon Feb  5 12:15:53 2018,18622082,758.761,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1200,0,16,60,0.0335188,0.172383,-10.2424,0.0042569,-0.0170276,0.00851379,-32.8418,40.9313,43.5984,-0.187477,-11.7061,
Mon Feb  5 12:15:53 2018,18632083,758.761,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,16,1194,0,16,24,0.0814029,0.258574,-10.319,0.00319267,-0.0148991,0.00744957,-32.8418,40.9313,43.5984,-0.451834,-11.7152,
Mon Feb  5 12:15:53 2018,18642084,758.761,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,16,1194,0,16,24,0.114922,0.234632,-10.1275,0.00744957,-0.0148991,0.0106422,-32.8418,40.9313,43.5984,-0.649963,-11.7238,
Mon Feb  5 12:15:53 2018,18652085,760.543,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,16,1192,0,16,62,0.177171,0.191536,-10.2903,0.0042569,-0.0138349,0.00744957,-32.8418,40.9313,43.5984,-0.986211,-11.732,
Mon Feb  5 12:15:53 2018,18662086,760.543,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,16,1192,0,16,62,0.114922,0.258574,-10.2903,0.0042569,-0.0127707,0.00851379,-32.8418,40.9313,43.5984,-0.63965,-11.7396,
Mon Feb  5 12:15:53 2018,18672087,760.543,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4868,20,1198,0,62,24,-0.00957681,0.21069,-10.343,0.00319267,-0.0180918,0.00744957,-32.8418,40.9313,43.5984,0.0530406,-11.7485,
Mon Feb  5 12:15:53 2018,18682088,760.543,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4868,20,1198,0,62,24,0.00957681,0.143652,-10.228,0.00319267,-0.0170276,0.00638535,-32.8418,40.9313,43.5984,-0.0536424,-11.7585,
Mon Feb  5 12:15:53 2018,18692089,760.543,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,14,1202,0,62,24,0.0047884,0.186748,-10.2615,0.00638535,-0.0159634,0.00957802,-32.8418,40.9313,43.5984,-0.0267318,-11.768,
Mon Feb  5 12:15:53 2018,18702090,760.543,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,14,1202,0,62,24,0.0191536,0.148441,-10.1706,0,-0.0159634,0.00957802,-32.8418,40.9313,43.5984,-0.10789,-11.7771,
Mon Feb  5 12:15:53 2018,18712091,758.596,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,16,1202,0,60,24,0.0766145,0.191536,-10.3142,0.00744957,-0.0180918,0.0106422,-32.8418,40.9313,43.5984,-0.425514,-11.7869,
Mon Feb  5 12:15:53 2018,18722092,758.596,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,16,1202,0,60,24,0.110133,0.181959,-10.319,0.00212845,-0.019156,0.0106422,-32.8418,40.9313,43.5984,-0.611391,-11.7976,
Mon Feb  5 12:15:53 2018,18732093,758.596,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,14,1196,0,60,24,0.0814029,0.229843,-10.228,0.00106422,-0.0127707,0.0117065,-32.8418,40.9313,43.5984,-0.455881,-11.8067,
Mon Feb  5 12:15:53 2018,18742094,758.596,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,14,1196,0,60,24,0.0574608,0.23942,-10.1849,0,-0.0138349,0.00744957,-32.8418,40.9313,43.5984,-0.323156,-11.8143,
Mon Feb  5 12:15:53 2018,18752095,759.039,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,14,1194,0,60,24,0.143652,0.181959,-10.2759,0.00106422,-0.0180918,0.0117065,-32.8418,40.9313,43.5984,-0.800789,-11.8235,
Mon Feb  5 12:15:53 2018,18762096,759.039,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,14,1194,0,60,24,0.0957681,0.220267,-10.1993,0,-0.0159634,0.0106422,-32.8418,40.9313,43.5984,-0.537847,-11.8332,
Mon Feb  5 12:15:53 2018,18772097,759.039,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1202,0,16,64,0.0047884,0.134075,-10.2232,0.0042569,-0.0170276,0.00319267,-32.8418,40.9313,43.5984,-0.0268341,-11.8427,
Mon Feb  5 12:15:53 2018,18782098,759.039,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1202,0,16,64,0.0766145,0.196325,-10.2903,0.00532112,-0.0170276,0.0117065,-32.8418,40.9313,43.5984,-0.4265,-11.8524,
Mon Feb  5 12:15:53 2018,18792099,759.039,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,20,1194,0,16,62,0.0287304,0.201113,-10.3046,0.00212845,-0.0138349,0.00851379,-32.8418,40.9313,43.5984,-0.159716,-11.8613,
Mon Feb  5 12:15:53 2018,18802100,759.039,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,20,1194,0,16,62,0.0430956,0.205901,-10.2472,0.00106422,-0.0127707,0.00851379,-32.8418,40.9313,43.5984,-0.240914,-11.8689,
Mon Feb  5 12:15:53 2018,18812101,760.195,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1194,0,16,60,0.105345,0.201113,-10.2999,-0.00212845,-0.0202203,0.0117065,-32.8418,40.9313,43.5984,-0.585878,-11.8783,
Mon Feb  5 12:15:53 2018,18822102,760.195,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,18,1194,0,16,60,0.0287304,0.181959,-10.1514,0.00106422,-0.0148991,0.0042569,-32.8418,40.9313,43.5984,-0.162131,-11.8884,
Mon Feb  5 12:15:53 2018,18832103,760.195,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1192,0,16,62,0.105345,0.225055,-10.2615,0.00106422,-0.0117065,0.00212845,-34.3975,41.7984,42.7664,-0.588035,-11.896,
Mon Feb  5 12:15:53 2018,18842104,760.195,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1192,0,16,62,0.114922,0.0957681,-10.2999,0.00212845,-0.0138349,0.00638535,-34.3975,41.7984,42.7664,-0.639229,-11.9033,
Mon Feb  5 12:15:53 2018,18852105,759.665,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1192,0,62,24,0.11971,0.225055,-10.2328,0.00319267,-0.0170276,0.00957802,-34.3975,41.7984,42.7664,-0.67009,-11.9122,
Mon Feb  5 12:15:53 2018,18862106,759.665,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1192,0,62,24,0.100556,0.186748,-10.3813,0.00319267,-0.0170276,0.0127707,-34.3975,41.7984,42.7664,-0.55488,-11.9219,
Mon Feb  5 12:15:53 2018,18872107,759.665,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,20,1202,0,60,62,0.0574608,0.220267,-10.41,0.00212845,-0.0117065,0.00851379,-34.3975,41.7984,42.7664,-0.316186,-11.9302,
Mon Feb  5 12:15:53 2018,18882108,759.665,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,20,1202,0,60,62,0.0430956,0.253785,-10.319,0.00319267,-0.0117065,0.0106422,-34.3975,41.7984,42.7664,-0.239213,-11.9369,
Mon Feb  5 12:15:53 2018,18892109,759.665,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,16,1204,0,60,24,0.023942,0.201113,-10.3334,-0.00106422,-0.0159634,0.00851379,-34.3975,41.7984,42.7664,-0.132727,-11.9448,
Mon Feb  5 12:15:53 2018,18902110,759.665,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,16,1204,0,60,24,0.124498,0.263362,-10.1993,0.0042569,-0.0180918,0.0106422,-34.3975,41.7984,42.7664,-0.699117,-11.9546,
Mon Feb  5 12:15:53 2018,18912111,760.125,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,8,1202,0,60,24,0.100556,0.234632,-10.2472,0.00106422,-0.0138349,0.0148991,-34.3975,41.7984,42.7664,-0.562083,-11.9637,
Mon Feb  5 12:15:53 2018,18922112,760.125,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,8,1202,0,60,24,0.0335188,0.11971,-10.343,0.0042569,-0.0180918,0.00957802,-34.3975,41.7984,42.7664,-0.185668,-11.9729,
Mon Feb  5 12:15:53 2018,18932113,760.125,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,16,1206,0,58,24,0.071826,0.186748,-10.2472,0.00638535,-0.0148991,0.00957802,-34.3975,41.7984,42.7664,-0.401533,-11.9823,
Mon Feb  5 12:15:53 2018,18942114,760.125,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,16,1206,0,58,24,0,0.23942,-10.4004,0.00319267,-0.0148991,0.00851379,-34.3975,41.7984,42.7664,-0,-11.9908,
Mon Feb  5 12:15:53 2018,18952115,759.847,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,14,1200,0,58,62,0.110133,0.23942,-10.2328,0.00638535,-0.0159634,0.00638535,-34.3975,41.7984,42.7664,-0.616468,-11.9997,
Mon Feb  5 12:15:53 2018,18962116,759.847,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,14,1200,0,58,62,0.0574608,0.134075,-10.3094,0.0042569,-0.0170276,0.00851379,-34.3975,41.7984,42.7664,-0.319315,-12.0091,
Mon Feb  5 12:15:53 2018,18972117,759.847,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,16,1194,0,60,24,0.0909797,0.21069,-10.2999,0.00532112,-0.0138349,0.0127707,-34.3975,41.7984,42.7664,-0.50598,-12.018,
Mon Feb  5 12:15:53 2018,18982118,759.847,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,16,1194,0,60,24,-0.0143652,0.191536,-10.161,0.00319267,-0.0148991,0.0106422,-34.3975,41.7984,42.7664,0.0809881,-12.0262,
Mon Feb  5 12:15:53 2018,18992119,759.847,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,16,1194,0,60,24,0.0574608,0.244209,-10.2759,0.0042569,-0.0138349,0.00744957,-34.3975,41.7984,42.7664,-0.320293,-12.0344,
Mon Feb  5 12:15:53 2018,19002120,759.847,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,16,1198,0,16,62,0.0861913,0.205901,-10.2472,0.00638535,-0.0170276,0.0106422,-34.3975,41.7984,42.7664,-0.481819,-12.0433,
Mon Feb  5 12:15:53 2018,19012121,758.614,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1192,0,60,24,0.124498,0.229843,-10.2185,0.00319267,-0.0117065,0.00532112,-34.3975,41.7984,42.7664,-0.697863,-12.0515,
Mon Feb  5 12:15:53 2018,19022122,758.614,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1192,0,60,24,0.124498,0.220267,-10.2951,0.00638535,-0.0138349,0.0106422,-34.3975,41.7984,42.7664,-0.692687,-12.0588,
Mon Feb  5 12:15:53 2018,19032123,758.614,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1198,0,16,24,0.0143652,0.134075,-10.2137,0.00319267,-0.0170276,0.00638535,-34.3975,41.7984,42.7664,-0.0805778,-12.0677,
Mon Feb  5 12:15:53 2018,19042124,758.614,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1198,0,16,24,0.071826,0.225055,-10.3717,0.0106422,-0.0148991,0.00744957,-34.3975,41.7984,42.7664,-0.396685,-12.0768,
Mon Feb  5 12:15:53 2018,19052125,758.987,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1196,0,16,24,0.0335188,0.263362,-10.2472,0.00532112,-0.0159634,0.00638535,-34.3975,41.7984,42.7664,-0.187354,-12.0857,
Mon Feb  5 12:15:53 2018,19062126,758.987,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1196,0,16,24,0.0143652,0.220267,-10.2663,0.00106422,-0.0202203,0.00851379,-34.3975,41.7984,42.7664,-0.0801528,-12.096,
Mon Feb  5 12:15:53 2018,19072127,758.987,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4826,12,1194,0,16,62,0.0143652,0.205901,-10.2663,0.00106422,-0.0159634,0.00957802,-34.3975,41.7984,42.7664,-0.0801552,-12.1064,
Mon Feb  5 12:15:53 2018,19082128,758.987,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4826,12,1194,0,16,62,0.0574608,0.129287,-10.2711,-0.00212845,-0.0127707,0.00851379,-34.3975,41.7984,42.7664,-0.320507,-12.1146,
Mon Feb  5 12:15:53 2018,19092129,758.987,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4868,16,1200,0,60,64,0.0574608,0.191536,-10.319,0.00319267,-0.0202203,0.00744957,-34.3975,41.7984,42.7664,-0.31899,-12.1241,
Mon Feb  5 12:15:53 2018,19102130,758.987,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4868,16,1200,0,60,64,0.0287304,0.162806,-10.3813,0.00957802,-0.0180918,0.00851379,-34.3975,41.7984,42.7664,-0.158548,-12.1351,
Mon Feb  5 12:15:53 2018,19112131,758.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1202,0,60,24,0.124498,0.153229,-10.3334,0.0042569,-0.0170276,0.00851379,-34.3975,41.7984,42.7664,-0.690201,-12.1451,
Mon Feb  5 12:15:53 2018,19122132,758.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,16,1202,0,60,24,0.138864,0.181959,-10.3286,0.00319267,-0.0148991,0.0106422,-34.3975,41.7984,42.7664,-0.770153,-12.1543,
Mon Feb  5 12:15:53 2018,19132133,758.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,18,1202,0,60,24,0.0957681,0.21069,-10.1897,0,-0.0159634,0.00957802,-34.3975,41.7984,42.7664,-0.538363,-12.1631,
Mon Feb  5 12:15:53 2018,19142134,758.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,18,1202,0,60,24,0.0670376,0.186748,-10.2663,0,-0.0138349,0.00957802,-34.3975,41.7984,42.7664,-0.374066,-12.1716,
Mon Feb  5 12:15:53 2018,19152135,758.205,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,14,1200,0,16,62,0.114922,0.191536,-10.1945,0.00212845,-0.0127707,0.0127707,-34.3975,41.7984,42.7664,-0.645748,-12.1793,
Mon Feb  5 12:15:53 2018,19162136,758.205,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,14,1200,0,16,62,0.110133,0.181959,-10.2711,0.00106422,-0.0148991,0.00957802,-34.3975,41.7984,42.7664,-0.61424,-12.1872,
Mon Feb  5 12:15:53 2018,19172137,758.205,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,14,1202,0,60,62,0.114922,0.186748,-10.252,0.00532112,-0.0148991,0.00851379,-34.3975,41.7984,42.7664,-0.642136,-12.1957,
Mon Feb  5 12:15:53 2018,19182138,758.205,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,14,1202,0,60,62,0.0574608,0.134075,-10.1514,0.00532112,-0.0159634,0.00851379,-34.3975,41.7984,42.7664,-0.324284,-12.2046,
Mon Feb  5 12:15:53 2018,19192139,758.205,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4850,14,1202,0,60,62,-0.00957681,0.234632,-10.3046,0.00532112,-0.0159634,0.00851379,-34.3975,41.7984,42.7664,0.0532351,-12.2137,
Mon Feb  5 12:15:53 2018,19202140,758.205,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,16,1192,0,60,24,0.143652,0.167594,-10.2328,0.00532112,-0.0159634,0.00851379,-34.3975,41.7984,42.7664,-0.804179,-12.2229,
Mon Feb  5 12:15:53 2018,19212141,759.204,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1196,0,16,60,0.110133,0.196325,-10.2711,0.0042569,-0.0159634,0.00957802,-34.2246,41.2781,42.6,-0.614225,-12.232,
Mon Feb  5 12:15:53 2018,19222142,759.204,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,16,1196,0,16,60,0.11971,0.225055,-10.2232,0.00106422,-0.019156,0.0106422,-34.2246,41.2781,42.6,-0.670718,-12.2421,
Mon Feb  5 12:15:53 2018,19232143,759.204,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,18,1192,0,60,24,-0.0335188,0.277727,-10.1562,-0.00212845,-0.0138349,0.00744957,-34.2246,41.2781,42.6,0.189024,-12.2515,
Mon Feb  5 12:15:53 2018,19242144,759.204,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,18,1192,0,60,24,0.0335188,0.292093,-10.2137,0,-0.0180918,0.0117065,-34.2246,41.2781,42.6,-0.187954,-12.2607,
Mon Feb  5 12:15:53 2018,19252145,759.213,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,14,1194,0,60,62,0.0574608,0.143652,-10.2089,0.00744957,-0.0138349,0.0117065,-34.2246,41.2781,42.6,-0.322455,-12.2698,
Mon Feb  5 12:15:53 2018,19262146,759.213,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4838,14,1194,0,60,62,0.0383072,0.225055,-10.3717,0.00319267,-0.0202203,0.00957802,-34.2246,41.2781,42.6,-0.211568,-12.2796,
Mon Feb  5 12:15:53 2018,19272147,759.213,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4824,16,1196,0,60,24,0.134075,0.100556,-10.3334,0.0042569,-0.0127707,0.00532112,-34.2246,41.2781,42.6,-0.743335,-12.289,
Mon Feb  5 12:15:53 2018,19282148,759.213,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4824,16,1196,0,60,24,0.148441,0.191536,-10.2807,0.00744957,-0.0170276,0.00851379,-34.2246,41.2781,42.6,-0.827079,-12.2976,
Mon Feb  5 12:15:53 2018,19292149,759.213,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,16,1200,0,16,24,0.114922,0.263362,-10.2424,-0.00106422,-0.0148991,0.0117065,-34.2246,41.2781,42.6,-0.642631,-12.3067,
Mon Feb  5 12:15:53 2018,19302150,759.213,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,16,1200,0,16,24,0.0335188,0.225055,-10.1897,0.00106422,-0.0180918,0.0106422,-34.2246,41.2781,42.6,-0.188426,-12.3161,
Mon Feb  5 12:15:53 2018,19312151,758.822,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,14,1202,0,58,24,0.110133,0.191536,-10.3573,0,-0.0148991,0.00532112,-34.2246,41.2781,42.6,-0.609121,-12.3256,
Mon Feb  5 12:15:53 2018,19322152,758.822,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,14,1202,0,58,24,0.0526724,0.167594,-10.2472,-0.00106422,-0.0159634,0.0117065,-34.2246,41.2781,42.6,-0.294469,-12.3344,
Mon Feb  5 12:15:53 2018,19332153,758.822,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,16,1206,0,16,22,0.0766145,0.167594,-10.2472,0.00638535,-0.019156,0.00957802,-32.8418,41.9719,42.9328,-0.428314,-12.3445,
Mon Feb  5 12:15:53 2018,19342154,758.822,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,16,1206,0,16,22,0.0383072,0.114922,-10.3525,0.00106422,-0.0117065,0.00851379,-32.8418,41.9719,42.9328,-0.211996,-12.3533,
Mon Feb  5 12:15:53 2018,19352155,758.857,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,14,1196,0,16,62,0.0191536,0.129287,-10.3956,0.00106422,-0.0159634,0.00744957,-32.8418,41.9719,42.9328,-0.105557,-12.3613,
Mon Feb  5 12:15:53 2018,19362156,758.857,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,14,1196,0,16,62,0.0909797,0.167594,-10.2999,0.00638535,-0.0170276,0.00957802,-32.8418,41.9719,42.9328,-0.506019,-12.3707,
Mon Feb  5 12:15:53 2018,19372157,758.857,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,16,1202,0,16,62,0.0430956,0.191536,-10.2951,0.00638535,-0.0148991,0.00532112,-32.8418,41.9719,42.9328,-0.2398,-12.3799,
Mon Feb  5 12:15:53 2018,19382158,758.857,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,16,1202,0,16,62,0.0957681,0.162806,-10.252,0.00319267,-0.0180918,0.00851379,-32.8418,41.9719,42.9328,-0.535141,-12.3893,
Mon Feb  5 12:15:53 2018,19392159,758.857,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1192,0,60,26,0,0.138864,-10.2855,0.00638535,-0.0159634,0.0117065,-32.8418,41.9719,42.9328,-0,-12.3991,
Mon Feb  5 12:15:53 2018,19402160,758.857,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1192,0,60,26,0.00957681,0.177171,-10.3286,0.00532112,-0.0138349,0.00638535,-32.8418,41.9719,42.9328,-0.0531176,-12.4076,
Mon Feb  5 12:15:53 2018,19412161,759.248,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1194,0,16,60,0.0526724,0.177171,-10.3046,0.00212845,-0.0138349,0.0117065,-32.8418,41.9719,42.9328,-0.292823,-12.4155,
Mon Feb  5 12:15:53 2018,19422162,759.248,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4842,14,1194,0,16,60,0.0383072,0.201113,-10.3046,0.00212845,-0.0170276,0.00532112,-32.8418,41.9719,42.9328,-0.212954,-12.4244,
Mon Feb  5 12:15:53 2018,19432163,759.248,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4832,14,1192,0,16,24,0.0622492,0.253785,-10.3334,0,-0.0138349,0.00744957,-32.8418,41.9719,42.9328,-0.345047,-12.4332,
Mon Feb  5 12:15:53 2018,19442164,759.248,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4832,14,1192,0,16,24,0.0191536,0.220267,-10.1754,0.00532112,-0.0159634,0.0148991,-32.8418,41.9719,42.9328,-0.107826,-12.4418,
Mon Feb  5 12:15:53 2018,19452165,759.117,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4832,16,1192,0,60,62,0.071826,0.229843,-10.319,0.00106422,-0.0180918,0.00851379,-32.8418,41.9719,42.9328,-0.398705,-12.4515,
Mon Feb  5 12:15:53 2018,19462166,759.117,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4832,16,1192,0,60,62,0.0430956,0.177171,-10.2568,0.00212845,-0.0159634,0.0117065,-32.8418,41.9719,42.9328,-0.240701,-12.4613,
