today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt
Thu Sep 19 07:02:46 2019,13960448,951.997,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,0,10,20,22,60,-0.622492,-7.75243,-8.57124,-1.42393,-0.590644,-1.26004,-19.3102,71.5166,3.65449,-4.15386,279.486,-22.0022,0.361333,-21.6409,
Thu Sep 19 07:02:46 2019,13970449,951.997,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,0,10,20,18,62,-0.23942,-7.77158,-8.19775,-1.48246,-0.684296,-1.20257,-19.3102,71.5166,3.65449,-1.67288,279.799,-21.2619,0.34763,-20.9143,
Thu Sep 19 07:02:46 2019,13980450,950.702,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,0,10,20,18,62,-0.268151,-7.50822,-7.69496,-1.50162,-0.802425,-1.15043,-19.3102,71.5166,3.65449,-1.99581,280.12,-20.5132,0.340493,-20.1727,
Thu Sep 19 07:02:46 2019,13990451,950.702,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,10,66,24,-0.972046,-7.61356,-7.57047,-1.54951,-0.915233,-1.02166,-19.3102,71.5166,3.65449,-7.31674,280.439,-19.7629,0.331212,-19.4317,
Thu Sep 19 07:02:46 2019,14000452,950.702,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,10,66,24,-0.933739,-7.50343,-7.0198,-1.58676,-1.00037,-0.978022,-19.3102,71.5166,3.65449,-7.57673,280.749,-19.0246,0.313931,-18.7107,
Thu Sep 19 07:02:46 2019,14010453,950.702,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,24,20,18,62,-0.617704,-7.55131,-6.55532,-1.64423,-1.10041,-0.980151,-19.3102,71.5166,3.65449,-5.38305,281.065,-18.3036,0.300963,-18.0026,
Thu Sep 19 07:02:46 2019,14020454,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,24,20,18,62,-0.23942,-7.08205,-6.70855,-1.70382,-1.20044,-0.898205,-19.3102,71.5166,3.65449,-2.04395,281.38,-17.5939,0.28799,-17.306,
Thu Sep 19 07:02:46 2019,14030455,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,14,18,18,62,0.172383,-6.80432,-6.50265,-1.7879,-1.28665,-0.832223,-19.3102,71.5166,3.65449,1.51853,281.691,-16.8857,0.271249,-16.6144,
Thu Sep 19 07:02:46 2019,14040456,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,14,18,18,62,0.976834,-6.55532,-6.66546,-1.84004,-1.3356,-0.810939,-19.3102,71.5166,3.65449,8.33745,281.991,-16.1651,0.244684,-15.9204,
Thu Sep 19 07:02:46 2019,14050457,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4916,0,10,20,18,62,1.08697,-6.58405,-6.78517,-1.89858,-1.40478,-0.756663,-19.3102,71.5166,3.65449,9.10132,282.298,-15.4189,0.225006,-15.1939,
Thu Sep 19 07:02:46 2019,14060458,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,20,8,18,60,0.253785,-6.57927,-6.4835,-2.00393,-1.48779,-0.684296,-19.3102,71.5166,3.65449,2.2416,282.608,-14.6508,0.209966,-14.4409,
Thu Sep 19 07:02:46 2019,14070459,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,20,8,18,60,-0.646434,-6.06212,-6.10043,-2.05821,-1.50162,-0.628957,-19.3102,71.5166,3.65449,-6.04881,282.898,-13.8856,0.176399,-13.7092,
Thu Sep 19 07:02:46 2019,14080460,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,20,8,18,60,-0.641646,-5.96156,-5.92325,-2.13271,-1.54419,-0.621507,-19.3102,71.5166,3.65449,-6.18255,283.197,-13.1481,0.152923,-12.9952,
Thu Sep 19 07:02:46 2019,14090461,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,24,8,66,62,-0.531513,-6.02381,-5.76524,-2.14654,-1.58463,-0.601287,-19.3102,71.5166,3.65449,-5.26737,283.495,-12.446,0.130285,-12.3157,
Thu Sep 19 07:02:46 2019,14100462,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,24,8,66,62,-0.459687,-6.19619,-5.47315,-2.12206,-1.61975,-0.567232,-19.3102,71.5166,3.65449,-4.80098,283.792,-11.7769,0.107614,-11.6693,
Thu Sep 19 07:02:46 2019,14110463,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,0,24,10,62,60,-0.368707,-5.6982,-5.25767,-2.15186,-1.67722,-0.522534,-19.3102,71.5166,3.65449,-4.01145,284.095,-11.138,0.092597,-11.0454,
Thu Sep 19 07:02:46 2019,14120464,950.259,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,0,24,10,62,60,-0.445322,-5.06613,-5.00867,-2.12419,-1.72617,-0.472516,-19.3102,71.5166,3.65449,-5.08082,284.395,-10.5282,0.0761572,-10.4521,
Thu Sep 19 07:02:46 2019,14130465,950.259,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,14,20,20,58,-0.474052,-4.82671,-4.9129,-2.04863,-1.773,-0.407598,-19.3102,71.5166,3.65449,-5.51148,284.695,-9.94913,0.0602471,-9.88888,
Thu Sep 19 07:02:46 2019,14140466,950.259,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,14,20,20,58,-0.368707,-4.76446,-4.98473,-1.98478,-1.83047,-0.352258,-19.3102,71.5166,3.65449,-4.23032,284.998,-9.40088,0.0483914,-9.35249,
Thu Sep 19 07:02:46 2019,14150467,950.259,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,10,20,18,60,-0.023942,-4.23774,-5.1619,-1.90496,-1.90709,-0.285212,-19.3102,71.5166,3.65449,-0.265749,285.306,-8.87717,0.0426096,-8.83456,
Thu Sep 19 07:02:46 2019,14160468,950.259,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,10,20,18,60,0.162806,-3.7972,-5.19542,-1.79322,-2.00181,-0.205395,-19.3102,71.5166,3.65449,1.79486,285.62,-8.36725,0.0421021,-8.32515,
Thu Sep 19 07:02:46 2019,14170469,950.259,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,24,8,18,62,0.0766145,-3.67271,-5.13317,-1.66125,-2.11568,-0.17134,-19.3102,71.5166,3.65449,0.855098,285.939,-7.86514,0.0466974,-7.81844,
Thu Sep 19 07:02:46 2019,14180470,950.32,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,24,8,18,62,0.0383072,-3.46202,-5.49709,-1.541,-2.23168,-0.157505,-11.9109,51.0574,20.8828,0.399268,286.259,-7.37232,0.0513362,-7.32099,
Thu Sep 19 07:02:46 2019,14190471,950.32,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4924,0,14,18,16,60,0.0383072,-3.05979,-5.68383,-1.40052,-2.38067,-0.14367,-11.9109,51.0574,20.8828,0.38615,286.588,-6.89163,0.0644507,-6.82718,
Thu Sep 19 07:02:46 2019,14200472,950.32,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4924,0,14,18,16,60,-0.191536,-2.66235,-5.55934,-1.25259,-2.53179,-0.142606,-11.9109,51.0574,20.8828,-1.97324,286.918,-6.42653,0.0767872,-6.34974,
Thu Sep 19 07:02:46 2019,14210473,950.32,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,10,20,16,60,-0.363919,-2.52828,-5.75087,-1.09083,-2.67652,-0.168147,-11.9109,51.0574,20.8828,-3.62089,287.246,-5.98347,0.0860154,-5.89746,
Thu Sep 19 07:02:46 2019,14220474,952.066,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,10,20,16,60,-0.785298,-2.94487,-5.37259,-0.91204,-2.85638,-0.19901,-11.9109,51.0574,20.8828,-8.3159,287.584,-5.57202,0.103778,-5.46825,
Thu Sep 19 07:02:46 2019,14230475,952.066,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,0,10,20,16,62,-1.98719,-2.79643,-4.92248,-0.780076,-3.02878,-0.217102,-11.9109,51.0574,20.8828,-21.9838,287.92,-5.21437,0.117595,-5.09677,
Thu Sep 19 07:02:46 2019,14240476,952.066,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,24,10,18,62,-2.67193,-2.24576,-4.74531,-0.636406,-3.13627,-0.252221,-11.9109,51.0574,20.8828,-29.3825,288.237,-4.9445,0.111972,-4.83252,
Thu Sep 19 07:02:46 2019,14250477,952.066,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,24,10,18,62,-2.4373,-1.67594,-4.76446,-0.465066,-3.21821,-0.336295,-11.9109,51.0574,20.8828,-27.0924,288.547,-4.78067,0.0994453,-4.68122,
Thu Sep 19 07:02:46 2019,14260478,952.066,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,0,24,10,66,28,-2.67193,-2.11169,-5.13317,-0.288405,-3.29697,-0.375671,-11.9109,51.0574,20.8828,-27.498,288.856,-4.71753,0.086723,-4.63081,
Thu Sep 19 07:02:46 2019,14270479,952.066,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,0,24,10,66,28,-2.8922,-2.46124,-5.65989,-0.205395,-3.32251,-0.374607,-11.9109,51.0574,20.8828,-27.067,289.15,-4.74497,0.0601672,-4.6848,
Thu Sep 19 07:02:46 2019,14280480,951.05,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,0,24,10,66,28,-3.02627,-2.05422,-5.63595,0.052147,-3.31825,-0.410791,-11.9109,51.0574,20.8828,-28.234,289.435,-4.85585,0.0274623,-4.82839,
Thu Sep 19 07:02:46 2019,14290481,951.05,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,0,10,20,18,62,-3.80678,-1.67594,-5.99029,0.14367,-3.33102,-0.380992,-11.9109,51.0574,20.8828,-32.4356,289.725,-5.04842,0.00210232,-5.04632,
Thu Sep 19 07:02:46 2019,14300482,951.05,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,0,10,20,18,62,-4.71658,-1.98719,-5.51145,0.257542,-3.28952,-0.320332,-11.9109,51.0574,20.8828,-40.5562,290,-5.33172,-0.0359725,-5.36769,
Thu Sep 19 07:02:46 2019,14310483,951.05,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,0,24,10,62,24,-4.14197,-1.9393,-5.38217,0.341616,-3.24056,-0.383121,-11.9109,51.0574,20.8828,-37.5809,290.272,-5.71344,-0.0727205,-5.78616,
Thu Sep 19 07:02:46 2019,14320484,950.233,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4874,0,24,10,62,24,-3.76847,-1.17795,-6.03339,0.412919,-3.23205,-0.367157,-11.9109,51.0574,20.8828,-31.9891,290.556,-6.18055,-0.0949932,-6.27555,
Thu Sep 19 07:02:46 2019,14330485,950.233,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,24,10,58,24,-4.08451,-1.21625,-5.54018,0.524663,-3.23631,-0.257542,-11.9109,51.0574,20.8828,-36.3996,290.844,-6.71484,-0.111505,-6.82634,
Thu Sep 19 07:02:46 2019,14340486,950.233,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,24,10,58,24,-4.4197,-1.93451,-5.84185,0.6247,-3.18203,-0.2469,-11.9109,51.0574,20.8828,-37.1096,291.115,-7.31228,-0.142245,-7.45453,
Thu Sep 19 07:02:46 2019,14350487,950.233,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4872,0,14,18,16,60,-5.38695,-2.17872,-6.03339,0.66514,-3.11605,-0.272441,-11.9109,51.0574,20.8828,-41.7603,291.382,-7.97516,-0.17304,-8.1482,
Thu Sep 19 07:02:46 2019,14360488,950.233,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4872,0,14,18,16,60,-6.4835,-2.02549,-5.67426,0.689617,-3.05964,-0.257542,-11.9109,51.0574,20.8828,-48.8081,291.653,-8.71151,-0.197909,-8.90942,
Thu Sep 19 07:02:46 2019,14370489,950.233,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,0,14,20,20,60,-6.47392,-2.04944,-5.27203,0.727929,-2.95854,-0.204331,-11.9109,51.0574,20.8828,-50.8424,291.91,-9.53191,-0.232217,-9.76413,
Thu Sep 19 07:02:46 2019,14380490,950.989,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,0,14,20,20,60,-7.26401,-1.4461,-5.49709,0.676847,-2.89682,-0.193689,-11.9109,51.0574,20.8828,-52.8832,292.179,-10.4386,-0.251929,-10.6905,
Thu Sep 19 07:02:46 2019,14390491,950.989,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4930,0,20,20,16,62,-7.43639,-2.16436,-5.18584,0.687489,-2.85744,-0.238386,-11.9109,51.0574,20.8828,-55.1097,292.454,-11.4285,-0.26285,-11.6914,
Thu Sep 19 07:02:46 2019,14400492,950.989,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4930,0,20,20,16,62,-7.29274,-2.54743,-5.22894,0.659819,-2.78827,-0.183047,-11.9109,51.0574,20.8828,-54.3593,292.721,-12.4965,-0.28006,-12.7766,
Thu Sep 19 07:02:46 2019,14410493,950.989,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,10,20,22,60,-8.19775,-2.52349,-5.4109,0.609801,-2.64992,-0.141542,-11.9109,51.0574,20.8828,-56.5734,292.968,-13.6345,-0.313672,-13.9482,
Thu Sep 19 07:02:46 2019,14420494,949.677,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,10,20,16,62,-8.51378,-2.47082,-5.09007,0.558718,-2.52434,-0.155377,-11.9109,51.0574,20.8828,-59.1264,293.218,-14.8382,-0.339794,-15.178,
Thu Sep 19 07:02:46 2019,14430495,949.677,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,10,20,16,62,-8.26478,-2.5618,-4.6256,0.495929,-2.43495,-0.101101,-11.9109,51.0574,20.8828,-60.7654,293.479,-16.106,-0.352465,-16.4585,
Thu Sep 19 07:02:46 2019,14440496,949.677,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,24,8,64,24,-8.93516,-2.52349,-4.13718,0.428882,-2.35619,-0.0468259,22.1977,49.79,22.101,-65.1549,293.743,-17.4372,-0.359829,-17.797,
Thu Sep 19 07:02:46 2019,14450497,949.677,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,24,8,64,24,-10.2472,-3.09331,-3.51469,0.386313,-2.22742,-0.0510828,22.1977,49.79,22.101,-71.0686,293.993,-18.8369,-0.378881,-19.2158,
Thu Sep 19 07:02:46 2019,14460498,949.677,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,10,20,18,58,-10.2376,-3.43329,-3.42371,0.299047,-2.08375,-0.0553397,22.1977,49.79,22.101,-71.5089,294.238,-20.3096,-0.398973,-20.7086,
Thu Sep 19 07:02:46 2019,14470499,949.677,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,10,20,18,58,-10.0078,-3.39498,-2.94966,0.232001,-1.97201,-0.0276698,22.1977,49.79,22.101,-73.5779,294.492,-21.852,-0.407124,-22.2591,
Thu Sep 19 07:02:46 2019,14480500,951.232,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,10,20,18,58,-10.0126,-3.16513,-3.15556,0.172404,-1.85281,0.0127707,22.1977,49.79,22.101,-72.5073,294.745,-23.4556,-0.415089,-23.8707,
Thu Sep 19 07:02:46 2019,14490501,951.232,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,24,8,18,60,-9.60075,-3.02148,-3.22738,0.0702388,-1.74639,0.0915233,22.1977,49.79,22.101,-71.4195,295.001,-25.108,-0.417332,-25.5254,
Thu Sep 19 07:02:46 2019,14500502,951.232,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,24,8,18,60,-9.31344,-2.75812,-2.98318,0.00638535,-1.66764,0.148991,22.1977,49.79,22.101,-72.2394,295.265,-26.7967,-0.410179,-27.2069,
Thu Sep 19 07:02:46 2019,14510503,951.232,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,0,10,20,18,60,-9.56244,-2.79164,-2.48518,-0.0436332,-1.57612,0.185175,22.1977,49.79,22.101,-75.4318,295.525,-28.5157,-0.405625,-28.9213,
Thu Sep 19 07:02:46 2019,14520504,950.311,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,0,10,20,18,60,-9.76834,-2.92093,-2.35589,-0.111744,-1.43883,0.232001,22.1977,49.79,22.101,-76.4406,295.772,-30.2636,-0.41241,-30.676,
Thu Sep 19 07:02:46 2019,14530505,950.311,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,22,8,62,26,-9.165,-2.94966,-2.59531,-0.186239,-1.31219,0.279891,22.1977,49.79,22.101,-74.1892,296.022,-32.0342,-0.414192,-32.4484,
Thu Sep 19 07:02:46 2019,14540506,950.311,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,22,8,62,26,-8.89685,-2.97839,-2.79164,-0.245836,-1.21854,0.334166,22.1977,49.79,22.101,-72.5793,296.282,-33.8141,-0.405195,-34.2193,
Thu Sep 19 07:02:46 2019,14550507,950.311,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,22,8,62,26,-8.69095,-2.8922,-2.60489,-0.297983,-1.1185,0.375671,22.1977,49.79,22.101,-73.3153,296.54,-35.5913,-0.397203,-35.9885,
Thu Sep 19 07:02:46 2019,14560508,950.311,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,22,8,62,26,-8.70532,-3.20823,-2.58095,-0.340552,-1.00676,0.387378,22.1977,49.79,22.101,-73.486,296.794,-37.3593,-0.391596,-37.7509,
Thu Sep 19 07:02:46 2019,14570509,950.311,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,10,18,16,60,-9.0022,-3.52905,-2.21224,-0.372478,-0.879049,0.385249,22.1977,49.79,22.101,-76.1935,297.044,-39.1159,-0.38935,-39.5052,
Thu Sep 19 07:02:46 2019,14580510,951.415,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,10,18,16,60,-9.19852,-3.54821,-2.21224,-0.409726,-0.746021,0.374607,22.1977,49.79,22.101,-76.4773,297.292,-40.8608,-0.38726,-41.2481,
Thu Sep 19 07:02:46 2019,14590511,951.415,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,12,20,16,62,-8.90643,-3.24654,-1.92015,-0.452295,-0.607672,0.373543,22.1977,49.79,22.101,-77.8338,297.539,-42.593,-0.385381,-42.9784,
Thu Sep 19 07:02:46 2019,14600512,951.415,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,12,20,16,62,-8.84418,-2.8922,-1.7334,-0.481029,-0.44591,0.386313,22.1977,49.79,22.101,-78.911,297.779,-44.3107,-0.388616,-44.6993,
Thu Sep 19 07:02:46 2019,14610513,951.415,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,24,10,66,24,-8.92558,-2.27449,-1.87705,-0.505507,-0.253285,0.410791,22.1977,49.79,22.101,-78.1238,298.011,-46.0113,-0.398562,-46.4098,
Thu Sep 19 07:02:46 2019,14620514,951.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,24,10,66,24,-8.65265,-2.1883,-2.17872,-0.507635,-0.0361836,0.444846,22.1977,49.79,22.101,-75.8669,298.235,-47.6872,-0.412872,-48.1001,
Thu Sep 19 07:02:46 2019,14630515,951.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,20,10,62,24,-8.60955,-2.58574,-2.48997,-0.508699,0.181982,0.504442,22.1977,49.79,22.101,-73.8697,298.459,-49.3273,-0.424712,-49.752,
Thu Sep 19 07:02:46 2019,14640516,951.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4948,0,20,10,62,24,-8.23127,-2.24097,-2.66714,-0.520406,0.396956,0.566167,22.1977,49.79,22.101,-72.0464,298.684,-50.9209,-0.433058,-51.3539,
Thu Sep 19 07:02:46 2019,14650517,951.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,0,22,8,60,66,-7.50343,-1.99198,-2.99275,-0.511892,0.573617,0.631085,22.1977,49.79,22.101,-68.2554,298.92,-52.4569,-0.428562,-52.8854,
Thu Sep 19 07:02:46 2019,14660518,951.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,22,8,60,24,-7.17782,-1.87705,-2.75812,-0.494864,0.725801,0.698131,22.1977,49.79,22.101,-68.9805,299.163,-53.9263,-0.416086,-54.3423,
Thu Sep 19 07:02:46 2019,14670519,951.779,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,22,8,60,24,-7.56568,-1.69031,-2.96402,-0.476772,0.892884,0.755599,22.1977,49.79,22.101,-68.6062,299.401,-55.3266,-0.407219,-55.7338,
Thu Sep 19 07:02:46 2019,14680520,949.546,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,22,8,60,24,-7.98227,-1.69988,-2.93529,-0.45336,1.06103,0.789654,22.1977,49.79,22.101,-69.8102,299.64,-56.6595,-0.397844,-57.0573,
Thu Sep 19 07:02:46 2019,14690521,949.546,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,24,8,60,24,-8.5473,-1.79086,-3.00233,-0.429947,1.21747,0.794976,32.1234,45.2637,18.4465,-70.6457,299.881,-57.9284,-0.384558,-58.313,
Thu Sep 19 07:02:46 2019,14700522,949.546,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,24,8,60,24,-8.6718,-1.61369,-2.99275,-0.413983,1.37711,0.789654,32.1234,45.2637,18.4465,-70.9598,300.122,-59.1371,-0.371835,-59.5089,
Thu Sep 19 07:02:46 2019,14710523,949.546,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,0,20,8,60,24,-8.52336,-1.652,-2.79164,-0.37035,1.51226,0.78859,32.1234,45.2637,18.4465,-71.865,300.37,-60.2882,-0.352046,-60.6402,
Thu Sep 19 07:02:46 2019,14720524,950.111,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,0,20,8,60,24,-8.07804,-2.0638,-2.8922,-0.337359,1.6272,0.79604,32.1234,45.2637,18.4465,-70.3011,300.623,-61.3828,-0.327115,-61.71,
Thu Sep 19 07:02:46 2019,14730525,950.111,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,0,22,8,62,24,-7.92481,-2.0638,-2.75812,-0.311818,1.74001,0.813067,32.1234,45.2637,18.4465,-70.8103,300.877,-62.4201,-0.302489,-62.7226,
Thu Sep 19 07:02:46 2019,14740526,950.111,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4912,0,22,8,62,24,-8.05888,-1.63285,-2.70545,-0.275634,1.87942,0.842866,32.1234,45.2637,18.4465,-71.4426,301.124,-63.401,-0.286077,-63.687,
Thu Sep 19 07:02:46 2019,14750527,950.111,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,0,24,8,58,24,-7.98227,-1.58975,-2.91614,-0.260735,2.02735,0.893948,32.1234,45.2637,18.4465,-69.9314,301.368,-64.3268,-0.272299,-64.5991,
Thu Sep 19 07:02:46 2019,14760528,950.111,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4906,0,24,8,58,24,-7.52737,-1.49398,-3.0981,-0.228808,2.16357,0.956738,32.1234,45.2637,18.4465,-67.6291,301.616,-65.1944,-0.255491,-65.4499,
Thu Sep 19 07:02:46 2019,14770529,950.111,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,24,8,18,66,-7.08205,-1.24498,-3.59609,-0.214973,2.26041,1.03762,32.1234,45.2637,18.4465,-63.0797,301.874,-65.9954,-0.228343,-66.2237,
Thu Sep 19 07:02:46 2019,14780530,951.076,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,24,8,18,66,-6.73728,-1.25935,-3.64876,-0.193689,2.32214,1.13233,32.1234,45.2637,18.4465,-61.5611,302.143,-66.7201,-0.192996,-66.9131,
Thu Sep 19 07:02:46 2019,14790531,951.076,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,0,20,8,18,64,-6.88094,-1.12527,-3.55778,-0.188368,2.36258,1.21322,32.1234,45.2637,18.4465,-62.6589,302.418,-67.3662,-0.154127,-67.5204,
