today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt
Thu Sep 19 07:02:46 2019,9159778,950.78,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,22,8,62,66,-3.33273,0.794875,-7.33583,0.0840737,4.5453,0.869471,14.257,45.4447,25.2334,-24.4327,140.505,-51.7651,0.0262648,-51.7388,
Thu Sep 19 07:02:46 2019,9169781,950.78,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,0,24,8,62,66,-3.22738,0.584185,-7.67102,0.0500185,4.51018,0.794976,14.257,45.4447,25.2334,-22.8177,140.802,-52.0376,0.0885577,-51.9491,
Thu Sep 19 07:02:46 2019,9179782,951.675,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,0,24,8,62,66,-1.81959,0.90022,-7.48427,0.0415047,4.42611,0.742829,14.257,45.4447,25.2334,-13.6648,141.112,-52.1696,0.158635,-52.011,
Thu Sep 19 07:02:46 2019,9189783,951.675,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,12,20,18,62,-0.646434,0.833182,-7.98706,0.0436332,4.24838,0.743893,14.257,45.4447,25.2334,-4.62717,141.45,-52.1451,0.247808,-51.8973,
Thu Sep 19 07:02:46 2019,9199784,951.675,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,12,20,18,62,-1.56581,0.397437,-7.42681,0.0446974,4.09726,0.690682,14.257,45.4447,25.2334,-11.9054,141.779,-51.9588,0.321204,-51.6376,
Thu Sep 19 07:02:46 2019,9209785,951.675,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4882,0,24,8,62,26,-1.37906,-0.0047884,-8.58561,0.0319267,3.94614,0.524663,14.257,45.4447,25.2334,-9.12518,142.109,-51.6275,0.387135,-51.2404,
Thu Sep 19 07:02:46 2019,9219786,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4882,0,24,8,62,26,-1.13485,-0.311246,-8.93995,0.0638535,3.80141,0.506571,14.257,45.4447,25.2334,-7.23453,142.437,-51.1648,0.444247,-50.7206,
Thu Sep 19 07:02:46 2019,9229788,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,14,18,16,66,-1.81002,0.751779,-8.69574,0.0542754,3.72798,0.420369,14.257,45.4447,25.2334,-11.7582,142.745,-50.5817,0.475297,-50.1064,
Thu Sep 19 07:02:46 2019,9239789,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,14,18,16,66,-1.27372,0.574608,-9.2081,0.10323,3.56196,0.218166,14.257,45.4447,25.2334,-7.8755,143.079,-49.8936,0.527289,-49.3663,
Thu Sep 19 07:02:46 2019,9249790,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,10,18,18,64,0.59855,0.186748,-8.95431,0.161762,3.41616,0.285212,14.257,45.4447,25.2334,3.82425,143.407,-49.098,0.567334,-48.5307,
Thu Sep 19 07:02:46 2019,9259791,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,10,18,18,64,0.905008,0.248997,-9.19852,0.184111,3.23311,0.25435,14.257,45.4447,25.2334,5.61904,143.746,-48.1796,0.612026,-47.5675,
Thu Sep 19 07:02:46 2019,9269792,951.736,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,0,22,20,20,62,0.981623,0.47884,-9.41879,0.220294,3.12137,0.157505,14.257,45.4447,25.2334,5.94987,144.064,-47.1375,0.631079,-46.5064,
Thu Sep 19 07:02:46 2019,9279793,951.701,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,0,22,20,20,62,2.25534,0.3304,-9.47625,0.304368,2.93194,0.158569,14.257,45.4447,25.2334,13.3873,144.405,-45.9768,0.667432,-45.3094,
Thu Sep 19 07:02:46 2019,9289794,951.701,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,24,10,64,24,2.69108,0.229843,-9.55765,0.327781,2.76273,0.156441,14.257,45.4447,25.2334,15.7253,144.74,-44.6955,0.692622,-44.0029,
Thu Sep 19 07:02:46 2019,9299795,951.701,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,24,10,64,24,2.91614,0.287304,-9.75877,0.385249,2.61799,0.0936517,14.257,45.4447,25.2334,16.6373,145.068,-43.2964,0.706357,-42.59,
Thu Sep 19 07:02:46 2019,9309796,951.701,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,24,10,62,62,3.05979,0.80924,-9.5816,0.488479,2.47113,0.12345,14.257,45.4447,25.2334,17.7104,145.396,-41.7897,0.716824,-41.0729,
Thu Sep 19 07:02:46 2019,9319797,952.805,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,24,10,62,62,2.75812,0.21069,-9.99819,0.505507,2.30511,0.120257,14.257,45.4447,25.2334,15.4222,145.73,-40.1897,0.728959,-39.4607,
Thu Sep 19 07:02:46 2019,9329798,952.805,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,24,10,62,62,2.29843,-0.047884,-9.63427,0.557654,2.18485,0.0436332,14.257,45.4447,25.2334,13.4182,146.051,-38.5154,0.724768,-37.7907,
Thu Sep 19 07:02:46 2019,9339799,952.805,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,24,10,62,62,2.05901,0.282516,-9.15064,0.661947,2.06459,0.0319267,14.257,45.4447,25.2334,12.6811,146.372,-36.7862,0.718182,-36.068,
Thu Sep 19 07:02:46 2019,9349800,952.805,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,24,10,20,66,1.99676,0.545878,-9.14585,0.718351,1.95072,-0.0595966,14.257,45.4447,25.2334,12.3158,146.691,-35.0168,0.707721,-34.3091,
Thu Sep 19 07:02:46 2019,9359801,952.805,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,24,10,20,66,2.19309,0.287304,-8.49463,0.772627,1.89645,-0.0989729,14.257,45.4447,25.2334,14.4762,146.993,-33.2168,0.679135,-32.5376,
Thu Sep 19 07:02:46 2019,9369802,952.805,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,10,18,18,62,2.67193,0.373495,-7.99663,0.846058,1.81982,-0.153248,14.257,45.4447,25.2334,18.4761,147.302,-31.3879,0.656533,-30.7314,
Thu Sep 19 07:02:46 2019,9379803,951.501,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,10,18,18,62,3.67749,-0.225055,-8.14986,0.91949,1.75703,-0.168147,14.257,45.4447,25.2334,24.2865,147.606,-29.5245,0.629604,-28.8949,
Thu Sep 19 07:02:46 2019,9389804,951.501,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4882,0,22,8,62,24,4.6256,-0.92895,-8.00621,0.964187,1.6868,-0.170276,14.257,45.4447,25.2334,30.0172,147.913,-27.6164,0.604602,-27.0118,
Thu Sep 19 07:02:46 2019,9399805,951.501,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4882,0,22,8,62,24,4.74052,-1.46046,-8.09719,0.99505,1.60272,-0.184111,14.257,45.4447,25.2334,30.347,148.224,-25.658,0.583241,-25.0747,
Thu Sep 19 07:02:46 2019,9409809,951.501,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,24,8,62,62,4.53462,-1.68552,-8.17859,1.02378,1.5112,-0.205395,14.257,45.4447,25.2334,29.0062,148.536,-23.6562,0.563538,-23.0926,
Thu Sep 19 07:02:46 2019,9419810,952.188,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,24,8,62,62,4.28083,-1.41737,-8.12592,1.03868,1.4399,-0.221359,14.257,45.4447,25.2334,27.7808,148.843,-21.6255,0.537829,-21.0877,
Thu Sep 19 07:02:46 2019,9429811,952.188,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,22,8,62,66,3.85945,-1.23062,-7.92002,1.05997,1.38136,-0.241579,14.257,45.4447,25.2334,25.9802,149.146,-19.5815,0.508794,-19.0727,
Thu Sep 19 07:02:46 2019,9439812,952.188,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,22,8,62,66,3.52426,-0.981623,-7.82425,1.07061,1.36753,-0.263928,14.257,45.4447,25.2334,24.2482,149.437,-17.5392,0.468039,-17.0711,
Thu Sep 19 07:02:46 2019,9449813,952.188,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,14,20,16,62,3.07894,-0.608127,-7.79073,1.07487,1.37923,-0.303304,-34.65,51.7816,0.348047,21.5642,149.72,-15.5135,0.421991,-15.0915,
Thu Sep 19 07:02:46 2019,9459814,952.188,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,14,20,16,62,2.806,-0.301669,-7.6806,1.07806,1.43032,-0.349066,-34.65,51.7816,0.348047,20.0691,149.992,-13.5189,0.367476,-13.1514,
Thu Sep 19 07:02:46 2019,9469815,952.188,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,20,8,62,26,2.80122,-0.301669,-7.84819,1.06316,1.47076,-0.421433,-34.65,51.7816,0.348047,19.6428,150.267,-11.566,0.319121,-11.2469,
Thu Sep 19 07:02:46 2019,9479818,951.05,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,20,8,62,26,2.85389,-0.627281,-8.02058,1.0589,1.51758,-0.486351,-34.65,51.7816,0.348047,19.5866,150.54,-9.6609,0.271916,-9.38899,
Thu Sep 19 07:02:46 2019,9489819,951.05,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,0,20,8,20,64,3.32794,-1.22104,-7.762,1.03655,1.5708,-0.543819,-34.65,51.7816,0.348047,23.2071,150.811,-7.80383,0.225957,-7.57787,
Thu Sep 19 07:02:46 2019,9499820,951.05,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,0,20,8,20,64,3.54821,-1.54665,-7.66623,0.997178,1.61124,-0.608736,-34.65,51.7816,0.348047,24.8364,151.086,-5.98938,0.186544,-5.80284,
Thu Sep 19 07:02:46 2019,9509821,951.05,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,22,8,62,62,3.57694,-1.59933,-7.10599,0.952481,1.65487,-0.640663,-34.65,51.7816,0.348047,26.7193,151.36,-4.21253,0.148892,-4.06364,
Thu Sep 19 07:02:46 2019,9519822,951.119,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,22,8,62,62,3.69665,-1.53229,-6.85699,0.889691,1.70489,-0.67259,-34.65,51.7816,0.348047,28.3294,151.632,-2.47017,0.112138,-2.35803,
Thu Sep 19 07:02:46 2019,9529823,951.119,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,10,20,20,62,3.81636,-1.89621,-6.80911,0.846058,1.73149,-0.690682,-34.65,51.7816,0.348047,29.2697,151.911,-0.760237,0.0845078,-0.675729,
Thu Sep 19 07:02:46 2019,9539824,951.119,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,10,20,20,62,4.05099,-2.19309,-7.05332,0.770498,1.75491,-0.707709,-34.65,51.7816,0.348047,29.8704,152.191,0.91742,0.0597614,0.977181,
Thu Sep 19 07:02:46 2019,9549825,951.119,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,10,20,18,60,4.29041,-2.0638,-6.80911,0.68536,1.79747,-0.734315,-34.65,51.7816,0.348047,32.215,152.465,2.56345,0.0316434,2.59509,
Thu Sep 19 07:02:46 2019,9559826,951.119,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,10,20,18,60,3.89776,-1.81959,-6.78517,0.592773,1.86452,-0.751342,-34.65,51.7816,0.348047,29.8754,152.732,4.17711,-0.0008878,4.17622,
Thu Sep 19 07:02:46 2019,9569870,951.119,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,22,8,62,62,3.87861,-1.51314,-7.03416,0.538498,1.88793,-0.80881,-34.65,51.7816,0.348047,28.8722,153.012,5.7519,-0.0187187,5.73318,
Thu Sep 19 07:02:46 2019,9579871,951.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,22,8,62,62,4.59208,-1.81002,-7.02938,0.459745,1.93476,-0.829031,-34.65,51.7816,0.348047,33.1554,153.285,7.28514,-0.0413571,7.24378,
Thu Sep 19 07:02:46 2019,9589872,951.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,22,8,66,62,5.16669,-1.80044,-6.84263,0.349066,1.95179,-0.842866,-34.65,51.7816,0.348047,37.0555,153.567,8.78537,-0.0537672,8.7316,
Thu Sep 19 07:02:46 2019,9599873,951.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,22,8,66,62,5.09965,-1.81959,-7.15387,0.270313,1.9337,-0.868407,-34.65,51.7816,0.348047,35.4833,153.858,10.2597,-0.0552915,10.2044,
Thu Sep 19 07:02:46 2019,9609874,951.441,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,24,8,62,24,5.71735,-2.01113,-7.24485,0.200074,1.91135,-0.859893,-34.65,51.7816,0.348047,38.2791,154.151,11.708,-0.0553178,11.6527,
Thu Sep 19 07:02:46 2019,9619875,951.024,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,24,8,62,24,5.92804,-2.27928,-7.33105,0.094716,1.8443,-0.862022,-34.65,51.7816,0.348047,38.9598,154.457,13.1316,-0.0428802,13.0887,
Thu Sep 19 07:02:46 2019,9629876,951.024,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,24,8,62,24,5.7796,-2.11647,-7.513,-0.0202203,1.77725,-0.872664,-34.65,51.7816,0.348047,37.5704,154.762,14.5297,-0.0313378,14.4984,
Thu Sep 19 07:02:46 2019,9639877,951.024,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,24,8,62,24,5.91368,-1.56102,-7.12514,-0.112808,1.68254,-0.852444,-34.65,51.7816,0.348047,39.6918,155.076,15.8993,-0.0130743,15.8863,
Thu Sep 19 07:02:46 2019,9649878,951.024,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4882,0,10,20,18,64,6.4835,-1.56581,-6.95276,-0.200074,1.59527,-0.830095,-34.65,51.7816,0.348047,42.9998,155.388,17.2435,0.001657,17.2452,
Thu Sep 19 07:02:46 2019,9659879,951.024,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4882,0,10,20,18,64,6.53138,-1.58975,-6.10521,-0.307561,1.56654,-0.872664,-34.65,51.7816,0.348047,46.9316,155.682,18.5713,-0.000922104,18.5703,
Thu Sep 19 07:02:46 2019,9669880,951.024,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,24,8,60,24,7.80989,-2.71502,-5.93283,-0.3778,1.37498,-0.742829,-34.65,51.7816,0.348047,52.7777,156.024,19.895,0.0413382,19.9364,
Thu Sep 19 07:02:46 2019,9679881,950.902,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,24,8,60,24,6.90967,-1.15879,-6.70855,-0.507635,1.26004,-0.736443,-34.65,51.7816,0.348047,45.8461,156.343,21.2184,0.0588701,21.2773,
Thu Sep 19 07:02:46 2019,9689882,950.902,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,20,8,60,24,7.98227,-1.49398,-6.57448,-0.57681,1.23024,-0.761985,-34.65,51.7816,0.348047,50.524,156.638,22.5332,0.051344,22.5846,
Thu Sep 19 07:02:46 2019,9699883,950.902,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,20,8,60,24,8.61913,-1.08218,-5.76524,-0.6247,1.10892,-0.66514,-34.65,51.7816,0.348047,56.2219,156.959,23.8429,0.0693491,23.9123,
Thu Sep 19 07:02:46 2019,9709884,950.902,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,14,20,18,66,8.43238,-1.35512,-6.04296,-0.682168,0.953545,-0.696003,-34.65,51.7816,0.348047,54.3732,157.29,25.1565,0.0948854,25.2513,
Thu Sep 19 07:02:46 2019,9719885,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,14,20,18,66,8.88728,-1.05345,-5.82749,-0.7407,0.812003,-0.557654,-34.65,51.7816,0.348047,56.7467,157.617,26.4726,0.114124,26.5868,
Thu Sep 19 07:02:46 2019,9729886,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,14,18,20,62,8.83939,-0.344765,-5.62159,-0.784333,0.656626,-0.543819,-34.65,51.7816,0.348047,57.5449,157.948,27.7898,0.135067,27.9248,
Thu Sep 19 07:02:46 2019,9739887,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,14,18,20,62,9.18416,-0.316035,-5.91368,-0.800297,0.492736,-0.537433,-34.65,51.7816,0.348047,57.2226,158.282,29.1062,0.156069,29.2623,
Thu Sep 19 07:02:46 2019,9749888,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,24,8,62,26,9.14585,-0.363919,-5.91368,-0.797104,0.29479,-0.495929,-34.65,51.7816,0.348047,57.1135,158.625,30.4171,0.18402,30.6011,
Thu Sep 19 07:02:46 2019,9759889,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,24,8,62,26,8.67659,-0.383072,-6.01902,-0.814132,0.0915233,-0.537433,-34.65,51.7816,0.348047,55.2507,158.97,31.7158,0.210367,31.9261,
Thu Sep 19 07:02:46 2019,9769890,950.815,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,22,8,62,64,8.49942,0.21069,-5.98072,-0.820517,-0.0830095,-0.565103,-34.65,51.7816,0.348047,54.8675,159.306,32.9943,0.225791,33.2201,
Thu Sep 19 07:02:46 2019,9779891,951.797,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,22,8,62,64,8.62391,0.545878,-5.55455,-0.782205,-0.232001,-0.577874,-34.65,51.7816,0.348047,57.215,159.635,34.2493,0.232064,34.4813,
Thu Sep 19 07:02:46 2019,9789892,951.797,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,0,24,8,62,26,8.91122,0.320823,-5.76045,-0.747085,-0.358644,-0.590644,-34.65,51.7816,0.348047,57.1203,159.958,35.482,0.230809,35.7128,
Thu Sep 19 07:02:46 2019,9799893,951.797,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,0,24,8,62,26,9.44273,0.349553,-5.92325,-0.707709,-0.479965,-0.558718,-34.65,51.7816,0.348047,57.9007,160.279,36.6925,0.227309,36.9198,
Thu Sep 19 07:02:46 2019,9809894,951.797,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,22,10,62,24,9.70131,0.632069,-6.21056,-0.641727,-0.594901,-0.538498,-34.65,51.7816,0.348047,57.3736,160.599,37.879,0.221524,38.1005,
Thu Sep 19 07:02:46 2019,9819895,951.18,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,22,10,62,24,9.59117,0.852336,-6.36379,-0.570424,-0.705581,-0.517213,-34.65,51.7816,0.348047,56.4356,160.917,39.0378,0.214219,39.252,
Thu Sep 19 07:02:46 2019,9829896,951.18,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,24,8,62,24,9.70131,1.14922,-6.359,-0.494864,-0.846058,-0.468259,-40.9664,42.91,-21.7529,56.7561,161.244,40.1651,0.214891,40.3799,
Thu Sep 19 07:02:46 2019,9839897,951.18,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,24,8,62,24,10.1227,1.33596,-6.09564,-0.379928,-1.02485,-0.432075,-40.9664,42.91,-21.7529,58.9447,161.581,41.2609,0.225191,41.4861,
Thu Sep 19 07:02:46 2019,9849898,951.18,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4872,0,10,20,20,66,9.97903,1.49398,-6.13394,-0.276698,-1.23131,-0.399084,-40.9664,42.91,-21.7529,58.4217,161.927,42.3278,0.241351,42.5691,
Thu Sep 19 07:02:46 2019,9859899,951.18,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4872,0,10,20,20,66,9.84975,1.47483,-5.88974,-0.141542,-1.44735,-0.408662,-40.9664,42.91,-21.7529,59.1224,162.275,43.3659,0.25785,43.6237,
Thu Sep 19 07:02:46 2019,9869900,951.18,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,20,8,60,24,9.42837,1.24498,-5.87058,0.00532112,-1.65168,-0.408662,-40.9664,42.91,-21.7529,58.0915,162.62,44.3736,0.268769,44.6424,
Thu Sep 19 07:02:46 2019,9879901,952.223,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,20,8,60,24,9.03572,1.23062,-5.66468,0.12345,-1.86133,-0.477837,-40.9664,42.91,-21.7529,57.9156,162.967,45.3483,0.279211,45.6276,
Thu Sep 19 07:02:46 2019,9889902,952.223,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,24,20,16,66,8.91122,1.48441,-5.5737,0.251157,-2.0497,-0.509763,-40.9664,42.91,-21.7529,57.9753,163.307,46.2879,0.281867,46.5698,
Thu Sep 19 07:02:46 2019,9899903,952.223,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4896,0,24,20,16,66,9.04529,1.69988,-5.66468,0.407598,-2.21465,-0.543819,-40.9664,42.91,-21.7529,57.9429,163.641,47.1916,0.276824,47.4684,
Thu Sep 19 07:02:46 2019,9909904,952.223,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,0,20,8,62,24,8.7963,1.64242,-5.67426,0.54914,-2.34449,-0.600222,-40.9664,42.91,-21.7529,57.1751,163.965,48.0584,0.261522,48.32,
Thu Sep 19 07:02:46 2019,9919905,951.31,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,0,20,8,62,24,8.96389,1.59933,-5.77003,0.673654,-2.45836,-0.620443,-40.9664,42.91,-21.7529,57.2308,164.284,48.8868,0.242184,49.129,
Thu Sep 19 07:02:46 2019,9929906,951.31,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,22,20,20,60,9.24641,1.32639,-5.72214,0.80881,-2.56265,-0.609801,-40.9664,42.91,-21.7529,58.2487,164.6,49.6771,0.220936,49.8981,
Thu Sep 19 07:02:46 2019,9939907,951.31,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4902,0,22,20,20,60,9.59596,1.06303,-5.78439,0.923747,-2.67227,-0.554461,-40.9664,42.91,-21.7529,58.9187,164.918,50.4324,0.202139,50.6345,
Thu Sep 19 07:02:46 2019,9949908,951.31,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4882,0,24,8,62,62,9.21289,1.58017,-5.79397,1.02378,-2.76166,-0.532112,-40.9664,42.91,-21.7529,57.8343,165.23,51.1538,0.178607,51.3324,
Thu Sep 19 07:02:46 2019,9959909,951.31,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4882,0,24,8,62,62,8.84418,1.28329,-6.12916,1.13233,-2.85106,-0.566167,-39.8836,41.0994,-7.48301,55.2775,165.542,51.8377,0.156416,51.9941,
Thu Sep 19 07:02:46 2019,9969910,951.31,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,0,16,18,20,62,8.77236,1.36469,-6.22492,1.23237,-2.93407,-0.50125,-39.8836,41.0994,-7.48301,54.6403,165.852,52.4783,0.133765,52.6121,
Thu Sep 19 07:02:46 2019,9979911,952.197,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4894,0,16,18,20,62,8.65265,1.1971,-6.57927,1.33028,-3.0224,-0.474644,-39.8836,41.0994,-7.48301,52.7515,166.164,53.0715,0.113985,53.1855,
Thu Sep 19 07:02:46 2019,9989912,952.197,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,22,8,62,28,8.31746,0.785298,-7.27358,1.41542,-3.08944,-0.43846,-39.8836,41.0994,-7.48301,48.8305,166.47,53.6111,0.0896255,53.7007,
Thu Sep 19 07:02:46 2019,9999913,952.197,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4886,0,22,8,62,28,8.34619,1.01993,-7.03895,1.46544,-3.13095,-0.435268,-39.8836,41.0994,-7.48301,49.8566,166.768,54.0915,0.0600098,54.1515,
Thu Sep 19 07:02:46 2019,10009914,952.197,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,22,8,20,64,8.6287,0.68953,-7.15866,1.54206,-3.19161,-0.39057,-39.8836,41.0994,-7.48301,50.3198,167.072,54.5145,0.0379333,54.5525,
Thu Sep 19 07:02:46 2019,10019915,952.205,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4890,0,22,8,20,64,8.48984,0.493206,-7.14909,1.58995,-3.27462,-0.395891,-39.8836,41.0994,-7.48301,49.9001,167.382,54.8849,0.0236933,54.9086,
