today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt
Thu Sep 19 06:50:42 2019,9300084,947.635,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,8,62,24,0.3304,-0.387861,-9.56723,-0.0649177,-0.227744,0.00744957,-22.1977,44.3584,17.9244,1.9779,145.883,2.01484,0.0374968,2.05233,
Thu Sep 19 06:50:42 2019,9310085,947.635,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,10,20,18,62,0.311246,-0.45011,-9.67257,-0.0564039,-0.23945,0.0106422,-22.1977,44.3584,17.9244,1.84304,146.173,2.02155,0.0362643,2.05781,
Thu Sep 19 06:50:42 2019,9320086,947.487,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,10,20,18,62,0.311246,-0.435745,-9.81144,-0.0489543,-0.252221,0.0159634,-20.5734,44.5395,20.1867,1.81697,146.463,2.02712,0.0353047,2.06242,
Thu Sep 19 06:50:42 2019,9330087,947.487,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,20,8,62,26,0.272939,-0.383072,-9.80186,-0.0383121,-0.271377,0.0170276,-20.5734,44.5395,20.1867,1.59503,146.755,2.03123,0.0360177,2.06725,
Thu Sep 19 06:50:42 2019,9340088,947.487,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,20,8,62,26,0.306458,-0.426168,-9.71567,-0.0266056,-0.290533,0.0117065,-20.5734,44.5395,20.1867,1.80666,147.047,2.03376,0.0365494,2.07031,
Thu Sep 19 06:50:42 2019,9350089,947.487,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,16,66,0.282516,-0.474052,-9.84975,-0.0202203,-0.308625,0.00851379,-20.5734,44.5395,20.1867,1.64294,147.339,2.03487,0.036608,2.07148,
Thu Sep 19 06:50:42 2019,9360090,947.487,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,16,66,0.181959,-0.373495,-9.80186,-0.00957802,-0.332038,0.0042569,-20.5734,44.5395,20.1867,1.0635,147.632,2.03401,0.0379882,2.072,
Thu Sep 19 06:50:42 2019,9370091,947.487,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,12,18,20,62,0.110133,-0.215478,-9.84017,-0.0117065,-0.353322,0.00106422,-20.5734,44.5395,20.1867,0.64124,147.925,2.0297,0.0385127,2.06822,
Thu Sep 19 06:50:42 2019,9380092,948.382,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,12,18,20,62,0.138864,-0.35913,-9.93115,0,-0.366093,-0,-20.5734,44.5395,20.1867,0.801095,148.215,2.02107,0.0365126,2.05759,
Thu Sep 19 06:50:42 2019,9390093,948.382,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,10,64,62,0.100556,-0.272939,-9.99819,-0.00319267,-0.385249,0.00212845,-20.5734,44.5395,20.1867,0.576232,148.507,2.00821,0.0362994,2.04451,
Thu Sep 19 06:50:42 2019,9400094,948.382,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,10,64,62,0.0287304,-0.287304,-9.97424,0.00957802,-0.396956,-0,-20.5734,44.5395,20.1867,0.165038,148.796,1.99085,0.0339227,2.02478,
Thu Sep 19 06:50:42 2019,9410095,948.382,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,22,8,64,24,-0.220267,-0.339977,-10.228,0.00319267,-0.404405,0.00744957,-20.5734,44.5395,20.1867,-1.23371,149.085,1.96715,0.0304602,1.99761,
Thu Sep 19 06:50:42 2019,9420096,948.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,22,8,64,24,-0.167594,-0.301669,-10.1658,0.00212845,-0.408662,0.0042569,-20.5734,44.5395,20.1867,-0.944499,149.373,1.93497,0.0263072,1.96128,
Thu Sep 19 06:50:42 2019,9430097,948.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,20,20,18,62,-0.0861913,-0.110133,-10.1418,0.0127707,-0.41824,0.00532112,-20.5734,44.5395,20.1867,-0.486922,149.662,1.89482,0.0238726,1.91869,
Thu Sep 19 06:50:42 2019,9440098,948.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,20,20,18,62,-0.282516,-0.201113,-10.3238,0.0223487,-0.437396,0.0127707,-20.5734,44.5395,20.1867,-1.56754,149.954,1.84763,0.0241641,1.8718,
Thu Sep 19 06:50:42 2019,9450099,948.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,0,24,10,62,26,-0.292093,-0.229843,-10.2855,0.0255414,-0.45336,0.0117065,-17.325,44.5395,20.8828,-1.62668,150.245,1.79253,0.0234546,1.81598,
Thu Sep 19 06:50:42 2019,9460100,948.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,0,24,10,62,26,-0.258574,-0.248997,-10.3238,0.0297983,-0.470387,0.0106422,-17.325,44.5395,20.8828,-1.43475,150.536,1.72944,0.0230221,1.75246,
Thu Sep 19 06:50:42 2019,9470101,948.208,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,0,20,8,60,24,-0.344765,-0.272939,-10.2951,0.0383121,-0.476772,0.0106422,-17.325,44.5395,20.8828,-1.91803,150.825,1.65913,0.0196249,1.67875,
Thu Sep 19 06:50:42 2019,9480102,948.591,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,0,20,8,60,24,-0.258574,-0.263362,-10.1562,0.0393763,-0.492736,0.0106422,-17.325,44.5395,20.8828,-1.45842,151.116,1.58218,0.0190669,1.60124,
Thu Sep 19 06:50:42 2019,9490103,948.591,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,22,8,62,26,-0.320823,-0.292093,-10.1131,0.0404405,-0.509763,0.00319267,-17.325,44.5395,20.8828,-1.81701,151.407,1.49952,0.018759,1.51827,
Thu Sep 19 06:50:42 2019,9500104,948.591,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,22,8,62,26,-0.536301,-0.172383,-10.0126,0.0446974,-0.523598,0.00106422,-17.325,44.5395,20.8828,-3.066,151.698,1.41052,0.0175519,1.42807,
Thu Sep 19 06:50:42 2019,9510105,948.591,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,8,62,24,-0.617704,-0.229843,-10.1658,0.0468259,-0.524663,0.00638535,-17.325,44.5395,20.8828,-3.4772,151.984,1.31298,0.0128716,1.32585,
Thu Sep 19 06:50:42 2019,9520106,947.73,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,8,62,24,-0.474052,-0.205901,-10.0269,0.0564039,-0.545947,0.00638535,-17.325,44.5395,20.8828,-2.70681,152.277,1.20676,0.0140795,1.22084,
Thu Sep 19 06:50:42 2019,9530107,947.73,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,24,8,60,24,-0.531513,-0.263362,-10.0365,0.0627892,-0.560846,-0,-17.325,44.5395,20.8828,-3.03144,152.568,1.09376,0.013392,1.10715,
Thu Sep 19 06:50:42 2019,9540108,947.73,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,24,8,60,24,-0.785298,-0.354342,-9.93115,0.0659819,-0.560846,0.0042569,-17.325,44.5395,20.8828,-4.52122,152.854,0.973687,0.00862305,0.98231,
Thu Sep 19 06:50:42 2019,9550109,947.73,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,24,8,60,24,-0.842759,-0.253785,-10.0604,0.0691746,-0.570424,0.00532112,-17.325,44.5395,20.8828,-4.78847,153.143,0.844232,0.0068666,0.851098,
Thu Sep 19 06:50:42 2019,9560110,947.73,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,24,8,60,24,-0.972046,-0.225055,-10.0844,0.0883306,-0.577874,-0.00106422,-17.325,44.5395,20.8828,-5.50581,153.432,0.70409,0.0046384,0.708728,
Thu Sep 19 06:50:42 2019,9570111,947.73,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,0,10,20,18,66,-0.986411,-0.392649,-10.0078,0.0925875,-0.592773,0.00532112,-17.325,44.5395,20.8828,-5.62916,153.723,0.552975,0.00462673,0.557602,
Thu Sep 19 06:50:42 2019,9580112,946.957,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,0,10,20,18,66,-0.919373,-0.277727,-9.94551,0.100037,-0.612993,0.00106422,-16.2422,45.2637,22.623,-5.28148,154.015,0.39181,0.00604817,0.397858,
Thu Sep 19 06:50:42 2019,9590113,946.957,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,24,10,60,26,-0.905008,-0.301669,-9.87369,0.120257,-0.6247,-0,-16.2422,45.2637,22.623,-5.23702,154.305,0.222638,0.00499138,0.227629,
Thu Sep 19 06:50:42 2019,9600114,946.957,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,24,10,60,26,-1.0343,-0.378284,-9.8258,0.125578,-0.633213,-0.0042569,-16.2422,45.2637,22.623,-6.00901,154.594,0.0464617,0.00313581,0.0495975,
Thu Sep 19 06:50:42 2019,9610115,946.957,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,62,24,-1.18752,-0.220267,-9.88805,0.134092,-0.643856,-0.00532112,-16.2422,45.2637,22.623,-6.84825,154.883,-0.137665,0.00202119,-0.135644,
Thu Sep 19 06:50:42 2019,9620116,947.991,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,62,24,-1.24498,-0.272939,-9.64863,0.145799,-0.655562,-0.00638535,-16.2422,45.2637,22.623,-7.35239,155.173,-0.331161,0.00126832,-0.329893,
Thu Sep 19 06:50:42 2019,9630117,947.991,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,62,66,-1.26414,-0.402226,-9.72525,0.161762,-0.655562,-0.0159634,-16.2422,45.2637,22.623,-7.40609,155.46,-0.534293,-0.00261445,-0.536908,
Thu Sep 19 06:50:42 2019,9640118,947.991,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,62,66,-1.26893,-0.397437,-9.64384,0.169212,-0.663012,-0.00744957,-16.2422,45.2637,22.623,-7.49586,155.748,-0.746138,-0.00412795,-0.750266,
Thu Sep 19 06:50:42 2019,9650119,947.991,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,14,18,18,66,-1.26414,-0.402226,-9.72046,0.180918,-0.667269,-0.0127707,-16.2422,45.2637,22.623,-7.40969,156.036,-0.965294,-0.00636701,-0.971661,
Thu Sep 19 06:50:42 2019,9660120,947.991,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,14,18,18,66,-1.41258,-0.325611,-9.69173,0.202203,-0.667269,-0.0308625,-16.2422,45.2637,22.623,-8.29253,156.322,-1.19107,-0.00955141,-1.20062,
Thu Sep 19 06:50:42 2019,9670121,947.991,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4832,0,14,20,18,66,-1.45089,-0.47884,-9.42837,0.208588,-0.670461,-0.080881,-16.2422,45.2637,22.623,-8.74836,156.61,-1.42406,-0.0115594,-1.43562,
Thu Sep 19 06:50:42 2019,9680122,948.121,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4832,0,14,20,18,66,-1.42694,-0.881066,-9.39006,0.176661,-0.675782,0.00638535,-16.2422,45.2637,22.623,-8.64075,156.898,-1.66437,-0.0127733,-1.67714,
Thu Sep 19 06:50:42 2019,9690123,948.121,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4858,0,24,8,62,24,-1.69509,-0.378284,-9.52413,0.160698,-0.670461,0.0117065,-16.2422,45.2637,22.623,-10.0918,157.183,-1.91206,-0.0167502,-1.92881,
Thu Sep 19 06:50:42 2019,9700124,948.121,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4858,0,24,8,62,24,-1.78607,-0.21069,-9.48104,0.201138,-0.673654,-0.0223487,-16.2422,45.2637,22.623,-10.6686,157.47,-2.16876,-0.0179913,-2.18675,
Thu Sep 19 06:50:42 2019,9710125,948.121,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,0,22,8,62,26,-2.70545,2.18351,-5.89931,0.217102,-0.667269,0.0159634,-11.3695,45.0826,23.8412,-24.6364,157.755,-2.44837,-0.0216988,-2.47006,
Thu Sep 19 06:50:42 2019,9720126,949.52,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4864,0,22,8,62,26,-2.26491,-1.15879,-10.1179,0.155377,-0.674718,0.00638535,-11.3695,45.0826,23.8412,-12.6178,158.043,-2.76345,-0.0211946,-2.78464,
Thu Sep 19 06:50:42 2019,9730127,949.52,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,0,14,18,16,66,-1.95367,-0.828394,-9.57202,0.147927,-0.667269,-0.0106422,-11.3695,45.0826,23.8412,-11.5358,158.328,-3.09927,-0.0247579,-3.12403,
Thu Sep 19 06:50:42 2019,9740128,949.52,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,0,14,18,16,66,-1.8579,-0.521936,-9.23683,0.188368,-0.676847,-0.00851379,-11.3695,45.0826,23.8412,-11.3728,158.617,-3.43928,-0.0232404,-3.46252,
Thu Sep 19 06:50:42 2019,9750129,949.52,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,0,24,8,62,24,-2.31759,-0.512359,-9.44273,0.204331,-0.676847,0.0255414,-11.3695,45.0826,23.8412,-13.7899,158.903,-3.78277,-0.0244039,-3.80717,
Thu Sep 19 06:50:42 2019,9760130,949.52,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,0,24,8,62,24,-2.41336,-0.770933,-9.17458,0.180918,-0.677911,0.00106422,-11.3695,45.0826,23.8412,-14.7377,159.19,-4.13346,-0.0250713,-4.15853,
Thu Sep 19 06:50:42 2019,9770131,949.52,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4836,0,24,8,62,24,-2.24097,-0.78051,-9.36133,0.186239,-0.675782,0.0266056,-11.3695,45.0826,23.8412,-13.4625,159.476,-4.49228,-0.0264723,-4.51875,
Thu Sep 19 06:50:42 2019,9780132,949.651,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4836,0,24,8,62,24,-2.3128,-0.502782,-9.10275,0.203267,-0.681104,0.0287341,-11.3695,45.0826,23.8412,-14.2559,159.764,-4.85643,-0.0256096,-4.88203,
Thu Sep 19 06:50:42 2019,9790133,949.651,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,0,22,8,62,24,-2.3128,-0.885855,-9.04529,0.192625,-0.675782,0.00851379,-11.3695,45.0826,23.8412,-14.3427,160.049,-5.22444,-0.027638,-5.25208,
Thu Sep 19 06:50:42 2019,9800134,949.651,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,0,22,8,62,24,-2.35589,-0.627281,-8.84897,0.188368,-0.671526,0.0266056,-11.3695,45.0826,23.8412,-14.9083,160.334,-5.59605,-0.0290998,-5.62515,
Thu Sep 19 06:50:42 2019,9810135,949.651,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,0,10,20,18,66,-2.41336,-0.708684,-9.09318,0.201138,-0.666204,0.0361836,-11.3695,45.0826,23.8412,-14.8638,160.619,-5.97066,-0.0306174,-6.00128,
Thu Sep 19 06:50:42 2019,9820136,948.174,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4846,0,10,20,18,66,-2.49955,-0.871489,-8.82982,0.194753,-0.654498,0.0319267,-11.3695,45.0826,23.8412,-15.8058,160.902,-6.34794,-0.0336452,-6.38158,
Thu Sep 19 06:50:42 2019,9830137,948.174,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,0,20,8,62,24,-2.48997,-0.871489,-9.06924,0.195817,-0.648113,0.0308625,-7.57969,45.9879,26.1035,-15.3524,161.187,-6.72754,-0.0348238,-6.76237,
Thu Sep 19 06:50:42 2019,9840138,948.174,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,0,20,8,62,24,-2.74376,-0.814029,-8.89685,0.194753,-0.642791,0.0404405,-7.57969,45.9879,26.1035,-17.1396,161.472,-7.10956,-0.035481,-7.14504,
Thu Sep 19 06:50:42 2019,9850139,948.174,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,0,22,8,62,24,-2.73418,-0.737414,-8.94474,0.204331,-0.638535,0.0393763,-7.57969,45.9879,26.1035,-16.9971,161.757,-7.49515,-0.0356584,-7.53081,
Thu Sep 19 06:50:42 2019,9860140,948.174,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4852,0,22,8,62,24,-2.73897,-0.675165,-8.72447,0.201138,-0.628957,0.0308625,-7.57969,45.9879,26.1035,-17.4292,162.041,-7.88439,-0.0371509,-7.92154,
Thu Sep 19 06:50:42 2019,9870141,948.174,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,0,20,8,62,26,-2.77249,-0.823605,-8.84418,0.197946,-0.618314,0.0436332,-7.57969,45.9879,26.1035,-17.4052,162.325,-8.27615,-0.0386663,-8.31482,
Thu Sep 19 06:50:42 2019,9880142,948.738,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4862,0,20,8,62,26,-2.65756,-0.852336,-8.99741,0.204331,-0.61725,0.0436332,-7.57969,45.9879,26.1035,-16.4556,162.611,-8.66821,-0.0372672,-8.70548,
Thu Sep 19 06:50:42 2019,9890143,948.738,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4872,0,24,8,18,66,-2.82037,-1.04866,-8.96389,0.212845,-0.605544,0.0404405,-7.57969,45.9879,26.1035,-17.4655,162.894,-9.0582,-0.0387759,-9.09697,
Thu Sep 19 06:50:42 2019,9900144,948.738,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4872,0,24,8,18,66,-3.02627,-1.0726,-8.85376,0.21923,-0.59703,0.0319267,-7.57969,45.9879,26.1035,-18.8708,163.178,-9.44715,-0.0391404,-9.48629,
Thu Sep 19 06:50:42 2019,9910145,948.738,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,24,8,60,26,-2.94008,-1.25456,-8.4659,0.222423,-0.58958,0.0340552,-7.57969,45.9879,26.1035,-19.1514,163.462,-9.83756,-0.0390209,-9.87659,
Thu Sep 19 06:50:42 2019,9920146,948.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4876,0,24,8,60,26,-2.9736,-1.16358,-8.71489,0.218166,-0.57681,0.0532112,-7.57969,45.9879,26.1035,-18.8401,163.745,-10.2294,-0.0402291,-10.2696,
Thu Sep 19 06:50:42 2019,9930147,948.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,10,20,18,66,-3.16992,-0.905008,-8.70053,0.216038,-0.565103,0.0489543,-7.57969,45.9879,26.1035,-20.0186,164.028,-10.6218,-0.0408928,-10.6627,
Thu Sep 19 06:50:42 2019,9940148,948.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4884,0,10,20,18,66,-3.14119,-0.924162,-8.47069,0.223487,-0.559782,0.0574681,-7.57969,45.9879,26.1035,-20.3464,164.313,-11.0156,-0.0395911,-11.0552,
Thu Sep 19 06:50:42 2019,9950149,948.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,22,8,62,66,-3.20823,-0.976834,-8.59997,0.233065,-0.554461,0.0606608,-7.57969,45.9879,26.1035,-20.4581,164.598,-11.4109,-0.0382657,-11.4492,
Thu Sep 19 06:50:42 2019,9960150,948.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4892,0,22,8,62,66,-3.2609,-1.22104,-8.33661,0.228808,-0.556589,0.0500185,-7.57969,45.9879,26.1035,-21.3632,164.885,-11.8076,-0.0348486,-11.8424,
Thu Sep 19 06:50:42 2019,9970151,948.269,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,0,10,20,18,64,-3.37104,-1.21625,-8.38928,0.213909,-0.544883,0.0553397,-7.57969,45.9879,26.1035,-21.8916,165.168,-12.2062,-0.0353898,-12.2416,
Thu Sep 19 06:50:42 2019,9980152,947.774,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4898,0,10,20,18,64,-3.44286,-1.13485,-8.60955,0.212845,-0.54169,0.0574681,-7.57969,45.9879,26.1035,-21.7959,165.454,-12.6069,-0.0334167,-12.6403,
Thu Sep 19 06:50:42 2019,9990153,947.774,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,0,24,10,62,26,-3.47159,-1.17795,-8.52336,0.205395,-0.526791,0.0766241,-7.57969,45.9879,26.1035,-22.1613,165.736,-13.0087,-0.0346896,-13.0434,
Thu Sep 19 06:50:42 2019,10000154,947.774,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4904,0,24,10,62,26,-3.56257,-1.18274,-8.64786,0.184111,-0.522534,0.0734315,-7.57969,45.9879,26.1035,-22.3897,166.021,-13.4108,-0.0328089,-13.4436,
Thu Sep 19 06:50:42 2019,10010155,947.774,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,12,20,18,62,-3.64398,-1.17795,-8.84897,0.177725,-0.510828,0.0681104,-7.57969,45.9879,26.1035,-22.3817,166.304,-13.8124,-0.0330089,-13.8454,
Thu Sep 19 06:50:42 2019,10020156,948.53,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4908,0,12,20,18,62,-3.69665,-1.20668,-8.65743,0.168147,-0.500185,0.0787526,-7.57969,45.9879,26.1035,-23.1221,166.588,-14.2129,-0.0327773,-14.2457,
Thu Sep 19 06:50:42 2019,10030157,948.53,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,0,10,20,18,64,-3.70622,-1.25935,-8.45153,0.152184,-0.486351,0.0766241,-7.57969,45.9879,26.1035,-23.6788,166.87,-14.6128,-0.0333114,-14.6461,
Thu Sep 19 06:50:42 2019,10040158,948.53,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,0,10,20,18,64,-3.65834,-1.25935,-8.66222,0.138349,-0.481029,0.0755599,-7.57969,45.9879,26.1035,-22.8959,167.155,-15.0117,-0.0313398,-15.0431,
Thu Sep 19 06:50:42 2019,10050159,948.53,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4916,0,10,22,18,62,-3.65355,-1.14443,-8.43238,0.121322,-0.482094,0.0851379,-7.57969,45.9879,26.1035,-23.426,167.442,-15.4077,-0.027678,-15.4354,
Thu Sep 19 06:50:42 2019,10060160,948.53,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4916,0,10,22,18,62,-3.77326,-1.24977,-8.59518,0.109615,-0.483158,0.080881,-7.57969,45.9879,26.1035,-23.7014,167.729,-15.8001,-0.0242076,-15.8243,
Thu Sep 19 06:50:42 2019,10070161,948.53,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,0,24,10,62,64,-3.9648,-1.44131,-8.37013,0.094716,-0.477837,0.0744957,-7.57969,45.9879,26.1035,-25.3462,168.014,-16.1903,-0.0226954,-16.213,
Thu Sep 19 06:50:42 2019,10080162,948.573,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4914,0,24,10,62,64,-3.95522,-1.30245,-8.48505,0.0723673,-0.475708,0.071303,-7.57969,45.9879,26.1035,-24.9921,168.3,-16.58,-0.0203564,-16.6003,
Thu Sep 19 06:50:42 2019,10090163,948.573,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,24,10,62,24,-3.88818,-1.25456,-8.31746,0.0595966,-0.475708,0.0744957,-7.57969,45.9879,26.1035,-25.0548,168.586,-16.9687,-0.0175442,-16.9862,
Thu Sep 19 06:50:42 2019,10100164,948.573,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,24,10,62,24,-3.93128,-1.33596,-8.5042,0.0510828,-0.478901,0.0851379,-7.57969,45.9879,26.1035,-24.8099,168.874,-17.3546,-0.0140351,-17.3686,
Thu Sep 19 06:50:42 2019,10110165,948.573,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,10,22,20,62,-4.05578,-1.28329,-8.37013,0.0457616,-0.468259,0.0819453,-7.57969,45.9879,26.1035,-25.8527,169.157,-17.7371,-0.0145706,-17.7516,
Thu Sep 19 06:50:42 2019,10120166,948.226,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,10,22,20,62,-4.0893,-1.22583,-8.39886,0.0276698,-0.468259,0.0798168,-7.57969,45.9879,26.1035,-25.9609,169.444,-18.1168,-0.0120911,-18.1289,
Thu Sep 19 06:50:42 2019,10130167,948.226,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4924,0,10,22,18,62,-4.04141,-1.06303,-8.52815,0.0106422,-0.467194,0.0904591,-7.57969,45.9879,26.1035,-25.3559,169.73,-18.4932,-0.0100514,-18.5032,
