today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG
Thu Sep 19 06:31:22 2019,8835596,946.636,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4928,0,10,20,16,62,-0.0191536,0.0526724,-9.63427,-0.0148991,-0.0106422,-0.0564039,-22.5586,33.4951,18.2725,-0.113908,132.643,
Thu Sep 19 06:31:22 2019,8845597,946.636,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,10,18,18,62,-0.138864,0.215478,-9.663,0.00212845,-0.0138349,-0.0457616,-22.5586,33.4951,18.2725,-0.823322,132.93,
Thu Sep 19 06:31:22 2019,8855598,946.636,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,10,18,18,62,0.0047884,0.263362,-9.68215,0.00957802,-0.0117065,-0.0287341,-22.5586,33.4951,18.2725,0.0283362,133.216,
Thu Sep 19 06:31:22 2019,8865599,946.636,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,8,66,26,0.172383,0.301669,-9.56723,0.00106422,-0.00212845,-0.0212845,-22.5586,33.4951,18.2725,1.03225,133.5,
Thu Sep 19 06:31:22 2019,8875600,945.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,8,66,26,0.292093,0.277727,-9.59117,0.0106422,-0.0042569,-0.0148991,-22.5586,33.4951,18.2725,1.74437,133.787,
Thu Sep 19 06:31:22 2019,8885601,945.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,8,62,26,0.220267,0.220267,-9.663,0.00957802,-0.0106422,-0.0212845,-22.5586,33.4951,18.2725,1.30582,134.075,
Thu Sep 19 06:31:22 2019,8895602,945.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,8,62,26,0.172383,0.0143652,-9.67257,0.00638535,0.00212845,-0.0319267,-22.5586,33.4951,18.2725,1.02101,134.358,
Thu Sep 19 06:31:22 2019,8905603,945.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,16,20,18,62,0.0430956,-0.0430956,-9.83538,0.0117065,-0.00319267,-0.0297983,-22.5586,33.4951,18.2725,0.251051,134.646,
Thu Sep 19 06:31:22 2019,8915604,944.576,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,16,20,18,62,-0.0335188,-0.0383072,-9.72046,0,-0.00532112,-0.032991,-22.5586,33.4951,18.2725,-0.197571,134.933,
Thu Sep 19 06:31:22 2019,8925605,944.576,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,12,18,18,62,0.0957681,0.0670376,-9.61033,0.0042569,-0.0138349,-0.0244772,-22.5586,33.4951,18.2725,0.570941,135.222,
Thu Sep 19 06:31:22 2019,8935606,944.576,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,12,18,18,62,0.177171,-0.0287304,-9.55765,0.0106422,-0.0127707,-0.0266056,-22.5586,33.4951,18.2725,1.06198,135.508,
Thu Sep 19 06:31:22 2019,8945607,944.576,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,14,20,18,62,0.134075,0.138864,-9.93594,0.00319267,-0.0212845,-0.0212845,-22.5586,33.4951,18.2725,0.773102,135.797,
Thu Sep 19 06:31:22 2019,8955608,944.576,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,14,20,18,62,0.0430956,0.110133,-9.85932,0.00851379,-0.0234129,-0.0159634,-22.5586,33.4951,18.2725,0.250442,136.084,
Thu Sep 19 06:31:22 2019,8965609,944.576,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,66,62,0.100556,-0.23942,-9.51456,0.0138349,-0.0117065,-0.0319267,-22.5586,33.4951,18.2725,0.60552,136.367,
Thu Sep 19 06:31:22 2019,8975610,945.219,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,66,62,0.105345,-0.225055,-9.47625,0,-0.0170276,-0.0340552,-22.5586,33.4951,18.2725,0.636916,136.655,
Thu Sep 19 06:31:22 2019,8985611,945.219,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,0,22,20,18,28,0.0574608,-0.134075,-9.51935,0.00744957,-0.019156,-0.0340552,-22.5586,33.4951,18.2725,0.345846,136.943,
Thu Sep 19 06:31:22 2019,8995612,945.219,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4880,0,22,20,18,28,0.0622492,-0.114922,-9.68694,0.00638535,-0.00851379,-0.0244772,-22.5586,33.4951,18.2725,0.368184,137.226,
Thu Sep 19 06:31:22 2019,9005613,945.219,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,14,8,20,62,0.363919,-0.134075,-9.77792,0.00212845,-0.00957802,-0.0212845,-22.5586,33.4951,18.2725,2.13148,137.513,
Thu Sep 19 06:31:22 2019,9015614,944.116,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,14,8,20,62,0.555455,0.0526724,-9.53371,0.00851379,-0.0148991,-0.0170276,-22.5586,33.4951,18.2725,3.33441,137.801,
Thu Sep 19 06:31:22 2019,9025615,944.116,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,24,8,64,26,0.225055,0.023942,-9.76834,0.0106422,-0.0042569,-0.0148991,-22.5586,33.4951,18.2725,1.31982,138.084,
Thu Sep 19 06:31:22 2019,9035616,944.116,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,24,8,64,26,0.0430956,0.110133,-9.94551,-0.00106422,0.00319267,-0.0159634,-22.5586,33.4951,18.2725,0.248271,138.369,
Thu Sep 19 06:31:22 2019,9045617,944.116,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,10,62,64,0.416591,-0.0574608,-9.73004,0.00319267,0.00851379,-0.0180918,-22.5586,33.4951,18.2725,2.45162,138.654,
Thu Sep 19 06:31:22 2019,9055618,944.116,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,10,62,64,0.263362,0.071826,-9.48583,0.00744957,0.0042569,-0.0138349,-22.5586,33.4951,18.2725,1.59034,138.941,
Thu Sep 19 06:31:22 2019,9065619,944.116,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,10,8,62,24,-0.023942,0.0909797,-9.63427,0.00638535,0.0159634,-0.0127707,-22.3781,33.3141,16.7063,-0.142385,139.224,
Thu Sep 19 06:31:22 2019,9075620,944.046,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,10,8,62,24,0.129287,0.0430956,-9.30866,0.0138349,0.0148991,-0.0180918,-22.3781,33.3141,16.7063,0.795724,139.511,
Thu Sep 19 06:31:22 2019,9085621,944.046,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,20,18,66,0.311246,-0.105345,-9.43794,0.0042569,0.0138349,-0.00532112,-22.3781,33.3141,16.7063,1.88883,139.798,
Thu Sep 19 06:31:22 2019,9095622,944.046,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,20,18,66,0.138864,-0.047884,-9.80665,-0.00532112,0.0148991,-0.00212845,-22.3781,33.3141,16.7063,0.811264,140.084,
Thu Sep 19 06:31:22 2019,9105623,944.046,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,10,18,20,26,0.100556,0.205901,-9.9934,0.00106422,0.0148991,0.0223487,-22.3781,33.3141,16.7063,0.576508,140.371,
Thu Sep 19 06:31:22 2019,9115624,947.331,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,10,18,20,26,0.143652,0.196325,-9.80186,0.00638535,0.0106422,-0.00532112,-22.3781,33.3141,16.7063,0.839644,140.658,
Thu Sep 19 06:31:22 2019,9125625,947.331,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,10,20,20,26,-0.0909797,0.0574608,-9.7875,0.00744957,0.0340552,0.00744957,-22.3781,33.3141,16.7063,-0.532578,140.938,
Thu Sep 19 06:31:22 2019,9135626,947.331,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,10,20,20,26,0.143652,0.167594,-9.61033,-0.00957802,0.0393763,0.0170276,-22.3781,33.3141,16.7063,0.856376,141.223,
Thu Sep 19 06:31:22 2019,9145627,947.331,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,10,20,18,62,0.191536,0.459687,-9.70131,0.00106422,0.0351194,0.00957802,-22.3781,33.3141,16.7063,1.13106,141.511,
Thu Sep 19 06:31:22 2019,9155628,947.331,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,10,20,18,62,0.100556,0.373495,-9.7875,0.00957802,0.0393763,0.0202203,-22.3781,33.3141,16.7063,0.588635,141.796,
Thu Sep 19 06:31:22 2019,9165629,947.331,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,10,20,18,62,-0.105345,0.35913,-9.72046,0.00532112,0.0478901,0.0148991,-22.3781,33.3141,16.7063,-0.620916,142.08,
Thu Sep 19 06:31:22 2019,9175630,946.253,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,10,20,18,62,0.0047884,0.071826,-9.6199,0.00744957,0.0500185,0.00638535,-22.3781,33.3141,16.7063,0.0285196,142.366,
Thu Sep 19 06:31:22 2019,9185631,946.253,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,14,8,20,66,0.0861913,0.023942,-9.26556,0.00212845,0.0457616,0.00212845,-22.3781,33.3141,16.7063,0.532969,142.654,
Thu Sep 19 06:31:22 2019,9195632,946.253,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,14,8,20,66,0.0622492,0.196325,-9.75877,0.0106422,0.0446974,0.00957802,-21.2953,34.7625,17.0543,0.365474,142.94,
Thu Sep 19 06:31:22 2019,9205633,946.253,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,10,20,18,66,-0.0861913,-0.0574608,-9.84496,0.0106422,0.0468259,0.0180918,-21.2953,34.7625,17.0543,-0.501604,143.226,
Thu Sep 19 06:31:22 2019,9215634,946.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,10,20,18,66,0.047884,-0.0383072,-9.63906,0.00212845,0.0404405,0.0255414,-21.2953,34.7625,17.0543,0.284627,143.515,
Thu Sep 19 06:31:22 2019,9225635,946.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,24,8,20,26,-0.114922,0.0526724,-9.55765,0.00638535,0.0500185,0.0308625,-21.2953,34.7625,17.0543,-0.688895,143.798,
Thu Sep 19 06:31:22 2019,9235636,946.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,24,8,20,26,-0.143652,-0.023942,-9.66779,0.00212845,0.0478901,0.0297983,-21.2953,34.7625,17.0543,-0.851287,144.085,
Thu Sep 19 06:31:22 2019,9245637,946.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,14,8,64,62,0.0335188,0.047884,-9.86411,0.0042569,0.0553397,0.0297983,-21.2953,34.7625,17.0543,0.194694,144.37,
Thu Sep 19 06:31:22 2019,9255638,946.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,14,8,64,62,0.172383,0.292093,-9.98861,0.0308625,0.0532112,0.032991,-21.2953,34.7625,17.0543,0.988708,144.657,
Thu Sep 19 06:31:22 2019,9265639,946.436,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4930,0,24,8,20,62,0.0957681,0.407014,-10.3334,0.0595966,0.032991,0.032991,-21.2953,34.7625,17.0543,0.530993,144.949,
Thu Sep 19 06:31:22 2019,9275640,945.836,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4930,0,24,8,20,62,0.201113,0.354342,-10.2568,0.0819453,0.0255414,0.032991,-21.2953,34.7625,17.0543,1.1233,145.238,
Thu Sep 19 06:31:22 2019,9285641,945.836,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4970,0,22,20,16,62,0.124498,0.445322,-10.3477,0.0957802,0.00638535,0.0202203,-21.2953,34.7625,17.0543,0.68932,145.53,
Thu Sep 19 06:31:22 2019,9295642,945.836,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4970,0,22,20,16,62,0.0861913,0.344765,-10.5584,0.12345,-0.0127707,0.0212845,-21.2953,34.7625,17.0543,0.467711,145.822,
Thu Sep 19 06:31:22 2019,9305643,945.836,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4980,0,24,20,18,62,0.229843,0.272939,-10.3765,0.14367,-0.032991,0.0180918,-21.2953,34.7625,17.0543,1.26892,146.114,
Thu Sep 19 06:31:22 2019,9315644,945.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4980,0,24,20,18,62,0.354342,0.23942,-10.5536,0.17134,-0.0670461,0.0106422,-22.7391,36.2109,17.0543,1.923,146.41,
Thu Sep 19 06:31:22 2019,9325645,945.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,24,10,66,26,0.363919,-0.0143652,-10.5105,0.188368,-0.0840737,-0.00319267,-22.7391,36.2109,17.0543,1.98303,146.702,
Thu Sep 19 06:31:22 2019,9335646,945.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,24,10,66,26,0.0622492,-0.0047884,-10.2568,0.208588,-0.0957802,-0.00744957,-22.7391,36.2109,17.0543,0.34773,146.991,
Thu Sep 19 06:31:22 2019,9345647,945.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,10,22,16,62,0.11971,-0.0430956,-10.1945,0.222423,-0.109615,-0.0117065,-22.7391,36.2109,17.0543,0.672771,147.282,
Thu Sep 19 06:31:22 2019,9355648,945.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,10,22,16,62,0.0383072,-0.0287304,-10.0078,0.244772,-0.10323,-0.00744957,-22.7391,36.2109,17.0543,0.219313,147.566,
Thu Sep 19 06:31:22 2019,9365649,945.758,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,20,8,66,26,0.0383072,-0.215478,-10.2855,0.257542,-0.0968444,-0.00744957,-22.7391,36.2109,17.0543,0.213391,147.851,
Thu Sep 19 06:31:22 2019,9375650,945.732,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,20,8,66,26,-0.0622492,-0.196325,-10.0126,0.269249,-0.0872664,-0.00957802,-22.7391,36.2109,17.0543,-0.356211,148.135,
Thu Sep 19 06:31:22 2019,9385651,945.732,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,62,62,-0.0814029,-0.124498,-9.92157,0.275634,-0.0500185,-0.0127707,-22.7391,36.2109,17.0543,-0.470081,148.411,
Thu Sep 19 06:31:22 2019,9395652,945.732,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,8,62,62,-0.0383072,-0.368707,-9.9934,0.280955,-0.0212845,0.00212845,-22.7391,36.2109,17.0543,-0.219628,148.689,
Thu Sep 19 06:31:22 2019,9405653,945.732,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,22,8,62,24,-0.0047884,-0.177171,-9.62469,0.283084,0,0.0042569,-22.7391,36.2109,17.0543,-0.0285054,148.969,
Thu Sep 19 06:31:22 2019,9415654,946.21,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,22,8,62,24,-0.047884,-0.301669,-9.58638,0.283084,0.00851379,-0.00319267,-22.7391,36.2109,17.0543,-0.286191,149.253,
Thu Sep 19 06:31:22 2019,9425655,946.21,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,10,62,26,-0.0766145,-0.134075,-9.65342,0.276698,0.0117065,-0.00212845,-22.7391,36.2109,17.0543,-0.454719,149.539,
Thu Sep 19 06:31:22 2019,9435656,946.21,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,24,10,62,26,-0.138864,-0.35913,-10.1418,0.279891,0.0170276,-0.00744957,-22.7391,36.2109,17.0543,-0.784455,149.824,
Thu Sep 19 06:31:22 2019,9445657,946.21,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,10,18,62,-0.0191536,-0.282516,-10.0987,0.270313,0.0308625,-0.0127707,-22.0172,34.7625,17.0543,-0.108669,150.106,
Thu Sep 19 06:31:22 2019,9455658,946.21,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4936,0,22,10,18,62,0.100556,-0.435745,-10.1227,0.258606,0.0255414,-0.00851379,-22.0172,34.7625,17.0543,0.569145,150.394,
Thu Sep 19 06:31:22 2019,9465659,946.21,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,8,62,64,-0.110133,-0.497994,-10.1418,0.250093,0.0266056,-0.0106422,-22.0172,34.7625,17.0543,-0.622168,150.681,
Thu Sep 19 06:31:22 2019,9475660,946.149,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,8,62,64,-0.138864,-0.407014,-9.95988,0.229872,0.0372479,-0.0180918,-22.0172,34.7625,17.0543,-0.798784,150.964,
Thu Sep 19 06:31:22 2019,9485661,946.149,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4970,0,14,20,18,62,-0.047884,-0.464475,-10.1754,0.223487,0.0468259,-0.00957802,-22.0172,34.7625,17.0543,-0.269625,151.248,
Thu Sep 19 06:31:22 2019,9495662,946.149,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4970,0,14,20,18,62,-0.0670376,-0.751779,-10.2328,0.202203,0.0585323,-0.00744957,-22.0172,34.7625,17.0543,-0.375353,151.531,
Thu Sep 19 06:31:22 2019,9505663,946.149,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4960,0,14,20,20,62,-0.0814029,-0.483629,-10.0078,0.177725,0.0574681,-0.0127707,-22.0172,34.7625,17.0543,-0.466032,151.818,
Thu Sep 19 06:31:22 2019,9515664,945.975,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4960,0,14,20,20,62,0.0143652,-0.679953,-10.2089,0.150056,0.0649177,-0.00212845,-22.0172,34.7625,17.0543,0.0806226,152.102,
Thu Sep 19 06:31:22 2019,9525665,945.975,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,8,64,26,-0.124498,-0.521936,-10.137,0.118129,0.0883306,-0.0234129,-22.0172,34.7625,17.0543,-0.703645,152.382,
Thu Sep 19 06:31:22 2019,9535666,945.975,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,8,64,26,0.244209,-0.445322,-10.0987,0.094716,0.108551,-0.0319267,-22.0172,34.7625,17.0543,1.38526,152.662,
Thu Sep 19 06:31:22 2019,9545667,945.975,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,22,8,62,24,0.411803,-0.526724,-10.1131,0.0627892,0.105358,-0.0372479,-22.0172,34.7625,17.0543,2.33178,152.95,
Thu Sep 19 06:31:22 2019,9555668,945.975,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,22,8,62,24,0.588974,-0.507571,-10.1035,0.0361836,0.101101,-0.0542754,-22.0172,34.7625,17.0543,3.33622,153.238,
Thu Sep 19 06:31:22 2019,9565669,945.975,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,8,60,24,0.244209,-0.632069,-10.0844,0.00212845,0.0893948,-0.0489543,-22.0172,34.7625,17.0543,1.38723,153.527,
Thu Sep 19 06:31:22 2019,9575670,945.767,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,8,60,24,0.268151,-0.818817,-10.003,-0.0244772,0.0883306,-0.052147,-22.0172,34.7625,17.0543,1.53557,153.814,
Thu Sep 19 06:31:22 2019,9585671,945.767,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,8,62,64,0.459687,-0.842759,-9.95988,-0.0585323,0.0883306,-0.0532112,-22.0172,34.7625,17.0543,2.64255,154.101,
Thu Sep 19 06:31:22 2019,9595672,945.767,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,24,8,62,64,0.320823,-0.68953,-9.9503,-0.0915233,0.0723673,-0.0436332,-22.0172,34.7625,17.0543,1.84672,154.392,
Thu Sep 19 06:31:22 2019,9605673,945.767,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,12,20,20,64,0.196325,-0.59855,-9.89763,-0.106422,0.0627892,-0.0383121,-22.0172,34.7625,17.0543,1.13634,154.681,
Thu Sep 19 06:31:22 2019,9615674,945.463,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,12,20,20,64,0.11971,-0.588974,-9.73961,-0.142606,0.052147,-0.0297983,-22.0172,34.7625,17.0543,0.70419,154.97,
Thu Sep 19 06:31:22 2019,9625675,945.463,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,8,62,66,0.177171,-0.78051,-10.0126,-0.161762,0.0415047,-0.0266056,-22.0172,34.7625,17.0543,1.01374,155.26,
Thu Sep 19 06:31:22 2019,9635676,945.463,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4940,0,22,8,62,66,0.354342,-0.684742,-9.89284,-0.183047,0.0351194,-0.0159634,-22.0172,34.7625,17.0543,2.05135,155.548,
Thu Sep 19 06:31:22 2019,9645677,945.463,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,20,16,62,0.277727,-0.555455,-10.0173,-0.213909,0.0244772,-0.00851379,-22.0172,34.7625,17.0543,1.5881,155.838,
Thu Sep 19 06:31:22 2019,9655678,945.463,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4938,0,22,20,16,62,0.344765,-0.397437,-10.0652,-0.232001,0.0148991,-0.00957802,-22.0172,34.7625,17.0543,1.96179,156.127,
Thu Sep 19 06:31:22 2019,9665679,945.463,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4968,0,12,20,20,62,0.3304,-0.469264,-9.8258,-0.243707,0.0180918,-0.00532112,-22.0172,34.7625,17.0543,1.92589,156.413,
Thu Sep 19 06:31:22 2019,9675680,946.688,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4968,0,12,20,20,62,0.316035,-0.474052,-9.5816,-0.260735,0.0170276,0.00744957,-22.0172,34.7625,17.0543,1.88913,156.699,
Thu Sep 19 06:31:22 2019,9685681,946.688,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4960,0,22,8,18,62,0.268151,-0.354342,-9.54808,-0.266056,0.0244772,0.00744957,-22.0172,34.7625,17.0543,1.60869,156.984,
Thu Sep 19 06:31:22 2019,9695682,946.688,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4960,0,22,8,18,62,0.23942,-0.277727,-9.67257,-0.272441,0.0319267,0.00744957,-22.0172,34.7625,17.0543,1.41792,157.268,
Thu Sep 19 06:31:22 2019,9705683,946.688,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,24,10,62,28,0.368707,-0.191536,-9.82102,-0.264992,0.0436332,0.0138349,-22.0172,34.7625,17.0543,2.15003,157.551,
Thu Sep 19 06:31:22 2019,9715684,946.158,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4920,0,24,10,62,28,0.282516,-0.177171,-9.66779,-0.252221,0.0372479,0.0202203,-22.0172,34.7625,17.0543,1.67384,157.84,
Thu Sep 19 06:31:22 2019,9725685,946.158,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,0,24,10,62,26,0.268151,-0.0957681,-9.81623,-0.244772,0.0340552,0.0276698,-22.0172,34.7625,17.0543,1.56477,158.127,
Thu Sep 19 06:31:22 2019,9735686,946.158,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4926,0,24,10,62,26,0.3304,-0.177171,-9.81623,-0.234129,0.0287341,0.0276698,-22.0172,34.7625,17.0543,1.92777,158.415,
Thu Sep 19 06:31:22 2019,9745687,946.158,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,10,20,18,66,0.411803,-0.00957681,-10.003,-0.223487,0.0234129,0.0319267,-22.0172,34.7625,17.0543,2.35742,158.703,
Thu Sep 19 06:31:22 2019,9755688,946.158,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,10,20,18,66,0.311246,0.0814029,-10.07,-0.20646,0.0234129,0.0266056,-22.0172,34.7625,17.0543,1.77035,158.989,
Thu Sep 19 06:31:22 2019,9765689,946.158,0,0,0,0,0,0,-71.0798,-71.0798,-0.376995,-426.479,-1.777,-1.777,4934,0,10,20,18,66,0.6608,0.124498,-9.92636,-0.185175,0.0180918,0.0297983,-22.0172,34.7625,17.0543,3.80857,159.277,
