time,input,output,voltage
0.722,-0,0.411106851153352,-2.05553425576676
0.724,-0,0.414174812729123,-2.07087406364562
0.726,-0,0.414174812729123,-2.07087406364562
0.728,-0,0.417242774304894,-2.08621387152447
0.73,-0,0.420310735880666,-2.10155367940333
0.732,-0,0.420310735880666,-2.10155367940333
0.734,-0,0.423378697456437,-2.11689348728218
0.736,-0,0.426446659032208,-2.13223329516104
0.738,-0,0.426446659032208,-2.13223329516104
0.74,-0,0.42951462060798,-2.1475731030399
0.742,-0,0.432582582183751,-2.16291291091875
0.744,-0,0.432582582183751,-2.16291291091875
0.746,-0,0.435650543759522,-2.17825271879761
0.748,-0,0.435650543759522,-2.17825271879761
0.75,-0,0.438718505335293,-2.19359252667647
0.752,-0,0.438718505335293,-2.19359252667647
0.754,-0,0.441786466911065,-2.20893233455532
0.756,-0,0.441786466911065,-2.20893233455532
0.758,-0,0.444854428486836,-2.22427214243418
0.76,-0,0.444854428486836,-2.22427214243418
0.762,-0,0.447922390062607,-2.23961195031304
0.764,-0,0.447922390062607,-2.23961195031304
0.766,-0,0.450990351638379,-2.25495175819189
0.768,-0,0.450990351638379,-2.25495175819189
0.77,-0,0.45405831321415,-2.27029156607075
0.772,-0,0.45405831321415,-2.27029156607075
0.774,-0,0.457126274789921,-2.28563137394961
0.776,-0,0.457126274789921,-2.28563137394961
0.778,-0,0.460194236365692,-2.30097118182846
0.78,-0,0.460194236365692,-2.30097118182846
0.782,-0,0.460194236365692,-2.30097118182846
0.784,-0,0.463262197941464,-2.31631098970732
0.786,-0,0.463262197941464,-2.31631098970732
0.788,-0,0.466330159517235,-2.33165079758617
0.79,-0,0.469398121093006,-2.34699060546503
0.792,-0,0.469398121093006,-2.34699060546503
0.794,-0,0.469398121093006,-2.34699060546503
0.796,-0,0.472466082668777,-2.36233041334389
0.798,-0,0.472466082668777,-2.36233041334389
0.8,-0,0.475534044244549,-2.37767022122274
0.802,-0,0.475534044244549,-2.37767022122274
0.804,-0,0.47860200582032,-2.3930100291016
0.806,-0,0.47860200582032,-2.3930100291016
0.808,-0,0.481669967396091,-2.40834983698046
0.81,-0,0.481669967396091,-2.40834983698046
